,Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Tom Brady(FA),28,39,71.8,341,8.7,3,0,1,2,2,1,0,1,31.8,31.8,99.1%
1,2,Kyler Murray(ARI),22,32,68.8,245,7.7,1,1,3,11,61,2,0,1,30.9,30.9,99.3%
2,3,Ben Roethlisberger(FA),27,46,58.7,333,7.2,4,0,0,1,0,0,0,1,29.3,29.3,23.8%
3,4,Josh Allen(BUF),32,49,65.3,284,5.8,2,2,0,7,38,0,0,1,28.4,28.4,100.0%
4,5,Aaron Rodgers(GB),24,34,70.6,325,9.6,2,1,1,3,4,1,0,1,26.4,26.4,97.4%
5,6,Matthew Stafford(LAR),24,33,72.7,276,8.4,3,0,1,0,0,0,0,1,23.0,23.0,97.2%
6,7,Lamar Jackson(BAL),24,34,70.6,249,7.3,2,1,2,11,55,0,0,1,22.5,22.5,94.0%
7,8,Daniel Jones(NYG),21,28,75.0,244,8.7,0,0,3,9,64,1,0,1,22.2,22.2,13.6%
8,9,Justin Herbert(LAC),20,32,62.5,187,5.8,2,1,2,4,10,1,0,1,21.5,21.5,98.8%
9,10,Teddy Bridgewater(DEN),18,24,75.0,136,5.7,2,1,1,3,16,1,0,1,20.0,20.0,15.6%
10,11,Kirk Cousins(MIN),25,36,69.4,292,8.1,2,1,1,1,-1,0,0,1,18.6,18.6,70.7%
11,12,Cam Newton(CAR),13,17,76.5,118,6.9,1,0,1,11,21,1,0,1,16.8,16.8,20.3%
12,13,Philip Rivers(FA),29,39,74.4,308,7.9,1,0,1,0,0,0,0,1,16.3,16.3,20.6%
13,14,Alex Smith(FA),38,55,69.1,390,7.1,0,0,2,2,4,0,0,1,16.0,16.0,5.0%
14,15,Tua Tagovailoa(MIA),15,25,60.0,169,6.8,2,0,0,6,-1,0,0,1,14.7,14.7,44.2%
15,16,Deshaun Watson(HOU),20,30,66.7,163,5.4,1,0,2,8,36,0,0,1,14.1,14.1,5.0%
16,17,Joe Burrow(CIN),21,40,52.5,213,5.3,1,0,4,0,0,0,0,1,12.5,12.5,88.3%
17,18,Nick Mullens(CLE),24,38,63.2,247,6.5,1,2,2,1,3,0,0,1,12.2,12.2,0.3%
18,19,Russell Wilson(SEA),22,37,59.5,248,6.7,0,2,6,8,60,0,1,1,11.9,11.9,90.4%
19,20,Drew Lock(DEN),23,47,48.9,257,5.5,1,4,2,2,7,0,0,1,11.0,11.0,1.5%
20,21,Ryan Tannehill(TEN),15,27,55.6,147,5.4,1,0,1,2,9,0,0,1,10.8,10.8,62.7%
21,22,Jared Goff(DET),27,37,73.0,302,8.2,0,0,3,5,4,0,1,1,10.5,10.5,5.3%
22,23,Jake Luton(JAC),18,35,51.4,169,4.8,1,1,3,0,0,0,0,1,9.8,9.8,0.0%
23,24,Carson Wentz(IND),21,37,56.8,208,5.6,0,0,3,2,4,0,0,1,8.7,8.7,44.0%
24,25,Derek Carr(LV),16,25,64.0,154,6.2,0,0,0,4,10,0,0,1,7.2,7.2,58.1%
25,26,Drew Brees(FA),8,13,61.5,76,5.8,1,0,0,1,-1,0,0,1,6.9,6.9,35.7%
26,27,Jacoby Brissett(MIA),0,0,0,0,0,0,0,0,1,2,1,0,1,6.2,6.2,0.6%
27,28,Baker Mayfield(CLE),12,20,60.0,132,6.6,0,0,1,3,1,0,0,1,5.4,5.4,26.4%
