team,games,passing_cmp,passing_att,passing_cmppct,passing_yds,passing_avg,passing_yds_per_game,passing_longest,passing_td,passing_int,passing_sack,sack_yards_lost,passer_rating,year,rushing_att,rushing_yds,rushing_avg,rushing_yds_per_game,rushing_longest,rushing_td,rushing_fumbles,rushing_fumbles_lost,receiving_rec,receiving_yds,receiving_avg,receiving_yds_per_game,receiving_longest,receiving_td,receiving_fumbles,receiving_fumbles_lost,1st_total,1st_rush,1st_pass,1st_penalty,3rd_conv,3rd_att,3rd_pct,4th_conv,4th_att,4th_pct,offense_penalties,offense_yds_lost
NO,16.0,460.0,667.0,69.0,4970.0,7.8,310.6,80.0,32.0,12.0,32.0,235.0,100.6,2015,397.0,1491.0,3.8,93.2,70.0,16.0,3.0,1.0,460.0,5205.0,11.3,325.3,80.0,32.0,6.0,4.0,381.0,98.0,247.0,36.0,104.0,218.0,47.7,10.0,16.0,62.5,130.0,1112.0
ARI,16.0,353.0,562.0,62.8,4616.0,8.5,288.5,68.0,35.0,13.0,27.0,159.0,100.9,2015,452.0,1917.0,4.2,119.8,63.0,16.0,8.0,4.0,353.0,4775.0,13.5,298.4,68.0,35.0,4.0,3.0,373.0,92.0,237.0,44.0,93.0,198.0,47.0,4.0,9.0,44.4,94.0,758.0
PIT,16.0,391.0,590.0,66.3,4603.0,8.2,287.7,88.0,26.0,21.0,33.0,219.0,91.2,2015,388.0,1724.0,4.4,107.8,55.0,16.0,5.0,1.0,391.0,4822.0,12.3,301.4,88.0,26.0,3.0,2.0,331.0,91.0,207.0,33.0,75.0,193.0,38.9,4.0,12.0,33.3,94.0,868.0
LAC,16.0,442.0,667.0,66.3,4591.0,7.3,286.9,80.0,30.0,13.0,40.0,264.0,94.5,2015,393.0,1358.0,3.5,84.9,53.0,4.0,7.0,4.0,442.0,4855.0,11.0,303.4,80.0,30.0,7.0,3.0,344.0,79.0,230.0,35.0,97.0,231.0,42.0,5.0,15.0,33.3,117.0,942.0
NE,16.0,404.0,629.0,64.2,4587.0,7.7,286.7,76.0,36.0,7.0,38.0,225.0,101.9,2015,383.0,1404.0,3.7,87.8,38.0,14.0,2.0,0.0,404.0,4812.0,11.9,300.8,76.0,36.0,3.0,2.0,347.0,87.0,229.0,31.0,88.0,215.0,40.9,9.0,15.0,60.0,96.0,859.0
ATL,16.0,410.0,621.0,66.0,4379.0,7.4,273.7,70.0,21.0,17.0,32.0,223.0,87.8,2015,420.0,1611.0,3.8,100.7,46.0,13.0,9.0,6.0,410.0,4602.0,11.2,287.6,70.0,21.0,4.0,2.0,359.0,95.0,230.0,34.0,107.0,227.0,47.1,10.0,19.0,52.6,100.0,969.0
NYG,16.0,392.0,623.0,62.9,4347.0,7.2,271.7,87.0,36.0,14.0,27.0,157.0,94.5,2015,403.0,1609.0,4.0,100.6,39.0,5.0,4.0,2.0,392.0,4504.0,11.5,281.5,87.0,36.0,5.0,2.0,331.0,77.0,208.0,46.0,82.0,217.0,37.8,9.0,16.0,56.3,102.0,779.0
BAL,16.0,426.0,676.0,63.0,4271.0,6.6,266.9,50.0,21.0,21.0,24.0,178.0,79.4,2015,383.0,1478.0,3.9,92.4,44.0,8.0,6.0,2.0,426.0,4449.0,10.4,278.1,50.0,21.0,3.0,1.0,323.0,89.0,211.0,23.0,85.0,226.0,37.6,12.0,24.0,50.0,122.0,1153.0
DET,16.0,420.0,632.0,66.5,4212.0,7.1,263.3,57.0,33.0,14.0,44.0,251.0,95.1,2015,354.0,1335.0,3.8,83.4,36.0,7.0,7.0,3.0,420.0,4463.0,10.6,278.9,57.0,33.0,3.0,3.0,337.0,71.0,236.0,30.0,75.0,203.0,37.0,7.0,14.0,50.0,104.0,930.0
JAC,16.0,355.0,607.0,58.5,4108.0,7.3,256.8,90.0,35.0,18.0,51.0,320.0,88.1,2015,354.0,1473.0,4.2,92.1,45.0,5.0,9.0,4.0,355.0,4428.0,12.5,276.8,90.0,35.0,2.0,1.0,313.0,69.0,215.0,29.0,72.0,205.0,35.1,8.0,15.0,53.3,105.0,880.0
WAS,16.0,386.0,555.0,69.6,4095.0,7.7,255.9,78.0,30.0,11.0,27.0,199.0,102.0,2015,429.0,1566.0,3.7,97.9,48.0,9.0,11.0,4.0,386.0,4294.0,11.1,268.4,78.0,30.0,7.0,2.0,317.0,81.0,208.0,28.0,94.0,216.0,43.5,7.0,12.0,58.3,105.0,827.0
PHI,16.0,405.0,623.0,65.0,4087.0,7.0,255.4,78.0,23.0,18.0,37.0,254.0,85.6,2015,442.0,1743.0,3.9,108.9,63.0,15.0,10.0,8.0,405.0,4341.0,10.7,271.3,78.0,23.0,6.0,3.0,339.0,110.0,193.0,36.0,91.0,230.0,39.6,8.0,16.0,50.0,104.0,819.0
NYJ,16.0,362.0,604.0,59.9,4057.0,6.9,253.6,69.0,33.0,16.0,22.0,113.0,88.0,2015,448.0,1868.0,4.2,116.8,58.0,11.0,6.0,2.0,362.0,4170.0,11.5,260.6,69.0,33.0,6.0,3.0,329.0,99.0,210.0,20.0,93.0,229.0,40.6,6.0,14.0,42.9,96.0,787.0
DEN,16.0,368.0,606.0,60.7,3970.0,7.0,248.1,75.0,19.0,23.0,39.0,246.0,76.3,2015,411.0,1718.0,4.2,107.4,72.0,13.0,5.0,3.0,368.0,4216.0,11.5,263.5,75.0,19.0,4.0,3.0,314.0,85.0,201.0,28.0,79.0,224.0,35.3,7.0,14.0,50.0,115.0,1063.0
CIN,16.0,334.0,505.0,66.1,3923.0,8.1,245.2,80.0,31.0,9.0,32.0,181.0,104.1,2015,467.0,1805.0,3.9,112.8,38.0,18.0,8.0,5.0,334.0,4104.0,12.3,256.5,80.0,31.0,3.0,1.0,324.0,99.0,191.0,34.0,81.0,201.0,40.3,7.0,12.0,58.3,111.0,917.0
LV,16.0,373.0,605.0,61.7,3879.0,6.8,242.4,68.0,34.0,14.0,33.0,250.0,91.0,2015,370.0,1457.0,3.9,91.1,54.0,7.0,6.0,2.0,373.0,4129.0,11.1,258.1,68.0,34.0,5.0,1.0,300.0,74.0,193.0,33.0,86.0,220.0,39.1,5.0,13.0,38.5,139.0,1102.0
TB,16.0,312.0,535.0,58.3,3852.0,7.6,240.8,68.0,22.0,15.0,27.0,190.0,84.2,2015,455.0,2162.0,4.8,135.1,84.0,12.0,9.0,6.0,312.0,4042.0,13.0,252.6,68.0,22.0,4.0,3.0,336.0,99.0,201.0,36.0,84.0,202.0,41.6,7.0,13.0,53.9,143.0,1195.0
HOU,16.0,358.0,619.0,57.8,3833.0,6.6,239.6,61.0,29.0,12.0,36.0,246.0,85.3,2015,472.0,1731.0,3.7,108.2,41.0,7.0,5.0,2.0,358.0,4079.0,11.4,254.9,61.0,29.0,3.0,2.0,335.0,90.0,210.0,35.0,96.0,249.0,38.6,6.0,19.0,31.6,107.0,910.0
MIA,16.0,365.0,588.0,62.1,3811.0,7.2,238.2,54.0,24.0,12.0,45.0,420.0,88.9,2015,344.0,1496.0,4.3,93.5,85.0,11.0,4.0,2.0,365.0,4231.0,11.6,264.4,54.0,24.0,2.0,1.0,291.0,72.0,194.0,25.0,63.0,205.0,30.7,8.0,22.0,36.4,134.0,1090.0
SEA,16.0,333.0,489.0,68.1,3790.0,8.3,236.9,80.0,34.0,8.0,46.0,271.0,109.8,2015,501.0,2268.0,4.5,141.8,69.0,10.0,7.0,4.0,333.0,4061.0,12.2,253.8,80.0,34.0,3.0,1.0,335.0,128.0,190.0,17.0,99.0,213.0,46.5,8.0,9.0,88.9,117.0,1007.0
CLE,16.0,371.0,609.0,60.9,3782.0,6.8,236.4,61.0,20.0,12.0,53.0,374.0,84.0,2015,380.0,1529.0,4.0,95.6,54.0,5.0,5.0,4.0,371.0,4156.0,11.2,259.8,61.0,20.0,6.0,3.0,307.0,81.0,192.0,34.0,95.0,227.0,41.9,10.0,24.0,41.7,120.0,1083.0
IND,16.0,355.0,619.0,57.4,3704.0,6.3,231.5,87.0,26.0,19.0,37.0,224.0,77.5,2015,396.0,1438.0,3.6,89.9,37.0,6.0,6.0,5.0,355.0,3928.0,11.1,245.5,87.0,26.0,2.0,1.0,311.0,77.0,195.0,39.0,94.0,235.0,40.0,7.0,13.0,53.9,108.0,931.0
CHI,16.0,334.0,523.0,63.9,3663.0,7.3,228.9,87.0,21.0,12.0,33.0,180.0,89.7,2015,469.0,1851.0,3.9,115.7,27.0,13.0,5.0,2.0,334.0,3843.0,11.5,240.2,87.0,21.0,4.0,0.0,312.0,108.0,177.0,27.0,93.0,219.0,42.5,6.0,10.0,60.0,99.0,909.0
CAR,16.0,300.0,501.0,59.9,3589.0,7.7,224.3,74.0,35.0,10.0,33.0,284.0,99.2,2015,526.0,2282.0,4.3,142.6,47.0,19.0,8.0,5.0,300.0,3873.0,12.9,242.1,74.0,35.0,3.0,3.0,357.0,136.0,197.0,24.0,86.0,203.0,42.4,6.0,10.0,60.0,103.0,887.0
GB,16.0,348.0,573.0,60.7,3503.0,6.7,218.9,65.0,31.0,8.0,47.0,322.0,92.7,2015,436.0,1850.0,4.2,115.6,65.0,8.0,8.0,4.0,348.0,3825.0,11.0,239.1,65.0,31.0,4.0,1.0,317.0,100.0,173.0,44.0,70.0,208.0,33.7,11.0,21.0,52.4,105.0,906.0
TEN,16.0,342.0,551.0,62.1,3503.0,7.1,218.9,61.0,25.0,17.0,54.0,390.0,85.5,2015,371.0,1485.0,4.0,92.8,87.0,10.0,9.0,4.0,342.0,3893.0,11.4,243.3,61.0,25.0,2.0,2.0,298.0,66.0,195.0,37.0,64.0,201.0,31.8,7.0,15.0,46.7,93.0,779.0
