team,games,passing_cmp,passing_att,passing_cmppct,passing_yds,passing_avg,passing_yds_per_game,passing_longest,passing_td,passing_int,passing_sack,sack_yards_lost,passer_rating,year,rushing_att,rushing_yds,rushing_avg,rushing_yds_per_game,rushing_longest,rushing_td,rushing_fumbles,rushing_fumbles_lost,receiving_rec,receiving_yds,receiving_avg,receiving_yds_per_game,receiving_longest,receiving_td,receiving_fumbles,receiving_fumbles_lost,1st_total,1st_rush,1st_pass,1st_penalty,3rd_conv,3rd_att,3rd_pct,4th_conv,4th_att,4th_pct,offense_penalties,offense_yds_lost
WAS,16.0,364.0,547.0,66.5,4047.0,8.2,252.9,81.0,18.0,18.0,58.0,414.0,88.8,2014,401.0,1691.0,4.2,105.7,30.0,15.0,9.0,2.0,364.0,4461.0,12.3,278.8,81.0,18.0,6.0,5.0,318.0,88.0,186.0,44.0,62.0,197.0,31.5,4.0,16.0,25.0,120.0,1130.0
DET,16.0,365.0,604.0,60.4,4030.0,7.1,251.9,73.0,22.0,12.0,45.0,254.0,85.9,2014,396.0,1422.0,3.6,88.9,57.0,11.0,7.0,2.0,365.0,4284.0,11.7,267.8,73.0,22.0,3.0,1.0,310.0,72.0,210.0,28.0,86.0,223.0,38.6,10.0,20.0,50.0,118.0,989.0
BAL,16.0,344.0,554.0,62.1,3819.0,7.2,238.7,80.0,27.0,12.0,19.0,167.0,91.0,2014,448.0,2019.0,4.5,126.2,52.0,16.0,6.0,2.0,344.0,3986.0,11.6,249.1,80.0,27.0,3.0,3.0,345.0,113.0,194.0,38.0,84.0,205.0,41.0,9.0,18.0,50.0,111.0,870.0
ARI,16.0,320.0,568.0,56.3,3808.0,7.0,238.0,81.0,21.0,12.0,28.0,182.0,81.8,2014,397.0,1308.0,3.3,81.8,22.0,6.0,4.0,2.0,320.0,3990.0,12.5,249.4,81.0,21.0,5.0,2.0,302.0,67.0,191.0,44.0,90.0,224.0,40.2,3.0,4.0,75.0,91.0,707.0
CHI,16.0,396.0,609.0,65.0,3792.0,6.6,237.0,74.0,30.0,19.0,41.0,243.0,87.3,2014,355.0,1441.0,4.1,90.1,32.0,8.0,6.0,1.0,396.0,4035.0,10.2,252.2,74.0,30.0,3.0,3.0,322.0,91.0,194.0,37.0,78.0,207.0,37.7,13.0,28.0,46.4,113.0,997.0
DAL,16.0,328.0,476.0,68.9,3784.0,8.4,236.5,68.0,37.0,11.0,30.0,224.0,110.9,2014,508.0,2354.0,4.6,147.1,65.0,16.0,9.0,6.0,328.0,4008.0,12.2,250.5,68.0,37.0,4.0,4.0,342.0,106.0,205.0,31.0,95.0,201.0,47.3,3.0,6.0,50.0,105.0,839.0
MIA,16.0,394.0,595.0,66.2,3729.0,6.8,233.1,50.0,27.0,12.0,46.0,337.0,92.5,2014,399.0,1872.0,4.7,117.0,97.0,12.0,8.0,4.0,394.0,4066.0,10.3,254.1,50.0,27.0,7.0,2.0,361.0,99.0,226.0,36.0,80.0,200.0,40.0,7.0,19.0,36.8,81.0,635.0
BUF,16.0,363.0,579.0,62.7,3614.0,6.7,225.9,84.0,23.0,13.0,39.0,242.0,86.0,2014,402.0,1482.0,3.7,92.6,53.0,7.0,5.0,2.0,363.0,3856.0,10.6,241.0,84.0,23.0,8.0,4.0,273.0,65.0,186.0,22.0,84.0,229.0,36.7,6.0,14.0,42.9,124.0,1031.0
CAR,16.0,327.0,545.0,60.0,3511.0,7.0,219.4,51.0,23.0,12.0,42.0,317.0,86.2,2014,473.0,2036.0,4.3,127.3,69.0,10.0,9.0,4.0,327.0,3828.0,11.7,239.3,51.0,23.0,3.0,1.0,347.0,117.0,199.0,31.0,93.0,222.0,41.9,6.0,10.0,60.0,83.0,756.0
CLE,16.0,274.0,502.0,54.6,3465.0,7.3,216.6,81.0,12.0,16.0,31.0,213.0,72.8,2014,477.0,1728.0,3.6,108.0,36.0,17.0,7.0,4.0,274.0,3678.0,13.4,229.9,81.0,12.0,0.0,0.0,294.0,88.0,179.0,27.0,61.0,207.0,29.5,5.0,14.0,35.7,116.0,932.0
CIN,16.0,323.0,503.0,64.2,3421.0,7.1,213.8,81.0,20.0,17.0,23.0,130.0,84.2,2014,492.0,2147.0,4.4,134.2,89.0,19.0,8.0,3.0,323.0,3551.0,11.0,221.9,81.0,20.0,7.0,3.0,313.0,122.0,164.0,27.0,84.0,211.0,39.8,7.0,13.0,53.9,102.0,812.0
TEN,16.0,299.0,513.0,58.3,3412.0,7.3,213.3,80.0,20.0,16.0,50.0,326.0,81.0,2014,356.0,1447.0,4.1,90.4,52.0,6.0,5.0,3.0,299.0,3738.0,12.5,233.6,80.0,20.0,4.0,2.0,258.0,75.0,159.0,24.0,59.0,196.0,30.1,6.0,17.0,35.3,111.0,961.0
LAR,16.0,327.0,515.0,63.5,3400.0,7.2,212.5,63.0,20.0,16.0,47.0,295.0,84.9,2014,395.0,1635.0,4.1,102.2,89.0,11.0,7.0,3.0,327.0,3695.0,11.3,230.9,63.0,20.0,1.0,1.0,288.0,79.0,189.0,20.0,68.0,192.0,35.4,4.0,10.0,40.0,123.0,1139.0
HOU,16.0,295.0,485.0,60.8,3352.0,7.1,209.5,76.0,22.0,13.0,26.0,108.0,86.4,2014,551.0,2161.0,3.9,135.1,51.0,12.0,6.0,3.0,295.0,3460.0,11.7,216.3,76.0,22.0,6.0,4.0,313.0,108.0,171.0,34.0,91.0,235.0,38.7,10.0,17.0,58.8,94.0,834.0
TB,16.0,301.0,531.0,56.7,3297.0,6.8,206.1,56.0,21.0,20.0,52.0,326.0,75.2,2014,353.0,1375.0,3.9,85.9,63.0,7.0,5.0,3.0,301.0,3623.0,12.0,226.4,56.0,21.0,5.0,4.0,263.0,72.0,162.0,29.0,76.0,203.0,37.4,4.0,12.0,33.3,118.0,939.0
LV,16.0,365.0,629.0,58.0,3275.0,5.5,204.7,77.0,22.0,16.0,28.0,181.0,74.4,2014,337.0,1240.0,3.7,77.5,90.0,4.0,10.0,4.0,365.0,3456.0,9.5,216.0,77.0,22.0,7.0,3.0,248.0,56.0,173.0,19.0,80.0,236.0,33.9,9.0,15.0,60.0,116.0,939.0
SEA,16.0,287.0,454.0,63.2,3250.0,7.7,203.1,80.0,20.0,7.0,42.0,242.0,95.1,2014,525.0,2762.0,5.3,172.6,79.0,20.0,9.0,2.0,287.0,3492.0,12.2,218.3,80.0,20.0,3.0,2.0,328.0,144.0,160.0,24.0,90.0,212.0,42.5,3.0,11.0,27.3,130.0,1009.0
MIN,16.0,322.0,517.0,62.3,3244.0,6.9,202.8,87.0,17.0,18.0,51.0,322.0,79.2,2014,413.0,1804.0,4.4,112.8,67.0,12.0,3.0,1.0,322.0,3566.0,11.1,222.9,87.0,17.0,3.0,0.0,288.0,90.0,171.0,27.0,82.0,211.0,38.9,6.0,12.0,50.0,100.0,836.0
KC,16.0,320.0,493.0,64.9,3182.0,7.0,198.9,70.0,18.0,6.0,49.0,246.0,92.2,2014,420.0,1918.0,4.6,119.9,63.0,18.0,9.0,4.0,320.0,3428.0,10.7,214.3,70.0,18.0,9.0,5.0,309.0,92.0,184.0,33.0,80.0,201.0,39.8,5.0,12.0,41.7,88.0,681.0
SF,16.0,292.0,487.0,60.0,3063.0,7.0,191.4,80.0,20.0,10.0,52.0,344.0,86.3,2014,470.0,2176.0,4.6,136.0,90.0,10.0,10.0,7.0,292.0,3407.0,11.7,212.9,80.0,20.0,2.0,1.0,303.0,104.0,165.0,34.0,86.0,213.0,40.4,10.0,18.0,55.6,116.0,937.0
JAC,16.0,325.0,557.0,58.3,3001.0,6.2,187.6,63.0,15.0,18.0,71.0,450.0,72.0,2014,360.0,1633.0,4.5,102.1,62.0,9.0,6.0,4.0,325.0,3451.0,10.6,215.7,63.0,15.0,2.0,2.0,271.0,86.0,154.0,31.0,69.0,216.0,31.9,7.0,19.0,36.8,73.0,573.0
NYJ,16.0,287.0,498.0,57.6,2946.0,6.4,184.1,74.0,16.0,15.0,47.0,260.0,75.1,2014,507.0,2280.0,4.5,142.5,71.0,11.0,10.0,5.0,287.0,3206.0,11.2,200.4,74.0,16.0,3.0,0.0,289.0,112.0,154.0,23.0,91.0,234.0,38.9,9.0,16.0,56.3,109.0,932.0
