team,games,passing_cmp_allowed,passing_att_allowed,passing_cmppct_allowed,passing_yds_allowed,passing_avg_allowed,passing_yds_allowed_per_game,passing_longest_allowed,passing_td_allowed,ints,sacks,sack_yards_gained,passer_rating,year,rushing_att_allowed,rushing_yds_allowed,rushing_avg_allowed,rushing_yds_allowed_per_game,rushing_longest_allowed,rushing_td_allowed,rushing_fumbles,rushing_fumbles_lost,receiving_rec_allowed,receiving_yds_allowed,receiving_avg_allowed,receiving_yds_allowed_per_game,receiving_longest_allowed,receiving_td_allowed,receiving_fumbles,receiving_fumbles_lost,1st_total_allowed,1st_rush_allowed,1st_pass_allowed,1st_penalty_allowed,3rd_conv_allowed,3rd_att_allowed,3rd_pct_allowed,4th_conv_allowed,4th_att_allowed,4th_pct_allowed,defense_penalties,defense_yds_lost
BAL,16.0,314.0,552.0,56.9,3681.0,7.1,230.1,79.0,25.0,16.0,40.0,257.0,82.2,2013,440.0,1687.0,3.8,105.4,43.0,7.0,6.0,2.0,314.0,3938.0,12.5,246.1,79.0,25.0,6.0,1.0,284.0,79.0,176.0,29.0,78.0,233.0,33.5,8.0,14.0,57.1,126.0,1196.0
IND,16.0,324.0,536.0,60.4,3711.0,7.4,231.9,81.0,21.0,15.0,42.0,248.0,84.6,2013,448.0,2002.0,4.5,125.1,56.0,14.0,8.0,4.0,324.0,3959.0,12.2,247.4,81.0,21.0,0.0,0.0,319.0,101.0,191.0,27.0,79.0,210.0,37.6,10.0,19.0,52.6,112.0,990.0
ARI,16.0,367.0,625.0,58.7,3728.0,6.5,233.0,72.0,29.0,20.0,47.0,337.0,80.3,2013,370.0,1351.0,3.7,84.4,56.0,5.0,6.0,2.0,367.0,4065.0,11.1,254.1,72.0,29.0,2.0,1.0,309.0,68.0,208.0,33.0,78.0,221.0,35.3,6.0,16.0,37.5,111.0,960.0
CHI,16.0,315.0,507.0,62.1,3730.0,7.7,233.1,48.0,25.0,19.0,31.0,189.0,86.9,2013,483.0,2583.0,5.3,161.4,65.0,22.0,11.0,3.0,315.0,3919.0,12.4,244.9,48.0,25.0,5.0,2.0,353.0,147.0,184.0,22.0,83.0,200.0,41.5,12.0,16.0,75.0,69.0,647.0
MIA,16.0,344.0,580.0,59.3,3752.0,6.9,234.5,67.0,17.0,18.0,42.0,272.0,77.3,2013,484.0,1998.0,4.1,124.9,51.0,14.0,5.0,3.0,344.0,4024.0,11.7,251.5,67.0,17.0,0.0,0.0,327.0,114.0,192.0,21.0,91.0,238.0,38.2,8.0,15.0,53.3,95.0,748.0
TB,16.0,352.0,547.0,64.4,3806.0,7.4,237.9,80.0,30.0,21.0,35.0,255.0,88.9,2013,438.0,1762.0,4.0,110.1,56.0,10.0,6.0,4.0,352.0,4061.0,11.5,253.8,80.0,30.0,5.0,2.0,324.0,95.0,190.0,39.0,80.0,204.0,39.2,8.0,14.0,57.1,105.0,1012.0
NE,16.0,336.0,589.0,57.0,3824.0,7.0,239.0,80.0,25.0,17.0,48.0,313.0,81.0,2013,481.0,2145.0,4.5,134.1,34.0,11.0,6.0,3.0,336.0,4137.0,12.3,258.6,80.0,25.0,5.0,3.0,338.0,110.0,208.0,20.0,98.0,232.0,42.2,4.0,21.0,19.1,110.0,951.0
LAR,16.0,355.0,521.0,68.1,3874.0,8.1,242.1,81.0,21.0,14.0,53.0,326.0,94.7,2013,440.0,1646.0,3.7,102.9,41.0,18.0,8.0,5.0,355.0,4200.0,11.8,262.5,81.0,21.0,3.0,3.0,337.0,87.0,203.0,47.0,78.0,201.0,38.8,9.0,16.0,56.3,105.0,978.0
WAS,16.0,337.0,514.0,65.6,3896.0,8.0,243.5,57.0,29.0,16.0,36.0,238.0,96.1,2013,443.0,1769.0,4.0,110.6,50.0,23.0,8.0,3.0,337.0,4134.0,12.3,258.4,57.0,29.0,5.0,4.0,329.0,102.0,204.0,23.0,66.0,194.0,34.0,12.0,17.0,70.6,83.0,697.0
ATL,16.0,341.0,516.0,66.1,3897.0,8.0,243.6,67.0,31.0,10.0,32.0,231.0,102.4,2013,455.0,2173.0,4.8,135.8,80.0,14.0,5.0,2.0,341.0,4128.0,12.1,258.0,67.0,31.0,6.0,4.0,326.0,102.0,196.0,28.0,96.0,209.0,45.9,7.0,11.0,63.6,104.0,885.0
NYJ,16.0,345.0,586.0,58.9,3947.0,7.1,246.7,77.0,26.0,13.0,41.0,242.0,86.5,2013,421.0,1412.0,3.4,88.3,63.0,9.0,5.0,0.0,345.0,4189.0,12.1,261.8,77.0,26.0,2.0,0.0,293.0,68.0,198.0,27.0,85.0,231.0,36.8,7.0,18.0,38.9,92.0,833.0
DET,16.0,338.0,572.0,59.1,3950.0,7.3,246.9,85.0,24.0,15.0,33.0,249.0,85.0,2013,377.0,1596.0,4.2,99.8,78.0,10.0,10.0,5.0,338.0,4199.0,12.4,262.4,85.0,24.0,1.0,0.0,290.0,62.0,197.0,31.0,64.0,211.0,30.3,9.0,12.0,75.0,87.0,681.0
GB,16.0,332.0,539.0,61.6,3956.0,7.8,247.3,67.0,30.0,11.0,44.0,238.0,95.9,2013,432.0,2000.0,4.6,125.0,41.0,16.0,3.0,3.0,332.0,4194.0,12.6,262.1,67.0,30.0,3.0,3.0,330.0,116.0,190.0,24.0,78.0,204.0,38.2,10.0,17.0,58.8,99.0,883.0
KC,16.0,334.0,592.0,56.4,3962.0,7.2,247.6,77.0,25.0,21.0,47.0,309.0,78.5,2013,428.0,1923.0,4.5,120.2,61.0,9.0,4.0,3.0,334.0,4271.0,12.8,266.9,77.0,25.0,4.0,3.0,303.0,88.0,189.0,26.0,78.0,229.0,34.1,9.0,18.0,50.0,112.0,852.0
JAC,16.0,354.0,551.0,64.2,3962.0,7.6,247.6,95.0,29.0,11.0,31.0,225.0,96.5,2013,507.0,2108.0,4.2,131.8,50.0,20.0,10.0,6.0,354.0,4187.0,11.8,261.7,95.0,29.0,2.0,0.0,353.0,121.0,200.0,32.0,96.0,226.0,42.5,9.0,12.0,75.0,87.0,729.0
DEN,16.0,357.0,613.0,58.2,4070.0,7.1,254.4,82.0,29.0,17.0,41.0,290.0,84.5,2013,420.0,1626.0,3.9,101.6,35.0,15.0,9.0,4.0,357.0,4360.0,12.2,272.5,82.0,29.0,4.0,3.0,339.0,90.0,208.0,41.0,83.0,218.0,38.1,4.0,15.0,26.7,97.0,807.0
LV,16.0,374.0,549.0,68.1,4092.0,7.9,255.8,71.0,33.0,9.0,38.0,260.0,105.1,2013,442.0,1727.0,3.9,107.9,45.0,15.0,6.0,3.0,374.0,4352.0,11.6,272.0,71.0,33.0,7.0,4.0,330.0,100.0,202.0,28.0,91.0,211.0,43.1,2.0,6.0,33.3,87.0,686.0
LAC,16.0,364.0,548.0,66.4,4139.0,8.0,258.7,74.0,23.0,11.0,35.0,248.0,96.4,2013,376.0,1725.0,4.6,107.8,46.0,14.0,4.0,2.0,364.0,4387.0,12.1,274.2,74.0,23.0,4.0,2.0,327.0,98.0,208.0,21.0,70.0,180.0,38.9,6.0,13.0,46.2,100.0,850.0
DAL,16.0,403.0,623.0,64.7,4589.0,7.8,286.8,87.0,33.0,15.0,34.0,246.0,96.0,2013,437.0,2056.0,4.7,128.5,60.0,17.0,4.0,3.0,403.0,4835.0,12.0,302.2,87.0,33.0,4.0,4.0,388.0,122.0,231.0,35.0,91.0,210.0,43.3,9.0,18.0,50.0,112.0,875.0
MIN,16.0,419.0,648.0,64.7,4595.0,7.5,287.2,80.0,37.0,12.0,41.0,274.0,98.6,2013,443.0,1767.0,4.0,110.4,41.0,14.0,7.0,1.0,419.0,4869.0,11.6,304.3,80.0,37.0,4.0,3.0,368.0,101.0,247.0,20.0,102.0,231.0,44.2,11.0,18.0,61.1,100.0,1003.0
PHI,16.0,408.0,670.0,60.9,4636.0,7.3,289.8,66.0,25.0,19.0,37.0,271.0,84.0,2013,443.0,1668.0,3.8,104.3,35.0,12.0,15.0,7.0,408.0,4907.0,12.0,306.7,66.0,25.0,3.0,1.0,368.0,100.0,239.0,29.0,93.0,231.0,40.3,8.0,20.0,40.0,106.0,855.0
