team,games,passing_cmp_allowed,passing_att_allowed,passing_cmppct_allowed,passing_yds_allowed,passing_avg_allowed,passing_yds_allowed_per_game,passing_longest_allowed,passing_td_allowed,ints,sacks,sack_yards_gained,passer_rating,year,rushing_att_allowed,rushing_yds_allowed,rushing_avg_allowed,rushing_yds_allowed_per_game,rushing_longest_allowed,rushing_td_allowed,rushing_fumbles,rushing_fumbles_lost,receiving_rec_allowed,receiving_yds_allowed,receiving_avg_allowed,receiving_yds_allowed_per_game,receiving_longest_allowed,receiving_td_allowed,receiving_fumbles,receiving_fumbles_lost,1st_total_allowed,1st_rush_allowed,1st_pass_allowed,1st_penalty_allowed,3rd_conv_allowed,3rd_att_allowed,3rd_pct_allowed,4th_conv_allowed,4th_att_allowed,4th_pct_allowed,defense_penalties,defense_yds_lost
SEA,16.0,309.0,524.0,59.0,2752.0,5.8,172.0,73.0,16.0,28.0,44.0,298.0,63.4,2013,422.0,1626.0,3.9,101.6,51.0,4.0,7.0,3.0,309.0,3050.0,9.9,190.6,73.0,16.0,4.0,1.0,282.0,83.0,156.0,43.0,76.0,216.0,35.2,4.0,11.0,36.4,98.0,879.0
NO,16.0,304.0,507.0,60.0,3105.0,6.8,194.1,60.0,20.0,12.0,49.0,336.0,83.6,2013,387.0,1786.0,4.6,111.6,52.0,11.0,3.0,2.0,304.0,3441.0,11.3,215.1,60.0,20.0,4.0,2.0,274.0,82.0,168.0,24.0,69.0,199.0,34.7,4.0,12.0,33.3,91.0,750.0
HOU,16.0,287.0,484.0,59.3,3123.0,6.8,195.2,64.0,29.0,7.0,32.0,187.0,93.9,2013,454.0,1958.0,4.3,122.4,80.0,11.0,7.0,3.0,287.0,3310.0,11.5,206.9,64.0,29.0,1.0,0.0,282.0,88.0,158.0,36.0,75.0,217.0,34.6,3.0,8.0,37.5,103.0,809.0
BUF,16.0,310.0,561.0,55.3,3271.0,6.5,204.4,74.0,28.0,23.0,57.0,395.0,74.9,2013,471.0,2063.0,4.4,128.9,80.0,10.0,7.0,4.0,310.0,3666.0,11.8,229.1,74.0,28.0,3.0,1.0,308.0,98.0,170.0,40.0,91.0,245.0,37.1,4.0,10.0,40.0,108.0,931.0
CIN,16.0,362.0,614.0,59.0,3344.0,5.9,209.0,74.0,22.0,20.0,43.0,279.0,74.2,2013,385.0,1544.0,4.0,96.5,51.0,6.0,4.0,4.0,362.0,3623.0,10.0,226.4,74.0,22.0,5.0,4.0,282.0,72.0,178.0,32.0,74.0,225.0,32.9,5.0,16.0,31.3,69.0,692.0
CAR,16.0,375.0,563.0,66.6,3429.0,6.8,214.3,73.0,17.0,20.0,60.0,424.0,81.4,2013,352.0,1391.0,4.0,86.9,46.0,4.0,5.0,2.0,375.0,3853.0,10.3,240.8,73.0,17.0,3.0,3.0,278.0,70.0,178.0,30.0,76.0,212.0,35.9,3.0,11.0,27.3,84.0,753.0
SF,16.0,345.0,585.0,59.0,3536.0,6.5,221.0,75.0,19.0,18.0,38.0,283.0,76.4,2013,397.0,1535.0,3.9,95.9,30.0,11.0,6.0,4.0,345.0,3819.0,11.1,238.7,75.0,19.0,2.0,2.0,284.0,77.0,181.0,26.0,76.0,223.0,34.1,10.0,23.0,43.5,96.0,878.0
CLE,16.0,363.0,605.0,60.0,3538.0,6.2,221.1,50.0,29.0,14.0,40.0,185.0,84.1,2013,462.0,1781.0,3.9,111.3,54.0,13.0,4.0,2.0,363.0,3723.0,10.3,232.7,50.0,29.0,2.0,1.0,328.0,103.0,197.0,28.0,109.0,244.0,44.7,4.0,9.0,44.4,95.0,745.0
PIT,16.0,329.0,569.0,57.8,3553.0,6.6,222.1,81.0,21.0,10.0,34.0,198.0,82.7,2013,433.0,1849.0,4.3,115.6,93.0,18.0,7.0,4.0,329.0,3751.0,11.4,234.4,81.0,21.0,5.0,3.0,303.0,106.0,174.0,23.0,91.0,230.0,39.6,9.0,20.0,45.0,92.0,798.0
NYG,16.0,361.0,601.0,60.1,3573.0,6.3,223.3,56.0,21.0,17.0,34.0,214.0,78.3,2013,454.0,1743.0,3.8,108.9,34.0,12.0,6.0,3.0,361.0,3787.0,10.5,236.7,56.0,21.0,4.0,1.0,327.0,101.0,198.0,28.0,93.0,232.0,40.1,4.0,15.0,26.7,105.0,904.0
TEN,16.0,344.0,545.0,63.1,3612.0,7.0,225.8,55.0,15.0,13.0,36.0,227.0,83.3,2013,446.0,1795.0,4.0,112.2,60.0,21.0,9.0,6.0,344.0,3839.0,11.2,239.9,55.0,15.0,5.0,4.0,329.0,108.0,191.0,30.0,69.0,201.0,34.3,7.0,11.0,63.6,95.0,779.0
