team,games,passing_cmp,passing_att,passing_cmppct,passing_yds,passing_avg,passing_yds_per_game,passing_longest,passing_td,passing_int,passing_sack,sack_yards_lost,passer_rating,year,rushing_att,rushing_yds,rushing_avg,rushing_yds_per_game,rushing_longest,rushing_td,rushing_fumbles,rushing_fumbles_lost,receiving_rec,receiving_yds,receiving_avg,receiving_yds_per_game,receiving_longest,receiving_td,receiving_fumbles,receiving_fumbles_lost,1st_total,1st_rush,1st_pass,1st_penalty,3rd_conv,3rd_att,3rd_pct,4th_conv,4th_att,4th_pct,offense_penalties,offense_yds_lost
DET,16.0,388.0,594.0,65.3,4111.0,7.3,256.9,73.0,24.0,10.0,37.0,216.0,93.3,2016,350.0,1310.0,3.7,81.9,42.0,9.0,2.0,2.0,388.0,4327.0,11.2,270.4,73.0,24.0,1.0,0.0,329.0,76.0,217.0,36.0,83.0,195.0,42.6,7.0,10.0,70.0,100.0,861.0
BAL,16.0,439.0,679.0,64.7,4100.0,6.4,256.3,95.0,20.0,16.0,33.0,243.0,82.6,2016,367.0,1463.0,4.0,91.4,41.0,10.0,4.0,1.0,439.0,4343.0,9.9,271.4,95.0,20.0,2.0,1.0,316.0,79.0,205.0,32.0,86.0,233.0,36.9,8.0,19.0,42.1,125.0,1111.0
LV,16.0,379.0,596.0,63.6,4051.0,6.9,253.2,75.0,29.0,7.0,18.0,86.0,95.3,2016,434.0,1922.0,4.4,120.1,75.0,17.0,8.0,4.0,379.0,4137.0,10.9,258.6,75.0,29.0,4.0,0.0,334.0,98.0,198.0,38.0,83.0,218.0,38.1,6.0,13.0,46.2,147.0,1251.0
CHI,16.0,347.0,559.0,62.1,3969.0,7.4,248.1,64.0,19.0,19.0,28.0,170.0,81.8,2016,380.0,1735.0,4.6,108.4,69.0,10.0,9.0,3.0,347.0,4139.0,11.9,258.7,64.0,19.0,5.0,2.0,324.0,93.0,212.0,19.0,70.0,185.0,37.8,4.0,14.0,28.6,110.0,967.0
CIN,16.0,364.0,563.0,64.7,3942.0,7.5,246.4,86.0,18.0,8.0,41.0,264.0,91.8,2016,446.0,1769.0,4.0,110.6,74.0,17.0,5.0,2.0,364.0,4206.0,11.6,262.9,86.0,18.0,4.0,4.0,341.0,100.0,204.0,37.0,82.0,210.0,39.1,7.0,9.0,77.8,88.0,726.0
TB,16.0,355.0,578.0,61.4,3926.0,7.2,245.4,45.0,29.0,18.0,35.0,239.0,87.0,2016,453.0,1616.0,3.6,101.0,45.0,8.0,8.0,4.0,355.0,4165.0,11.7,260.3,45.0,29.0,1.0,0.0,340.0,80.0,220.0,40.0,94.0,214.0,43.9,4.0,9.0,44.4,109.0,926.0
NYG,16.0,377.0,598.0,63.0,3879.0,6.7,242.4,75.0,26.0,16.0,22.0,148.0,86.0,2016,398.0,1412.0,3.5,88.3,25.0,6.0,2.0,1.0,377.0,4027.0,10.7,251.7,75.0,26.0,7.0,4.0,289.0,73.0,190.0,26.0,78.0,219.0,35.6,9.0,19.0,47.4,88.0,857.0
MIN,16.0,414.0,588.0,70.4,3836.0,7.0,239.8,71.0,20.0,5.0,38.0,283.0,97.7,2016,380.0,1205.0,3.2,75.3,36.0,9.0,3.0,2.0,414.0,4119.0,9.9,257.4,71.0,20.0,1.0,0.0,303.0,66.0,209.0,28.0,81.0,213.0,38.0,8.0,18.0,44.4,103.0,882.0
KC,16.0,365.0,546.0,66.9,3740.0,7.2,233.8,80.0,19.0,8.0,32.0,174.0,93.2,2016,412.0,1748.0,4.2,109.3,70.0,15.0,5.0,4.0,365.0,3914.0,10.7,244.6,80.0,19.0,5.0,1.0,305.0,86.0,197.0,22.0,81.0,213.0,38.0,10.0,14.0,71.4,109.0,848.0
JAC,16.0,369.0,626.0,58.9,3728.0,6.3,233.0,51.0,24.0,16.0,34.0,197.0,79.5,2016,392.0,1631.0,4.2,101.9,57.0,8.0,9.0,5.0,369.0,3925.0,10.6,245.3,51.0,24.0,2.0,0.0,321.0,75.0,207.0,39.0,78.0,221.0,35.3,7.0,16.0,43.8,129.0,1178.0
DEN,16.0,339.0,570.0,59.5,3685.0,6.9,230.3,76.0,20.0,11.0,40.0,229.0,83.9,2016,410.0,1484.0,3.6,92.8,64.0,11.0,5.0,2.0,339.0,3914.0,11.5,244.6,76.0,20.0,8.0,7.0,290.0,76.0,181.0,33.0,75.0,219.0,34.3,9.0,17.0,52.9,119.0,985.0
CAR,16.0,306.0,563.0,54.4,3685.0,7.0,230.3,88.0,21.0,19.0,36.0,277.0,75.1,2016,453.0,1814.0,4.0,113.4,47.0,16.0,6.0,4.0,306.0,3962.0,12.9,247.6,88.0,21.0,2.0,2.0,318.0,99.0,194.0,25.0,83.0,223.0,37.2,11.0,17.0,64.7,98.0,850.0
DAL,16.0,325.0,483.0,67.3,3631.0,7.9,226.9,83.0,25.0,6.0,28.0,168.0,103.0,2016,499.0,2396.0,4.8,149.8,60.0,24.0,9.0,2.0,325.0,3799.0,11.7,237.4,83.0,25.0,4.0,3.0,358.0,142.0,191.0,25.0,80.0,189.0,42.3,8.0,9.0,88.9,105.0,879.0
PHI,16.0,380.0,609.0,62.4,3585.0,6.2,224.1,73.0,16.0,14.0,33.0,213.0,79.2,2016,438.0,1813.0,4.1,113.3,30.0,16.0,9.0,4.0,380.0,3798.0,10.0,237.4,73.0,16.0,3.0,0.0,333.0,114.0,192.0,27.0,85.0,224.0,38.0,13.0,27.0,48.2,113.0,945.0
TEN,16.0,307.0,504.0,60.9,3541.0,7.4,221.3,60.0,29.0,11.0,28.0,179.0,93.7,2016,476.0,2187.0,4.6,136.7,75.0,16.0,10.0,4.0,307.0,3720.0,12.1,232.5,60.0,29.0,2.0,1.0,322.0,115.0,175.0,32.0,100.0,217.0,46.1,4.0,11.0,36.4,110.0,1012.0
MIA,16.0,316.0,477.0,66.2,3500.0,7.8,218.8,74.0,27.0,15.0,30.0,216.0,95.5,2016,405.0,1824.0,4.5,114.0,62.0,14.0,11.0,2.0,316.0,3716.0,11.8,232.3,74.0,27.0,2.0,2.0,278.0,90.0,167.0,21.0,69.0,188.0,36.7,0.0,4.0,0.0,125.0,1141.0
NYJ,16.0,311.0,550.0,56.5,3466.0,6.6,216.6,69.0,16.0,25.0,35.0,179.0,67.6,2016,418.0,1802.0,4.3,112.6,35.0,10.0,6.0,3.0,311.0,3645.0,11.7,227.8,69.0,16.0,3.0,3.0,291.0,97.0,166.0,28.0,76.0,210.0,36.2,8.0,19.0,42.1,93.0,837.0
CLE,16.0,338.0,567.0,59.6,3264.0,6.5,204.0,58.0,15.0,14.0,66.0,429.0,77.4,2016,350.0,1712.0,4.9,107.0,85.0,13.0,12.0,5.0,338.0,3693.0,10.9,230.8,58.0,15.0,2.0,0.0,296.0,83.0,181.0,32.0,77.0,212.0,36.3,13.0,18.0,72.2,95.0,736.0
HOU,16.0,347.0,583.0,59.5,3176.0,5.9,198.5,53.0,15.0,16.0,32.0,242.0,73.3,2016,456.0,1859.0,4.1,116.2,45.0,8.0,8.0,2.0,347.0,3418.0,9.9,213.6,53.0,15.0,2.0,1.0,305.0,102.0,173.0,30.0,87.0,233.0,37.3,9.0,23.0,39.1,87.0,868.0
BUF,16.0,286.0,474.0,60.3,3036.0,6.9,189.8,84.0,17.0,7.0,46.0,214.0,86.7,2016,492.0,2630.0,5.3,164.4,75.0,29.0,11.0,3.0,286.0,3250.0,11.4,203.1,84.0,17.0,0.0,0.0,328.0,146.0,155.0,27.0,86.0,210.0,41.0,8.0,15.0,53.3,112.0,960.0
LAR,16.0,312.0,536.0,58.2,2951.0,6.2,184.4,66.0,14.0,20.0,49.0,362.0,69.5,2016,375.0,1252.0,3.3,78.3,30.0,9.0,6.0,2.0,312.0,3313.0,10.6,207.1,66.0,14.0,4.0,3.0,245.0,68.0,151.0,26.0,67.0,213.0,31.5,8.0,20.0,40.0,126.0,1091.0
SF,16.0,287.0,491.0,58.5,2911.0,6.4,181.9,75.0,21.0,10.0,47.0,255.0,83.4,2016,458.0,2019.0,4.4,126.2,47.0,15.0,8.0,6.0,287.0,3166.0,11.0,197.9,75.0,21.0,7.0,4.0,287.0,116.0,152.0,19.0,78.0,222.0,35.1,10.0,19.0,52.6,99.0,831.0
