team,games,passing_cmp,passing_att,passing_cmppct,passing_yds,passing_avg,passing_yds_per_game,passing_longest,passing_td,passing_int,passing_sack,sack_yards_lost,passer_rating,year,rushing_att,rushing_yds,rushing_avg,rushing_yds_per_game,rushing_longest,rushing_td,rushing_fumbles,rushing_fumbles_lost,receiving_rec,receiving_yds,receiving_avg,receiving_yds_per_game,receiving_longest,receiving_td,receiving_fumbles,receiving_fumbles_lost,1st_total,1st_rush,1st_pass,1st_penalty,3rd_conv,3rd_att,3rd_pct,4th_conv,4th_att,4th_pct,offense_penalties,offense_yds_lost
MIN,17.0,398.0,604.0,65.9,4238.0,7.4,249.3,64.0,34.0,7.0,30.0,212.0,101.6,2021,449.0,1930.0,4.3,113.5,66.0,10.0,13.0,3.0,398.0,4450.0,11.2,261.8,64.0,34.0,13.0,3.0,332.0,103.0,202.0,27.0,83.0,228.0,36.4,12.0,22.0,54.6,111.0,1043.0
SF,17.0,343.0,514.0,66.7,4221.0,8.6,248.3,83.0,26.0,14.0,33.0,216.0,99.2,2021,499.0,2166.0,4.3,127.4,49.0,22.0,12.0,0.0,343.0,4437.0,12.9,261.0,83.0,26.0,13.0,6.0,361.0,130.0,200.0,31.0,80.0,199.0,40.2,10.0,20.0,50.0,102.0,1066.0
BAL,17.0,396.0,611.0,64.8,3961.0,7.0,233.0,49.0,21.0,18.0,57.0,306.0,84.4,2021,517.0,2479.0,4.8,145.8,46.0,18.0,15.0,3.0,396.0,4267.0,10.8,251.0,49.0,21.0,11.0,5.0,394.0,159.0,209.0,26.0,82.0,225.0,36.4,18.0,27.0,66.7,102.0,852.0
NE,17.0,364.0,535.0,68.0,3857.0,7.7,226.9,75.0,24.0,13.0,28.0,241.0,95.5,2021,489.0,2151.0,4.4,126.5,64.0,24.0,11.0,2.0,364.0,4098.0,11.3,241.1,75.0,24.0,9.0,6.0,362.0,139.0,187.0,36.0,91.0,209.0,43.5,11.0,17.0,64.7,95.0,854.0
PIT,17.0,425.0,664.0,64.0,3778.0,6.1,222.2,59.0,23.0,11.0,38.0,239.0,85.3,2021,411.0,1583.0,3.9,93.1,37.0,10.0,9.0,0.0,425.0,4017.0,9.5,236.3,59.0,23.0,13.0,8.0,323.0,85.0,204.0,34.0,93.0,239.0,38.9,10.0,21.0,47.6,106.0,831.0
ATL,17.0,377.0,573.0,65.8,3713.0,7.0,218.4,64.0,20.0,15.0,40.0,274.0,86.6,2021,393.0,1451.0,3.7,85.4,39.0,11.0,2.0,3.0,377.0,3987.0,10.6,234.5,64.0,20.0,12.0,8.0,306.0,75.0,196.0,35.0,82.0,211.0,38.9,10.0,24.0,41.7,92.0,753.0
MIA,17.0,404.0,615.0,65.7,3651.0,6.4,214.8,65.0,21.0,14.0,40.0,285.0,85.4,2021,442.0,1568.0,3.5,92.2,30.0,12.0,5.0,1.0,404.0,3936.0,9.7,231.5,65.0,21.0,13.0,5.0,325.0,87.0,206.0,32.0,95.0,233.0,40.8,12.0,22.0,54.6,105.0,825.0
DET,17.0,396.0,593.0,66.8,3598.0,6.6,211.6,75.0,23.0,14.0,36.0,286.0,88.1,2021,427.0,1886.0,4.4,110.9,57.0,12.0,12.0,2.0,396.0,3884.0,9.8,228.5,75.0,23.0,9.0,5.0,329.0,104.0,193.0,32.0,74.0,213.0,34.7,21.0,41.0,51.2,105.0,824.0
DEN,17.0,354.0,541.0,65.4,3593.0,7.1,211.4,64.0,20.0,9.0,40.0,263.0,91.7,2021,455.0,2025.0,4.5,119.1,70.0,16.0,10.0,6.0,354.0,3856.0,10.9,226.8,64.0,20.0,3.0,1.0,331.0,124.0,179.0,28.0,82.0,213.0,38.5,16.0,28.0,57.1,83.0,711.0
NYJ,17.0,357.0,603.0,59.2,3541.0,6.6,208.3,62.0,20.0,20.0,53.0,418.0,76.0,2021,380.0,1667.0,4.4,98.1,55.0,14.0,9.0,1.0,357.0,3959.0,11.1,232.9,62.0,20.0,11.0,6.0,310.0,87.0,195.0,28.0,77.0,212.0,36.3,14.0,29.0,48.3,102.0,859.0
WAS,17.0,356.0,550.0,64.7,3441.0,6.8,202.4,73.0,21.0,15.0,43.0,305.0,85.8,2021,477.0,2061.0,4.3,121.2,38.0,13.0,8.0,3.0,356.0,3746.0,10.5,220.4,73.0,21.0,10.0,6.0,345.0,129.0,181.0,35.0,87.0,224.0,38.8,16.0,32.0,50.0,82.0,743.0
JAC,17.0,361.0,604.0,59.8,3436.0,6.1,202.1,58.0,12.0,17.0,32.0,238.0,72.1,2021,392.0,1755.0,4.5,103.2,66.0,13.0,7.0,4.0,361.0,3674.0,10.2,216.1,58.0,12.0,11.0,7.0,304.0,92.0,178.0,34.0,76.0,212.0,35.9,18.0,31.0,58.1,104.0,856.0
SEA,17.0,324.0,495.0,65.5,3432.0,7.7,201.9,84.0,30.0,7.0,46.0,383.0,103.1,2021,413.0,2074.0,5.0,122.0,73.0,18.0,18.0,1.0,324.0,3815.0,11.8,224.4,84.0,30.0,11.0,5.0,302.0,106.0,166.0,30.0,72.0,193.0,37.3,4.0,11.0,36.4,97.0,803.0
TEN,17.0,359.0,535.0,67.1,3418.0,7.0,201.1,57.0,22.0,14.0,47.0,327.0,90.0,2021,551.0,2404.0,4.4,141.4,76.0,23.0,11.0,3.0,359.0,3745.0,10.4,220.3,57.0,22.0,11.0,6.0,362.0,134.0,194.0,34.0,103.0,236.0,43.6,15.0,24.0,62.5,103.0,973.0
PHI,17.0,307.0,494.0,62.1,3404.0,7.3,200.2,91.0,20.0,10.0,31.0,181.0,89.2,2021,550.0,2715.0,4.9,159.7,38.0,25.0,17.0,3.0,307.0,3585.0,11.7,210.9,91.0,20.0,9.0,2.0,352.0,163.0,167.0,22.0,101.0,221.0,45.7,11.0,24.0,45.8,107.0,842.0
IND,17.0,324.0,521.0,62.2,3361.0,6.9,197.7,76.0,27.0,8.0,32.0,227.0,93.5,2021,499.0,2540.0,5.1,149.4,83.0,22.0,19.0,2.0,324.0,3588.0,11.1,211.1,76.0,27.0,9.0,5.0,354.0,154.0,167.0,33.0,86.0,210.0,41.0,18.0,29.0,62.1,76.0,688.0
CLE,17.0,320.0,520.0,61.5,3320.0,7.0,195.3,71.0,21.0,14.0,49.0,299.0,84.6,2021,485.0,2471.0,5.1,145.4,70.0,20.0,18.0,1.0,320.0,3619.0,11.3,212.9,71.0,21.0,10.0,7.0,342.0,138.0,177.0,27.0,83.0,212.0,39.2,12.0,29.0,41.4,112.0,1035.0
HOU,17.0,354.0,546.0,64.8,3305.0,6.6,194.4,67.0,21.0,15.0,44.0,325.0,85.2,2021,420.0,1422.0,3.4,83.6,36.0,8.0,6.0,1.0,354.0,3630.0,10.3,213.5,67.0,21.0,9.0,5.0,266.0,77.0,162.0,27.0,95.0,239.0,39.8,9.0,21.0,42.9,114.0,978.0
CAR,17.0,348.0,599.0,58.1,3239.0,6.0,190.5,64.0,14.0,21.0,52.0,334.0,68.5,2021,455.0,1842.0,4.0,108.4,33.0,17.0,8.0,2.0,348.0,3573.0,10.3,210.2,64.0,14.0,6.0,3.0,322.0,118.0,174.0,30.0,84.0,235.0,35.8,14.0,34.0,41.2,107.0,864.0
CHI,17.0,332.0,542.0,61.3,3207.0,6.7,188.6,64.0,16.0,20.0,58.0,428.0,75.5,2021,475.0,2018.0,4.2,118.7,41.0,14.0,13.0,2.0,332.0,3635.0,10.9,213.8,64.0,16.0,11.0,5.0,333.0,119.0,180.0,34.0,75.0,216.0,34.7,15.0,36.0,41.7,106.0,914.0
NYG,17.0,351.0,593.0,59.2,3196.0,5.8,188.0,60.0,15.0,20.0,38.0,267.0,70.1,2021,419.0,1688.0,4.0,99.3,46.0,8.0,9.0,2.0,351.0,3463.0,9.9,203.7,60.0,15.0,15.0,8.0,299.0,90.0,171.0,38.0,84.0,230.0,36.5,13.0,30.0,43.3,88.0,674.0
NO,17.0,293.0,504.0,58.1,3186.0,6.8,187.4,72.0,29.0,13.0,37.0,251.0,87.4,2021,510.0,1991.0,3.9,117.1,44.0,12.0,9.0,1.0,293.0,3437.0,11.7,202.2,72.0,29.0,7.0,3.0,307.0,113.0,165.0,29.0,78.0,220.0,35.5,11.0,21.0,52.4,98.0,811.0
