,Player,ATT,CMP,YDS,TDS,INTS,ATT,YDS,TDS,FL,FPTS
0,Josh AllenBUF,35.3,22.9,252.1,2.1,0.8,7.3,39.6,0.4,0.3,23.5
1,Kyler MurrayARI,32.2,22.1,268.2,1.9,0.6,7.3,31.8,0.3,0.2,22.7
2,Justin HerbertLAC,39.8,26.2,299.1,2.0,0.9,4.2,23.3,0.2,0.1,22.2
3,Patrick Mahomes IIKC,37.8,24.6,275.3,2.0,0.6,3.9,19.9,0.2,0.2,21.0
4,Aaron RodgersGB,36.0,23.5,291.8,2.0,0.4,1.9,7.9,0.1,0.1,20.5
5,Dak PrescottDAL,37.8,25.5,284.6,2.1,0.7,3.2,11.6,0.1,0.2,20.4
6,Matthew StaffordLAR,35.6,23.9,291.3,2.0,0.6,1.5,3.6,0.0,0.1,19.5
7,Taysom HillNO,30.1,18.9,205.6,1.1,1.0,8.8,48.2,0.5,0.2,19.4
8,Tua TagovailoaMIA,35.3,24.2,261.7,1.8,0.6,3.1,11.1,0.2,0.1,19.3
9,Kirk CousinsMIN,34.3,23.0,268.9,2.0,0.7,2.5,6.3,0.1,0.2,18.7
10,Jimmy GaroppoloSF,31.8,21.3,254.8,1.9,0.6,1.8,4.6,0.1,0.2,17.7
11,Justin FieldsCHI,31.5,19.1,213.7,1.2,1.0,7.8,42.6,0.2,0.3,17.1
12,Derek CarrLV,34.7,23.2,266.9,1.6,0.8,2.2,7.4,0.1,0.2,17.1
13,Russell WilsonSEA,31.5,20.9,236.8,1.5,0.7,3.3,15.4,0.1,0.1,16.6
14,Tyler HuntleyBAL,33.2,21.3,227.7,1.1,1.2,6.3,34.5,0.1,0.3,16.2
15,Ryan TannehillTEN,30.5,19.8,225.1,1.3,0.7,3.7,17.6,0.2,0.2,16.0
16,Carson WentzIND,33.2,20.5,225.0,1.5,0.8,3.4,13.7,0.1,0.2,15.7
17,Trevor LawrenceJAC,33.3,21.3,225.4,1.1,1.1,3.8,19.5,0.2,0.2,15.1
18,Mac JonesNE,31.4,21.6,232.1,1.3,0.6,2.3,9.0,0.1,0.1,15.0
19,Matt RyanATL,35.1,23.6,246.6,1.3,0.9,1.6,4.3,0.1,0.2,14.6
20,Nick MullensCLE,31.0,19.6,231.6,1.3,0.9,1.9,4.8,0.0,0.2,14.0
21,Davis MillsHOU,33.5,21.8,235.1,1.1,0.9,2.3,7.3,0.0,0.1,13.7
22,Garrett GilbertWAS,30.2,19.8,214.9,1.0,0.9,3.1,14.6,0.1,0.1,13.7
23,Cam NewtonCAR,25.4,15.7,166.1,0.7,0.8,6.8,33.6,0.3,0.2,13.5
24,Zach WilsonNYJ,33.8,20.2,223.3,1.1,1.4,2.6,10.8,0.1,0.1,13.3
25,Jared GoffDET,34.1,21.7,220.5,1.1,0.8,1.2,4.4,0.1,0.3,12.8
26,Taylor HeinickeWAS,25.1,17.5,166.0,1.0,0.7,3.1,16.4,0.1,0.1,12.0
27,Kyle AllenWAS,22.1,14.0,144.2,0.7,0.6,1.6,4.8,0.0,0.2,8.0
28,P.J. WalkerCAR,10.3,6.2,64.4,0.2,0.3,0.6,1.8,0.0,0.1,3.0
29,Jake FrommNYG,6.3,3.7,35.7,0.1,0.3,0.3,0.9,0.0,0.0,1.8
30,Gardner Minshew IIPHI,4.3,2.7,22.2,0.2,0.1,0.6,1.5,0.0,0.1,1.5
31,Jacoby BrissettMIA,1.5,1.1,22.1,0.1,0.0,0.2,0.4,0.0,0.0,1.5
32,Trey LanceSF,0.6,0.4,9.4,0.0,0.0,1.6,3.9,0.1,0.0,1.3
33,Nick FolesCHI,0.0,0.0,24.3,0.1,0.2,0.0,0.2,0.0,0.0,1.2
34,Colt McCoyARI,1.3,1.0,17.2,0.1,0.0,0.2,0.4,0.0,0.0,1.0
35,Marcus MariotaLV,1.5,1.0,11.2,0.1,0.0,0.2,1.0,0.0,0.0,0.9
36,Jeff DriskelHOU,0.0,0.0,17.9,0.1,0.1,0.0,0.1,0.0,0.0,0.9
37,Mitchell TrubiskyBUF,1.5,1.0,10.0,0.1,0.0,0.3,1.2,0.0,0.0,0.9
38,C.J. BeathardJAC,1.5,0.9,13.7,0.1,0.0,0.2,0.5,0.0,0.0,0.9
39,Drew LockDEN,1.3,0.9,9.6,0.1,0.0,0.3,1.3,0.0,0.0,0.9
40,Mason RudolphPIT,1.6,1.0,10.5,0.1,0.0,0.2,0.8,0.0,0.0,0.9
41,Joe FlaccoNYJ,1.4,0.8,15.4,0.1,0.1,0.2,0.5,0.0,0.1,0.9
42,Tyrod TaylorHOU,1.3,0.9,9.6,0.1,0.0,0.2,0.8,0.0,0.0,0.9
