Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
1,Dalvin Cook(MIN),27,205,7.6,30,0,2,1,3,17,17.0,0,0,1,34.2,34.2,100.0%
2,Rashaad Penny(SEA),16,137,8.6,47,0,2,1,1,1,1.0,0,0,1,25.8,25.8,78.9%
3,James Conner(ARI),13,31,2.4,13,0,2,9,9,94,10.4,0,0,1,24.5,24.5,94.6%
4,Melvin Gordon III(DEN),24,111,4.6,16,0,2,0,0,0,0,0,0,1,23.1,23.1,87.8%
5,Najee Harris(PIT),20,94,4.7,23,0,1,3,3,10,3.3,1,0,1,22.4,22.4,99.9%
6,Alvin Kamara(NO),27,120,4.4,16,0,1,4,5,25,6.3,0,0,1,20.5,20.5,100.0%
7,Javonte Williams(DEN),15,73,4.9,9,0,1,1,2,10,10.0,1,0,1,20.3,20.3,92.7%
8,Leonard Fournette(TB),19,113,5.9,47,0,1,4,7,19,4.8,0,0,1,19.2,19.2,74.8%
9,Aaron Jones(GB),5,35,7.0,15,0,1,3,3,30,10.0,1,0,1,18.5,18.5,98.9%
10,Clyde Edwards-Helaire(KC),10,37,3.7,7,0,2,3,3,5,1.7,0,0,1,16.2,16.2,86.8%
11,Saquon Barkley(NYG),16,64,4.0,13,0,0,3,3,31,10.3,1,0,1,15.5,15.5,97.6%
12,Derrick Gore(KC),9,66,7.3,51,0,1,2,2,23,11.5,0,0,1,14.9,14.9,4.0%
13,Austin Ekeler(LAC),12,67,5.6,17,0,1,2,4,17,8.5,0,0,1,14.4,14.4,99.9%
14,D'Onta Foreman(TEN),13,47,3.6,8,0,1,2,2,15,7.5,0,0,1,12.2,12.2,66.5%
15,Cordarrelle Patterson(ATL),16,58,3.6,11,0,1,2,5,1,0.5,0,0,1,11.9,11.9,95.1%
16,Craig Reynolds(DET),11,83,7.5,35,0,0,2,2,16,8.0,0,0,1,9.9,9.9,12.7%
17,Darrel Williams(KC),2,8,4.0,7,0,0,3,3,31,10.3,1,0,1,9.9,9.9,79.6%
18,Jonathan Williams(WAS),4,16,4.0,7,0,1,1,1,19,19.0,0,0,1,9.5,9.5,0.6%
19,Chuba Hubbard(CAR),10,33,3.3,17,0,1,0,0,0,0,0,0,1,9.3,9.3,58.1%
20,Elijhaa Penny(NYG),1,8,8.0,8,0,0,1,1,3,3.0,1,0,1,9.1,9.1,0.1%
21,Devin Singletary(BUF),4,52,13.0,29,0,0,6,7,37,6.2,0,0,1,8.9,8.9,89.1%
22,Mike Davis(ATL),11,44,4.0,11,0,0,5,6,42,8.4,0,0,1,8.6,8.6,49.7%
23,Devontae Booker(FA),8,56,7.0,9,0,0,4,5,28,7.0,0,0,1,8.4,8.4,23.3%
24,David Montgomery(CHI),10,42,4.2,20,0,0,6,7,39,6.5,0,0,1,8.1,8.1,98.7%
25,Ezekiel Elliott(DAL),12,45,3.8,7,0,0,1,6,15,15.0,0,0,1,8.0,8.0,99.7%
26,Sony Michel(LAR),20,79,4.0,19,0,0,0,1,0,0,0,0,1,7.9,7.9,89.4%
27,Devonta Freeman(BAL),13,64,4.9,21,0,0,5,5,8,1.6,0,0,1,7.2,7.2,74.2%
28,AJ Dillon(GB),15,71,4.7,11,0,0,0,0,0,0,0,0,1,7.1,7.1,87.4%
29,Joe Mixon(CIN),18,58,3.2,17,0,0,2,2,10,5.0,0,0,1,6.8,6.8,98.1%
30,Rex Burkhead(HOU),11,40,3.6,10,0,0,4,4,26,6.5,0,0,1,6.6,6.6,31.5%
31,Royce Freeman(HOU),11,15,1.4,8,0,0,6,8,51,8.5,0,0,1,6.6,6.6,5.2%
32,Nick Chubb(CLE),17,59,3.5,15,0,0,3,4,6,2.0,0,0,1,6.5,6.5,99.8%
33,Latavius Murray(BAL),1,1,1.0,1,0,1,0,0,0,0,0,0,1,6.1,6.1,22.2%
34,Ty Johnson(NYJ),6,17,2.8,7,0,0,4,7,40,10.0,0,0,1,5.7,5.7,15.8%
35,Jeff Wilson Jr.(SF),13,56,4.3,12,0,0,0,0,0,0,0,0,1,5.6,5.6,56.1%
36,Josh Jacobs(LV),9,24,2.7,5,0,0,5,6,46,9.2,0,1,1,5.0,5.0,98.0%
37,Corey Clement(DAL),13,44,3.4,10,0,0,1,2,2,2.0,0,0,1,4.6,4.6,0.8%
38,Justin Jackson(LAC),9,35,3.9,9,0,0,1,1,7,7.0,0,0,1,4.2,4.2,42.5%
39,Jaret Patterson(WAS),4,29,7.3,12,0,0,1,1,9,9.0,0,0,1,3.8,3.8,23.7%
40,Joshua Kelley(LAC),10,33,3.3,12,0,0,1,1,5,5.0,0,0,1,3.8,3.8,1.1%
41,Ameer Abdullah(CAR),4,16,4.0,4,0,0,2,4,17,8.5,0,0,1,3.3,3.3,10.4%
42,Samaje Perine(CIN),4,11,2.8,6,0,0,4,5,22,5.5,0,0,1,3.3,3.3,15.2%
43,Tony Jones Jr.(NO),6,10,1.7,5,0,0,1,1,19,19.0,0,0,1,2.9,2.9,2.9%
44,D'Ernest Johnson(CLE),4,22,5.5,13,0,0,1,1,7,7.0,0,0,1,2.9,2.9,18.7%
45,La'Mical Perine(NYJ),7,28,4.0,14,0,0,0,0,0,0,0,0,1,2.8,2.8,0.2%
46,Alexander Mattison(MIN),6,27,4.5,14,0,0,0,1,0,0,0,0,1,2.7,2.7,75.0%
47,Antonio Gibson(WAS),10,36,3.6,13,0,0,2,2,5,2.5,0,1,1,2.1,2.1,95.9%
48,Peyton Barber(LV),1,7,7.0,7,0,0,2,3,13,6.5,0,0,1,2.0,2.0,1.2%
49,Kareem Hunt(CLE),2,5,2.5,3,0,0,2,2,13,6.5,0,0,1,1.8,1.8,82.1%
50,Damien Williams(CHI),2,13,6.5,8,0,0,1,1,4,4.0,0,0,1,1.7,1.7,4.4%
51,Alex Collins(SEA),7,16,2.3,7,0,0,1,1,1,1.0,0,0,1,1.7,1.7,18.8%
52,Jeremy McNichols(FA),8,16,2.0,12,0,0,0,1,0,0,0,0,1,1.6,1.6,7.6%
53,DeeJay Dallas(SEA),2,16,8.0,13,0,0,0,0,0,0,0,0,1,1.6,1.6,2.3%
54,Trey Ragas(LV),1,9,9.0,9,0,0,2,2,6,3.0,0,0,1,1.5,1.5,0.0%
55,Dontrell Hilliard(TEN),6,13,2.2,4,0,0,0,2,0,0,0,0,1,1.3,1.3,27.5%
56,Matt Breida(BUF),3,12,4.0,11,0,0,0,1,0,0,0,0,1,1.2,1.2,8.2%
57,JaMycal Hasty(SF),0,0,0,0,0,0,3,3,10,3.3,0,0,1,1.0,1.0,4.2%
