Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
1,Alvin Kamara(NO),20,51,2.6,12,0,0,10,11,128,12.8,1,0,1,23.9,23.9,100.0%
2,Damien Harris(NE),14,106,7.6,32,0,2,2,2,7,3.5,0,0,1,23.3,23.3,89.8%
3,D'Ernest Johnson(CLE),22,146,6.6,20,0,1,2,2,22,11.0,0,0,1,22.8,22.8,18.7%
4,D'Andre Swift(DET),13,48,3.7,14,0,0,8,10,96,12.0,1,0,1,20.4,20.4,97.2%
5,Elijah Mitchell(SF),18,107,5.9,20,0,1,0,0,0,0,0,0,1,16.7,16.7,88.5%
6,Jonathan Taylor(IND),18,107,5.9,33,0,1,3,3,3,1.0,0,1,1,15.0,15.0,100.0%
7,Leonard Fournette(TB),15,81,5.4,15,0,1,2,4,9,4.5,0,0,1,15.0,15.0,74.8%
8,J.J. Taylor(NE),9,21,2.3,15,0,2,1,1,5,5.0,0,0,1,14.6,14.6,0.7%
9,Derrick Henry(TEN),29,86,3.0,11,0,0,2,2,16,8.0,0,0,1,14.4,14.4,78.0%
10,Kenyan Drake(LV),14,69,4.9,12,0,1,3,3,10,3.3,0,0,1,13.9,13.9,29.4%
11,Brandon Bolden(NE),2,0,0.0,0,0,0,6,7,79,13.2,1,0,1,13.9,13.9,10.7%
12,Myles Gaskin(MIA),15,67,4.5,16,0,0,4,4,10,2.5,1,0,1,13.7,13.7,83.2%
13,Samaje Perine(CIN),11,52,4.7,46,0,1,1,1,23,23.0,0,0,1,13.5,13.5,15.2%
14,Khalil Herbert(CHI),18,100,5.6,29,0,0,5,5,33,6.6,0,0,1,13.3,13.3,13.4%
15,Josh Jacobs(LV),6,29,4.8,9,0,1,3,3,39,13.0,0,0,1,12.8,12.8,98.0%
16,Devontae Booker(FA),14,51,3.6,19,0,1,2,3,15,7.5,0,0,1,12.6,12.6,23.3%
17,James Conner(ARI),10,64,6.4,18,0,1,0,0,0,0,0,0,1,12.4,12.4,94.6%
18,Cordarrelle Patterson(ATL),14,60,4.3,13,0,1,2,5,1,0.5,0,0,1,12.1,12.1,95.1%
19,Joe Mixon(CIN),12,59,4.9,21,0,1,0,0,0,0,0,0,1,11.9,11.9,98.1%
20,Javonte Williams(DEN),4,20,5.0,7,0,0,6,7,32,5.3,1,0,1,11.2,11.2,92.7%
21,Kenneth Gainwell(PHI),5,20,4.0,7,0,0,4,8,41,10.3,1,1,1,10.1,10.1,12.8%
22,Devonta Freeman(BAL),4,14,3.5,10,0,1,3,3,25,8.3,0,0,1,9.9,9.9,74.2%
