Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
1,Derrick Henry(TEN),35,182,5.2,60,0,3,6,6,55,9.2,0,0,1,41.7,41.7,78.0%
2,Aaron Jones(GB),17,67,3.9,9,0,1,6,6,48,8.0,3,0,1,35.5,35.5,98.9%
3,Tony Pollard(DAL),13,109,8.4,28,0,1,3,3,31,10.3,0,0,1,20.0,20.0,75.3%
4,Christian McCaffrey(CAR),24,72,3.0,16,0,1,5,6,65,13.0,0,0,1,19.7,19.7,47.2%
5,Cordarrelle Patterson(ATL),7,11,1.6,10,0,1,5,7,58,11.6,1,0,1,18.9,18.9,95.1%
6,Nick Chubb(CLE),11,95,8.6,26,0,1,1,1,3,3.0,0,0,1,15.8,15.8,99.8%
7,Ezekiel Elliott(DAL),16,71,4.4,19,0,1,2,2,26,13.0,0,0,1,15.7,15.7,99.7%
8,J.D. McKissic(WAS),4,10,2.5,4,0,1,5,6,83,16.6,0,0,1,15.3,15.3,32.9%
9,Devin Singletary(BUF),13,82,6.3,46,0,1,2,3,9,4.5,0,0,1,15.1,15.1,89.1%
10,Chris Carson(SEA),13,31,2.4,8,0,2,0,0,0,0,0,0,1,15.1,15.1,31.7%
11,Dalvin Cook(MIN),22,131,6.0,16,0,0,2,3,17,8.5,0,0,1,14.8,14.8,100.0%
12,Darrell Henderson Jr.(LAR),13,53,4.1,13,0,1,3,5,29,9.7,0,0,1,14.2,14.2,76.0%
13,Najee Harris(PIT),10,38,3.8,14,0,0,5,5,43,8.6,1,0,1,14.1,14.1,99.9%
14,Austin Ekeler(LAC),9,54,6.0,20,0,0,9,9,61,6.8,0,0,1,13.5,13.5,99.9%
15,Zack Moss(BUF),8,26,3.3,10,0,2,2,2,8,4.0,0,1,1,13.4,13.4,36.8%
16,James White(NE),5,20,4.0,7,0,1,6,6,45,7.5,0,0,1,12.5,12.5,7.9%
17,Damien Harris(NE),16,62,3.9,26,0,1,1,1,2,2.0,0,0,1,12.4,12.4,89.8%
18,Demetric Felton(CLE),0,0,0,0,0,0,2,2,51,25.5,1,0,1,11.1,11.1,0.7%
19,Latavius Murray(BAL),9,36,4.0,8,0,1,0,0,0,0,0,0,1,9.6,9.6,22.2%
20,Ty'Son Williams(BAL),13,77,5.9,20,0,0,2,2,16,8.0,0,0,1,9.3,9.3,5.2%
21,Michael Carter(NYJ),11,59,5.4,14,0,0,2,3,29,14.5,0,0,1,8.8,8.8,79.1%
