player,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_lg,receiving_20p,receiving_td,rushing_att,rushing_yds,rushing_td,lst,games,fantasy_points,position,week,year,team,opponent,home,passing_cmp_allowed,passing_att_allowed,passing_cmppct_allowed,passing_yds_allowed,passing_avg_allowed,passing_yds_allowed_per_game,passing_longest_allowed,passing_td_allowed,ints,sacks,sack_yards_gained,passer_rating,rushing_att_allowed,rushing_yds_allowed,rushing_avg_allowed,rushing_yds_allowed_per_game,rushing_longest_allowed,rushing_td_allowed,rushing_fumbles,rushing_fumbles_lost,receiving_rec_allowed,receiving_yds_allowed,receiving_avg_allowed,receiving_yds_allowed_per_game,receiving_longest_allowed,receiving_td_allowed,receiving_fumbles,receiving_fumbles_lost,1st_total_allowed,1st_rush_allowed,1st_pass_allowed,1st_penalty_allowed,3rd_conv_allowed,3rd_att_allowed,3rd_pct_allowed,4th_conv_allowed,4th_att_allowed,4th_pct_allowed,defense_penalties,defense_yds_lost
Brandin Cooks,6.0,9.0,143.0,23.8,98.0,1.0,2.0,1.0,11.0,0.0,0.0,1.0,27.4,WR,1,2016,NO,LV,True,328.0,541.0,60.6,4120.0,7.9,257.5,98.0,27.0,16.0,25.0,147.0,89.8,421.0,1881.0,4.5,117.6,64.0,18.0,11.0,4.0,328.0,4267.0,13.0,266.7,98.0,27.0,5.0,1.0,318.0,94.0,188.0,36.0,78.0,198.0,39.4,4.0,15.0,26.7,115.0,1051.0
Michael Thomas,6.0,6.0,58.0,9.7,25.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.8,WR,1,2016,NO,LV,True,328.0,541.0,60.6,4120.0,7.9,257.5,98.0,27.0,16.0,25.0,147.0,89.8,421.0,1881.0,4.5,117.6,64.0,18.0,11.0,4.0,328.0,4267.0,13.0,266.7,98.0,27.0,5.0,1.0,318.0,94.0,188.0,36.0,78.0,198.0,39.4,4.0,15.0,26.7,115.0,1051.0
Julio Jones,5.0,5.0,106.0,21.2,48.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,16.6,WR,2,2016,ATL,LV,False,328.0,541.0,60.6,4120.0,7.9,257.5,98.0,27.0,16.0,25.0,147.0,89.8,421.0,1881.0,4.5,117.6,64.0,18.0,11.0,4.0,328.0,4267.0,13.0,266.7,98.0,27.0,5.0,1.0,318.0,94.0,188.0,36.0,78.0,198.0,39.4,4.0,15.0,26.7,115.0,1051.0
Justin Hardy,1.0,3.0,8.0,8.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.8,WR,2,2016,ATL,LV,False,328.0,541.0,60.6,4120.0,7.9,257.5,98.0,27.0,16.0,25.0,147.0,89.8,421.0,1881.0,4.5,117.6,64.0,18.0,11.0,4.0,328.0,4267.0,13.0,266.7,98.0,27.0,5.0,1.0,318.0,94.0,188.0,36.0,78.0,198.0,39.4,4.0,15.0,26.7,115.0,1051.0
Aldrick Robinson,3.0,4.0,39.0,13.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,WR,2,2016,ATL,LV,False,328.0,541.0,60.6,4120.0,7.9,257.5,98.0,27.0,16.0,25.0,147.0,89.8,421.0,1881.0,4.5,117.6,64.0,18.0,11.0,4.0,328.0,4267.0,13.0,266.7,98.0,27.0,5.0,1.0,318.0,94.0,188.0,36.0,78.0,198.0,39.4,4.0,15.0,26.7,115.0,1051.0
Taylor Gabriel,2.0,2.0,19.0,9.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.8,WR,2,2016,ATL,LV,False,328.0,541.0,60.6,4120.0,7.9,257.5,98.0,27.0,16.0,25.0,147.0,89.8,421.0,1881.0,4.5,117.6,64.0,18.0,11.0,4.0,328.0,4267.0,13.0,266.7,98.0,27.0,5.0,1.0,318.0,94.0,188.0,36.0,78.0,198.0,39.4,4.0,15.0,26.7,115.0,1051.0
Tajae Sharpe,3.0,7.0,48.0,16.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.8,WR,3,2016,TEN,LV,True,328.0,541.0,60.6,4120.0,7.9,257.5,98.0,27.0,16.0,25.0,147.0,89.8,421.0,1881.0,4.5,117.6,64.0,18.0,11.0,4.0,328.0,4267.0,13.0,266.7,98.0,27.0,5.0,1.0,318.0,94.0,188.0,36.0,78.0,198.0,39.4,4.0,15.0,26.7,115.0,1051.0
Rishard Matthews,3.0,8.0,32.0,10.7,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.2,WR,3,2016,TEN,LV,True,328.0,541.0,60.6,4120.0,7.9,257.5,98.0,27.0,16.0,25.0,147.0,89.8,421.0,1881.0,4.5,117.6,64.0,18.0,11.0,4.0,328.0,4267.0,13.0,266.7,98.0,27.0,5.0,1.0,318.0,94.0,188.0,36.0,78.0,198.0,39.4,4.0,15.0,26.7,115.0,1051.0
Harry Douglas,2.0,4.0,20.0,10.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,WR,3,2016,TEN,LV,True,328.0,541.0,60.6,4120.0,7.9,257.5,98.0,27.0,16.0,25.0,147.0,89.8,421.0,1881.0,4.5,117.6,64.0,18.0,11.0,4.0,328.0,4267.0,13.0,266.7,98.0,27.0,5.0,1.0,318.0,94.0,188.0,36.0,78.0,198.0,39.4,4.0,15.0,26.7,115.0,1051.0
Steve Smith,8.0,11.0,111.0,13.9,52.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,17.1,WR,4,2016,BAL,LV,True,328.0,541.0,60.6,4120.0,7.9,257.5,98.0,27.0,16.0,25.0,147.0,89.8,421.0,1881.0,4.5,117.6,64.0,18.0,11.0,4.0,328.0,4267.0,13.0,266.7,98.0,27.0,5.0,1.0,318.0,94.0,188.0,36.0,78.0,198.0,39.4,4.0,15.0,26.7,115.0,1051.0
Mike Wallace,4.0,9.0,44.0,11.0,17.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,6.7,WR,4,2016,BAL,LV,True,328.0,541.0,60.6,4120.0,7.9,257.5,98.0,27.0,16.0,25.0,147.0,89.8,421.0,1881.0,4.5,117.6,64.0,18.0,11.0,4.0,328.0,4267.0,13.0,266.7,98.0,27.0,5.0,1.0,318.0,94.0,188.0,36.0,78.0,198.0,39.4,4.0,15.0,26.7,115.0,1051.0
Breshad Perriman,3.0,5.0,24.0,8.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.4,WR,4,2016,BAL,LV,True,328.0,541.0,60.6,4120.0,7.9,257.5,98.0,27.0,16.0,25.0,147.0,89.8,421.0,1881.0,4.5,117.6,64.0,18.0,11.0,4.0,328.0,4267.0,13.0,266.7,98.0,27.0,5.0,1.0,318.0,94.0,188.0,36.0,78.0,198.0,39.4,4.0,15.0,26.7,115.0,1051.0
Kamar Aiken,3.0,4.0,9.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,WR,4,2016,BAL,LV,True,328.0,541.0,60.6,4120.0,7.9,257.5,98.0,27.0,16.0,25.0,147.0,89.8,421.0,1881.0,4.5,117.6,64.0,18.0,11.0,4.0,328.0,4267.0,13.0,266.7,98.0,27.0,5.0,1.0,318.0,94.0,188.0,36.0,78.0,198.0,39.4,4.0,15.0,26.7,115.0,1051.0
