player,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_long,receiving_20p,receiving_td,rushing_att,rushing_yds,rushing_td,lst,games,fantasy_points,position,week,year,team,opponent,home,passing_cmp_allowed,passing_att_allowed,passing_cmppct_allowed,passing_yds_allowed,passing_avg_allowed,passing_yds_allowed_per_game,passing_longest_allowed,passing_td_allowed,ints,sacks,sack_yards_gained,passer_rating,rushing_att_allowed,rushing_yds_allowed,rushing_avg_allowed,rushing_yds_allowed_per_game,rushing_longest_allowed,rushing_td_allowed,rushing_fumbles,rushing_fumbles_lost,receiving_rec_allowed,receiving_yds_allowed,receiving_avg_allowed,receiving_yds_allowed_per_game,receiving_longest_allowed,receiving_td_allowed,receiving_fumbles,receiving_fumbles_lost,1st_total_allowed,1st_rush_allowed,1st_pass_allowed,1st_penalty_allowed,3rd_conv_allowed,3rd_att_allowed,3rd_pct_allowed,4th_conv_allowed,4th_att_allowed,4th_pct_allowed,defense_penalties,defense_yds_lost
Zach Ertz,3.0,3.0,37.0,12.3,21.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.7,TE,5,2016,PHI,DET,False,399.0,549.0,72.7,3975.0,7.5,248.4,64.0,33.0,10.0,26.0,161.0,106.5,389.0,1701.0,4.4,106.3,67.0,8.0,5.0,4.0,399.0,4136.0,10.4,258.5,64.0,33.0,1.0,0.0,333.0,99.0,206.0,28.0,90.0,198.0,45.5,3.0,8.0,37.5,122.0,979.0
Trey Burton,1.0,2.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,TE,5,2016,PHI,DET,False,399.0,549.0,72.7,3975.0,7.5,248.4,64.0,33.0,10.0,26.0,161.0,106.5,389.0,1701.0,4.4,106.3,67.0,8.0,5.0,4.0,399.0,4136.0,10.4,258.5,64.0,33.0,1.0,0.0,333.0,99.0,206.0,28.0,90.0,198.0,45.5,3.0,8.0,37.5,122.0,979.0
Lance Kendricks,5.0,8.0,34.0,6.8,15.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.4,TE,6,2016,LAR,DET,False,399.0,549.0,72.7,3975.0,7.5,248.4,64.0,33.0,10.0,26.0,161.0,106.5,389.0,1701.0,4.4,106.3,67.0,8.0,5.0,4.0,399.0,4136.0,10.4,258.5,64.0,33.0,1.0,0.0,333.0,99.0,206.0,28.0,90.0,198.0,45.5,3.0,8.0,37.5,122.0,979.0
Vernon Davis,6.0,6.0,79.0,13.2,27.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,7.9,TE,7,2016,WAS,DET,False,399.0,549.0,72.7,3975.0,7.5,248.4,64.0,33.0,10.0,26.0,161.0,106.5,389.0,1701.0,4.4,106.3,67.0,8.0,5.0,4.0,399.0,4136.0,10.4,258.5,64.0,33.0,1.0,0.0,333.0,99.0,206.0,28.0,90.0,198.0,45.5,3.0,8.0,37.5,122.0,979.0
Niles Paul,1.0,1.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1,TE,7,2016,WAS,DET,False,399.0,549.0,72.7,3975.0,7.5,248.4,64.0,33.0,10.0,26.0,161.0,106.5,389.0,1701.0,4.4,106.3,67.0,8.0,5.0,4.0,399.0,4136.0,10.4,258.5,64.0,33.0,1.0,0.0,333.0,99.0,206.0,28.0,90.0,198.0,45.5,3.0,8.0,37.5,122.0,979.0
C.J. Fiedorowicz,5.0,7.0,43.0,8.6,15.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.3,TE,8,2016,HOU,DET,True,399.0,549.0,72.7,3975.0,7.5,248.4,64.0,33.0,10.0,26.0,161.0,106.5,389.0,1701.0,4.4,106.3,67.0,8.0,5.0,4.0,399.0,4136.0,10.4,258.5,64.0,33.0,1.0,0.0,333.0,99.0,206.0,28.0,90.0,198.0,45.5,3.0,8.0,37.5,122.0,979.0
Ryan Griffin,3.0,3.0,34.0,11.3,23.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.4,TE,8,2016,HOU,DET,True,399.0,549.0,72.7,3975.0,7.5,248.4,64.0,33.0,10.0,26.0,161.0,106.5,389.0,1701.0,4.4,106.3,67.0,8.0,5.0,4.0,399.0,4136.0,10.4,258.5,64.0,33.0,1.0,0.0,333.0,99.0,206.0,28.0,90.0,198.0,45.5,3.0,8.0,37.5,122.0,979.0
Stephen Anderson,2.0,2.0,17.0,8.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.7,TE,8,2016,HOU,DET,True,399.0,549.0,72.7,3975.0,7.5,248.4,64.0,33.0,10.0,26.0,161.0,106.5,389.0,1701.0,4.4,106.3,67.0,8.0,5.0,4.0,399.0,4136.0,10.4,258.5,64.0,33.0,1.0,0.0,333.0,99.0,206.0,28.0,90.0,198.0,45.5,3.0,8.0,37.5,122.0,979.0
Rhett Ellison,1.0,1.0,4.0,4.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,6.5,TE,9,2016,MIN,DET,True,399.0,549.0,72.7,3975.0,7.5,248.4,64.0,33.0,10.0,26.0,161.0,106.5,389.0,1701.0,4.4,106.3,67.0,8.0,5.0,4.0,399.0,4136.0,10.4,258.5,64.0,33.0,1.0,0.0,333.0,99.0,206.0,28.0,90.0,198.0,45.5,3.0,8.0,37.5,122.0,979.0
Kyle Rudolph,1.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.1,TE,9,2016,MIN,DET,True,399.0,549.0,72.7,3975.0,7.5,248.4,64.0,33.0,10.0,26.0,161.0,106.5,389.0,1701.0,4.4,106.3,67.0,8.0,5.0,4.0,399.0,4136.0,10.4,258.5,64.0,33.0,1.0,0.0,333.0,99.0,206.0,28.0,90.0,198.0,45.5,3.0,8.0,37.5,122.0,979.0
Marcedes Lewis,2.0,2.0,16.0,8.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6,TE,11,2016,JAC,DET,False,399.0,549.0,72.7,3975.0,7.5,248.4,64.0,33.0,10.0,26.0,161.0,106.5,389.0,1701.0,4.4,106.3,67.0,8.0,5.0,4.0,399.0,4136.0,10.4,258.5,64.0,33.0,1.0,0.0,333.0,99.0,206.0,28.0,90.0,198.0,45.5,3.0,8.0,37.5,122.0,979.0
Julius Thomas,3.0,5.0,12.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2,TE,11,2016,JAC,DET,False,399.0,549.0,72.7,3975.0,7.5,248.4,64.0,33.0,10.0,26.0,161.0,106.5,389.0,1701.0,4.4,106.3,67.0,8.0,5.0,4.0,399.0,4136.0,10.4,258.5,64.0,33.0,1.0,0.0,333.0,99.0,206.0,28.0,90.0,198.0,45.5,3.0,8.0,37.5,122.0,979.0
Kyle Rudolph,9.0,10.0,64.0,7.1,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.4,TE,12,2016,MIN,DET,False,399.0,549.0,72.7,3975.0,7.5,248.4,64.0,33.0,10.0,26.0,161.0,106.5,389.0,1701.0,4.4,106.3,67.0,8.0,5.0,4.0,399.0,4136.0,10.4,258.5,64.0,33.0,1.0,0.0,333.0,99.0,206.0,28.0,90.0,198.0,45.5,3.0,8.0,37.5,122.0,979.0
Rhett Ellison,1.0,2.0,21.0,21.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.1,TE,12,2016,MIN,DET,False,399.0,549.0,72.7,3975.0,7.5,248.4,64.0,33.0,10.0,26.0,161.0,106.5,389.0,1701.0,4.4,106.3,67.0,8.0,5.0,4.0,399.0,4136.0,10.4,258.5,64.0,33.0,1.0,0.0,333.0,99.0,206.0,28.0,90.0,198.0,45.5,3.0,8.0,37.5,122.0,979.0
Coby Fleener,5.0,7.0,86.0,17.2,31.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,8.6,TE,13,2016,NO,DET,True,399.0,549.0,72.7,3975.0,7.5,248.4,64.0,33.0,10.0,26.0,161.0,106.5,389.0,1701.0,4.4,106.3,67.0,8.0,5.0,4.0,399.0,4136.0,10.4,258.5,64.0,33.0,1.0,0.0,333.0,99.0,206.0,28.0,90.0,198.0,45.5,3.0,8.0,37.5,122.0,979.0
Josh Hill,1.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,TE,13,2016,NO,DET,True,399.0,549.0,72.7,3975.0,7.5,248.4,64.0,33.0,10.0,26.0,161.0,106.5,389.0,1701.0,4.4,106.3,67.0,8.0,5.0,4.0,399.0,4136.0,10.4,258.5,64.0,33.0,1.0,0.0,333.0,99.0,206.0,28.0,90.0,198.0,45.5,3.0,8.0,37.5,122.0,979.0
Daniel Brown,6.0,6.0,42.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.2,TE,14,2016,CHI,DET,False,399.0,549.0,72.7,3975.0,7.5,248.4,64.0,33.0,10.0,26.0,161.0,106.5,389.0,1701.0,4.4,106.3,67.0,8.0,5.0,4.0,399.0,4136.0,10.4,258.5,64.0,33.0,1.0,0.0,333.0,99.0,206.0,28.0,90.0,198.0,45.5,3.0,8.0,37.5,122.0,979.0
Will Tye,4.0,4.0,25.0,6.3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,TE,15,2016,NYG,DET,True,399.0,549.0,72.7,3975.0,7.5,248.4,64.0,33.0,10.0,26.0,161.0,106.5,389.0,1701.0,4.4,106.3,67.0,8.0,5.0,4.0,399.0,4136.0,10.4,258.5,64.0,33.0,1.0,0.0,333.0,99.0,206.0,28.0,90.0,198.0,45.5,3.0,8.0,37.5,122.0,979.0
Jerell Adams,3.0,4.0,18.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.8,TE,15,2016,NYG,DET,True,399.0,549.0,72.7,3975.0,7.5,248.4,64.0,33.0,10.0,26.0,161.0,106.5,389.0,1701.0,4.4,106.3,67.0,8.0,5.0,4.0,399.0,4136.0,10.4,258.5,64.0,33.0,1.0,0.0,333.0,99.0,206.0,28.0,90.0,198.0,45.5,3.0,8.0,37.5,122.0,979.0
Jason Witten,2.0,4.0,33.0,16.5,23.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,9.3,TE,16,2016,DAL,DET,True,399.0,549.0,72.7,3975.0,7.5,248.4,64.0,33.0,10.0,26.0,161.0,106.5,389.0,1701.0,4.4,106.3,67.0,8.0,5.0,4.0,399.0,4136.0,10.4,258.5,64.0,33.0,1.0,0.0,333.0,99.0,206.0,28.0,90.0,198.0,45.5,3.0,8.0,37.5,122.0,979.0
Jared Cook,4.0,8.0,56.0,14.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.6,TE,17,2016,GB,DET,False,399.0,549.0,72.7,3975.0,7.5,248.4,64.0,33.0,10.0,26.0,161.0,106.5,389.0,1701.0,4.4,106.3,67.0,8.0,5.0,4.0,399.0,4136.0,10.4,258.5,64.0,33.0,1.0,0.0,333.0,99.0,206.0,28.0,90.0,198.0,45.5,3.0,8.0,37.5,122.0,979.0
Richard Rodgers,1.0,1.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4,TE,17,2016,GB,DET,False,399.0,549.0,72.7,3975.0,7.5,248.4,64.0,33.0,10.0,26.0,161.0,106.5,389.0,1701.0,4.4,106.3,67.0,8.0,5.0,4.0,399.0,4136.0,10.4,258.5,64.0,33.0,1.0,0.0,333.0,99.0,206.0,28.0,90.0,198.0,45.5,3.0,8.0,37.5,122.0,979.0
Julius Thomas,5.0,5.0,64.0,12.8,22.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,12.4,TE,1,2016,JAC,GB,True,370.0,571.0,64.8,4308.0,8.1,269.3,73.0,32.0,17.0,40.0,295.0,95.9,376.0,1515.0,4.0,94.7,75.0,11.0,1.0,1.0,370.0,4603.0,12.4,287.7,73.0,32.0,3.0,1.0,329.0,80.0,227.0,22.0,82.0,199.0,41.2,12.0,18.0,66.7,109.0,964.0
Marcedes Lewis,2.0,2.0,48.0,24.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.8,TE,1,2016,JAC,GB,True,370.0,571.0,64.8,4308.0,8.1,269.3,73.0,32.0,17.0,40.0,295.0,95.9,376.0,1515.0,4.0,94.7,75.0,11.0,1.0,1.0,370.0,4603.0,12.4,287.7,73.0,32.0,3.0,1.0,329.0,80.0,227.0,22.0,82.0,199.0,41.2,12.0,18.0,66.7,109.0,964.0
Kyle Rudolph,3.0,8.0,31.0,10.3,19.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.1,TE,2,2016,MIN,GB,True,370.0,571.0,64.8,4308.0,8.1,269.3,73.0,32.0,17.0,40.0,295.0,95.9,376.0,1515.0,4.0,94.7,75.0,11.0,1.0,1.0,370.0,4603.0,12.4,287.7,73.0,32.0,3.0,1.0,329.0,80.0,227.0,22.0,82.0,199.0,41.2,12.0,18.0,66.7,109.0,964.0
Eric Ebron,5.0,8.0,69.0,13.8,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,6.9,TE,3,2016,DET,GB,False,370.0,571.0,64.8,4308.0,8.1,269.3,73.0,32.0,17.0,40.0,295.0,95.9,376.0,1515.0,4.0,94.7,75.0,11.0,1.0,1.0,370.0,4603.0,12.4,287.7,73.0,32.0,3.0,1.0,329.0,80.0,227.0,22.0,82.0,199.0,41.2,12.0,18.0,66.7,109.0,964.0
Cole Wick,1.0,1.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3,TE,3,2016,DET,GB,False,370.0,571.0,64.8,4308.0,8.1,269.3,73.0,32.0,17.0,40.0,295.0,95.9,376.0,1515.0,4.0,94.7,75.0,11.0,1.0,1.0,370.0,4603.0,12.4,287.7,73.0,32.0,3.0,1.0,329.0,80.0,227.0,22.0,82.0,199.0,41.2,12.0,18.0,66.7,109.0,964.0
Will Tye,2.0,3.0,37.0,18.5,27.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.7,TE,5,2016,NYG,GB,False,370.0,571.0,64.8,4308.0,8.1,269.3,73.0,32.0,17.0,40.0,295.0,95.9,376.0,1515.0,4.0,94.7,75.0,11.0,1.0,1.0,370.0,4603.0,12.4,287.7,73.0,32.0,3.0,1.0,329.0,80.0,227.0,22.0,82.0,199.0,41.2,12.0,18.0,66.7,109.0,964.0
Jerell Adams,2.0,2.0,27.0,13.5,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.7,TE,5,2016,NYG,GB,False,370.0,571.0,64.8,4308.0,8.1,269.3,73.0,32.0,17.0,40.0,295.0,95.9,376.0,1515.0,4.0,94.7,75.0,11.0,1.0,1.0,370.0,4603.0,12.4,287.7,73.0,32.0,3.0,1.0,329.0,80.0,227.0,22.0,82.0,199.0,41.2,12.0,18.0,66.7,109.0,964.0
Jason Witten,4.0,8.0,42.0,10.5,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.2,TE,6,2016,DAL,GB,False,370.0,571.0,64.8,4308.0,8.1,269.3,73.0,32.0,17.0,40.0,295.0,95.9,376.0,1515.0,4.0,94.7,75.0,11.0,1.0,1.0,370.0,4603.0,12.4,287.7,73.0,32.0,3.0,1.0,329.0,80.0,227.0,22.0,82.0,199.0,41.2,12.0,18.0,66.7,109.0,964.0
Zach Miller,2.0,5.0,40.0,20.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,TE,7,2016,CHI,GB,False,370.0,571.0,64.8,4308.0,8.1,269.3,73.0,32.0,17.0,40.0,295.0,95.9,376.0,1515.0,4.0,94.7,75.0,11.0,1.0,1.0,370.0,4603.0,12.4,287.7,73.0,32.0,3.0,1.0,329.0,80.0,227.0,22.0,82.0,199.0,41.2,12.0,18.0,66.7,109.0,964.0
Austin Hooper,5.0,5.0,41.0,8.2,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.1,TE,8,2016,ATL,GB,True,370.0,571.0,64.8,4308.0,8.1,269.3,73.0,32.0,17.0,40.0,295.0,95.9,376.0,1515.0,4.0,94.7,75.0,11.0,1.0,1.0,370.0,4603.0,12.4,287.7,73.0,32.0,3.0,1.0,329.0,80.0,227.0,22.0,82.0,199.0,41.2,12.0,18.0,66.7,109.0,964.0
Jacob Tamme,2.0,2.0,19.0,9.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.9,TE,8,2016,ATL,GB,True,370.0,571.0,64.8,4308.0,8.1,269.3,73.0,32.0,17.0,40.0,295.0,95.9,376.0,1515.0,4.0,94.7,75.0,11.0,1.0,1.0,370.0,4603.0,12.4,287.7,73.0,32.0,3.0,1.0,329.0,80.0,227.0,22.0,82.0,199.0,41.2,12.0,18.0,66.7,109.0,964.0
Jack Doyle,5.0,9.0,61.0,12.2,20.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.1,TE,9,2016,IND,GB,False,370.0,571.0,64.8,4308.0,8.1,269.3,73.0,32.0,17.0,40.0,295.0,95.9,376.0,1515.0,4.0,94.7,75.0,11.0,1.0,1.0,370.0,4603.0,12.4,287.7,73.0,32.0,3.0,1.0,329.0,80.0,227.0,22.0,82.0,199.0,41.2,12.0,18.0,66.7,109.0,964.0
Dwayne Allen,1.0,2.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,TE,9,2016,IND,GB,False,370.0,571.0,64.8,4308.0,8.1,269.3,73.0,32.0,17.0,40.0,295.0,95.9,376.0,1515.0,4.0,94.7,75.0,11.0,1.0,1.0,370.0,4603.0,12.4,287.7,73.0,32.0,3.0,1.0,329.0,80.0,227.0,22.0,82.0,199.0,41.2,12.0,18.0,66.7,109.0,964.0
Erik Swoope,1.0,1.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,TE,9,2016,IND,GB,False,370.0,571.0,64.8,4308.0,8.1,269.3,73.0,32.0,17.0,40.0,295.0,95.9,376.0,1515.0,4.0,94.7,75.0,11.0,1.0,1.0,370.0,4603.0,12.4,287.7,73.0,32.0,3.0,1.0,329.0,80.0,227.0,22.0,82.0,199.0,41.2,12.0,18.0,66.7,109.0,964.0
Delanie Walker,9.0,11.0,124.0,13.8,41.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,18.4,TE,10,2016,TEN,GB,True,370.0,571.0,64.8,4308.0,8.1,269.3,73.0,32.0,17.0,40.0,295.0,95.9,376.0,1515.0,4.0,94.7,75.0,11.0,1.0,1.0,370.0,4603.0,12.4,287.7,73.0,32.0,3.0,1.0,329.0,80.0,227.0,22.0,82.0,199.0,41.2,12.0,18.0,66.7,109.0,964.0
Anthony Fasano,1.0,1.0,9.0,9.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.9,TE,10,2016,TEN,GB,True,370.0,571.0,64.8,4308.0,8.1,269.3,73.0,32.0,17.0,40.0,295.0,95.9,376.0,1515.0,4.0,94.7,75.0,11.0,1.0,1.0,370.0,4603.0,12.4,287.7,73.0,32.0,3.0,1.0,329.0,80.0,227.0,22.0,82.0,199.0,41.2,12.0,18.0,66.7,109.0,964.0
Jordan Reed,5.0,6.0,79.0,15.8,28.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,7.9,TE,11,2016,WAS,GB,True,370.0,571.0,64.8,4308.0,8.1,269.3,73.0,32.0,17.0,40.0,295.0,95.9,376.0,1515.0,4.0,94.7,75.0,11.0,1.0,1.0,370.0,4603.0,12.4,287.7,73.0,32.0,3.0,1.0,329.0,80.0,227.0,22.0,82.0,199.0,41.2,12.0,18.0,66.7,109.0,964.0
Zach Ertz,3.0,6.0,36.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.6,TE,12,2016,PHI,GB,True,370.0,571.0,64.8,4308.0,8.1,269.3,73.0,32.0,17.0,40.0,295.0,95.9,376.0,1515.0,4.0,94.7,75.0,11.0,1.0,1.0,370.0,4603.0,12.4,287.7,73.0,32.0,3.0,1.0,329.0,80.0,227.0,22.0,82.0,199.0,41.2,12.0,18.0,66.7,109.0,964.0
Trey Burton,3.0,4.0,10.0,3.3,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,TE,12,2016,PHI,GB,True,370.0,571.0,64.8,4308.0,8.1,269.3,73.0,32.0,17.0,40.0,295.0,95.9,376.0,1515.0,4.0,94.7,75.0,11.0,1.0,1.0,370.0,4603.0,12.4,287.7,73.0,32.0,3.0,1.0,329.0,80.0,227.0,22.0,82.0,199.0,41.2,12.0,18.0,66.7,109.0,964.0
Ryan Griffin,4.0,6.0,35.0,8.8,18.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,7.5,TE,13,2016,HOU,GB,False,370.0,571.0,64.8,4308.0,8.1,269.3,73.0,32.0,17.0,40.0,295.0,95.9,376.0,1515.0,4.0,94.7,75.0,11.0,1.0,1.0,370.0,4603.0,12.4,287.7,73.0,32.0,3.0,1.0,329.0,80.0,227.0,22.0,82.0,199.0,41.2,12.0,18.0,66.7,109.0,964.0
C.J. Fiedorowicz,6.0,9.0,44.0,7.3,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.4,TE,13,2016,HOU,GB,False,370.0,571.0,64.8,4308.0,8.1,269.3,73.0,32.0,17.0,40.0,295.0,95.9,376.0,1515.0,4.0,94.7,75.0,11.0,1.0,1.0,370.0,4603.0,12.4,287.7,73.0,32.0,3.0,1.0,329.0,80.0,227.0,22.0,82.0,199.0,41.2,12.0,18.0,66.7,109.0,964.0
Jimmy Graham,1.0,4.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6,TE,14,2016,SEA,GB,False,370.0,571.0,64.8,4308.0,8.1,269.3,73.0,32.0,17.0,40.0,295.0,95.9,376.0,1515.0,4.0,94.7,75.0,11.0,1.0,1.0,370.0,4603.0,12.4,287.7,73.0,32.0,3.0,1.0,329.0,80.0,227.0,22.0,82.0,199.0,41.2,12.0,18.0,66.7,109.0,964.0
