player,position,games,snaps,snaps_pct,rush_pct,tgt_pct,touch_pct,util_pct,fantasy_points,points_per_100_snaps,week,year,rushing_att,rushing_yds,rushing_avg,rushing_lng,rushing_20p,rushing_td,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_td,lst,team,opponent,home
Jamize Olawale,RB,1.0,,,,,,,0.0,,3,2016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,DAL,CHI,True
Brandon Bolden,RB,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,HOU,True
James Develin,RB,1.0,23.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,HOU,True
James White,RB,1.0,16.0,26.0,19.0,13.0,25.0,31.0,1.4,8.8,3,2016,3.0,12.0,4.0,7.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,NE,HOU,True
Cordarrelle Patterson,RB,1.0,5.0,9.0,0.0,20.0,20.0,20.0,0.8,16.0,3,2016,,,,,,,,,,,,,MIN,CAR,False
Zach Line,RB,1.0,16.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,CAR,False
Jerick McKinnon,RB,1.0,36.0,65.0,44.0,6.0,47.0,50.0,6.7,18.6,3,2016,16.0,45.0,2.8,14.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,MIN,CAR,False
Giovani Bernard,RB,1.0,35.0,52.0,14.0,14.0,29.0,29.0,4.4,12.6,3,2016,5.0,8.0,1.6,4.0,0.0,0.0,5.0,5.0,36.0,7.2,0.0,0.0,CIN,DEN,True
Theo Riddick,RB,1.0,45.0,66.0,22.0,20.0,38.0,42.0,4.8,10.7,3,2016,10.0,9.0,0.9,8.0,0.0,0.0,7.0,9.0,39.0,5.6,0.0,0.0,DET,GB,False
Michael Burton,RB,1.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,GB,False
Dwayne Washington,RB,1.0,25.0,37.0,40.0,4.0,44.0,44.0,3.5,14.0,3,2016,10.0,38.0,3.8,9.0,0.0,0.0,1.0,1.0,-3.0,-3.0,0.0,0.0,DET,GB,False
Chris Thompson,RB,1.0,34.0,48.0,18.0,6.0,21.0,24.0,1.6,4.7,3,2016,6.0,23.0,3.8,8.0,0.0,0.0,1.0,2.0,-7.0,-7.0,0.0,0.0,WAS,NYG,False
Kyle Juszczyk,RB,1.0,19.0,28.0,0.0,5.0,5.0,5.0,0.2,1.1,3,2016,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,BAL,JAC,False
Latavius Murray,RB,1.0,31.0,48.0,32.0,3.0,35.0,35.0,9.8,31.6,3,2016,10.0,37.0,3.7,22.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,LV,TEN,False
DeAndre Washington,RB,1.0,18.0,28.0,33.0,6.0,39.0,39.0,6.2,34.4,3,2016,6.0,57.0,9.5,30.0,1.0,0.0,1.0,1.0,5.0,5.0,0.0,0.0,LV,TEN,False
Jalen Richard,RB,1.0,13.0,20.0,46.0,8.0,54.0,54.0,4.1,31.5,3,2016,6.0,28.0,4.7,10.0,0.0,0.0,1.0,1.0,13.0,13.0,0.0,0.0,LV,TEN,False
Peyton Barber,RB,1.0,,,,,,,0.0,,3,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,TEN,False
Patrick DiMarco,RB,1.0,19.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,NO,False
Devonta Freeman,RB,1.0,38.0,59.0,37.0,13.0,50.0,50.0,26.7,70.3,3,2016,14.0,152.0,10.9,48.0,3.0,0.0,5.0,5.0,55.0,11.0,1.0,0.0,ATL,NO,False
Tevin Coleman,RB,1.0,27.0,42.0,44.0,11.0,56.0,56.0,26.9,99.6,3,2016,12.0,42.0,3.5,9.0,0.0,3.0,3.0,3.0,47.0,15.7,0.0,0.0,ATL,NO,False
Cordarrelle Patterson,RB,1.0,,,,,,,0.0,,3,2016,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,8.0,0.0,0.0,ATL,NO,False
Mike Davis,RB,1.0,,,,,,,0.0,,3,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,NO,False
Carlos Hyde,RB,1.0,40.0,70.0,53.0,3.0,55.0,55.0,24.5,61.3,3,2016,21.0,103.0,4.9,34.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,SF,SEA,False
Raheem Mostert,RB,1.0,,,,,,,0.0,,3,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,SEA,False
Damien Williams,RB,1.0,11.0,16.0,9.0,27.0,36.0,36.0,8.5,77.3,3,2016,1.0,15.0,15.0,15.0,0.0,0.0,3.0,3.0,10.0,3.3,1.0,0.0,MIA,CLE,True
Jay Ajayi,RB,1.0,18.0,27.0,39.0,0.0,39.0,39.0,8.8,48.9,3,2016,7.0,28.0,4.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,CLE,True
Kenyan Drake,RB,1.0,27.0,40.0,33.0,7.0,41.0,41.0,4.8,17.8,3,2016,9.0,37.0,4.1,11.0,0.0,0.0,2.0,2.0,11.0,5.5,0.0,0.0,MIA,CLE,True
Malcolm Brown,RB,1.0,,,,,,,0.0,,3,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,CLE,True
Melvin Gordon III,RB,1.0,51.0,86.0,31.0,14.0,39.0,45.0,13.8,27.1,3,2016,16.0,35.0,2.2,7.0,0.0,1.0,4.0,7.0,43.0,10.8,0.0,0.0,LAC,IND,False
Derek Watt,RB,1.0,7.0,12.0,0.0,14.0,14.0,14.0,0.6,8.6,3,2016,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,6.0,0.0,0.0,LAC,IND,False
Todd Gurley II,RB,1.0,52.0,80.0,52.0,4.0,54.0,56.0,20.0,38.5,3,2016,27.0,85.0,3.1,16.0,0.0,2.0,1.0,2.0,-5.0,-5.0,0.0,0.0,LAR,TB,False
Duke Johnson Jr.,RB,1.0,41.0,50.0,24.0,17.0,37.0,41.0,8.1,19.8,3,2016,10.0,69.0,6.9,17.0,0.0,0.0,5.0,7.0,12.0,2.4,0.0,0.0,CLE,MIA,False
Malcolm Johnson,RB,1.0,23.0,28.0,0.0,4.0,4.0,4.0,0.3,1.3,3,2016,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,CLE,MIA,False
T.J. Yeldon,RB,1.0,33.0,50.0,18.0,9.0,24.0,27.0,2.8,8.5,3,2016,6.0,17.0,2.8,9.0,0.0,0.0,2.0,3.0,11.0,5.5,0.0,0.0,JAC,BAL,True
David Johnson,RB,1.0,79.0,96.0,24.0,8.0,28.0,32.0,23.1,29.2,3,2016,19.0,83.0,4.4,22.0,1.0,2.0,3.0,6.0,28.0,9.3,0.0,0.0,ARI,BUF,False
Ty Montgomery,RB,1.0,4.0,7.0,25.0,0.0,25.0,25.0,-0.1,-2.5,3,2016,,,,,,,,,,,,,GB,DET,True
Derrick Henry,RB,1.0,24.0,35.0,42.0,0.0,42.0,42.0,4.5,18.8,3,2016,10.0,45.0,4.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,LV,True
Alex Collins,RB,1.0,17.0,25.0,24.0,12.0,35.0,35.0,3.1,18.2,3,2016,4.0,12.0,3.0,4.0,0.0,0.0,2.0,2.0,19.0,9.5,0.0,0.0,SEA,SF,True
Nick Bellore,RB,1.0,,,,,,,0.0,,3,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,SF,True
Devontae Booker,RB,1.0,16.0,24.0,25.0,6.0,31.0,31.0,2.5,15.6,3,2016,4.0,8.0,2.0,3.0,0.0,0.0,1.0,1.0,17.0,17.0,0.0,0.0,DEN,CIN,False
Andy Janovich,RB,1.0,27.0,40.0,4.0,4.0,7.0,7.0,1.5,5.6,3,2016,1.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,13.0,13.0,0.0,0.0,DEN,CIN,False
Jordan Howard,RB,1.0,49.0,75.0,18.0,12.0,27.0,31.0,9.2,18.8,3,2016,9.0,45.0,5.0,36.0,1.0,0.0,4.0,6.0,47.0,11.8,0.0,0.0,CHI,DAL,False
Frank Gore,RB,1.0,34.0,43.0,47.0,18.0,62.0,65.0,15.5,45.6,4,2016,16.0,68.0,4.3,17.0,0.0,1.0,5.0,6.0,27.0,5.4,0.0,0.0,IND,JAC,False
Josh Ferguson,RB,1.0,30.0,38.0,10.0,33.0,33.0,43.0,3.1,10.3,4,2016,3.0,-2.0,-0.7,1.0,0.0,0.0,7.0,10.0,33.0,4.7,0.0,0.0,IND,JAC,False
LeSean McCoy,RB,1.0,54.0,69.0,35.0,11.0,46.0,46.0,16.8,31.1,4,2016,19.0,70.0,3.7,9.0,0.0,0.0,6.0,6.0,38.0,6.3,1.0,0.0,BUF,NE,False
Jonathan Williams,RB,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,NE,False
Mark Ingram II,RB,1.0,48.0,66.0,38.0,15.0,50.0,52.0,16.5,34.4,4,2016,18.0,56.0,3.1,10.0,0.0,1.0,6.0,7.0,49.0,8.2,0.0,0.0,NO,LAC,False
Lamar Miller,RB,1.0,51.0,80.0,37.0,6.0,43.0,43.0,10.8,21.2,4,2016,19.0,82.0,4.3,14.0,0.0,0.0,3.0,3.0,26.0,8.7,0.0,0.0,HOU,TEN,True
Rex Burkhead,RB,1.0,,,,,,,0.0,,4,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,TEN,True
Alfred Morris,RB,1.0,12.0,16.0,58.0,0.0,58.0,58.0,3.4,28.3,4,2016,7.0,34.0,4.9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,SF,False
Keith Smith,RB,1.0,8.0,11.0,13.0,13.0,25.0,25.0,0.0,0.0,4,2016,1.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,14.0,14.0,0.0,0.0,DAL,SF,False
Ezekiel Elliott,RB,1.0,47.0,62.0,49.0,2.0,51.0,51.0,21.7,46.2,4,2016,23.0,138.0,6.0,26.0,2.0,1.0,1.0,1.0,19.0,19.0,0.0,0.0,DAL,SF,False
Jamize Olawale,RB,1.0,,,,,,,0.0,,4,2016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,SF,False
Brandon Bolden,RB,1.0,5.0,9.0,0.0,60.0,40.0,60.0,1.5,30.0,4,2016,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,15.0,7.5,0.0,0.0,NE,BUF,True
James Develin,RB,1.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,BUF,True
James White,RB,1.0,21.0,38.0,19.0,24.0,43.0,43.0,6.2,29.5,4,2016,4.0,12.0,3.0,7.0,0.0,0.0,5.0,5.0,50.0,10.0,0.0,0.0,NE,BUF,True
Cordarrelle Patterson,RB,1.0,36.0,49.0,3.0,17.0,17.0,19.0,4.0,11.1,4,2016,,,,,,,,,,,,,MIN,NYG,True
Zach Line,RB,1.0,24.0,32.0,13.0,0.0,13.0,13.0,0.6,2.5,4,2016,3.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,NYG,True
Jerick McKinnon,RB,1.0,46.0,62.0,39.0,11.0,46.0,50.0,15.5,33.7,4,2016,18.0,85.0,4.7,25.0,1.0,1.0,3.0,5.0,10.0,3.3,0.0,0.0,MIN,NYG,True
Giovani Bernard,RB,1.0,34.0,49.0,29.0,12.0,38.0,41.0,4.2,12.4,4,2016,10.0,18.0,1.8,7.0,0.0,0.0,3.0,4.0,24.0,8.0,0.0,0.0,CIN,MIA,True
Le'Veon Bell,RB,1.0,52.0,87.0,35.0,12.0,44.0,46.0,17.8,34.2,4,2016,18.0,144.0,8.0,44.0,1.0,0.0,5.0,6.0,34.0,6.8,0.0,0.0,PIT,KC,True
Theo Riddick,RB,1.0,51.0,81.0,22.0,14.0,29.0,35.0,5.8,11.4,4,2016,11.0,31.0,2.8,11.0,0.0,0.0,4.0,7.0,27.0,6.8,0.0,0.0,DET,CHI,False
Michael Burton,RB,1.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,CHI,False
Dwayne Washington,RB,1.0,7.0,11.0,29.0,14.0,43.0,43.0,1.4,20.0,4,2016,2.0,6.0,3.0,5.0,0.0,0.0,1.0,1.0,8.0,8.0,0.0,0.0,DET,CHI,False
Chris Thompson,RB,1.0,20.0,32.0,15.0,20.0,25.0,35.0,10.0,50.0,4,2016,3.0,24.0,8.0,20.0,1.0,0.0,2.0,4.0,16.0,8.0,1.0,0.0,WAS,CLE,True
Kyle Juszczyk,RB,1.0,39.0,44.0,0.0,18.0,15.0,18.0,5.6,14.4,4,2016,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,56.0,9.3,0.0,0.0,BAL,LV,True
Latavius Murray,RB,1.0,34.0,57.0,24.0,6.0,29.0,29.0,2.4,7.1,4,2016,8.0,19.0,2.4,4.0,0.0,0.0,2.0,2.0,5.0,2.5,0.0,0.0,LV,BAL,False
DeAndre Washington,RB,1.0,10.0,17.0,50.0,30.0,80.0,80.0,2.6,26.0,4,2016,5.0,30.0,6.0,28.0,1.0,0.0,3.0,3.0,16.0,5.3,0.0,1.0,LV,BAL,False
Jalen Richard,RB,1.0,15.0,25.0,13.0,20.0,20.0,33.0,2.0,13.3,4,2016,2.0,15.0,7.5,9.0,0.0,0.0,1.0,3.0,5.0,5.0,0.0,0.0,LV,BAL,False
Peyton Barber,RB,1.0,,,,,,,0.0,,4,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,BAL,False
Patrick DiMarco,RB,1.0,24.0,36.0,0.0,8.0,4.0,8.0,1.8,7.5,4,2016,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,18.0,18.0,0.0,0.0,ATL,CAR,True
Devonta Freeman,RB,1.0,35.0,52.0,37.0,9.0,43.0,46.0,12.4,35.4,4,2016,13.0,57.0,4.4,19.0,0.0,1.0,2.0,3.0,7.0,3.5,0.0,0.0,ATL,CAR,True
Tevin Coleman,RB,1.0,29.0,43.0,28.0,14.0,38.0,41.0,3.3,11.4,4,2016,8.0,19.0,2.4,7.0,0.0,0.0,3.0,4.0,14.0,4.7,0.0,0.0,ATL,CAR,True
Cordarrelle Patterson,RB,1.0,,,,,,,0.0,,4,2016,1.0,2.0,2.0,2.0,0.0,0.0,5.0,6.0,38.0,7.6,0.0,0.0,ATL,CAR,True
Mike Davis,RB,1.0,,,,,,,0.0,,4,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,CAR,True
Carlos Hyde,RB,1.0,44.0,83.0,34.0,2.0,36.0,36.0,13.9,31.6,4,2016,15.0,74.0,4.9,32.0,1.0,1.0,1.0,1.0,5.0,5.0,0.0,0.0,SF,DAL,True
Raheem Mostert,RB,1.0,,,,,,,0.0,,4,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,DAL,True
Damien Williams,RB,1.0,13.0,29.0,15.0,15.0,23.0,31.0,1.5,11.5,4,2016,2.0,9.0,4.5,7.0,0.0,0.0,1.0,2.0,6.0,6.0,0.0,0.0,MIA,CIN,False
Jay Ajayi,RB,1.0,14.0,31.0,43.0,14.0,57.0,57.0,4.6,32.9,4,2016,6.0,33.0,5.5,11.0,0.0,0.0,2.0,2.0,13.0,6.5,0.0,0.0,MIA,CIN,False
Kenyan Drake,RB,1.0,7.0,16.0,29.0,0.0,29.0,29.0,1.5,21.4,4,2016,2.0,15.0,7.5,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,CIN,False
Melvin Gordon III,RB,1.0,62.0,89.0,31.0,11.0,40.0,42.0,17.9,28.9,4,2016,19.0,36.0,1.9,10.0,0.0,2.0,6.0,7.0,43.0,7.2,0.0,1.0,LAC,NO,True
Derek Watt,RB,1.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,NO,True
Todd Gurley II,RB,1.0,51.0,86.0,37.0,10.0,47.0,47.0,8.2,16.1,4,2016,19.0,33.0,1.7,5.0,0.0,0.0,5.0,5.0,49.0,9.8,0.0,0.0,LAR,ARI,False
Malcolm Brown,RB,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,ARI,False
Duke Johnson Jr.,RB,1.0,41.0,57.0,20.0,20.0,34.0,39.0,6.4,15.6,4,2016,8.0,45.0,5.6,13.0,0.0,0.0,6.0,8.0,31.0,5.2,0.0,1.0,CLE,WAS,False
Malcolm Johnson,RB,1.0,11.0,15.0,9.0,9.0,18.0,18.0,-0.7,-6.4,4,2016,1.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,11.0,11.0,0.0,1.0,CLE,WAS,False
T.J. Yeldon,RB,1.0,54.0,75.0,26.0,9.0,33.0,35.0,11.7,21.7,4,2016,14.0,71.0,5.1,15.0,0.0,0.0,4.0,5.0,46.0,11.5,0.0,0.0,JAC,IND,True
David Johnson,RB,1.0,56.0,73.0,30.0,7.0,38.0,38.0,10.4,18.6,4,2016,17.0,83.0,4.9,31.0,1.0,0.0,4.0,4.0,41.0,10.3,0.0,1.0,ARI,LAR,True
Derrick Henry,RB,1.0,9.0,13.0,33.0,0.0,33.0,33.0,0.9,10.0,4,2016,3.0,9.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,HOU,False
Alex Collins,RB,1.0,6.0,10.0,17.0,0.0,17.0,17.0,0.1,1.7,4,2016,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,NYJ,False
Nick Bellore,RB,1.0,,,,,,,0.0,,4,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,NYJ,False
Paul Perkins,RB,1.0,15.0,23.0,13.0,20.0,27.0,33.0,8.0,53.3,4,2016,2.0,8.0,4.0,5.0,0.0,0.0,2.0,3.0,72.0,36.0,0.0,0.0,NYG,MIN,False
Devontae Booker,RB,1.0,18.0,25.0,39.0,6.0,39.0,44.0,3.0,16.7,4,2016,7.0,30.0,4.3,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,DEN,TB,False
Andy Janovich,RB,1.0,29.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,TB,False
Jordan Howard,RB,1.0,63.0,91.0,37.0,6.0,41.0,43.0,13.2,21.0,4,2016,23.0,111.0,4.8,17.0,0.0,0.0,3.0,4.0,21.0,7.0,0.0,0.0,CHI,DET,True
Darren Sproles,RB,1.0,34.0,56.0,15.0,12.0,26.0,26.0,6.8,20.0,5,2016,5.0,45.0,9.0,15.0,0.0,0.0,4.0,4.0,23.0,5.8,0.0,0.0,PHI,DET,False
Kenjon Barner,RB,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,DET,False
Wendell Smallwood,RB,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,DET,False
Frank Gore,RB,1.0,54.0,79.0,26.0,4.0,28.0,30.0,7.9,14.6,5,2016,14.0,75.0,5.4,16.0,0.0,0.0,1.0,2.0,4.0,4.0,0.0,0.0,IND,CHI,True
Josh Ferguson,RB,1.0,14.0,21.0,7.0,21.0,21.0,29.0,1.3,9.3,5,2016,1.0,3.0,3.0,3.0,0.0,0.0,2.0,3.0,10.0,5.0,0.0,0.0,IND,CHI,True
LeSean McCoy,RB,1.0,44.0,80.0,41.0,5.0,45.0,45.0,15.8,35.9,5,2016,18.0,150.0,8.3,53.0,2.0,0.0,2.0,2.0,8.0,4.0,0.0,0.0,BUF,LAR,False
Lamar Miller,RB,1.0,42.0,66.0,19.0,7.0,21.0,26.0,2.4,5.7,5,2016,8.0,20.0,2.5,4.0,0.0,0.0,1.0,3.0,4.0,4.0,0.0,0.0,HOU,MIN,False
Alfred Morris,RB,1.0,10.0,18.0,60.0,10.0,60.0,70.0,3.3,33.0,5,2016,6.0,33.0,5.5,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,DAL,CIN,True
Keith Smith,RB,1.0,10.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,CIN,True
Rod Smith,RB,1.0,2.0,4.0,0.0,50.0,50.0,50.0,0.4,20.0,5,2016,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,DAL,CIN,True
Ezekiel Elliott,RB,1.0,45.0,79.0,33.0,9.0,40.0,42.0,29.1,64.7,5,2016,15.0,134.0,8.9,60.0,1.0,2.0,3.0,4.0,37.0,12.3,0.0,0.0,DAL,CIN,True
Jamize Olawale,RB,1.0,,,,,,,8.4,,5,2016,6.0,22.0,3.7,17.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,DAL,CIN,True
Cordarrelle Patterson,RB,1.0,45.0,61.0,2.0,13.0,11.0,16.0,10.6,23.6,5,2016,,,,,,,,,,,,,MIN,HOU,True
Zach Line,RB,1.0,27.0,36.0,0.0,4.0,0.0,4.0,0.0,0.0,5,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,MIN,HOU,True
Jerick McKinnon,RB,1.0,41.0,55.0,49.0,7.0,51.0,56.0,4.6,11.2,5,2016,20.0,36.0,1.8,8.0,0.0,0.0,1.0,3.0,10.0,10.0,0.0,0.0,MIN,HOU,True
Giovani Bernard,RB,1.0,53.0,76.0,17.0,11.0,28.0,28.0,9.6,18.1,5,2016,9.0,50.0,5.6,14.0,0.0,0.0,6.0,6.0,46.0,7.7,0.0,0.0,CIN,DAL,False
Rex Burkhead,RB,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,DAL,False
Le'Veon Bell,RB,1.0,73.0,96.0,27.0,15.0,40.0,42.0,15.4,21.1,5,2016,20.0,66.0,3.3,10.0,0.0,0.0,9.0,11.0,88.0,9.8,0.0,0.0,PIT,NYJ,True
Theo Riddick,RB,1.0,40.0,66.0,28.0,15.0,43.0,43.0,20.2,50.5,5,2016,11.0,49.0,4.5,17.0,0.0,0.0,6.0,6.0,33.0,5.5,2.0,0.0,DET,PHI,True
Michael Burton,RB,1.0,13.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,PHI,True
Chris Thompson,RB,1.0,21.0,32.0,10.0,19.0,29.0,29.0,4.5,21.4,5,2016,2.0,12.0,6.0,9.0,0.0,0.0,4.0,4.0,33.0,8.3,0.0,0.0,WAS,BAL,False
Kyle Juszczyk,RB,1.0,42.0,59.0,0.0,12.0,7.0,12.0,2.0,4.8,5,2016,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,20.0,6.7,0.0,0.0,BAL,WAS,True
James Develin,RB,1.0,22.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,CLE,False
James White,RB,1.0,38.0,48.0,13.0,16.0,24.0,29.0,8.9,23.4,5,2016,5.0,26.0,5.2,8.0,0.0,0.0,4.0,6.0,63.0,15.8,0.0,0.0,NE,CLE,False
D.J. Foster,RB,1.0,12.0,15.0,50.0,0.0,50.0,50.0,1.7,14.2,5,2016,6.0,17.0,2.8,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,CLE,False
Patrick DiMarco,RB,1.0,27.0,40.0,0.0,4.0,4.0,4.0,1.3,4.8,5,2016,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,13.0,0.0,0.0,ATL,DEN,False
Devonta Freeman,RB,1.0,40.0,60.0,58.0,13.0,65.0,70.0,18.3,45.8,5,2016,23.0,88.0,3.8,15.0,0.0,1.0,3.0,5.0,35.0,11.7,0.0,0.0,ATL,DEN,False
Tevin Coleman,RB,1.0,26.0,39.0,23.0,23.0,38.0,46.0,22.3,85.8,5,2016,6.0,31.0,5.2,16.0,0.0,0.0,4.0,6.0,132.0,33.0,1.0,0.0,ATL,DEN,False
Cordarrelle Patterson,RB,1.0,,,,,,,0.0,,5,2016,1.0,7.0,7.0,7.0,0.0,0.0,4.0,6.0,39.0,9.8,1.0,0.0,ATL,DEN,False
Carlos Hyde,RB,1.0,64.0,82.0,34.0,9.0,44.0,44.0,17.4,27.2,5,2016,22.0,78.0,3.5,10.0,0.0,1.0,6.0,6.0,36.0,6.0,0.0,0.0,SF,ARI,True
Mike Davis,RB,1.0,6.0,8.0,33.0,0.0,33.0,33.0,0.4,6.7,5,2016,2.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,ARI,True
Damien Williams,RB,1.0,8.0,18.0,13.0,25.0,38.0,38.0,7.0,87.5,5,2016,1.0,3.0,3.0,3.0,0.0,0.0,2.0,2.0,67.0,33.5,0.0,0.0,MIA,TEN,True
Jay Ajayi,RB,1.0,30.0,68.0,43.0,3.0,43.0,47.0,10.2,34.0,5,2016,13.0,42.0,3.2,9.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,MIA,TEN,True
Kenyan Drake,RB,1.0,7.0,16.0,29.0,43.0,57.0,71.0,2.0,28.6,5,2016,2.0,4.0,2.0,6.0,0.0,0.0,2.0,3.0,16.0,8.0,0.0,0.0,MIA,TEN,True
Melvin Gordon III,RB,1.0,46.0,90.0,35.0,2.0,37.0,37.0,12.7,27.6,5,2016,16.0,69.0,4.3,24.0,1.0,0.0,1.0,1.0,18.0,18.0,1.0,1.0,LAC,LV,False
