,Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Deshaun Watson(HOU),16,31,51.6,261,8.4,5,0,3,3,31,0,0,1,35.5,35.5,5.0%
1,2,Dak Prescott(DAL),25,36,69.4,251,7.0,3,1,1,4,37,1,0,1,29.7,29.7,98.2%
2,3,Carson Wentz(IND),21,30,70.0,304,10.1,4,1,1,6,11,0,0,1,27.3,27.3,44.0%
3,4,Alex Smith(FA),29,37,78.4,324,8.8,3,0,1,5,19,0,0,1,26.9,26.9,5.0%
4,5,Cam Newton(CAR),26,33,78.8,355,10.8,3,0,3,7,0,0,0,1,26.2,26.2,20.3%
5,6,Aaron Rodgers(GB),19,29,65.5,221,7.6,3,0,4,4,32,0,0,1,24.0,24.0,97.4%
6,7,Brian Hoyer(NE),29,46,63.0,353,7.7,2,0,2,2,0,0,0,1,22.1,22.1,0.0%
7,8,Philip Rivers(FA),21,44,47.7,258,5.9,3,1,0,4,5,0,0,1,20.8,20.8,20.6%
8,9,Jameis Winston(NO),26,46,56.5,334,7.3,1,0,2,3,11,0,0,1,18.5,18.5,5.2%
9,10,Jacoby Brissett(MIA),22,34,64.7,314,9.2,0,1,4,8,14,1,0,1,18.0,18.0,0.6%
10,11,Kevin Hogan(TEN),16,19,84.2,194,10.2,2,1,0,4,30,0,0,1,16.8,16.8,0.0%
11,12,Carson Palmer(FA),28,44,63.6,291,6.6,1,0,2,0,0,0,0,1,15.6,15.6,5.6%
12,13,Matthew Stafford(LAR),23,35,65.7,229,6.5,2,0,6,0,0,0,1,1,15.2,15.2,97.2%
13,14,Josh McCown(FA),23,30,76.7,194,6.5,2,1,3,3,-3,0,0,1,13.5,13.5,0.0%
14,15,Andy Dalton(CHI),22,36,61.1,328,9.1,1,2,1,5,2,0,0,1,13.3,13.3,1.6%
15,16,Eli Manning(FA),21,36,58.3,225,6.3,2,1,5,0,0,0,1,1,13.0,13.0,2.3%
16,17,Tom Brady(FA),30,40,75.0,303,7.6,1,1,3,2,5,0,1,1,12.6,12.6,99.1%
