,Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Jared Goff(DET),22,38,57.9,301,7.9,4,0,1,3,-6,0,1,1,25.4,25.4,5.3%
1,2,Kirk Cousins(MIN),19,37,51.4,299,8.1,3,1,0,5,8,0,0,1,22.8,22.8,70.7%
2,3,Blake Bortles(NO),32,50,64.0,382,7.6,2,3,1,5,31,0,0,1,22.4,22.4,0.1%
3,4,Jimmy Garoppolo(SF),21,30,70.0,242,8.1,2,1,1,3,3,1,0,1,22.0,22.0,23.3%
4,5,Mitchell Trubisky(BUF),14,23,60.9,193,8.4,0,0,5,7,44,1,0,1,18.1,18.1,0.4%
5,6,Alex Smith(FA),25,39,64.1,304,7.8,1,0,1,4,13,0,0,1,17.5,17.5,5.0%
6,7,Joe Flacco(NYJ),29,38,76.3,237,6.2,2,0,1,4,-2,0,0,1,17.3,17.3,0.3%
7,8,Ben Roethlisberger(FA),20,29,69.0,226,7.8,2,0,0,1,-1,0,0,1,16.9,16.9,23.8%
8,9,Tom Brady(FA),21,28,75.0,224,8.0,2,1,2,2,6,0,0,1,15.6,15.6,99.1%
9,10,Philip Rivers(FA),22,40,55.0,290,7.3,1,0,0,1,0,0,0,1,15.6,15.6,20.6%
10,11,Cam Newton(CAR),16,25,64.0,160,6.4,0,1,2,14,52,1,0,1,15.6,15.6,20.3%
11,12,Jay Cutler(FA),19,38,50.0,286,7.5,1,0,0,2,-1,0,0,1,15.3,15.3,0.2%
12,13,Russell Wilson(SEA),14,21,66.7,93,4.4,2,0,3,9,29,0,0,1,14.6,14.6,90.4%
13,14,Matt Ryan(ATL),22,36,61.1,288,8.0,1,1,5,2,7,0,0,1,14.2,14.2,36.3%
14,15,Jacoby Brissett(MIA),16,33,48.5,215,6.5,1,0,2,3,8,0,0,1,13.4,13.4,0.6%
15,16,Jameis Winston(NO),21,27,77.8,367,13.6,1,0,6,3,6,0,3,1,13.3,13.3,5.2%
16,17,Tyrod Taylor(HOU),21,38,55.3,281,7.4,0,0,6,3,16,0,0,1,12.8,12.8,4.9%
17,18,Drew Stanton(FA),20,34,58.8,209,6.1,2,2,2,2,1,0,0,1,12.5,12.5,0.0%
18,19,Marcus Mariota(LV),22,39,56.4,275,7.1,0,1,1,3,24,0,0,1,11.4,11.4,0.2%
19,20,Andy Dalton(CHI),27,41,65.9,238,5.8,1,1,3,3,-1,0,0,1,11.4,11.4,1.6%
20,21,Drew Brees(FA),21,28,75.0,239,8.5,1,1,1,4,-4,0,0,1,11.2,11.2,35.7%
21,22,Matthew Stafford(LAR),19,35,54.3,203,5.8,1,1,2,1,7,0,0,1,10.8,10.8,97.2%
22,23,Case Keenum(CLE),14,25,56.0,139,5.6,1,0,3,4,-2,0,0,1,9.4,9.4,0.9%
23,24,Nick Foles(CHI),19,38,50.0,163,4.3,1,1,2,0,0,0,0,1,8.5,8.5,0.7%
24,25,Brock Osweiler(FA),22,38,57.9,193,5.1,0,1,4,4,27,0,1,1,8.4,8.4,0.0%
25,26,Bryce Petty(FA),15,28,53.6,119,4.3,0,1,3,3,33,0,0,1,6.1,6.1,0.0%
26,27,Brett Hundley(FA),17,40,42.5,130,3.3,0,2,1,5,48,0,0,1,6.0,6.0,0.0%
27,28,Derek Carr(LV),15,29,51.7,140,4.8,1,2,1,3,3,0,0,1,5.9,5.9,58.1%
28,29,Dak Prescott(DAL),21,34,61.8,181,5.3,0,2,4,4,21,0,0,1,5.4,5.4,98.2%
29,30,Eli Manning(FA),27,45,60.0,263,5.8,0,2,2,1,5,0,1,1,5.0,5.0,2.3%
30,31,T.J. Yates(FA),7,16,43.8,83,5.2,1,1,6,1,11,0,1,1,4.4,4.4,0.0%
31,32,DeShone Kizer(FA),18,36,50.0,182,5.1,0,2,1,3,8,0,0,1,4.1,4.1,0.0%
32,33,Taylor Heinicke(WAS),1,1,100.0,10,10.0,0,0,1,1,2,0,0,1,0.6,0.6,21.2%
33,34,Aaron Rodgers(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.4%
34,35,Reid Sinnett(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
35,36,Jalen Morton(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
36,37,Ben DiNucci(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
37,38,Sam Ehlinger(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
38,39,Kyle Trask(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
39,40,Feleipe Franks(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
40,41,Trey Lance(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3%
41,42,Mac Jones(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5%
42,43,Ian Book(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
43,44,Justin Fields(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0%
44,45,Will Grier(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
45,46,Brett Rypien(DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
46,47,Easton Stick(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
47,48,Drew Lock(DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5%
48,49,Trace McSorley(ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3%
49,50,Eric Dungey(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
50,51,Jake Browning(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
51,52,Gardner Minshew II(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2%
52,53,Kyler Murray(ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3%
53,54,Jarrett Stidham(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
54,55,Daniel Jones(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6%
55,56,Dwayne Haskins(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
56,57,Alex McGough(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
57,58,Tim Boyle(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
58,59,Kurt Benkert(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
59,60,Kyle Allen(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
60,61,John Wolford(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
61,62,Justin Herbert(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.8%
62,63,David Blough(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
63,64,Trevor Lawrence(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.9%
64,65,James Morgan(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
65,66,Bryce Perkins(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
66,67,Steven Montez(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
67,68,Jake Luton(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
68,69,Brian Lewerke(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
69,70,Shane Buechele(KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
70,71,Kellen Mond(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
71,72,Tyler Huntley(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.7%
72,73,Joe Burrow(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.3%
73,74,Tua Tagovailoa(MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.2%
74,75,Jacob Eason(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
75,76,Jake Fromm(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
76,77,Jordan Love(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3%
77,78,Jalen Hurts(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.4%
78,79,Ryan Willis(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
79,80,Davis Mills(HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7%
80,81,Zach Wilson(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6%
81,82,Danny Etling(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
82,83,Lamar Jackson(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.0%
83,84,Blaine Gabbert(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
84,85,Hunter Cantwell(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
85,86,John David Booty(HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
86,87,Erik Ainge(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
87,88,Ben Chappell(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
88,89,Adam Froman(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
