,Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Tom Brady(FA),30,39,76.9,447,11.5,3,0,2,2,9,0,0,1,30.8,30.8,99.1%
1,2,Carson Wentz(IND),25,46,54.3,333,7.2,2,1,6,4,55,0,0,1,24.8,24.8,44.0%
2,3,Trevor Siemian(NO),22,32,68.8,231,7.2,4,1,2,5,14,0,1,1,22.6,22.6,1.1%
3,4,Drew Brees(FA),27,45,60.0,356,7.9,2,0,1,0,0,0,0,1,22.2,22.2,35.7%
4,5,Derek Carr(LV),23,28,82.1,230,8.2,3,0,0,0,0,0,0,1,21.2,21.2,58.1%
5,6,Aaron Rodgers(GB),33,50,66.0,343,6.9,2,1,3,2,8,0,1,1,18.5,18.5,97.4%
6,7,Deshaun Watson(HOU),15,24,62.5,125,5.2,0,0,3,5,67,1,0,1,17.7,17.7,5.0%
7,8,Ben Roethlisberger(FA),23,35,65.7,243,6.9,2,0,2,2,-2,0,0,1,17.5,17.5,23.8%
8,9,Philip Rivers(FA),31,39,79.5,331,8.5,1,0,1,1,0,0,0,1,17.2,17.2,20.6%
9,10,Alex Smith(FA),21,28,75.0,251,9.0,1,0,4,4,21,0,0,1,16.1,16.1,5.0%
10,11,Carson Palmer(FA),19,36,52.8,332,9.2,1,1,4,3,6,0,0,1,15.9,15.9,5.6%
11,12,Dak Prescott(DAL),30,50,60.0,238,4.8,2,2,2,3,24,0,0,1,15.9,15.9,98.2%
12,13,Josh McCown(FA),16,24,66.7,166,6.9,2,0,4,4,31,0,1,1,15.7,15.7,0.0%
13,14,Russell Wilson(SEA),23,39,59.0,198,5.1,1,0,3,12,34,0,0,1,15.3,15.3,90.4%
14,15,Matt Ryan(ATL),19,28,67.9,252,9.0,1,0,3,1,8,0,0,1,14.9,14.9,36.3%
15,16,Joe Flacco(NYJ),25,34,73.5,217,6.4,2,1,2,1,-1,0,0,1,14.6,14.6,0.3%
16,17,Matthew Stafford(LAR),15,21,71.4,122,5.8,2,0,3,3,23,0,1,1,13.2,13.2,97.2%
17,18,Jay Cutler(FA),24,33,72.7,230,7.0,1,0,2,2,-1,0,0,1,13.1,13.1,0.2%
18,19,Marcus Mariota(LV),15,27,55.6,215,8.0,1,1,1,6,24,0,0,1,13.0,13.0,0.2%
19,20,Jameis Winston(NO),18,30,60.0,204,6.8,1,0,2,1,3,0,0,1,12.5,12.5,5.2%
20,21,Kirk Cousins(MIN),18,27,66.7,179,6.6,1,0,2,3,7,0,0,1,11.9,11.9,70.7%
21,22,Cam Newton(CAR),20,32,62.5,228,7.1,0,0,6,5,27,0,0,1,11.8,11.8,20.3%
22,23,Eli Manning(FA),22,32,68.8,239,7.5,1,1,5,0,0,0,0,1,11.6,11.6,2.3%
23,24,Jared Goff(DET),14,24,58.3,219,9.1,1,1,2,3,1,0,0,1,11.1,11.1,5.3%
24,25,Tyrod Taylor(HOU),17,25,68.0,125,5.0,0,0,3,8,55,0,0,1,10.5,10.5,4.9%
25,26,Mike Glennon(NYG),31,45,68.9,301,6.7,1,2,1,0,0,0,1,1,10.0,10.0,0.8%
26,27,Blake Bortles(NO),20,34,58.8,223,6.6,1,2,2,4,29,0,1,1,9.8,9.8,0.1%
27,28,Andy Dalton(CHI),20,35,57.1,224,6.4,0,0,3,2,5,0,0,1,9.5,9.5,1.6%
28,29,Jacoby Brissett(MIA),20,37,54.1,216,5.8,0,1,4,6,22,0,0,1,8.8,8.8,0.6%
29,30,Kevin Hogan(TEN),5,11,45.5,118,10.7,1,1,1,1,5,0,0,1,7.2,7.2,0.0%
30,31,Case Keenum(CLE),20,37,54.1,167,4.5,0,0,2,0,0,0,0,1,6.7,6.7,0.9%
31,32,Brian Hoyer(NE),15,27,55.6,99,3.7,0,1,2,0,0,0,0,1,2.0,2.0,0.0%
32,33,DeShone Kizer(FA),15,31,48.4,182,5.9,0,3,2,5,26,0,1,1,1.9,1.9,0.0%
33,34,Drew Lock(DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5%
34,35,Feleipe Franks(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
35,36,Trey Lance(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3%
36,37,Tim Boyle(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
37,38,Kyle Trask(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
38,39,Sam Ehlinger(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
39,40,Ben DiNucci(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
40,41,Jalen Morton(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
41,42,Reid Sinnett(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
42,43,Alex McGough(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
43,44,Mac Jones(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5%
44,45,Ian Book(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
45,46,Justin Fields(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0%
46,47,Kyler Murray(ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3%
47,48,Jarrett Stidham(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
48,49,Justin Herbert(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.8%
49,50,David Blough(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
50,51,Gardner Minshew II(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2%
51,52,Jake Browning(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
52,53,Will Grier(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
53,54,Brett Rypien(DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
54,55,Dwayne Haskins(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
55,56,Easton Stick(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
56,57,Trace McSorley(ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3%
57,58,John Wolford(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
58,59,Eric Dungey(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
59,60,Daniel Jones(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6%
60,61,Kurt Benkert(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
61,62,Jake Luton(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
62,63,James Morgan(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
63,64,Brian Lewerke(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
64,65,Steven Montez(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
65,66,Trevor Lawrence(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.9%
66,67,Jordan Love(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3%
67,68,Joe Burrow(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.3%
68,69,Tua Tagovailoa(MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.2%
69,70,Jacob Eason(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
70,71,Jake Fromm(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
71,72,Jalen Hurts(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.4%
72,73,Tyler Huntley(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.7%
73,74,Kyle Allen(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
74,75,Shane Buechele(KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
75,76,Kellen Mond(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
76,77,Bryce Perkins(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
77,78,Ryan Willis(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
78,79,Davis Mills(HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7%
79,80,Zach Wilson(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6%
80,81,Danny Etling(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
