,Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Cam Newton(CAR),20,31,64.5,242,7.8,4,0,1,14,58,0,0,1,31.5,31.5,20.3%
1,2,Eli Manning(FA),37,57,64.9,434,7.6,3,1,1,0,0,0,0,1,27.4,27.4,2.3%
2,3,Jameis Winston(NO),27,35,77.1,299,8.5,3,0,2,3,18,0,0,1,25.8,25.8,5.2%
3,4,Nick Foles(CHI),24,38,63.2,237,6.2,4,0,1,2,0,0,0,1,25.5,25.5,0.7%
4,5,Brock Osweiler(FA),12,17,70.6,194,11.4,2,0,0,4,15,1,0,1,25.5,25.5,0.0%
5,6,Blake Bortles(NO),21,29,72.4,326,11.2,3,0,1,0,0,0,0,1,25.0,25.0,0.1%
6,7,Tyrod Taylor(HOU),17,29,58.6,224,7.7,1,0,2,6,42,1,0,1,23.2,23.2,4.9%
7,8,Aaron Rodgers(GB),26,45,57.8,290,6.4,3,3,3,6,43,0,0,1,21.9,21.9,97.4%
8,9,Joe Flacco(NYJ),26,42,61.9,288,6.9,1,0,1,4,3,1,0,1,21.8,21.8,0.3%
9,10,Case Keenum(CLE),20,23,87.0,236,10.3,2,0,2,1,20,0,0,1,19.4,19.4,0.9%
10,11,Jimmy Garoppolo(SF),31,43,72.1,381,8.9,1,0,3,0,0,0,0,1,18.6,18.6,23.3%
11,12,Alex Smith(FA),23,30,76.7,231,7.7,2,0,1,3,13,0,0,1,18.5,18.5,5.0%
12,13,Ben Roethlisberger(FA),22,30,73.3,281,9.4,2,1,2,3,10,0,0,1,18.2,18.2,23.8%
13,14,Marcus Mariota(LV),23,33,69.7,241,7.3,2,0,1,2,4,0,0,1,18.0,18.0,0.2%
14,15,Derek Carr(LV),21,38,55.3,171,4.5,2,0,0,4,47,0,1,1,17.5,17.5,58.1%
15,16,Matthew Stafford(LAR),25,33,75.8,237,7.2,2,0,4,1,-1,0,0,1,17.4,17.4,97.2%
16,17,Drew Brees(FA),26,36,72.2,281,7.8,2,1,0,1,-1,0,0,1,17.3,17.3,35.7%
17,18,Kirk Cousins(MIN),18,26,69.2,196,7.5,2,0,1,2,0,0,0,1,15.8,15.8,70.7%
18,19,Tom Brady(FA),22,35,62.9,298,8.5,1,1,2,2,-2,0,0,1,15.7,15.7,99.1%
19,20,Matt Ryan(ATL),17,31,54.8,212,6.8,1,0,1,3,29,0,0,1,15.4,15.4,36.3%
20,21,Jacoby Brissett(MIA),17,30,56.7,158,5.3,0,0,1,5,18,1,0,1,14.1,14.1,0.6%
21,22,Dak Prescott(DAL),18,27,66.7,212,7.9,0,2,2,6,32,1,0,1,13.7,13.7,98.2%
22,23,Russell Wilson(SEA),14,30,46.7,142,4.7,1,0,7,5,39,0,1,1,11.6,11.6,90.4%
23,24,Mitchell Trubisky(BUF),31,46,67.4,314,6.8,1,3,2,2,3,0,0,1,10.9,10.9,0.4%
24,25,Jared Goff(DET),14,21,66.7,120,5.7,2,1,2,0,0,0,0,1,10.8,10.8,5.3%
25,26,Bryce Petty(FA),19,39,48.7,179,4.6,1,2,1,2,16,0,0,1,8.8,8.8,0.0%
26,27,Philip Rivers(FA),20,36,55.6,227,6.3,1,3,2,0,0,0,0,1,7.1,7.1,20.6%
27,28,T.J. Yates(FA),12,31,38.7,128,4.1,1,1,4,0,0,0,0,1,7.1,7.1,0.0%
28,29,Blaine Gabbert(TB),16,41,39.0,189,4.6,0,1,5,6,28,0,1,1,6.4,6.4,0.1%
29,30,Jay Cutler(FA),28,49,57.1,274,5.6,0,3,3,2,8,0,0,1,5.8,5.8,0.2%
30,31,DeShone Kizer(FA),20,37,54.1,146,3.9,0,2,2,7,35,0,1,1,3.3,3.3,0.0%
31,32,AJ McCarron(ATL),3,6,50.0,19,3.2,0,0,0,0,0,0,0,1,0.8,0.8,0.0%
32,33,Trevor Siemian(NO),5,9,55.6,67,7.4,0,1,2,0,0,0,0,1,0.7,0.7,1.1%
33,34,Andy Dalton(CHI),11,22,50.0,113,5.1,0,2,3,0,0,0,0,1,0.5,0.5,1.6%
34,35,Sean Mannion(MIN),1,2,50.0,4,2.0,0,0,0,2,3,0,0,1,0.5,0.5,0.8%
35,36,Reid Sinnett(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
36,37,Jalen Morton(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
37,38,Ben DiNucci(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
38,39,Sam Ehlinger(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
39,40,Kyle Trask(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
40,41,Feleipe Franks(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
41,42,Mac Jones(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5%
42,43,Trey Lance(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3%
43,44,Ian Book(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
44,45,Brett Rypien(DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
45,46,Easton Stick(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
46,47,Trace McSorley(ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3%
47,48,Daniel Jones(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6%
48,49,Eric Dungey(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
49,50,Jake Browning(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
50,51,Gardner Minshew II(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2%
51,52,Kyler Murray(ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3%
52,53,Jarrett Stidham(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
53,54,Justin Herbert(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.8%
54,55,Will Grier(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
55,56,Drew Lock(DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5%
56,57,Kyle Allen(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
57,58,Tim Boyle(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
58,59,Kurt Benkert(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
59,60,Dwayne Haskins(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
60,61,John Wolford(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
61,62,David Blough(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
62,63,Steven Montez(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
63,64,Jake Luton(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
64,65,James Morgan(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
65,66,Brian Lewerke(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
66,67,Trevor Lawrence(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.9%
67,68,Justin Fields(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0%
68,69,Bryce Perkins(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
69,70,Kellen Mond(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
70,71,Joe Burrow(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.3%
71,72,Shane Buechele(KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
72,73,Tua Tagovailoa(MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.2%
73,74,Jacob Eason(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
74,75,Jake Fromm(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
75,76,Jordan Love(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3%
76,77,Jalen Hurts(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.4%
77,78,Tyler Huntley(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.7%
78,79,Ryan Willis(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
79,80,Danny Etling(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
80,81,Davis Mills(HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7%
81,82,Zach Wilson(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6%
82,83,Alex McGough(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
83,84,Lamar Jackson(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.0%
84,85,Hunter Cantwell(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
85,86,John David Booty(HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
86,87,Erik Ainge(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
87,88,Austin Davis(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
88,89,Ben Chappell(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
89,90,Adam Froman(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
90,91,Ryan Tannehill(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.7%
91,92,Joe Webb III(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
