Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
1,Christian McCaffrey(CAR),24,146,6.1,58,1,2,3,3,20,6.7,1,0,1,34.6,34.6,47.2%
2,Kenyan Drake(LV),15,110,7.3,36,1,1,4,4,52,13.0,0,0,1,24.2,24.2,29.4%
3,Josh Jacobs(LV),28,120,4.3,17,0,2,0,2,0,0,0,0,1,24.0,24.0,98.0%
4,Melvin Gordon III(DEN),20,80,4.0,16,0,2,3,4,29,9.7,0,0,1,22.9,22.9,87.8%
5,Derrick Henry(TEN),13,63,4.8,12,0,1,3,3,36,12.0,1,0,1,21.9,21.9,78.0%
6,Devin Singletary(BUF),20,95,4.8,17,0,1,3,4,45,15.0,0,0,1,20.0,20.0,89.1%
7,David Montgomery(CHI),14,40,2.9,17,0,2,3,4,36,12.0,0,0,1,19.6,19.6,98.7%
8,Damien Williams(CHI),12,125,10.4,91,1,1,2,2,3,1.5,0,0,1,18.8,18.8,4.4%
9,Phillip Lindsay(MIA),9,92,10.2,40,2,1,0,0,0,0,0,0,1,15.2,15.2,9.0%
10,James White(NE),9,38,4.2,8,0,1,2,3,46,23.0,0,0,1,14.4,14.4,7.9%
11,Jordan Howard(PHI),19,82,4.3,17,0,1,1,1,1,1.0,0,0,1,14.3,14.3,18.7%
12,Ronald Jones II(TB),18,67,3.7,15,0,1,2,2,15,7.5,0,0,1,14.2,14.2,83.5%
13,Duke Johnson Jr.(MIA),7,13,1.9,4,0,1,5,5,68,13.6,0,0,1,14.1,14.1,7.4%
14,Carlos Hyde(JAC),19,160,8.4,58,2,0,0,0,0,0,0,1,1,14.0,14.0,6.9%
15,Ezekiel Elliott(DAL),23,139,6.0,19,0,0,0,0,0,0,0,0,1,13.9,13.9,99.7%
16,J.D. McKissic(WAS),4,32,8.0,13,0,0,3,4,40,13.3,1,0,1,13.2,13.2,32.9%
17,Adrian Peterson(SEA),18,108,6.0,28,1,0,1,1,22,22.0,0,0,1,13.0,13.0,4.9%
18,Mark Ingram II(NO),15,115,7.7,53,1,0,2,3,29,14.5,0,1,1,12.4,12.4,39.1%
19,Le'Veon Bell(FA),17,66,3.9,14,0,0,8,9,55,6.9,0,0,1,12.1,12.1,5.4%
20,Dalvin Cook(MIN),21,71,3.4,12,0,0,4,7,45,11.3,0,0,1,11.6,11.6,100.0%
21,Chris Carson(SEA),16,105,6.6,59,1,0,2,3,28,14.0,0,1,1,11.3,11.3,31.7%
22,Jamaal Williams(DET),2,10,5.0,5,0,0,6,6,39,6.5,1,0,1,10.9,10.9,58.2%
23,Saquon Barkley(NYG),14,28,2.0,8,0,0,6,8,67,11.2,0,0,1,9.5,9.5,97.6%
24,Austin Ekeler(LAC),12,70,5.8,16,0,0,4,4,23,5.8,0,0,1,9.3,9.3,99.9%
25,Matt Breida(BUF),15,78,5.2,31,1,0,2,2,14,7.0,0,0,1,9.2,9.2,8.2%
26,Nick Chubb(CLE),20,65,3.3,11,0,0,4,5,26,6.5,0,0,1,9.1,9.1,99.8%
27,Marlon Mack(IND),21,89,4.2,24,1,0,0,0,0,0,0,0,1,8.9,8.9,1.6%
28,Gus Edwards(BAL),7,27,3.9,12,0,1,0,0,0,0,0,0,1,8.7,8.7,9.6%
29,Ameer Abdullah(CAR),1,2,2.0,2,0,0,1,1,16,16.0,1,0,1,7.8,7.8,10.4%
30,Miles Sanders(PHI),10,42,4.2,11,0,0,3,3,31,10.3,0,0,1,7.3,7.3,77.0%
31,Trey Edmunds(PIT),12,73,6.1,45,1,0,0,0,0,0,0,0,1,7.3,7.3,0.0%
32,Dare Ogunbowale(JAC),1,1,1.0,1,0,1,1,1,12,12.0,0,0,1,7.3,7.3,31.1%
33,Leonard Fournette(TB),11,40,3.6,11,0,0,5,6,32,6.4,0,0,1,7.2,7.2,74.8%
34,Jalen Richard(FA),2,12,6.0,7,0,0,3,4,56,18.7,0,0,1,6.8,6.8,0.7%
35,Ryquell Armstead(JAC),0,0,0,0,0,0,5,5,65,13.0,0,0,1,6.5,6.5,0.0%
36,Jaylen Samuels(ARI),8,10,1.3,6,0,0,13,13,73,5.6,0,1,1,6.3,6.3,0.1%
37,Mark Walton(FA),12,29,2.4,14,0,0,3,4,12,4.0,0,0,1,4.1,4.1,2.0%
38,C.J. Ham(MIN),0,0,0,0,0,0,2,4,37,18.5,0,0,1,3.7,3.7,0.1%
39,Ty Johnson(NYJ),9,29,3.2,10,0,0,3,3,7,2.3,0,0,1,3.6,3.6,15.8%
40,Tevin Coleman(NYJ),12,23,1.9,8,0,0,2,4,13,6.5,0,0,1,3.6,3.6,18.5%
41,Rex Burkhead(HOU),4,18,4.5,6,0,0,1,2,16,16.0,0,0,1,3.4,3.4,31.5%
42,Dion Lewis(FA),4,20,5.0,15,0,0,5,5,33,6.6,0,1,1,3.3,3.3,2.0%
43,Sony Michel(LAR),4,18,4.5,10,0,0,1,2,12,12.0,0,0,1,3.0,3.0,89.4%
44,Tony Pollard(DAL),3,21,7.0,10,0,0,1,3,9,9.0,0,0,1,3.0,3.0,75.3%
45,Aaron Jones(GB),8,30,3.8,7,0,0,1,3,-1,-1.0,0,0,1,2.9,2.9,98.9%
46,DeAndre Washington(FA),3,7,2.3,5,0,0,1,1,21,21.0,0,0,1,2.8,2.8,11.0%
47,Nyheim Hines(IND),1,7,7.0,7,0,0,1,3,21,21.0,0,0,1,2.8,2.8,44.8%
48,Kalen Ballage(PIT),7,19,2.7,8,0,0,0,1,0,0,0,0,1,1.9,1.9,0.1%
49,Tarik Cohen(CHI),2,7,3.5,7,0,0,2,5,9,4.5,0,0,1,1.6,1.6,3.0%
50,Bilal Powell(FA),2,16,8.0,10,0,0,0,0,0,0,0,0,1,1.6,1.6,0.0%
51,Paul Perkins(FA),2,16,8.0,13,0,0,0,0,0,0,0,0,1,1.6,1.6,0.0%
52,Frank Gore(FA),11,15,1.4,6,0,0,0,0,0,0,0,0,1,1.5,1.5,12.2%
53,Peyton Barber(LV),4,15,3.8,6,0,0,0,0,0,0,0,0,1,1.5,1.5,1.2%
54,Devontae Booker(FA),0,0,0,0,0,0,1,1,14,14.0,0,0,1,1.4,1.4,23.3%
55,Dontrell Hilliard(TEN),5,8,1.6,4,0,0,2,2,6,3.0,0,0,1,1.4,1.4,27.5%
56,Royce Freeman(HOU),5,15,3.0,6,0,0,1,1,-1,-1.0,0,0,1,1.4,1.4,5.2%
57,Justin Jackson(LAC),2,7,3.5,6,0,0,1,1,7,7.0,0,0,1,1.4,1.4,42.5%
58,Reggie Bonnafon(WAS),3,6,2.0,4,0,0,1,1,7,7.0,0,0,1,1.3,1.3,0.0%
59,Rashaad Penny(SEA),4,12,3.0,6,0,0,0,1,0,0,0,0,1,1.2,1.2,78.9%
60,Jordan Wilkins(FA),1,6,6.0,6,0,0,1,2,6,6.0,0,0,1,1.2,1.2,0.0%
61,Darren Sproles(FA),2,7,3.5,4,0,0,1,2,3,3.0,0,0,1,1.0,1.0,0.1%
62,LeSean McCoy(FA),3,9,3.0,7,0,0,1,1,0,0.0,0,0,1,0.9,0.9,2.0%
63,Justice Hill(BAL),3,7,2.3,3,0,0,0,1,0,0,0,0,1,0.7,0.7,0.1%
64,Alexander Mattison(MIN),3,6,2.0,3,0,0,0,1,0,0,0,0,1,0.6,0.6,75.0%
65,Alfred Morris(NYG),1,4,4.0,4,0,0,0,0,0,0,0,0,1,0.4,0.4,0.0%
66,Wendell Smallwood(FA),2,5,2.5,3,0,0,2,3,-2,-1.0,0,0,1,0.3,0.3,0.0%
67,Alec Ingold(LV),1,2,2.0,2,0,0,0,0,0,0,0,0,1,0.2,0.2,0.1%
68,T.J. Logan(FA),0,0,0,0,0,0,1,1,2,2.0,0,0,1,0.2,0.2,0.0%
69,Jeff Wilson Jr.(SF),0,0,0,0,0,0,1,1,2,2.0,0,0,1,0.2,0.2,56.1%
70,Darrel Williams(KC),1,1,1.0,1,0,0,0,1,0,0,0,0,1,0.1,0.1,79.6%
71,Jonathan Ward(ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
72,Nathan Cottrell(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
73,Deon Jackson(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
74,Gabe Nabers(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
75,Pooka Williams Jr.(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
76,Jermar Jefferson(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7%
77,Josh Hokit(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
78,Jake Bargas(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
79,Reggie Gilliam(BUF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
80,Ty'Son Williams(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2%
81,James Robinson(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.3%
82,JaMycal Hasty(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2%
83,Antonio Gibson(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.9%
84,Raymond Calais(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
85,Rico Dowdle(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
86,Scottie Phillips(HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
87,Patrick Taylor Jr.(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3%
88,Larry Rountree III(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7%
89,Antonio Williams(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
90,Chuba Hubbard(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.1%
91,Giovanni Ricci(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
92,Pete Guerriero(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
93,Jason Huntley(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
94,Sewo Olonilua(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
95,Mekhi Sargent(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5%
96,Trey Ragas(LV),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
97,Sandro Platzgummer(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
98,Jaret Patterson(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.7%
99,Demetric Felton(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7%
100,La'Mical Perine(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
101,DeeJay Dallas(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3%
102,Dalyn Dawkins(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
103,Johnny Stanton(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
104,Aca'Cedric Ware(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
105,Qadree Ollison(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3%
106,Dexter Williams(CLE),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
107,Patrick Laird(MIA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
108,Elijah Holyfield(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
109,Damien Harris(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.8%
110,Darrell Henderson Jr.(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.0%
111,Buddy Howell(LAR),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
112,Boston Scott(PHI),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,27.7%
113,Nick Bawden(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
