player,rushing_att,rushing_yds,rushing_avg,rushing_lng,rushing_20p,rushing_td,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_td,lst,games,fantasy_points,team,position,week,year,opponent,home
Danny Woodhead,2.0,13.0,6.5,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,4,2011,,
Cedric Benson,19.0,104.0,5.5,28.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,4,2011,,
Chris Pressley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,4,2011,,
Chris Ogbonnaya,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,4,2011,,
Chris Johnson,23.0,101.0,4.4,25.0,0.0,0.0,2.0,2.0,11.0,5.5,0.0,0.0,1.0,0.0,FA,RB,4,2011,,
Anthony Dixon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,4,2011,,
Stefan Logan,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,4,2011,,
Shonn Greene,10.0,23.0,2.3,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,4,2011,,
Ronnie Brown,3.0,15.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,FA,RB,4,2011,,
Tashard Choice,6.0,39.0,6.5,14.0,0.0,0.0,4.0,5.0,23.0,5.8,0.0,0.0,1.0,0.0,FA,RB,4,2011,,
Reggie Bush,13.0,50.0,3.8,16.0,0.0,0.0,2.0,2.0,15.0,7.5,0.0,0.0,1.0,0.0,FA,RB,4,2011,,
Ray Rice,25.0,66.0,2.6,10.0,0.0,1.0,2.0,5.0,64.0,32.0,0.0,0.0,1.0,0.0,FA,RB,4,2011,,
Rashard Mendenhall,9.0,25.0,2.8,9.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,4,2011,,
Quinn Johnson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,4,2011,,
Pierre Thomas,6.0,36.0,6.0,15.0,0.0,0.0,4.0,4.0,43.0,10.8,0.0,0.0,1.0,0.0,FA,RB,4,2011,,
Peyton Hillis,10.0,46.0,4.6,10.0,0.0,0.0,5.0,6.0,23.0,4.6,0.0,0.0,1.0,0.0,FA,RB,4,2011,,
Steven Jackson,17.0,45.0,2.6,13.0,0.0,0.0,4.0,8.0,19.0,4.8,1.0,0.0,1.0,0.0,FA,RB,4,2011,,
Toby Gerhart,2.0,4.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,4,2011,,
Montario Hardesty,7.0,22.0,3.1,5.0,0.0,0.0,5.0,9.0,49.0,9.8,0.0,0.0,1.0,0.0,FA,RB,4,2011,,
Ben Tate,2.0,20.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,4,2011,,
Dexter McCluster,7.0,26.0,3.7,12.0,0.0,0.0,3.0,4.0,12.0,4.0,0.0,0.0,1.0,0.0,FA,RB,4,2011,,
Ryan Mathews,16.0,81.0,5.1,20.0,0.0,0.0,5.0,5.0,68.0,13.6,0.0,0.0,1.0,0.0,FA,RB,4,2011,,
Jahvid Best,11.0,47.0,4.3,19.0,0.0,0.0,2.0,8.0,23.0,11.5,0.0,0.0,1.0,0.0,FA,RB,4,2011,,
C.J. Spiller,3.0,12.0,4.0,9.0,0.0,0.0,1.0,1.0,9.0,9.0,0.0,0.0,1.0,0.0,FA,RB,4,2011,,
Willis McGahee,15.0,103.0,6.9,28.0,0.0,0.0,2.0,2.0,10.0,5.0,0.0,0.0,1.0,0.0,FA,RB,4,2011,,
Vonta Leach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,4,2011,,
Tim Hightower,8.0,24.0,3.0,9.0,0.0,0.0,1.0,3.0,4.0,4.0,0.0,0.0,1.0,0.0,FA,RB,4,2011,,
Korey Hall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,4,2011,,
Lex Hilliard,6.0,20.0,3.3,4.0,0.0,1.0,1.0,1.0,18.0,18.0,0.0,0.0,1.0,0.0,FA,RB,4,2011,,
Leon Washington,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,1.0,0.0,FA,RB,4,2011,,
Le'Ron McClain,1.0,-2.0,-2.0,0.0,0.0,0.0,1.0,4.0,7.0,7.0,0.0,0.0,1.0,0.0,FA,RB,4,2011,,
Lawrence Vickers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,4,2011,,
LaRod Stephens-Howling,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,9.0,9.0,0.0,0.0,1.0,0.0,FA,RB,4,2011,,
Mike Tolbert,6.0,17.0,2.8,11.0,0.0,1.0,5.0,8.0,51.0,10.2,0.0,0.0,1.0,0.0,FA,RB,4,2011,,
Mike Goodson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,4,2011,,
Michael Robinson,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,7.0,0.0,0.0,1.0,0.0,FA,RB,4,2011,,
Michael Bush,8.0,26.0,3.3,9.0,0.0,1.0,4.0,4.0,55.0,13.8,0.0,0.0,1.0,0.0,FA,RB,4,2011,,
Maurice Jones-Drew,11.0,84.0,7.6,41.0,0.0,0.0,1.0,4.0,3.0,3.0,0.0,0.0,1.0,0.0,FA,RB,4,2011,,
Matt Forte,25.0,205.0,8.2,46.0,0.0,1.0,4.0,5.0,23.0,5.8,0.0,0.0,1.0,0.0,FA,RB,4,2011,,
Marshawn Lynch,8.0,24.0,3.0,11.0,0.0,1.0,3.0,4.0,33.0,11.0,0.0,0.0,1.0,0.0,FA,RB,4,2011,,
Adrian Peterson,23.0,80.0,3.5,14.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,8.3,SEA,RB,4,2011,ATL,True
Nick Bellore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,SEA,RB,4,2011,ATL,True
Mark Ingram II,17.0,55.0,3.2,8.0,0.0,0.0,2.0,2.0,3.0,1.5,0.0,0.0,1.0,5.8,NO,RB,4,2011,JAC,False
Taiwan Jones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,BUF,RB,4,2011,CIN,False
Adrian Peterson,29.0,122.0,4.2,24.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.2,SEA,RB,5,2011,NYG,False
Nick Bellore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,SEA,RB,5,2011,NYG,False
Frank Gore,20.0,125.0,6.3,21.0,0.0,1.0,2.0,2.0,18.0,9.0,0.0,1.0,1.0,18.3,FA,RB,5,2011,,
LeSean McCoy,11.0,80.0,7.3,32.0,0.0,1.0,4.0,7.0,27.0,6.8,0.0,0.0,1.0,16.7,FA,RB,5,2011,,
Dion Lewis,2.0,8.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,FA,RB,5,2011,,
Da'Rel Scott,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
Bruce Miller,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
Anthony Sherman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
Alfonso Smith,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
Jed Collins,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,FA,RB,5,2011,,
Henry Hynoski,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
Tyler Clutts,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
Alex Green,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,6.0,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
Lance Ball,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
John Conner,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
Keiland Williams,4.0,7.0,1.8,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
Isaac Redman,15.0,49.0,3.3,12.0,0.0,0.0,3.0,3.0,12.0,4.0,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
Chris Gronkowski,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
Spencer Larsen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
Cedric Peerman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
LeGarrette Blount,10.0,34.0,3.4,9.0,0.0,0.0,2.0,3.0,31.0,15.5,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
Joe McKnight,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
James Starks,12.0,40.0,3.3,11.0,0.0,0.0,2.0,3.0,19.0,9.5,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
Stevan Ridley,7.0,13.0,1.9,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
Kendall Hunter,9.0,65.0,7.2,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
Delone Carter,12.0,22.0,1.8,6.0,0.0,1.0,2.0,3.0,12.0,6.0,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
Shane Vereen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
Jacquizz Rodgers,1.0,11.0,11.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
Deji Karim,2.0,4.0,2.0,3.0,0.0,0.0,3.0,4.0,27.0,9.0,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
Erik Lorig,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
Jacob Hester,11.0,47.0,4.3,16.0,0.0,0.0,2.0,2.0,13.0,6.5,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
Jackie Battle,19.0,119.0,6.3,24.0,0.0,0.0,2.0,2.0,21.0,10.5,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
Greg Jones,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
Fred Jackson,26.0,111.0,4.3,22.0,0.0,1.0,6.0,6.0,85.0,14.2,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
Donald Brown,8.0,38.0,4.8,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
Justin Forsett,4.0,9.0,2.3,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
Jason Snelling,1.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,21.0,10.5,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
Jonathan Stewart,6.0,20.0,3.3,9.0,0.0,0.0,1.0,1.0,13.0,13.0,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
John Kuhn,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,6.0,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
Jerome Felton,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,7.0,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
DeAngelo Williams,9.0,115.0,12.8,69.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
Knowshon Moreno,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,40.0,13.3,1.0,0.0,1.0,0.0,FA,RB,5,2011,,
Brian Leonard,1.0,4.0,4.0,4.0,0.0,0.0,1.0,3.0,10.0,10.0,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
Bernard Scott,6.0,20.0,3.3,9.0,0.0,1.0,2.0,2.0,-1.0,-0.5,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
BenJarvus Green-Ellis,27.0,136.0,5.0,15.0,0.0,2.0,1.0,1.0,13.0,13.0,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
Arian Foster,22.0,68.0,3.1,20.0,0.0,0.0,5.0,7.0,116.0,23.2,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
Ahmad Bradshaw,17.0,58.0,3.4,13.0,0.0,0.0,2.0,5.0,27.0,13.5,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
Darren Sproles,11.0,51.0,4.6,23.0,0.0,0.0,5.0,7.0,40.0,8.0,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
Darren McFadden,16.0,51.0,3.2,20.0,0.0,0.0,2.0,3.0,17.0,8.5,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
Cedric Benson,24.0,53.0,2.2,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
Chris Pressley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
Chris Ogbonnaya,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
Chris Johnson,14.0,51.0,3.6,21.0,0.0,1.0,3.0,3.0,14.0,4.7,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
Anthony Dixon,2.0,4.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
Stefan Logan,1.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
Shonn Greene,21.0,83.0,4.0,9.0,0.0,1.0,2.0,2.0,9.0,4.5,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
Ryan Grant,7.0,18.0,2.6,9.0,0.0,0.0,1.0,1.0,6.0,6.0,0.0,1.0,1.0,0.0,FA,RB,5,2011,,
Ronnie Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
Pierre Thomas,7.0,18.0,2.6,4.0,0.0,0.0,3.0,3.0,24.0,8.0,1.0,0.0,1.0,0.0,FA,RB,5,2011,,
Toby Gerhart,2.0,9.0,4.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
Dexter McCluster,4.0,8.0,2.0,4.0,0.0,0.0,1.0,2.0,10.0,10.0,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
Ryan Mathews,24.0,125.0,5.2,36.0,0.0,0.0,1.0,1.0,7.0,7.0,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
Jahvid Best,12.0,163.0,13.6,88.0,0.0,1.0,4.0,4.0,9.0,2.3,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
Jonathan Dwyer,11.0,107.0,9.7,76.0,0.0,0.0,1.0,1.0,6.0,6.0,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
C.J. Spiller,2.0,13.0,6.5,8.0,0.0,0.0,2.0,2.0,3.0,1.5,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
Willis McGahee,16.0,125.0,7.8,28.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
Korey Hall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
Leon Washington,3.0,10.0,3.3,6.0,0.0,0.0,1.0,1.0,6.0,6.0,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
Le'Ron McClain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
Lawrence Vickers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
LaRod Stephens-Howling,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
Mike Tolbert,5.0,24.0,4.8,13.0,0.0,0.0,3.0,3.0,25.0,8.3,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
Michael Robinson,3.0,5.0,1.7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,FA,RB,5,2011,,
Michael Bush,4.0,9.0,2.3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
Maurice Jones-Drew,19.0,85.0,4.5,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
Matt Forte,22.0,116.0,5.3,23.0,0.0,0.0,4.0,7.0,35.0,8.8,0.0,0.0,1.0,0.0,FA,RB,5,2011,,
Marshawn Lynch,12.0,98.0,8.2,47.0,0.0,1.0,4.0,6.0,33.0,8.3,0.0,1.0,1.0,0.0,FA,RB,5,2011,,
Mark Ingram II,9.0,32.0,3.6,8.0,0.0,1.0,2.0,2.0,17.0,8.5,0.0,0.0,1.0,10.9,NO,RB,5,2011,CAR,False
Taiwan Jones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,BUF,RB,5,2011,PHI,True
Frank Gore,15.0,141.0,9.4,55.0,0.0,1.0,2.0,5.0,5.0,2.5,0.0,0.0,1.0,20.6,FA,RB,6,2011,,
LeSean McCoy,28.0,126.0,4.5,21.0,0.0,1.0,2.0,4.0,13.0,6.5,0.0,0.0,1.0,19.9,FA,RB,6,2011,,
Dion Lewis,2.0,10.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,FA,RB,6,2011,,
Anthony Allen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Da'Rel Scott,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Bruce Miller,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Roy Helu,2.0,6.0,3.0,4.0,0.0,0.0,2.0,4.0,11.0,5.5,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Jed Collins,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Tyler Clutts,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,6.0,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Phillip Tanner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Owen Marecic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
John Conner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Keiland Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Isaac Redman,4.0,22.0,5.5,11.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Chris Gronkowski,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Cedric Peerman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Ryan Torain,10.0,22.0,2.2,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Joe McKnight,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,29.0,14.5,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
James Starks,13.0,49.0,3.8,15.0,0.0,0.0,2.0,2.0,17.0,8.5,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Stevan Ridley,3.0,19.0,6.3,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Kendall Hunter,8.0,33.0,4.1,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Delone Carter,14.0,45.0,3.2,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Shane Vereen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
DeMarco Murray,11.0,34.0,3.1,8.0,0.0,0.0,1.0,2.0,7.0,7.0,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Jacquizz Rodgers,1.0,8.0,8.0,8.0,0.0,0.0,1.0,1.0,6.0,6.0,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Daniel Thomas,15.0,47.0,3.1,15.0,0.0,0.0,1.0,1.0,12.0,12.0,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Antone Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Darrel Young,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Deji Karim,5.0,21.0,4.2,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Erik Lorig,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,9.0,4.5,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Greg Jones,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Fred Jackson,16.0,121.0,7.6,80.0,0.0,1.0,5.0,6.0,47.0,9.4,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Felix Jones,7.0,12.0,1.7,4.0,0.0,0.0,2.0,4.0,19.0,9.5,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Donald Brown,5.0,35.0,7.0,18.0,0.0,1.0,2.0,2.0,16.0,8.0,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Jason Snelling,3.0,12.0,4.0,8.0,0.0,0.0,1.0,1.0,7.0,7.0,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Jonathan Stewart,7.0,48.0,6.9,13.0,0.0,1.0,3.0,3.0,24.0,8.0,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
John Kuhn,2.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Jerome Felton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
DeAngelo Williams,12.0,44.0,3.7,18.0,0.0,0.0,1.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Brian Leonard,2.0,9.0,4.5,6.0,0.0,0.0,2.0,2.0,38.0,19.0,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Bernard Scott,11.0,29.0,2.6,9.0,0.0,0.0,1.0,1.0,5.0,5.0,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
BenJarvus Green-Ellis,14.0,58.0,4.1,9.0,0.0,0.0,1.0,1.0,11.0,11.0,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Arian Foster,15.0,49.0,3.3,16.0,0.0,0.0,6.0,11.0,52.0,8.7,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Ahmad Bradshaw,26.0,104.0,4.0,30.0,0.0,3.0,2.0,2.0,26.0,13.0,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Darren Sproles,1.0,16.0,16.0,16.0,0.0,0.0,8.0,11.0,46.0,5.8,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Darren McFadden,20.0,91.0,4.6,24.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Danny Woodhead,4.0,7.0,1.8,5.0,0.0,0.0,2.0,3.0,22.0,11.0,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Cedric Benson,16.0,57.0,3.6,9.0,0.0,1.0,1.0,1.0,5.0,5.0,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Chris Pressley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Anthony Dixon,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Stefan Logan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Shonn Greene,21.0,74.0,3.5,20.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Ryan Grant,9.0,25.0,2.8,6.0,0.0,0.0,2.0,2.0,27.0,13.5,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Ronnie Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Tashard Choice,5.0,14.0,2.8,8.0,0.0,0.0,3.0,5.0,16.0,5.3,0.0,1.0,1.0,0.0,FA,RB,6,2011,,
