player,rushing_att,rushing_yds,rushing_avg,rushing_lng,rushing_20p,rushing_td,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_td,lst,games,fantasy_points,team,position,week,year,opponent,home
Alfonso Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
Tyler Clutts,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
Phillip Tanner,4.0,11.0,2.8,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
Isaac Redman,3.0,2.0,0.7,4.0,0.0,0.0,1.0,1.0,8.0,8.0,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
John Conner,2.0,8.0,4.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
Lance Ball,4.0,14.0,3.5,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
Chris Ivory,15.0,67.0,4.5,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
Spencer Larsen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
Cedric Peerman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
Ryan Torain,1.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,7.0,7.0,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
LeGarrette Blount,13.0,72.0,5.5,27.0,0.0,0.0,2.0,3.0,8.0,4.0,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
Joe McKnight,9.0,27.0,3.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
James Starks,13.0,66.0,5.1,20.0,0.0,0.0,1.0,1.0,9.0,9.0,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
Kendall Hunter,8.0,25.0,3.1,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
Delone Carter,4.0,8.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,FA,RB,9,2011,,
DeMarco Murray,22.0,139.0,6.3,32.0,0.0,0.0,4.0,6.0,47.0,11.8,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
Jacquizz Rodgers,10.0,44.0,4.4,11.0,0.0,0.0,1.0,1.0,16.0,16.0,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
Daniel Thomas,7.0,12.0,1.7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
Darrel Young,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,12.0,12.0,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
Erik Lorig,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,12.0,6.0,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
Anthony Dixon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
Jacob Hester,1.0,3.0,3.0,3.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
Jackie Battle,14.0,40.0,2.9,8.0,0.0,0.0,1.0,2.0,9.0,9.0,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
Fred Jackson,18.0,82.0,4.6,23.0,0.0,0.0,3.0,8.0,38.0,12.7,0.0,1.0,1.0,0.0,FA,RB,9,2011,,
Donald Brown,16.0,70.0,4.4,13.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
Justin Forsett,2.0,8.0,4.0,9.0,0.0,0.0,2.0,3.0,14.0,7.0,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
John Kuhn,1.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
Jason Snelling,8.0,15.0,1.9,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
Darren Sproles,4.0,42.0,10.5,35.0,0.0,0.0,5.0,6.0,57.0,11.4,1.0,0.0,1.0,0.0,FA,RB,9,2011,,
Brian Leonard,1.0,3.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
Brandon Jacobs,18.0,72.0,4.0,11.0,0.0,1.0,4.0,5.0,28.0,7.0,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
Bernard Scott,6.0,24.0,4.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
BenJarvus Green-Ellis,12.0,52.0,4.3,18.0,0.0,0.0,1.0,1.0,11.0,11.0,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
Arian Foster,19.0,124.0,6.5,27.0,0.0,1.0,5.0,7.0,26.0,5.2,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
Danny Woodhead,7.0,26.0,3.7,9.0,0.0,0.0,3.0,6.0,34.0,11.3,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
Chris Pressley,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,13.0,6.5,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
Chris Ogbonnaya,13.0,28.0,2.2,10.0,0.0,0.0,1.0,1.0,13.0,13.0,0.0,1.0,1.0,0.0,FA,RB,9,2011,,
Chris Johnson,14.0,64.0,4.6,20.0,0.0,0.0,4.0,6.0,46.0,11.5,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
Cedric Benson,20.0,78.0,3.9,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
Knowshon Moreno,2.0,4.0,2.0,3.0,0.0,0.0,2.0,4.0,4.0,2.0,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
Shonn Greene,19.0,76.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
Ryan Grant,4.0,16.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
Ronnie Brown,1.0,4.0,4.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
Reggie Bush,13.0,92.0,7.1,28.0,0.0,1.0,3.0,3.0,50.0,16.7,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
Steven Jackson,29.0,130.0,4.5,19.0,0.0,0.0,1.0,2.0,12.0,12.0,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
Ray Rice,18.0,43.0,2.4,10.0,0.0,1.0,5.0,7.0,43.0,8.6,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
Rashard Mendenhall,13.0,52.0,4.0,10.0,0.0,1.0,1.0,2.0,3.0,3.0,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
Pierre Thomas,8.0,66.0,8.3,33.0,0.0,1.0,4.0,5.0,25.0,6.3,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
Ben Tate,12.0,115.0,9.6,27.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
Dexter McCluster,7.0,36.0,5.1,11.0,0.0,0.0,1.0,4.0,8.0,8.0,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
Jonathan Dwyer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
C.J. Spiller,2.0,5.0,2.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
Willis McGahee,20.0,163.0,8.2,60.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
Vonta Leach,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
Tony Fiammetta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
Le'Ron McClain,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
Lex Hilliard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
Leon Washington,3.0,16.0,5.3,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
Lawrence Vickers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
LaRod Stephens-Howling,1.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
Marcel Reece,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,51.0,17.0,1.0,0.0,1.0,0.0,FA,RB,9,2011,,
Mike Tolbert,19.0,83.0,4.4,9.0,0.0,1.0,4.0,9.0,59.0,14.8,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
Mike Cox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
Michael Robinson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
Michael Bush,19.0,96.0,5.1,16.0,0.0,0.0,2.0,3.0,33.0,16.5,1.0,0.0,1.0,0.0,FA,RB,9,2011,,
Matt Forte,24.0,133.0,5.5,25.0,0.0,0.0,3.0,5.0,17.0,5.7,0.0,2.0,1.0,0.0,FA,RB,9,2011,,
Marshawn Lynch,23.0,135.0,5.9,29.0,0.0,1.0,1.0,2.0,8.0,8.0,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
Taiwan Jones,2.0,1.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,BUF,RB,9,2011,NYJ,True
Nick Bellore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,SEA,RB,9,2011,DAL,False
LeSean McCoy,14.0,81.0,5.8,29.0,0.0,1.0,3.0,5.0,12.0,4.0,0.0,0.0,1.0,15.3,FA,RB,10,2011,,
Frank Gore,6.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,8.0,8.0,0.0,0.0,1.0,0.8,FA,RB,10,2011,,
Dion Lewis,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,FA,RB,10,2011,,
Da'Rel Scott,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Bruce Miller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Anthony Sherman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Roy Helu,6.0,41.0,6.8,21.0,0.0,0.0,3.0,3.0,13.0,4.3,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Alfonso Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Jed Collins,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,12.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Tyler Clutts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Phillip Tanner,11.0,29.0,2.6,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Owen Marecic,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Lance Ball,30.0,96.0,3.2,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
John Conner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Keiland Williams,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Isaac Redman,7.0,25.0,3.6,11.0,0.0,0.0,1.0,1.0,-8.0,-8.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Spencer Larsen,5.0,17.0,3.4,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Cedric Peerman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Ryan Torain,10.0,20.0,2.0,5.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
LeGarrette Blount,10.0,34.0,3.4,9.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Joe McKnight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,FA,RB,10,2011,,
James Starks,13.0,63.0,4.8,15.0,0.0,0.0,3.0,4.0,11.0,3.7,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Stevan Ridley,5.0,4.0,0.8,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Kendall Hunter,6.0,40.0,6.7,17.0,0.0,1.0,1.0,3.0,4.0,4.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Delone Carter,6.0,14.0,2.3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
DeMarco Murray,20.0,135.0,6.8,25.0,0.0,1.0,6.0,7.0,36.0,6.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Jacquizz Rodgers,7.0,30.0,4.3,13.0,0.0,0.0,1.0,2.0,8.0,8.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Daniel Thomas,17.0,42.0,2.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Antone Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Darrel Young,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-3.0,-3.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Deji Karim,9.0,7.0,0.8,8.0,0.0,0.0,3.0,3.0,25.0,8.3,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Erik Lorig,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Jacob Hester,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,7.0,7.0,1.0,0.0,1.0,0.0,FA,RB,10,2011,,
Jackie Battle,9.0,61.0,6.8,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Greg Jones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Fred Jackson,13.0,114.0,8.8,19.0,0.0,0.0,4.0,4.0,1.0,0.3,0.0,1.0,1.0,0.0,FA,RB,10,2011,,
Donald Brown,14.0,53.0,3.8,24.0,0.0,0.0,4.0,4.0,12.0,3.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Justin Forsett,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Jason Snelling,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,25.0,12.5,1.0,0.0,1.0,0.0,FA,RB,10,2011,,
Jonathan Stewart,4.0,23.0,5.8,16.0,0.0,0.0,4.0,7.0,22.0,5.5,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
John Kuhn,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,9.0,4.5,1.0,0.0,1.0,0.0,FA,RB,10,2011,,
Jerome Felton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
DeAngelo Williams,8.0,35.0,4.4,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Knowshon Moreno,4.0,52.0,13.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Brian Leonard,2.0,3.0,1.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Brandon Jacobs,18.0,55.0,3.1,15.0,0.0,0.0,2.0,2.0,17.0,8.5,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Bernard Scott,7.0,38.0,5.4,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
BenJarvus Green-Ellis,8.0,8.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Arian Foster,17.0,84.0,4.9,17.0,0.0,1.0,4.0,4.0,102.0,25.5,1.0,0.0,1.0,0.0,FA,RB,10,2011,,
Darren Sproles,2.0,1.0,0.5,1.0,0.0,0.0,4.0,6.0,2.0,0.5,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Danny Woodhead,7.0,38.0,5.4,9.0,0.0,0.0,1.0,3.0,6.0,6.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Cedric Benson,15.0,57.0,3.8,16.0,0.0,0.0,1.0,1.0,5.0,5.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Chris Pressley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Chris Ogbonnaya,19.0,90.0,4.7,32.0,0.0,0.0,2.0,2.0,19.0,9.5,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Chris Johnson,27.0,130.0,4.8,25.0,0.0,1.0,4.0,7.0,44.0,11.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Kevin Smith,4.0,19.0,4.8,14.0,0.0,0.0,2.0,2.0,10.0,5.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Anthony Dixon,2.0,10.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Stefan Logan,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Shonn Greene,13.0,61.0,4.7,8.0,0.0,0.0,2.0,4.0,14.0,7.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Ryan Grant,8.0,6.0,0.8,3.0,0.0,0.0,1.0,1.0,17.0,17.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Ronnie Brown,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Reggie Bush,14.0,47.0,3.4,18.0,0.0,2.0,4.0,5.0,4.0,1.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Ray Rice,5.0,27.0,5.4,11.0,0.0,0.0,8.0,10.0,54.0,6.8,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Rashard Mendenhall,16.0,44.0,2.8,9.0,0.0,2.0,1.0,3.0,26.0,26.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Pierre Thomas,6.0,29.0,4.8,16.0,0.0,0.0,4.0,5.0,9.0,2.3,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Steven Jackson,27.0,128.0,4.7,22.0,0.0,0.0,3.0,3.0,23.0,7.7,0.0,1.0,1.0,0.0,FA,RB,10,2011,,
Toby Gerhart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Ben Tate,13.0,63.0,4.8,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Dexter McCluster,8.0,45.0,5.6,10.0,0.0,0.0,6.0,8.0,48.0,8.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Ryan Mathews,6.0,34.0,5.7,16.0,0.0,0.0,3.0,5.0,23.0,7.7,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Jonathan Dwyer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
C.J. Spiller,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Willis McGahee,4.0,17.0,4.3,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Vonta Leach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Tony Fiammetta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Lex Hilliard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Leon Washington,3.0,9.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Le'Ron McClain,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,9.0,4.5,1.0,0.0,1.0,0.0,FA,RB,10,2011,,
Marcel Reece,1.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Lawrence Vickers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
LaRod Stephens-Howling,1.0,-1.0,-1.0,0.0,0.0,0.0,2.0,2.0,39.0,19.5,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Montell Owens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Mike Tolbert,7.0,36.0,5.1,11.0,0.0,0.0,5.0,9.0,37.0,7.4,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Mike Cox,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,8.0,4.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Michael Robinson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Michael Bush,30.0,157.0,5.2,44.0,0.0,1.0,3.0,4.0,85.0,28.3,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Maurice Jones-Drew,25.0,114.0,4.6,15.0,0.0,1.0,3.0,3.0,23.0,7.7,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Matt Forte,18.0,64.0,3.6,40.0,0.0,1.0,1.0,5.0,3.0,3.0,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Marshawn Lynch,32.0,109.0,3.4,8.0,0.0,1.0,5.0,7.0,58.0,11.6,0.0,0.0,1.0,0.0,FA,RB,10,2011,,
Adrian Peterson,14.0,51.0,3.6,13.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11.1,SEA,RB,10,2011,BAL,True
Nick Bellore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,SEA,RB,10,2011,BAL,True
Mark Ingram II,8.0,11.0,1.4,6.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,1.4,NO,RB,10,2011,ATL,False
Taiwan Jones,7.0,39.0,5.6,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,BUF,RB,10,2011,DAL,False
LeSean McCoy,23.0,113.0,4.9,60.0,0.0,0.0,3.0,4.0,2.0,0.7,0.0,0.0,1.0,11.5,FA,RB,11,2011,,
Frank Gore,24.0,88.0,3.7,14.0,0.0,0.0,1.0,2.0,6.0,6.0,0.0,0.0,1.0,9.4,FA,RB,11,2011,,
Dion Lewis,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,FA,RB,11,2011,,
Da'Rel Scott,2.0,11.0,5.5,8.0,0.0,0.0,1.0,1.0,9.0,9.0,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Bruce Miller,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Anthony Sherman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Bilal Powell,7.0,11.0,1.6,6.0,0.0,0.0,1.0,1.0,7.0,7.0,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Owen Marecic,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,13.0,6.5,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Alfonso Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Tyler Clutts,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,9.0,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Phillip Tanner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Roy Helu,8.0,35.0,4.4,13.0,0.0,0.0,2.0,2.0,3.0,1.5,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Stevan Ridley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Lance Ball,5.0,18.0,3.6,11.0,0.0,0.0,2.0,3.0,26.0,13.0,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
John Conner,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Keiland Williams,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,FA,RB,11,2011,,
