player,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_long,receiving_20p,receiving_td,rushing_att,rushing_yds,rushing_td,lst,games,fantasy_points,position,week,year,team,opponent,home,passing_cmp_allowed,passing_att_allowed,passing_cmppct_allowed,passing_yds_allowed,passing_avg_allowed,passing_yds_allowed_per_game,passing_longest_allowed,passing_td_allowed,ints,sacks,sack_yards_gained,passer_rating,rushing_att_allowed,rushing_yds_allowed,rushing_avg_allowed,rushing_yds_allowed_per_game,rushing_longest_allowed,rushing_td_allowed,rushing_fumbles,rushing_fumbles_lost,receiving_rec_allowed,receiving_yds_allowed,receiving_avg_allowed,receiving_yds_allowed_per_game,receiving_longest_allowed,receiving_td_allowed,receiving_fumbles,receiving_fumbles_lost,1st_total_allowed,1st_rush_allowed,1st_pass_allowed,1st_penalty_allowed,3rd_conv_allowed,3rd_att_allowed,3rd_pct_allowed,4th_conv_allowed,4th_att_allowed,4th_pct_allowed,defense_penalties,defense_yds_lost
Lance Kendricks,4.0,6.0,71.0,17.8,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,6,2011,LAR,GB,False,390.0,637.0,61.2,4796.0,7.8,299.8,72.0,29.0,31.0,29.0,192.0,80.6,383.0,1789.0,4.7,111.8,54.0,10.0,6.0,0.0,390.0,4988.0,12.8,311.8,72.0,29.0,8.0,5.0,358.0,96.0,246.0,16.0,83.0,195.0,42.6,4.0,16.0,25.0,122.0,948.0
Antonio Gates,8.0,11.0,96.0,12.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,9,2011,LAC,GB,True,390.0,637.0,61.2,4796.0,7.8,299.8,72.0,29.0,31.0,29.0,192.0,80.6,383.0,1789.0,4.7,111.8,54.0,10.0,6.0,0.0,390.0,4988.0,12.8,311.8,72.0,29.0,8.0,5.0,358.0,96.0,246.0,16.0,83.0,195.0,42.6,4.0,16.0,25.0,122.0,948.0
Kyle Rudolph,3.0,3.0,37.0,12.3,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.7,TE,10,2011,MIN,GB,False,390.0,637.0,61.2,4796.0,7.8,299.8,72.0,29.0,31.0,29.0,192.0,80.6,383.0,1789.0,4.7,111.8,54.0,10.0,6.0,0.0,390.0,4988.0,12.8,311.8,72.0,29.0,8.0,5.0,358.0,96.0,246.0,16.0,83.0,195.0,42.6,4.0,16.0,25.0,122.0,948.0
Luke Stocker,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,TE,11,2011,TB,GB,False,390.0,637.0,61.2,4796.0,7.8,299.8,72.0,29.0,31.0,29.0,192.0,80.6,383.0,1789.0,4.7,111.8,54.0,10.0,6.0,0.0,390.0,4988.0,12.8,311.8,72.0,29.0,8.0,5.0,358.0,96.0,246.0,16.0,83.0,195.0,42.6,4.0,16.0,25.0,122.0,948.0
Kellen Winslow,9.0,11.0,132.0,14.7,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,11,2011,TB,GB,False,390.0,637.0,61.2,4796.0,7.8,299.8,72.0,29.0,31.0,29.0,192.0,80.6,383.0,1789.0,4.7,111.8,54.0,10.0,6.0,0.0,390.0,4988.0,12.8,311.8,72.0,29.0,8.0,5.0,358.0,96.0,246.0,16.0,83.0,195.0,42.6,4.0,16.0,25.0,122.0,948.0
Brandon Pettigrew,4.0,8.0,27.0,6.8,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,12,2011,DET,GB,True,390.0,637.0,61.2,4796.0,7.8,299.8,72.0,29.0,31.0,29.0,192.0,80.6,383.0,1789.0,4.7,111.8,54.0,10.0,6.0,0.0,390.0,4988.0,12.8,311.8,72.0,29.0,8.0,5.0,358.0,96.0,246.0,16.0,83.0,195.0,42.6,4.0,16.0,25.0,122.0,948.0
Tony Scheffler,2.0,2.0,13.0,6.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,12,2011,DET,GB,True,390.0,637.0,61.2,4796.0,7.8,299.8,72.0,29.0,31.0,29.0,192.0,80.6,383.0,1789.0,4.7,111.8,54.0,10.0,6.0,0.0,390.0,4988.0,12.8,311.8,72.0,29.0,8.0,5.0,358.0,96.0,246.0,16.0,83.0,195.0,42.6,4.0,16.0,25.0,122.0,948.0
Jake Ballard,3.0,6.0,47.0,15.7,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,13,2011,NYG,GB,True,390.0,637.0,61.2,4796.0,7.8,299.8,72.0,29.0,31.0,29.0,192.0,80.6,383.0,1789.0,4.7,111.8,54.0,10.0,6.0,0.0,390.0,4988.0,12.8,311.8,72.0,29.0,8.0,5.0,358.0,96.0,246.0,16.0,83.0,195.0,42.6,4.0,16.0,25.0,122.0,948.0
Kellen Davis,3.0,3.0,21.0,7.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,16,2011,CHI,GB,False,390.0,637.0,61.2,4796.0,7.8,299.8,72.0,29.0,31.0,29.0,192.0,80.6,383.0,1789.0,4.7,111.8,54.0,10.0,6.0,0.0,390.0,4988.0,12.8,311.8,72.0,29.0,8.0,5.0,358.0,96.0,246.0,16.0,83.0,195.0,42.6,4.0,16.0,25.0,122.0,948.0
Brandon Pettigrew,7.0,11.0,116.0,16.6,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,17,2011,DET,GB,False,390.0,637.0,61.2,4796.0,7.8,299.8,72.0,29.0,31.0,29.0,192.0,80.6,383.0,1789.0,4.7,111.8,54.0,10.0,6.0,0.0,390.0,4988.0,12.8,311.8,72.0,29.0,8.0,5.0,358.0,96.0,246.0,16.0,83.0,195.0,42.6,4.0,16.0,25.0,122.0,948.0
Tony Scheffler,4.0,6.0,65.0,16.3,26.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,17,2011,DET,GB,False,390.0,637.0,61.2,4796.0,7.8,299.8,72.0,29.0,31.0,29.0,192.0,80.6,383.0,1789.0,4.7,111.8,54.0,10.0,6.0,0.0,390.0,4988.0,12.8,311.8,72.0,29.0,8.0,5.0,358.0,96.0,246.0,16.0,83.0,195.0,42.6,4.0,16.0,25.0,122.0,948.0
Jason Witten,6.0,9.0,110.0,18.3,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,TE,1,2011,DAL,NYJ,False,275.0,507.0,54.2,3216.0,6.7,201.0,99.0,15.0,19.0,35.0,198.0,69.6,451.0,1777.0,3.9,111.1,70.0,17.0,10.0,5.0,275.0,3414.0,12.4,213.4,99.0,15.0,2.0,2.0,272.0,83.0,167.0,22.0,69.0,211.0,32.7,1.0,10.0,10.0,110.0,966.0
Zach Miller,3.0,4.0,28.0,9.3,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,2,2011,JAC,NYJ,False,275.0,507.0,54.2,3216.0,6.7,201.0,99.0,15.0,19.0,35.0,198.0,69.6,451.0,1777.0,3.9,111.1,70.0,17.0,10.0,5.0,275.0,3414.0,12.4,213.4,99.0,15.0,2.0,2.0,272.0,83.0,167.0,22.0,69.0,211.0,32.7,1.0,10.0,10.0,110.0,966.0
Zach Miller,3.0,4.0,28.0,9.3,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,2,2011,JAC,NYJ,False,275.0,507.0,54.2,3216.0,6.7,201.0,99.0,15.0,19.0,35.0,198.0,69.6,451.0,1777.0,3.9,111.1,70.0,17.0,10.0,5.0,275.0,3414.0,12.4,213.4,99.0,15.0,2.0,2.0,272.0,83.0,167.0,22.0,69.0,211.0,32.7,1.0,10.0,10.0,110.0,966.0
Zach Miller,1.0,2.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,2,2011,JAC,NYJ,False,275.0,507.0,54.2,3216.0,6.7,201.0,99.0,15.0,19.0,35.0,198.0,69.6,451.0,1777.0,3.9,111.1,70.0,17.0,10.0,5.0,275.0,3414.0,12.4,213.4,99.0,15.0,2.0,2.0,272.0,83.0,167.0,22.0,69.0,211.0,32.7,1.0,10.0,10.0,110.0,966.0
Zach Miller,1.0,2.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,2,2011,JAC,NYJ,False,275.0,507.0,54.2,3216.0,6.7,201.0,99.0,15.0,19.0,35.0,198.0,69.6,451.0,1777.0,3.9,111.1,70.0,17.0,10.0,5.0,275.0,3414.0,12.4,213.4,99.0,15.0,2.0,2.0,272.0,83.0,167.0,22.0,69.0,211.0,32.7,1.0,10.0,10.0,110.0,966.0
Dennis Pitta,1.0,1.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,4,2011,BAL,NYJ,True,275.0,507.0,54.2,3216.0,6.7,201.0,99.0,15.0,19.0,35.0,198.0,69.6,451.0,1777.0,3.9,111.1,70.0,17.0,10.0,5.0,275.0,3414.0,12.4,213.4,99.0,15.0,2.0,2.0,272.0,83.0,167.0,22.0,69.0,211.0,32.7,1.0,10.0,10.0,110.0,966.0
Ed Dickson,4.0,12.0,45.0,11.3,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,4,2011,BAL,NYJ,True,275.0,507.0,54.2,3216.0,6.7,201.0,99.0,15.0,19.0,35.0,198.0,69.6,451.0,1777.0,3.9,111.1,70.0,17.0,10.0,5.0,275.0,3414.0,12.4,213.4,99.0,15.0,2.0,2.0,272.0,83.0,167.0,22.0,69.0,211.0,32.7,1.0,10.0,10.0,110.0,966.0
Rob Gronkowski,4.0,4.0,31.0,7.8,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.1,TE,5,2011,NE,NYJ,True,275.0,507.0,54.2,3216.0,6.7,201.0,99.0,15.0,19.0,35.0,198.0,69.6,451.0,1777.0,3.9,111.1,70.0,17.0,10.0,5.0,275.0,3414.0,12.4,213.4,99.0,15.0,2.0,2.0,272.0,83.0,167.0,22.0,69.0,211.0,32.7,1.0,10.0,10.0,110.0,966.0
Aaron Hernandez,5.0,9.0,56.0,11.2,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,5,2011,NE,NYJ,True,275.0,507.0,54.2,3216.0,6.7,201.0,99.0,15.0,19.0,35.0,198.0,69.6,451.0,1777.0,3.9,111.1,70.0,17.0,10.0,5.0,275.0,3414.0,12.4,213.4,99.0,15.0,2.0,2.0,272.0,83.0,167.0,22.0,69.0,211.0,32.7,1.0,10.0,10.0,110.0,966.0
Anthony Fasano,1.0,2.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,6,2011,MIA,NYJ,False,275.0,507.0,54.2,3216.0,6.7,201.0,99.0,15.0,19.0,35.0,198.0,69.6,451.0,1777.0,3.9,111.1,70.0,17.0,10.0,5.0,275.0,3414.0,12.4,213.4,99.0,15.0,2.0,2.0,272.0,83.0,167.0,22.0,69.0,211.0,32.7,1.0,10.0,10.0,110.0,966.0
Antonio Gates,5.0,7.0,54.0,10.8,18.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,7,2011,LAC,NYJ,False,275.0,507.0,54.2,3216.0,6.7,201.0,99.0,15.0,19.0,35.0,198.0,69.6,451.0,1777.0,3.9,111.1,70.0,17.0,10.0,5.0,275.0,3414.0,12.4,213.4,99.0,15.0,2.0,2.0,272.0,83.0,167.0,22.0,69.0,211.0,32.7,1.0,10.0,10.0,110.0,966.0
Scott Chandler,3.0,3.0,24.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,9,2011,BUF,NYJ,True,275.0,507.0,54.2,3216.0,6.7,201.0,99.0,15.0,19.0,35.0,198.0,69.6,451.0,1777.0,3.9,111.1,70.0,17.0,10.0,5.0,275.0,3414.0,12.4,213.4,99.0,15.0,2.0,2.0,272.0,83.0,167.0,22.0,69.0,211.0,32.7,1.0,10.0,10.0,110.0,966.0
Rob Gronkowski,8.0,11.0,113.0,14.1,23.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,23.3,TE,10,2011,NE,NYJ,False,275.0,507.0,54.2,3216.0,6.7,201.0,99.0,15.0,19.0,35.0,198.0,69.6,451.0,1777.0,3.9,111.1,70.0,17.0,10.0,5.0,275.0,3414.0,12.4,213.4,99.0,15.0,2.0,2.0,272.0,83.0,167.0,22.0,69.0,211.0,32.7,1.0,10.0,10.0,110.0,966.0
Aaron Hernandez,4.0,5.0,41.0,10.3,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,10,2011,NE,NYJ,False,275.0,507.0,54.2,3216.0,6.7,201.0,99.0,15.0,19.0,35.0,198.0,69.6,451.0,1777.0,3.9,111.1,70.0,17.0,10.0,5.0,275.0,3414.0,12.4,213.4,99.0,15.0,2.0,2.0,272.0,83.0,167.0,22.0,69.0,211.0,32.7,1.0,10.0,10.0,110.0,966.0
Dante Rosario,1.0,1.0,18.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,11,2011,DEN,NYJ,True,275.0,507.0,54.2,3216.0,6.7,201.0,99.0,15.0,19.0,35.0,198.0,69.6,451.0,1777.0,3.9,111.1,70.0,17.0,10.0,5.0,275.0,3414.0,12.4,213.4,99.0,15.0,2.0,2.0,272.0,83.0,167.0,22.0,69.0,211.0,32.7,1.0,10.0,10.0,110.0,966.0
Scott Chandler,6.0,7.0,50.0,8.3,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,12,2011,BUF,NYJ,False,275.0,507.0,54.2,3216.0,6.7,201.0,99.0,15.0,19.0,35.0,198.0,69.6,451.0,1777.0,3.9,111.1,70.0,17.0,10.0,5.0,275.0,3414.0,12.4,213.4,99.0,15.0,2.0,2.0,272.0,83.0,167.0,22.0,69.0,211.0,32.7,1.0,10.0,10.0,110.0,966.0
Fred Davis,6.0,13.0,99.0,16.5,42.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,13,2011,WAS,NYJ,True,275.0,507.0,54.2,3216.0,6.7,201.0,99.0,15.0,19.0,35.0,198.0,69.6,451.0,1777.0,3.9,111.1,70.0,17.0,10.0,5.0,275.0,3414.0,12.4,213.4,99.0,15.0,2.0,2.0,272.0,83.0,167.0,22.0,69.0,211.0,32.7,1.0,10.0,10.0,110.0,966.0
