Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Russell Wilson(DEN),21,30,70.0,345,11.5,5,0,2,4,14,0,0,1,35.2,35.2,90.4%
2,Matthew Stafford(LAR),27,38,71.1,337,8.9,5,0,2,2,13,0,0,1,34.8,34.8,97.2%
3,Ryan Fitzpatrick(WAS),22,37,59.5,277,7.5,4,0,1,5,21,0,0,1,29.2,29.2,6.1%
4,Philip Rivers(FA),29,43,67.4,300,7.0,4,0,2,5,9,0,0,1,28.9,28.9,20.6%
5,Tyrod Taylor(HOU),21,38,55.3,291,7.7,3,0,1,5,46,0,1,1,26.2,26.2,4.9%
6,Derek Carr(LV),24,37,64.9,330,8.9,3,0,1,4,5,0,1,1,23.7,23.7,58.1%
7,Tom Brady(FA),23,42,54.8,280,6.7,3,0,3,0,0,0,0,1,23.2,23.2,99.1%
8,Blake Bortles(NO),30,49,61.2,329,6.7,2,1,2,6,33,0,0,1,22.5,22.5,0.1%
9,Kirk Cousins(MIN),20,29,69.0,302,10.4,1,0,0,4,1,1,0,1,22.2,22.2,70.7%
10,Ryan Tannehill(TEN),33,58,56.9,351,6.1,3,1,3,0,0,0,1,1,22.0,22.0,62.7%
11,Ben Roethlisberger(FA),36,55,65.5,456,8.3,1,2,2,5,18,0,0,1,22.0,22.0,23.8%
12,Alex Smith(FA),19,30,63.3,255,8.5,2,0,1,6,35,0,0,1,21.7,21.7,5.0%
13,Matt Hasselbeck(FA),26,42,61.9,315,7.5,2,0,3,3,-3,0,0,1,20.3,20.3,0.0%
14,Andy Dalton(CHI),20,27,74.1,233,8.6,3,1,0,2,4,0,0,1,19.7,19.7,1.6%
15,Marcus Mariota(LV),17,37,45.9,218,5.9,3,2,2,1,7,0,0,1,19.4,19.4,0.2%
16,Cam Newton(CAR),16,27,59.3,183,6.8,0,0,1,12,45,1,0,1,17.8,17.8,20.3%
17,Carson Palmer(FA),24,40,60.0,271,6.8,0,0,1,3,6,1,0,1,17.4,17.4,5.6%
18,Blaine Gabbert(TB),25,36,69.4,318,8.8,1,1,2,1,11,0,0,1,15.8,15.8,0.1%
19,Eli Manning(FA),26,51,51.0,321,6.3,2,3,3,0,0,0,0,1,14.8,14.8,2.3%
20,Jameis Winston(NO),20,36,55.6,245,6.8,1,1,5,3,27,0,0,1,14.5,14.5,5.2%
21,Mark Sanchez(FA),19,27,70.4,199,7.4,2,0,6,2,4,0,1,1,14.4,14.4,0.1%
22,Matt Schaub(FA),20,34,58.8,232,6.8,2,2,0,3,10,0,0,1,14.3,14.3,0.0%
23,Brian Hoyer(NE),21,27,77.8,205,7.6,2,1,1,3,-3,0,0,1,13.9,13.9,0.0%
24,Josh McCown(FA),21,38,55.3,212,5.6,1,0,1,2,12,0,0,1,13.7,13.7,0.0%
25,Aaron Rodgers(GB),22,43,51.2,202,4.7,1,1,2,4,33,0,0,1,13.4,13.4,97.4%
26,Brock Osweiler(FA),23,42,54.8,270,6.4,1,1,3,2,4,0,0,1,13.2,13.2,0.0%
27,Jay Cutler(FA),19,31,61.3,200,6.5,1,0,1,4,9,0,0,1,12.9,12.9,0.2%
28,Matt Cassel(FA),13,19,68.4,93,4.9,1,0,1,2,9,0,0,1,10.6,10.6,0.0%
29,Matt Ryan(ATL),22,31,71.0,230,7.4,1,2,2,1,-1,0,0,1,9.1,9.1,36.3%
30,Austin Davis(FA),7,10,70.0,77,7.7,1,0,1,1,7,0,0,1,7.8,7.8,0.0%
31,Drew Brees(FA),25,44,56.8,228,5.2,0,1,2,0,0,0,0,1,7.1,7.1,35.7%
32,Teddy Bridgewater(DEN),20,28,71.4,174,6.2,0,1,0,4,-3,0,0,1,4.7,4.7,15.6%
33,Nick Foles(CHI),30,46,65.2,228,5.0,0,3,1,1,2,0,0,1,3.3,3.3,0.7%
34,Sean Mannion(MIN),6,7,85.7,31,4.4,0,0,0,0,0,0,0,1,1.2,1.2,0.8%
35,AJ McCarron(ATL),1,1,100.0,3,3.0,0,0,0,0,0,0,0,1,0.1,0.1,0.0%
36,Ian Book(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
