Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Aaron Rodgers(GB),24,35,68.6,333,9.5,5,0,1,2,16,0,0,1,34.9,34.9,97.4%
2,Andy Dalton(CHI),20,32,62.5,383,12.0,3,1,2,5,10,1,1,1,30.3,30.3,1.6%
3,Cam Newton(CAR),20,31,64.5,315,10.2,2,0,1,7,33,1,0,1,29.9,29.9,20.3%
4,Tyrod Taylor(HOU),21,29,72.4,277,9.6,3,0,0,3,12,0,0,1,24.3,24.3,4.9%
5,Matt Ryan(ATL),24,36,66.7,285,7.9,2,0,1,2,17,0,0,1,23.1,23.1,36.3%
6,Tom Brady(FA),33,42,78.6,358,8.5,2,0,2,2,4,0,0,1,22.7,22.7,99.1%
7,Joe Flacco(NYJ),32,49,65.3,362,7.4,2,1,0,0,0,0,0,1,20.5,20.5,0.3%
8,Derek Carr(LV),20,32,62.5,314,9.8,2,0,0,1,-1,0,0,1,20.5,20.5,58.1%
9,Josh McCown(FA),28,49,57.1,341,7.0,2,1,5,0,0,0,0,1,19.6,19.6,0.0%
10,Eli Manning(FA),23,32,71.9,279,8.7,2,0,0,0,0,0,0,1,19.2,19.2,2.3%
11,Peyton Manning(FA),31,42,73.8,324,7.7,2,1,1,1,-1,0,0,1,18.9,18.9,0.0%
12,Alex Smith(FA),24,40,60.0,290,7.3,1,1,7,6,33,0,0,1,18.9,18.9,5.0%
13,Marcus Mariota(LV),27,44,61.4,367,8.3,2,2,3,0,0,0,0,1,18.7,18.7,0.2%
14,Carson Palmer(FA),20,32,62.5,311,9.7,2,1,1,1,1,0,0,1,18.5,18.5,5.6%
15,Andrew Luck(FA),18,30,60.0,260,8.7,2,2,3,6,21,0,0,1,16.5,16.5,2.2%
16,Blake Bortles(NO),17,33,51.5,242,7.3,2,1,2,3,7,0,0,1,16.4,16.4,0.1%
17,Russell Wilson(DEN),20,30,66.7,235,7.8,1,0,4,6,28,0,0,1,16.2,16.2,90.4%
18,Ryan Tannehill(TEN),26,49,53.1,297,6.1,2,3,2,1,-1,0,0,1,15.8,15.8,62.7%
19,Kirk Cousins(MIN),30,49,61.2,316,6.4,1,2,1,0,0,0,0,1,14.6,14.6,70.7%
20,Ryan Fitzpatrick(WAS),35,58,60.3,283,4.9,2,3,1,4,13,0,0,1,14.6,14.6,6.1%
21,Jameis Winston(NO),17,36,47.2,261,7.3,1,1,0,0,0,0,0,1,12.4,12.4,5.2%
22,Ryan Mallett(FA),24,39,61.5,228,5.8,1,1,1,1,-1,0,0,1,11.0,11.0,0.0%
23,Luke McCown(FA),31,38,81.6,310,8.2,0,1,1,0,0,0,0,1,10.4,10.4,0.0%
24,Philip Rivers(FA),21,34,61.8,246,7.2,1,1,4,0,0,0,1,1,9.8,9.8,20.6%
25,Matthew Stafford(LAR),31,45,68.9,282,6.3,1,2,4,1,-1,0,1,1,8.6,8.6,97.2%
26,Sam Bradford(FA),14,28,50.0,118,4.2,1,0,1,3,-2,0,0,1,8.5,8.5,0.0%
27,Brandon Weeden(FA),22,26,84.6,232,8.9,0,1,2,0,0,0,0,1,7.3,7.3,0.0%
28,Nick Foles(CHI),19,28,67.9,197,7.0,0,1,2,1,10,0,0,1,6.9,6.9,0.7%
29,Kellen Clemens(FA),5,6,83.3,63,10.5,1,0,0,0,0,0,0,1,6.5,6.5,0.0%
30,Ben Roethlisberger(FA),20,24,83.3,192,8.0,0,1,3,0,0,0,0,1,5.7,5.7,23.8%
31,Colin Kaepernick(FA),9,19,47.4,67,3.5,0,4,2,7,46,1,0,1,5.3,5.3,0.3%
32,Jimmy Clausen(FA),9,17,52.9,63,3.7,0,0,2,3,13,0,0,1,3.8,3.8,0.0%
33,Teddy Bridgewater(DEN),13,24,54.2,121,5.0,0,1,0,1,-1,0,0,1,2.7,2.7,15.6%
34,Michael Vick(FA),5,6,83.3,38,6.3,0,0,2,2,-2,0,0,1,1.3,1.3,0.1%
35,Ian Book(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
36,Mac Jones(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5%
37,Feleipe Franks(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
38,Trey Lance(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3%
39,Jalen Morton(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
