Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Drew Brees(FA),39,50,78.0,505,10.1,7,2,0,1,1,0,0,1,46.5,46.5,35.7%
2,Eli Manning(FA),30,41,73.2,350,8.5,6,0,3,0,0,0,0,1,38.0,38.0,2.3%
3,Tom Brady(FA),26,38,68.4,356,9.4,4,0,2,1,1,0,0,1,30.3,30.3,99.1%
4,Carson Palmer(FA),23,38,60.5,374,9.8,4,1,1,3,6,0,0,1,29.6,29.6,5.6%
5,Derek Carr(LV),23,36,63.9,333,9.3,4,0,0,2,-2,0,0,1,29.1,29.1,58.1%
6,Alex Smith(FA),18,26,69.2,145,5.6,2,0,3,5,78,1,0,1,27.6,27.6,5.0%
7,Philip Rivers(FA),28,37,75.7,301,8.1,3,0,1,1,0,0,0,1,24.0,24.0,20.6%
8,Joe Flacco(NYJ),25,37,67.6,319,8.6,1,0,3,4,2,1,0,1,23.0,23.0,0.3%
9,Matt Ryan(ATL),37,45,82.2,397,8.8,2,1,1,3,2,0,1,1,20.1,20.1,36.3%
10,Geno Smith(SEA),27,42,64.3,265,6.3,2,1,3,2,34,0,0,1,20.0,20.0,0.6%
11,Jay Cutler(FA),22,33,66.7,211,6.4,1,0,1,2,11,1,0,1,19.5,19.5,0.2%
12,Jameis Winston(NO),16,29,55.2,177,6.1,1,0,2,3,24,1,0,1,19.5,19.5,5.2%
13,Josh McCown(FA),18,34,52.9,211,6.2,3,1,1,5,18,0,1,1,18.2,18.2,0.0%
14,Cam Newton(CAR),16,35,45.7,248,7.1,2,1,2,10,41,0,1,1,18.0,18.0,20.3%
15,Brian Hoyer(NE),23,35,65.7,235,6.7,2,0,3,1,-1,0,0,1,17.3,17.3,0.0%
16,Andrew Luck(FA),23,47,48.9,231,4.9,2,3,2,6,35,0,0,1,14.7,14.7,2.2%
17,Russell Wilson(DEN),19,30,63.3,210,7.0,1,1,0,6,32,0,0,1,13.6,13.6,90.4%
18,Nick Foles(CHI),14,23,60.9,191,8.3,1,0,0,3,-3,0,0,1,13.3,13.3,0.7%
19,Peyton Manning(FA),21,29,72.4,340,11.7,0,1,0,0,0,0,0,1,11.6,11.6,0.0%
20,Teddy Bridgewater(DEN),17,30,56.7,187,6.2,1,1,1,2,21,0,0,1,11.6,11.6,15.6%
21,Andy Dalton(CHI),23,38,60.5,231,6.1,1,2,3,6,4,0,0,1,9.6,9.6,1.6%
22,Colin Kaepernick(FA),20,41,48.8,162,4.0,0,0,3,6,28,0,0,1,9.3,9.3,0.3%
23,Matthew Stafford(LAR),22,36,61.1,217,6.0,1,2,6,1,5,0,0,1,9.2,9.2,97.2%
24,Ben Roethlisberger(FA),28,45,62.2,262,5.8,1,3,3,0,0,0,0,1,8.5,8.5,23.8%
25,Matt Cassel(FA),13,25,52.0,97,3.9,0,0,1,4,43,0,0,1,8.2,8.2,0.0%
26,Ryan Tannehill(TEN),28,44,63.6,300,6.8,0,2,5,2,-1,0,0,1,7.9,7.9,62.7%
27,Aaron Rodgers(GB),14,22,63.6,77,3.5,0,0,3,2,31,0,0,1,6.2,6.2,97.4%
28,Ryan Fitzpatrick(WAS),4,5,80.0,46,9.2,0,0,0,1,12,0,0,1,3.0,3.0,6.1%
29,Zach Mettenberger(FA),22,31,71.0,171,5.5,0,1,7,0,0,0,1,1,2.8,2.8,0.0%
30,Johnny Manziel(FA),3,6,50.0,12,2.0,0,0,0,1,1,0,0,1,0.6,0.6,0.1%
31,Dan Orlovsky(FA),1,2,50.0,10,5.0,0,0,0,0,0,0,0,1,0.4,0.4,0.0%
32,Chase Daniel(LAC),2,2,100.0,4,2.0,0,0,0,0,0,0,0,1,0.2,0.2,0.1%
33,Ian Book(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
34,Trace McSorley(ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3%
35,Feleipe Franks(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
36,Trey Lance(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3%
37,Dwayne Haskins(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
38,John Wolford(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
39,Mac Jones(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5%
