rank,player,passing_cmp,passing_att,passing_cmppct,passing_yds,passing_avg,passing_td,passing_int,sacked,rushing_att,rushing_yds,rushing_td,lst,games,fantasy_points,fantasy_points_per_game,rost,position,week,year,team
1.0,Matt Ryan,28.0,37.0,75.7,503.0,13.6,4.0,1.0,3.0,4.0,14.0,0.0,0.0,1.0,35.5,35.5,36.3,QB,4,2016,ATL
2.0,Ben Roethlisberger,22.0,27.0,81.5,300.0,11.1,5.0,0.0,2.0,1.0,-1.0,0.0,0.0,1.0,33.9,33.9,23.8,QB,4,2016,PIT
3.0,Blake Bortles,19.0,33.0,57.6,207.0,6.3,2.0,0.0,3.0,7.0,36.0,1.0,0.0,1.0,25.9,25.9,0.1,QB,4,2016,JAC
4.0,Russell Wilson,23.0,32.0,71.9,309.0,9.7,3.0,0.0,2.0,5.0,-5.0,0.0,0.0,1.0,23.9,23.9,90.4,QB,4,2016,SEA
5.0,Derek Carr,25.0,35.0,71.4,199.0,5.7,4.0,0.0,0.0,3.0,-2.0,0.0,0.0,1.0,23.8,23.8,58.1,QB,4,2016,OAK
6.0,Joe Flacco,32.0,52.0,61.5,298.0,5.7,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,22.0,22.0,0.3,QB,4,2016,BAL
7.0,Brian Hoyer,28.0,36.0,77.8,302.0,8.4,2.0,0.0,2.0,3.0,-3.0,0.0,0.0,1.0,19.8,19.8,0.0,QB,4,2016,CHI
8.0,Philip Rivers,28.0,43.0,65.1,321.0,7.5,2.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,18.8,18.8,20.6,QB,4,2016,SD
9.0,Dak Prescott,23.0,32.0,71.9,245.0,7.7,2.0,0.0,2.0,5.0,3.0,0.0,0.0,1.0,18.1,18.1,98.2,QB,4,2016,DAL
10.0,Case Keenum,18.0,30.0,60.0,266.0,8.9,2.0,0.0,2.0,3.0,14.0,0.0,1.0,1.0,18.0,18.0,0.9,QB,4,2016,LAR
11.0,Andrew Luck,27.0,42.0,64.3,234.0,5.6,2.0,1.0,6.0,4.0,23.0,0.0,0.0,1.0,17.7,17.7,2.2,QB,4,2016,IND
12.0,Alex Smith,30.0,50.0,60.0,287.0,5.7,2.0,1.0,4.0,1.0,2.0,0.0,0.0,1.0,17.7,17.7,5.0,QB,4,2016,KC
13.0,Kirk Cousins,21.0,27.0,77.8,183.0,6.8,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,17.3,17.3,70.7,QB,4,2016,WAS
14.0,Tyrod Taylor,27.0,39.0,69.2,246.0,6.3,1.0,0.0,2.0,5.0,28.0,0.0,0.0,1.0,16.6,16.6,4.9,QB,4,2016,BUF
15.0,Cam Newton,14.0,25.0,56.0,165.0,6.6,1.0,0.0,1.0,5.0,30.0,0.0,0.0,1.0,15.6,15.6,20.3,QB,4,2016,CAR
16.0,Brock Osweiler,25.0,37.0,67.6,254.0,6.9,2.0,2.0,1.0,1.0,14.0,0.0,0.0,1.0,15.6,15.6,0.0,QB,4,2016,HOU
17.0,Sam Bradford,26.0,36.0,72.2,262.0,7.3,1.0,0.0,0.0,4.0,6.0,0.0,0.0,1.0,15.1,15.1,0.0,QB,4,2016,MIN
18.0,Andy Dalton,22.0,31.0,71.0,296.0,9.5,1.0,0.0,1.0,6.0,-12.0,0.0,0.0,1.0,14.6,14.6,1.6,QB,4,2016,CIN
19.0,Derek Anderson,17.0,23.0,73.9,172.0,7.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,12.9,12.9,0.0,QB,4,2016,CAR
20.0,Blaine Gabbert,16.0,23.0,69.6,196.0,8.5,1.0,1.0,1.0,12.0,27.0,0.0,0.0,1.0,12.5,12.5,0.1,QB,4,2016,SF
21.0,Drew Brees,23.0,36.0,63.9,207.0,5.8,2.0,2.0,2.0,4.0,-4.0,0.0,0.0,1.0,11.9,11.9,35.7,QB,4,2016,NO
22.0,Carson Palmer,23.0,36.0,63.9,288.0,8.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,11.5,11.5,5.6,QB,4,2016,ARI
23.0,Jameis Winston,17.0,35.0,48.6,179.0,5.1,0.0,2.0,5.0,5.0,19.0,1.0,0.0,1.0,11.1,11.1,5.2,QB,4,2016,TB
24.0,Cody Kessler,28.0,40.0,70.0,223.0,5.6,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,11.1,11.1,0.1,QB,4,2016,CLE
25.0,Paxton Lynch,14.0,24.0,58.3,170.0,7.1,1.0,0.0,1.0,3.0,-4.0,0.0,0.0,1.0,10.4,10.4,0.1,QB,4,2016,DEN
26.0,Ryan Fitzpatrick,23.0,41.0,56.1,261.0,6.4,1.0,3.0,4.0,2.0,5.0,0.0,0.0,1.0,8.9,8.9,6.1,QB,4,2016,NYJ
27.0,Jacoby Brissett,17.0,27.0,63.0,205.0,7.6,0.0,0.0,3.0,4.0,23.0,0.0,1.0,1.0,8.5,8.5,0.6,QB,4,2016,NE
28.0,Eli Manning,25.0,45.0,55.6,261.0,5.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.4,8.4,2.3,QB,4,2016,NYG
29.0,Matthew Stafford,23.0,36.0,63.9,213.0,5.9,0.0,2.0,2.0,2.0,17.0,0.0,0.0,1.0,8.2,8.2,97.2,QB,4,2016,DET
30.0,Marcus Mariota,13.0,29.0,44.8,202.0,7.0,0.0,1.0,1.0,4.0,20.0,0.0,0.0,1.0,8.1,8.1,0.2,QB,4,2016,TEN
31.0,Ryan Tannehill,15.0,25.0,60.0,189.0,7.6,1.0,1.0,5.0,0.0,0.0,0.0,1.0,1.0,7.6,7.6,62.7,QB,4,2016,MIA
32.0,Trevor Siemian,5.0,7.0,71.4,68.0,9.7,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,6.7,6.7,1.1,QB,4,2016,DEN
128.0,Landry Jones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,QB,4,2016,PIT
134.0,Drew Stanton,4.0,11.0,36.4,37.0,3.4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.5,-2.5,0.0,QB,4,2016,ARI
