Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Marcus Mariota(LV),20,29,69.0,163,5.6,3,0,0,7,60,1,0,1,30.5,30.5,0.2%
2,Tom Brady(FA),28,40,70.0,406,10.2,3,0,1,2,14,0,0,1,29.6,29.6,99.1%
3,Ben Roethlisberger(FA),34,47,72.3,380,8.1,4,0,1,0,0,0,1,1,29.2,29.2,23.8%
4,Philip Rivers(FA),21,30,70.0,359,12.0,4,2,2,0,0,0,0,1,26.4,26.4,20.6%
5,Brian Hoyer(NE),33,43,76.7,397,9.2,2,0,0,1,-1,0,0,1,23.8,23.8,0.0%
6,Andy Dalton(CHI),29,41,70.7,269,6.6,2,0,4,6,34,0,0,1,22.2,22.2,1.6%
7,Andrew Luck(FA),28,39,71.8,322,8.3,2,0,5,5,13,0,0,1,22.2,22.2,2.2%
8,Derek Carr(LV),25,40,62.5,317,7.9,2,1,3,2,13,0,0,1,22.0,22.0,58.1%
9,Blaine Gabbert(TB),18,31,58.1,162,5.2,1,2,7,10,70,1,0,1,19.5,19.5,0.1%
10,Matthew Stafford(LAR),19,25,76.0,180,7.2,3,0,4,6,16,0,1,1,18.8,18.8,97.2%
11,Sam Bradford(FA),22,30,73.3,271,9.0,2,0,2,2,-2,0,0,1,18.6,18.6,0.0%
12,Dak Prescott(DAL),18,24,75.0,227,9.5,1,0,1,7,4,1,1,1,17.5,17.5,98.2%
13,Carson Wentz(WAS),25,33,75.8,238,7.2,2,1,3,2,14,0,0,1,16.9,16.9,44.0%
14,Aaron Rodgers(GB),23,45,51.1,259,5.8,2,2,0,5,15,0,0,1,15.9,15.9,97.4%
15,Tyrod Taylor(HOU),12,23,52.2,124,5.4,2,0,2,5,28,0,0,1,15.8,15.8,4.9%
16,Jameis Winston(NO),18,30,60.0,219,7.3,1,0,2,4,6,0,0,1,15.4,15.4,5.2%
17,Ryan Fitzpatrick(WAS),25,38,65.8,255,6.7,1,0,3,1,9,0,0,1,15.1,15.1,6.1%
18,Matt Ryan(ATL),15,28,53.6,267,9.5,1,0,2,3,3,0,0,1,15.0,15.0,36.3%
19,Joe Flacco(NYJ),30,46,65.2,210,4.6,1,0,3,1,6,0,0,1,13.0,13.0,0.3%
20,Drew Stanton(FA),11,28,39.3,124,4.4,2,0,1,2,-2,0,0,1,12.8,12.8,0.0%
21,Paxton Lynch(FA),23,35,65.7,223,6.4,1,1,6,6,18,0,0,1,12.7,12.7,0.1%
22,Kirk Cousins(MIN),29,41,70.7,260,6.3,1,1,1,1,-1,0,0,1,12.3,12.3,70.7%
23,Eli Manning(FA),18,35,51.4,199,5.7,1,0,3,1,1,0,1,1,10.1,10.1,2.3%
24,Charlie Whitehurst(FA),14,24,58.3,182,7.6,1,1,2,2,1,0,0,1,9.4,9.4,0.4%
25,Brock Osweiler(FA),19,42,45.2,184,4.4,1,1,4,0,0,0,0,1,9.4,9.4,0.0%
26,Case Keenum(CLE),21,31,67.7,271,8.7,0,2,4,0,0,0,0,1,6.8,6.8,0.9%
27,Cody Kessler(FA),5,8,62.5,62,7.8,1,0,0,1,0,0,0,1,6.5,6.5,0.1%
28,Derek Anderson(FA),18,28,64.3,278,9.9,0,2,0,1,4,0,1,1,5.5,5.5,0.0%
29,Ryan Tannehill(TEN),12,18,66.7,191,10.6,0,2,6,0,0,0,0,1,3.6,3.6,62.7%
30,Mac Jones(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5%
31,Jalen Morton(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
32,Trey Lance(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3%
33,Reid Sinnett(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
34,Feleipe Franks(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
35,Ian Book(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
36,Sam Ehlinger(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
37,Ben DiNucci(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
38,Justin Fields(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0%
39,Kyle Trask(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
40,Jake Browning(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
41,Easton Stick(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
42,Trace McSorley(ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3%
