rank,player,passing_cmp,passing_att,passing_cmppct,passing_yds,passing_avg,passing_td,passing_int,sacked,rushing_att,rushing_yds,rushing_td,lst,games,fantasy_points,fantasy_points_per_game,rost,position,week,year,team
1.0,Derek Carr,40.0,59.0,67.8,513.0,8.7,4.0,0.0,2.0,1.0,13.0,0.0,1.0,1.0,35.8,35.8,58.1,QB,8,2016,LV
2.0,Aaron Rodgers,28.0,38.0,73.7,246.0,6.5,4.0,0.0,3.0,6.0,60.0,0.0,0.0,1.0,33.8,33.8,97.4,QB,8,2016,GB
3.0,Tom Brady,22.0,33.0,66.7,315.0,9.5,4.0,0.0,4.0,1.0,15.0,0.0,0.0,1.0,30.1,30.1,99.1,QB,8,2016,NE
4.0,Blake Bortles,33.0,54.0,61.1,337.0,6.2,3.0,0.0,2.0,4.0,22.0,0.0,0.0,1.0,29.7,29.7,0.1,QB,8,2016,JAC
5.0,Dak Prescott,19.0,39.0,48.7,287.0,7.4,2.0,1.0,2.0,7.0,38.0,1.0,0.0,1.0,27.3,27.3,98.2,QB,8,2016,DAL
6.0,Matt Ryan,28.0,35.0,80.0,288.0,8.2,3.0,0.0,2.0,2.0,9.0,0.0,0.0,1.0,24.4,24.4,36.3,QB,8,2016,ATL
7.0,Kirk Cousins,38.0,56.0,67.9,458.0,8.2,2.0,1.0,1.0,3.0,-1.0,0.0,0.0,1.0,24.2,24.2,70.7,QB,8,2016,WAS
8.0,Carson Palmer,35.0,46.0,76.1,363.0,7.9,3.0,1.0,8.0,0.0,0.0,0.0,1.0,1.0,22.5,22.5,5.6,QB,8,2016,ARI
9.0,Drew Brees,27.0,35.0,77.1,265.0,7.6,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,20.7,20.7,35.7,QB,8,2016,NO
10.0,Josh McCown,25.0,49.0,51.0,341.0,7.0,2.0,2.0,1.0,3.0,10.0,0.0,0.0,1.0,20.6,20.6,0.0,QB,8,2016,CLE
11.0,Marcus Mariota,18.0,22.0,81.8,270.0,12.3,2.0,0.0,0.0,3.0,11.0,0.0,0.0,1.0,19.9,19.9,0.2,QB,8,2016,TEN
12.0,Andy Dalton,27.0,42.0,64.3,284.0,6.8,1.0,1.0,3.0,4.0,21.0,1.0,1.0,1.0,19.5,19.5,1.6,QB,8,2016,CIN
13.0,Jameis Winston,16.0,32.0,50.0,180.0,5.6,2.0,0.0,2.0,3.0,16.0,0.0,0.0,1.0,18.8,18.8,5.2,QB,8,2016,TB
14.0,Andrew Luck,19.0,35.0,54.3,210.0,6.0,2.0,1.0,6.0,9.0,60.0,0.0,1.0,1.0,18.4,18.4,2.2,QB,8,2016,IND
15.0,Tyrod Taylor,19.0,38.0,50.0,183.0,4.8,0.0,0.0,1.0,5.0,48.0,1.0,0.0,1.0,18.1,18.1,4.9,QB,8,2016,BUF
16.0,Nick Foles,16.0,22.0,72.7,223.0,10.1,2.0,0.0,2.0,1.0,-1.0,0.0,0.0,1.0,16.8,16.8,0.7,QB,8,2016,KC
17.0,Ryan Fitzpatrick,16.0,34.0,47.1,228.0,6.7,1.0,0.0,2.0,4.0,13.0,0.0,0.0,1.0,14.4,14.4,6.1,QB,8,2016,NYJ
18.0,Jay Cutler,20.0,31.0,64.5,252.0,8.1,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,14.3,14.3,0.2,QB,8,2016,CHI
19.0,Matthew Stafford,27.0,41.0,65.9,240.0,5.9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,13.6,13.6,97.2,QB,8,2016,DET
20.0,Sam Bradford,23.0,37.0,62.2,228.0,6.2,1.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,13.1,13.1,0.0,QB,8,2016,MIN
21.0,Cam Newton,14.0,27.0,51.9,212.0,7.9,0.0,0.0,1.0,7.0,43.0,0.0,0.0,1.0,12.8,12.8,20.3,QB,8,2016,CAR
22.0,Philip Rivers,20.0,47.0,42.6,267.0,5.7,2.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,12.7,12.7,20.6,QB,8,2016,LAC
23.0,Carson Wentz,32.0,43.0,74.4,202.0,4.7,1.0,0.0,3.0,1.0,-3.0,0.0,0.0,1.0,11.8,11.8,44.0,QB,8,2016,PHI
24.0,Alex Smith,9.0,19.0,47.4,127.0,6.7,1.0,0.0,1.0,2.0,9.0,0.0,0.0,1.0,10.0,10.0,5.0,QB,8,2016,KC
25.0,Russell Wilson,22.0,34.0,64.7,253.0,7.4,0.0,1.0,1.0,3.0,11.0,0.0,0.0,1.0,9.2,9.2,90.4,QB,8,2016,SEA
26.0,Brock Osweiler,20.0,29.0,69.0,186.0,6.4,1.0,1.0,3.0,3.0,-3.0,0.0,0.0,1.0,9.1,9.1,0.0,QB,8,2016,HOU
27.0,Trevor Siemian,20.0,38.0,52.6,276.0,7.3,0.0,1.0,1.0,3.0,-2.0,0.0,1.0,1.0,6.8,6.8,1.1,QB,8,2016,DEN
29.0,Matt Cassel,1.0,1.0,100.0,10.0,10.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.6,0.6,0.0,QB,8,2016,TEN
30.0,Kevin Hogan,2.0,2.0,100.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.2,0.0,QB,8,2016,CLE
132.0,Jimmy Garoppolo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,0.0,0.0,1.0,-0.1,-0.1,23.3,QB,8,2016,NE
