rank,player,fg,fg_att,fg_pct,long,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1.0,Mason Crosby,2.0,2.0,100.0,43.0,0.0,0.0,1.0,1.0,0.0,5.0,5.0,1.0,12.0,12.0,40.7,GB,K,1,2020
2.0,Josh Lambo,2.0,2.0,100.0,50.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,12.0,12.0,3.2,FA,K,1,2020
3.0,Matt Prater,3.0,4.0,75.0,44.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,12.0,12.0,52.8,ARI,K,1,2020
4.0,Joey Slye,3.0,3.0,100.0,47.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,12.0,12.0,1.6,WAS,K,1,2020
5.0,Daniel Carlson,2.0,2.0,100.0,54.0,0.0,1.0,0.0,0.0,1.0,4.0,4.0,1.0,12.0,12.0,74.3,LV,K,1,2020
6.0,Michael Badgley,3.0,4.0,75.0,43.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,11.0,11.0,19.9,IND,K,1,2020
7.0,Harrison Butker,2.0,2.0,100.0,29.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0,10.0,10.0,76.6,KC,K,1,2020
8.0,Robbie Gould,2.0,2.0,100.0,52.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,10.0,10.0,22.5,SF,K,1,2020
9.0,Dustin Hopkins,2.0,3.0,66.7,40.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,1.0,10.0,10.0,14.5,LAC,K,1,2020
10.0,Wil Lutz,2.0,2.0,100.0,29.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,1.0,10.0,10.0,3.3,NO,K,1,2020
11.0,Randy Bullock,2.0,3.0,66.7,50.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,10.8,TEN,K,1,2020
12.0,Tyler Bass,2.0,4.0,50.0,22.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,9.0,9.0,84.8,BUF,K,1,2020
13.0,Younghoe Koo,2.0,2.0,100.0,49.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,9.0,9.0,40.9,ATL,K,1,2020
14.0,Chris Boswell,2.0,2.0,100.0,41.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,1.0,9.0,9.0,51.0,PIT,K,1,2020
15.0,Jason Myers,1.0,1.0,100.0,42.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,1.0,9.0,9.0,22.1,SEA,K,1,2020
