rank,player,field_goal,field_goal_att,pct,lg,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Tyler Bass,6,8,75.0,53,0,1,1,3,1,0,0,1,23.0,23.0,84.8,BUF,K,7,2020
2,Matt Prater,3,4,75.0,51,0,0,0,1,2,2,2,1,16.0,16.0,52.8,ARI,K,7,2020
3,Zane Gonzalez,3,4,75.0,49,0,0,0,3,0,4,4,1,16.0,16.0,2.6,CAR,K,7,2020
4,Harrison Butker,3,3,100.0,40,0,1,1,1,0,4,5,1,14.0,14.0,76.6,KC,K,7,2020
5,Jason Myers,2,2,100.0,44,0,0,0,2,0,4,4,1,12.0,12.0,22.1,SEA,K,7,2020
6,Wil Lutz,2,2,100.0,43,0,0,0,2,0,3,3,1,11.0,11.0,3.3,NO,K,7,2020
7,Robbie Gould,2,2,100.0,41,0,0,1,1,0,3,4,1,10.0,10.0,22.5,SF,K,7,2020
8,Randy Bullock,2,2,100.0,37,0,1,1,0,0,4,4,1,10.0,10.0,10.8,TEN,K,7,2020
9,Ryan Succop,1,1,100.0,29,0,1,0,0,0,6,6,1,9.0,9.0,57.4,TB,K,7,2020
10,Daniel Carlson,2,2,100.0,42,0,0,1,1,0,2,2,1,9.0,9.0,74.3,LV,K,7,2020
11,Michael Badgley,2,3,66.7,35,0,0,2,0,0,3,4,1,9.0,9.0,19.9,IND,K,7,2020
12,Chris Boswell,2,2,100.0,38,0,0,2,0,0,3,3,1,9.0,9.0,51.0,PIT,K,7,2020
13,Stephen Gostkowski,1,2,50.0,51,0,0,0,0,1,3,3,1,8.0,8.0,0.1,FA,K,7,2020
14,Ka'imi Fairbairn,2,3,66.7,38,0,1,1,0,0,2,2,1,8.0,8.0,0.8,HOU,K,7,2020
15,Nick Folk,2,2,100.0,41,0,0,0,2,0,0,0,1,8.0,8.0,81.8,NE,K,7,2020
16,Cody Parkey,1,1,100.0,43,0,0,0,1,0,4,5,1,8.0,8.0,0.4,FA,K,7,2020
