rank,player,fg,fg_att,fg_pct,long,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Mike Nugent,4,4,100.0,37,0,0,4,0,0,2,2,1,14.0,14.0,1.0,FA,K,14,2020
2,Rodrigo Blankenship,3,3,100.0,35,0,2,1,0,0,5,5,1,14.0,14.0,4.1,IND,K,14,2020
3,Greg Zuerlein,3,3,100.0,55,0,1,1,0,1,3,3,1,14.0,14.0,74.2,DAL,K,14,2020
4,Dustin Hopkins,3,4,75.0,51,0,1,1,0,1,2,2,1,13.0,13.0,14.5,LAC,K,14,2020
5,Jason Myers,2,2,100.0,41,0,1,0,1,0,4,5,1,11.0,11.0,22.1,SEA,K,14,2020
6,Cairo Santos,2,2,100.0,39,0,0,2,0,0,4,4,1,10.0,10.0,2.1,CHI,K,14,2020
7,Jason Sanders,2,3,66.7,44,0,0,1,1,0,3,3,1,10.0,10.0,22.6,MIA,K,14,2020
8,Daniel Carlson,2,2,100.0,25,0,2,0,0,0,3,3,1,9.0,9.0,74.3,LV,K,14,2020
9,Mason Crosby,1,1,100.0,57,0,0,0,0,1,4,4,1,9.0,9.0,40.7,GB,K,14,2020
10,Ryan Succop,2,2,100.0,48,1,0,0,1,0,2,3,1,9.0,9.0,57.4,TB,K,14,2020
11,Stephen Gostkowski,1,1,100.0,53,0,0,0,0,1,4,4,1,9.0,9.0,0.1,FA,K,14,2020
12,Justin Tucker,1,1,100.0,55,0,0,0,0,1,4,5,1,9.0,9.0,98.0,BAL,K,14,2020
13,Joey Slye,2,2,100.0,35,0,1,1,0,0,3,3,1,9.0,9.0,1.6,WAS,K,14,2020
14,Michael Badgley,2,2,100.0,43,0,0,1,1,0,2,2,1,9.0,9.0,19.9,IND,K,14,2020
15,Harrison Butker,1,1,100.0,46,0,0,0,1,0,4,4,1,8.0,8.0,76.6,KC,K,14,2020
16,Tyler Bass,2,2,100.0,34,0,1,1,0,0,2,3,1,8.0,8.0,84.8,BUF,K,14,2020
17,Jake Elliott,1,2,50.0,44,0,0,0,1,0,3,3,1,7.0,7.0,22.5,PHI,K,14,2020
18,Matt Gay,1,1,100.0,35,0,0,1,0,0,3,3,1,6.0,6.0,89.8,LAR,K,14,2020
19,Matt Prater,1,1,100.0,32,0,0,1,0,0,3,3,1,6.0,6.0,52.8,ARI,K,14,2020
20,Aldrick Rosas,1,2,50.0,53,0,0,0,0,1,1,1,1,6.0,6.0,1.8,FA,K,14,2020
21,Younghoe Koo,1,1,100.0,45,0,0,0,1,0,2,2,1,6.0,6.0,40.9,ATL,K,14,2020
22,Sergio Castillo,1,4,25.0,45,0,0,0,1,0,0,0,1,4.0,4.0,0.0,NYJ,K,14,2020
23,Cody Parkey,0,1,0.0,0,0,0,0,0,0,4,5,1,4.0,4.0,0.4,FA,K,14,2020
24,Wil Lutz,0,2,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,3.3,NO,K,14,2020
25,Nick Folk,1,1,100.0,29,0,1,0,0,0,0,0,1,3.0,3.0,81.8,NE,K,14,2020
26,Brandon McManus,0,0,0.0,0,0,0,0,0,0,2,4,1,2.0,2.0,44.3,DEN,K,14,2020
27,Robbie Gould,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,22.5,SF,K,14,2020
28,Ka'imi Fairbairn,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.8,HOU,K,14,2020
29,Austin Seibert,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.1,DET,K,14,2020
30,Graham Gano,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,31.4,NYG,K,14,2020
31,Chris Boswell,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,51.0,PIT,K,14,2020
32,Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,JAC,K,14,2020
33,Greg Joseph,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,69.1,MIN,K,14,2020
34,Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,CLE,K,14,2020
35,Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,NYJ,K,14,2020
36,Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.7,LAC,K,14,2020
37,Sam Ficken,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,TEN,K,14,2020
38,Zane Gonzalez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.6,CAR,K,14,2020
39,Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,7.1,CLE,K,14,2020
40,Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,34.2,CIN,K,14,2020
41,Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,DET,K,14,2020
42,Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TB,K,14,2020
43,Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,NE,K,14,2020
44,Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,DAL,K,14,2020
45,Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,6.6,WAS,K,14,2020
46,Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,K,14,2020
47,Dominik Eberle,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,GB,K,14,2020
48,Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,IND,K,14,2020
49,JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,GB,K,14,2020
50,Sam Sloman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,K,14,2020
51,Matt Ammendola,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,NYJ,K,14,2020
52,Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,CAR,K,14,2020
53,Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,LAR,K,14,2020
54,Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYJ,K,14,2020
55,Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,K,14,2020
56,Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYJ,K,14,2020
57,Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,ATL,K,14,2020
58,Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,SF,K,14,2020
59,Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,CAR,K,14,2020
60,Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DAL,K,14,2020
61,Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TB,K,14,2020
62,Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,CLE,K,14,2020
63,MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,SF,K,14,2020
64,Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYG,K,14,2020
65,Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,33.3,MIA,K,14,2020
66,Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,SF,K,14,2020
67,Randy Bullock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,10.8,TEN,K,14,2020
68,Giorgio Tavecchio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,TEN,K,14,2020
69,Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,WAS,K,14,2020
70,Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,ATL,K,14,2020
71,Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DAL,K,14,2020
72,Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,WAS,K,14,2020
73,Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0,LAR,K,14,2020
74,Dan Bailey,0,3,0.0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,FA,K,14,2020
