rank,player,field_goal,field_goal_att,pct,lg,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Harrison Butker,5,5,100.0,48,0,2,2,1,0,1,1,1,17.0,17.0,76.6,KC,K,13,2020
2,Jason Sanders,4,4,100.0,48,1,2,0,1,0,1,1,1,14.0,14.0,22.6,MIA,K,13,2020
3,Dustin Hopkins,3,3,100.0,49,0,0,0,3,0,2,2,1,14.0,14.0,14.5,LAC,K,13,2020
4,Cody Parkey,2,2,100.0,43,0,1,0,1,0,5,5,1,12.0,12.0,0.4,FA,K,13,2020
5,Younghoe Koo,3,3,100.0,53,0,1,1,0,1,1,1,1,12.0,12.0,40.9,ATL,K,13,2020
6,Ka'imi Fairbairn,2,3,66.7,52,0,0,1,0,1,2,2,1,10.0,10.0,0.8,HOU,K,13,2020
7,Tyler Bass,2,2,100.0,37,0,1,1,0,0,4,4,1,10.0,10.0,84.8,BUF,K,13,2020
8,Justin Tucker,2,3,66.7,35,0,1,1,0,0,4,4,1,10.0,10.0,98.0,BAL,K,13,2020
9,Nick Folk,1,1,100.0,32,0,0,1,0,0,6,6,1,9.0,9.0,81.8,NE,K,13,2020
10,Matt Gay,1,2,50.0,39,0,0,1,0,0,5,5,1,8.0,8.0,89.8,LAR,K,13,2020
11,Dan Bailey,2,3,66.7,48,0,1,0,1,0,1,3,1,8.0,8.0,0.0,FA,K,13,2020
12,Daniel Carlson,1,1,100.0,48,0,0,0,1,0,4,4,1,8.0,8.0,74.3,LV,K,13,2020
13,Rodrigo Blankenship,1,1,100.0,42,0,0,0,1,0,3,3,1,7.0,7.0,4.1,IND,K,13,2020
14,Robbie Gould,1,1,100.0,45,0,0,0,1,0,3,3,1,7.0,7.0,22.5,SF,K,13,2020
15,Cairo Santos,1,1,100.0,45,0,0,0,1,0,3,4,1,7.0,7.0,2.1,CHI,K,13,2020
16,Mason Crosby,1,1,100.0,40,0,0,0,1,0,3,4,1,7.0,7.0,40.7,GB,K,13,2020
17,Jake Elliott,1,1,100.0,52,0,0,0,0,1,1,2,1,6.0,6.0,22.5,PHI,K,13,2020
18,Brandon McManus,1,2,50.0,53,0,0,0,0,1,1,1,1,6.0,6.0,44.3,DEN,K,13,2020
19,Matthew Wright,1,1,100.0,37,0,0,1,0,0,2,2,1,5.0,5.0,0.2,JAC,K,13,2020
20,Greg Zuerlein,1,4,25.0,31,0,0,1,0,0,2,2,1,5.0,5.0,74.2,DAL,K,13,2020
21,Graham Gano,1,1,100.0,48,0,0,0,1,0,0,1,1,4.0,4.0,31.4,NYG,K,13,2020
22,Zane Gonzalez,0,1,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,2.6,CAR,K,13,2020
23,Matt Prater,0,0,0.0,0,0,0,0,0,0,4,5,1,4.0,4.0,52.8,ARI,K,13,2020
24,Chase McLaughlin,1,2,50.0,22,0,1,0,0,0,1,2,1,4.0,4.0,7.1,CLE,K,13,2020
25,Jason Myers,1,1,100.0,31,0,0,1,0,0,1,1,1,4.0,4.0,22.1,SEA,K,13,2020
26,Stephen Gostkowski,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.1,FA,K,13,2020
27,Wil Lutz,0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,3.3,NO,K,13,2020
28,Sergio Castillo,0,0,0.0,0,0,0,0,0,0,2,3,1,2.0,2.0,0.0,NYJ,K,13,2020
29,Randy Bullock,0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,10.8,TEN,K,13,2020
30,Michael Badgley,0,2,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,19.9,IND,K,13,2020
31,Greg Joseph,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,69.1,MIN,K,13,2020
32,Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,CLE,K,13,2020
33,Austin Seibert,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,DET,K,13,2020
34,Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.7,LAC,K,13,2020
35,Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,NYJ,K,13,2020
36,Sam Ficken,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,TEN,K,13,2020
37,Joey Slye,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.6,WAS,K,13,2020
38,Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,34.2,CIN,K,13,2020
39,Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,DET,K,13,2020
40,Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TB,K,13,2020
41,Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,NE,K,13,2020
42,Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,DAL,K,13,2020
43,Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,6.6,WAS,K,13,2020
44,Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,K,13,2020
45,Dominik Eberle,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,GB,K,13,2020
46,Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,IND,K,13,2020
47,JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,GB,K,13,2020
48,Sam Sloman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,K,13,2020
49,Matt Ammendola,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,NYJ,K,13,2020
50,Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,CAR,K,13,2020
51,Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,LAR,K,13,2020
52,Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYJ,K,13,2020
53,Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,K,13,2020
54,Ryan Succop,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,57.4,TB,K,13,2020
55,Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYJ,K,13,2020
56,Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,ATL,K,13,2020
57,Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,SF,K,13,2020
58,Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,CAR,K,13,2020
59,Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DAL,K,13,2020
60,Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TB,K,13,2020
61,Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,CLE,K,13,2020
62,MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,SF,K,13,2020
63,Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYG,K,13,2020
64,Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,33.3,MIA,K,13,2020
65,Chris Boswell,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,51.0,PIT,K,13,2020
66,Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,SF,K,13,2020
67,Giorgio Tavecchio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,TEN,K,13,2020
68,Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,WAS,K,13,2020
69,Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,ATL,K,13,2020
70,Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DAL,K,13,2020
71,Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,WAS,K,13,2020
72,Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0,LAR,K,13,2020
