rank,player,fg,fg_att,fg_pct,long,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1.0,Ryan Succop,4.0,4.0,100.0,43.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,15.0,15.0,57.4,TB,K,8,2020
2.0,Michael Badgley,3.0,3.0,100.0,52.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,1.0,15.0,15.0,19.9,IND,K,8,2020
3.0,Cairo Santos,3.0,3.0,100.0,51.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,14.0,14.0,2.1,CHI,K,8,2020
4.0,Wil Lutz,4.0,5.0,80.0,39.0,0.0,1.0,3.0,0.0,0.0,2.0,2.0,1.0,14.0,14.0,3.3,NO,K,8,2020
5.0,Greg Zuerlein,3.0,4.0,75.0,59.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,13.0,13.0,74.2,DAL,K,8,2020
6.0,Younghoe Koo,4.0,4.0,100.0,37.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,13.0,13.0,40.9,ATL,K,8,2020
7.0,Sergio Castillo,3.0,4.0,75.0,55.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,12.0,12.0,0.0,NYJ,K,8,2020
8.0,Daniel Carlson,3.0,4.0,75.0,33.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,74.3,LV,K,8,2020
9.0,Justin Tucker,1.0,1.0,100.0,51.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,8.0,8.0,98.0,BAL,K,8,2020
10.0,Jason Myers,1.0,1.0,100.0,48.0,0.0,0.0,0.0,1.0,0.0,4.0,5.0,1.0,8.0,8.0,22.1,SEA,K,8,2020
11.0,Nick Folk,2.0,2.0,100.0,43.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,8.0,8.0,81.8,NE,K,8,2020
12.0,Randy Bullock,1.0,1.0,100.0,33.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,1.0,7.0,7.0,10.8,TEN,K,8,2020
