Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Golden Tate(FA),8,10,145,18.1,66,2,1,0,0,0,0,1,20.5,20.5,0.1%
2,Tyler Lockett(SEA),5,6,63,12.6,40,1,0,1,75,1,0,1,19.8,19.8,97.5%
3,Jordy Nelson(FA),8,10,118,14.8,32,3,1,0,0,0,0,1,17.8,17.8,0.1%
4,Albert Wilson(MIA),4,4,48,12.0,21,1,0,1,55,1,0,1,16.3,16.3,0.8%
5,Brandon LaFell(FA),5,7,95,19.0,44,2,1,0,0,0,0,1,15.5,15.5,0.0%
6,T.Y. Hilton(IND),9,10,146,16.2,34,3,0,0,0,0,0,1,14.6,14.6,16.8%
7,Ted Ginn Jr.(FA),5,6,80,16.0,55,1,1,1,6,0,0,1,14.6,14.6,0.0%
8,Dez Bryant(FA),4,6,84,21.0,56,1,1,0,0,0,0,1,14.4,14.4,2.6%
9,Michael Crabtree(FA),7,11,74,10.6,19,0,1,0,0,0,0,1,13.4,13.4,0.0%
10,Kenny Britt(FA),2,6,67,33.5,66,1,1,0,0,0,0,1,12.7,12.7,0.0%
11,Robby Anderson(CAR),4,12,61,15.3,40,1,1,0,0,0,0,1,12.1,12.1,42.2%
12,Amari Cooper(DAL),2,4,59,29.5,37,2,1,1,0,0,0,1,11.9,11.9,97.7%
13,Breshad Perriman(TB),2,3,59,29.5,53,1,1,0,0,0,0,1,11.9,11.9,2.5%
14,DeAndre Hopkins(ARI),3,8,58,19.3,44,1,1,0,0,0,0,1,11.8,11.8,69.3%
15,Antonio Brown(FA),6,7,54,9.0,22,1,1,0,0,0,0,1,11.4,11.4,84.1%
16,Julio Jones(TEN),7,9,113,16.1,21,3,0,0,0,0,0,1,11.3,11.3,60.7%
17,Dontrelle Inman(FA),2,5,49,24.5,35,1,1,0,0,0,0,1,10.9,10.9,0.0%
