Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Adam Thielen(MIN),12,15,202,16.8,71,3,2,1,4,0,0,1,32.6,32.6,82.7%
2,Jordy Nelson(FA),9,11,154,17.1,48,3,2,0,0,0,0,1,27.4,27.4,0.1%
3,Doug Baldwin(FA),13,19,171,13.2,42,3,1,2,6,0,0,1,23.7,23.7,0.0%
4,Dez Bryant(FA),4,5,70,17.5,25,1,2,0,0,0,0,1,23.4,23.4,2.6%
5,Sammy Watkins(BAL),7,10,154,22.0,53,3,1,0,0,0,0,1,21.4,21.4,7.0%
6,Cameron Meredith(FA),9,12,135,15.0,32,3,1,0,0,0,0,1,19.5,19.5,0.0%
7,J.J. Nelson(IND),3,7,132,44.0,80,2,1,0,0,0,0,1,19.2,19.2,0.0%
8,Brandon LaFell(FA),6,10,130,21.7,86,1,1,0,0,0,0,1,19.0,19.0,0.0%
9,Steve Smith(FA),7,7,79,11.3,44,1,1,0,0,0,0,1,15.9,15.9,0.0%
10,Mike Evans(TB),7,8,97,13.9,34,1,1,0,0,0,0,1,15.7,15.7,97.8%
11,Antonio Brown(FA),10,11,96,9.6,26,2,1,0,0,0,0,1,15.6,15.6,84.1%
12,Tyreek Hill(KC),0,5,0,0,0,0,0,6,95,1,0,1,15.5,15.5,100.0%
13,Odell Beckham Jr.(LAR),11,20,150,13.6,33,3,0,0,0,0,0,1,15.0,15.0,90.8%
14,Allen Robinson II(CHI),9,12,147,16.3,37,3,0,0,0,0,0,1,14.7,14.7,53.7%
15,DeVante Parker(MIA),4,7,85,21.3,56,1,1,0,0,0,0,1,14.5,14.5,64.3%
16,Marqise Lee(FA),3,7,37,12.3,21,1,1,0,0,0,0,1,14.5,14.5,0.0%
17,T.Y. Hilton(IND),4,9,105,26.3,39,2,0,0,0,0,0,1,12.5,12.5,16.8%
18,Tyrell Williams(FA),4,9,64,16.0,27,2,1,0,0,0,0,1,12.4,12.4,4.8%
19,Kelvin Benjamin(FA),4,8,63,15.8,26,1,1,0,0,0,0,1,12.3,12.3,0.1%
20,Rod Streater(FA),6,7,63,10.5,17,0,1,0,0,0,0,1,12.3,12.3,0.1%
21,Sterling Shepard(NYG),7,11,61,8.7,13,0,1,1,2,0,0,1,12.3,12.3,23.7%
22,DeSean Jackson(LV),5,7,114,22.8,57,3,0,0,0,0,0,1,11.4,11.4,4.4%
23,Nelson Agholor(NE),2,5,47,23.5,40,1,1,1,5,0,0,1,11.2,11.2,13.6%
24,Davante Adams(GB),4,7,44,11.0,20,1,1,0,0,0,0,1,10.4,10.4,100.0%
25,Paul Richardson Jr.(FA),4,5,42,10.5,16,0,1,0,0,0,0,1,10.2,10.2,0.0%
26,Tavon Austin(JAC),2,7,14,7.0,15,0,0,3,26,1,0,1,10.0,10.0,0.1%
27,Michael Thomas(NO),6,8,98,16.3,46,1,0,0,0,0,0,1,9.8,9.8,20.6%
28,Brandin Cooks(HOU),5,9,98,19.6,42,2,0,0,0,0,0,1,9.8,9.8,92.7%
29,Jermaine Kearse(FA),4,9,37,9.3,16,0,1,0,0,0,0,1,9.7,9.7,0.0%
30,Kenny Stills(NO),3,8,35,11.7,17,0,1,0,0,0,0,1,9.5,9.5,0.1%
31,Pierre Garcon(FA),4,5,94,23.5,46,2,0,0,0,0,0,1,9.4,9.4,0.0%
32,Deonte Thompson(FA),3,4,34,11.3,18,0,1,0,0,0,0,1,9.4,9.4,0.0%
33,Andre Holmes(FA),3,5,33,11.0,22,1,1,0,0,0,0,1,9.3,9.3,0.0%
34,Alshon Jeffery(FA),5,10,92,18.4,37,1,0,0,0,0,0,1,9.2,9.2,0.1%
35,Rishard Matthews(FA),3,9,31,10.3,14,0,1,0,0,0,0,1,9.1,9.1,0.0%
36,Michael Crabtree(FA),7,10,90,12.9,35,1,0,0,0,0,0,1,9.0,9.0,0.0%
37,Donte Moncrief(FA),2,3,30,15.0,24,1,1,0,0,0,0,1,9.0,9.0,0.0%
38,Eli Rogers(FA),4,5,84,21.0,39,2,0,1,6,0,0,1,9.0,9.0,0.0%
39,Julian Edelman(FA),5,8,89,17.8,35,2,0,0,0,0,0,1,8.9,8.9,13.1%
40,Stefon Diggs(BUF),4,6,29,7.3,13,0,1,0,0,0,0,1,8.9,8.9,100.0%
41,Victor Cruz(FA),8,13,84,10.5,29,1,0,0,0,0,0,1,8.4,8.4,0.1%
42,Brice Butler(FA),1,1,21,21.0,21,1,1,0,0,0,0,1,8.1,8.1,0.0%
43,Travis Benjamin(SF),3,4,75,25.0,50,1,0,0,0,0,0,1,7.5,7.5,0.0%
