Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Julian Edelman(FA),8,13,151,18.9,77,2,1,1,6,0,0,1,23.7,23.7,13.1%
2,Michael Thomas(NO),10,14,156,15.6,29,4,1,0,0,0,0,1,21.6,21.6,20.6%
3,Rishard Matthews(FA),9,13,114,12.7,50,2,1,0,0,0,0,1,17.4,17.4,0.0%
4,Davante Adams(GB),6,9,31,5.2,9,0,2,0,0,0,0,1,17.1,17.1,100.0%
5,Julio Jones(TEN),7,9,96,13.7,23,2,1,0,0,0,0,1,15.6,15.6,60.7%
6,Kelvin Benjamin(FA),6,7,93,15.5,47,1,1,0,0,0,0,1,15.3,15.3,0.1%
7,Geronimo Allison(FA),4,6,91,22.8,39,2,1,0,0,0,0,1,15.1,15.1,0.0%
8,Golden Tate(FA),6,10,77,12.8,24,1,1,1,7,0,0,1,14.4,14.4,0.1%
9,Jarvis Landry(CLE),9,12,76,8.4,14,0,1,0,0,0,0,1,13.6,13.6,72.5%
10,Mike Evans(TB),5,11,65,13.0,22,1,1,0,0,0,0,1,12.5,12.5,97.8%
11,DeAndre Hopkins(ARI),7,11,123,17.6,51,2,0,0,0,0,0,1,12.3,12.3,69.3%
12,Anquan Boldin(FA),4,6,57,14.3,35,1,1,0,0,0,0,1,11.7,11.7,0.1%
13,Cobi Hamilton(FA),3,4,54,18.0,26,1,1,0,0,0,0,1,11.4,11.4,0.0%
14,Larry Fitzgerald(FA),5,7,43,8.6,22,1,1,0,0,0,0,1,10.3,10.3,0.3%
15,Justin Hardy(FA),4,7,43,10.8,17,0,1,0,0,0,0,1,10.3,10.3,0.0%
16,Cameron Meredith(FA),4,6,61,15.3,31,1,0,0,0,0,0,1,10.2,10.2,0.0%
17,Kenny Stills(NO),4,7,41,10.3,25,1,1,0,0,0,0,1,10.1,10.1,0.1%
18,Amari Cooper(DAL),4,8,39,9.8,32,1,1,0,0,0,0,1,9.9,9.9,97.7%
