Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Amari Cooper(DAL),12,15,173,14.4,34,4,1,0,0,0,0,1,23.3,23.3,97.7%
2,J.J. Nelson(IND),8,12,79,9.9,19,0,2,0,0,0,0,1,19.9,19.9,0.0%
3,Dez Bryant(FA),4,14,113,28.3,53,3,1,0,0,0,0,1,17.3,17.3,2.6%
4,Jamison Crowder(NYJ),9,13,107,11.9,33,2,1,0,0,0,0,1,16.7,16.7,23.6%
5,Tyreek Hill(KC),5,6,98,19.6,49,2,1,1,7,0,0,1,16.5,16.5,100.0%
6,Kendall Wright(FA),4,5,84,21.0,36,2,1,1,15,0,0,1,15.9,15.9,0.0%
7,Allen Hurns(MIA),7,11,98,14.0,31,2,1,0,0,0,0,1,15.8,15.8,0.0%
8,Jordy Nelson(FA),4,9,94,23.5,58,2,1,0,0,0,0,1,15.4,15.4,0.1%
9,Quincy Enunwa(FA),4,11,93,23.3,57,2,1,0,0,0,0,1,15.3,15.3,0.0%
10,Andrew Hawkins(FA),5,9,31,6.2,17,0,2,0,0,0,0,1,15.1,15.1,0.0%
11,Chris Hogan(FA),4,4,91,22.8,53,1,1,0,0,0,0,1,15.1,15.1,0.0%
12,Mohamed Sanu Sr.(SF),9,10,84,9.3,14,0,1,0,0,0,0,1,14.4,14.4,0.1%
13,Stefon Diggs(BUF),8,13,76,9.5,25,1,1,0,0,0,0,1,13.6,13.6,100.0%
14,Seth Roberts(FA),3,7,69,23.0,41,1,1,0,0,0,0,1,12.9,12.9,0.0%
15,Taylor Gabriel(FA),3,3,68,22.7,47,1,1,0,0,0,0,1,12.8,12.8,0.1%
16,Jordan Matthews(SF),11,15,65,5.9,13,0,1,0,0,0,0,1,12.5,12.5,0.0%
17,Alshon Jeffery(FA),4,8,63,15.8,34,1,1,0,0,0,0,1,12.3,12.3,0.1%
18,A.J. Green(ARI),9,18,121,13.4,40,1,0,0,0,0,0,1,12.1,12.1,51.8%
19,Terrelle Pryor Sr.(FA),6,12,101,16.8,35,2,0,0,0,0,0,1,12.1,12.1,0.0%
20,John Brown(FA),4,4,49,12.3,17,0,1,0,0,0,0,1,10.9,10.9,1.3%
21,Michael Crabtree(FA),8,16,108,13.5,45,1,0,0,0,0,0,1,10.8,10.8,0.0%
22,Travis Benjamin(SF),3,9,44,14.7,18,0,1,0,0,0,0,1,10.4,10.4,0.0%
23,Brandin Cooks(HOU),4,6,44,11.0,20,1,1,0,0,0,0,1,10.4,10.4,92.7%
24,Jeremy Maclin(FA),3,10,43,14.3,28,1,1,0,0,0,0,1,10.3,10.3,0.0%
25,Donte Moncrief(FA),4,9,41,10.3,15,0,1,1,-1,0,0,1,10.0,10.0,0.0%
26,Rishard Matthews(FA),4,4,38,9.5,16,0,1,0,0,0,0,1,9.8,9.8,0.0%
27,Julian Edelman(FA),4,8,37,9.3,12,0,1,1,0,0,0,1,9.7,9.7,13.1%
28,Jeff Janis(FA),4,4,30,7.5,10,0,1,0,0,0,0,1,9.0,9.0,0.0%
29,Danny Amendola(HOU),3,4,29,9.7,15,0,1,0,0,0,0,1,8.9,8.9,0.1%
30,Russell Shepard(FA),2,3,24,12.0,19,0,1,0,0,0,0,1,8.4,8.4,0.0%
31,Trevor Davis(FA),3,4,24,8.0,9,0,1,0,0,0,0,1,8.4,8.4,0.0%
32,Geronimo Allison(FA),2,4,21,10.5,17,0,1,0,0,0,0,1,8.1,8.1,0.0%
33,Demaryius Thomas(FA),5,10,79,15.8,40,1,0,0,0,0,0,1,7.9,7.9,0.1%
34,Larry Fitzgerald(FA),10,11,74,7.4,11,0,0,0,0,0,0,1,7.4,7.4,0.3%
35,Davante Adams(GB),12,14,74,6.2,22,1,0,0,0,0,0,1,7.4,7.4,100.0%
36,Bryan Walters(FA),2,2,14,7.0,7,0,1,0,0,0,0,1,7.4,7.4,0.0%
37,Kelvin Benjamin(FA),2,5,73,36.5,50,2,0,0,0,0,0,1,7.3,7.3,0.1%
38,Dontrelle Inman(FA),4,7,72,18.0,37,1,0,0,0,0,0,1,7.2,7.2,0.0%
39,Mike Evans(TB),4,11,50,12.5,18,0,0,0,0,0,0,1,7.0,7.0,97.8%
40,Allen Robinson II(CHI),6,15,70,11.7,21,1,0,0,0,0,0,1,7.0,7.0,53.7%
41,Brandon Marshall(FA),4,9,68,17.0,31,2,0,0,0,0,0,1,6.8,6.8,2.6%
42,Emmanuel Sanders(BUF),4,10,68,17.0,37,1,0,0,0,0,0,1,6.8,6.8,46.6%
43,Pierre Garcon(FA),6,7,67,11.2,23,1,0,0,0,0,0,1,6.7,6.7,0.0%
