Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Chris Hogan(FA),5,7,129,25.8,79,2,1,2,7,0,0,1,19.6,19.6,0.0%
2,J.J. Nelson(IND),1,2,8,8.0,8,0,1,1,56,1,0,1,18.4,18.4,0.0%
3,T.Y. Hilton(IND),9,13,115,12.8,35,1,1,0,0,0,0,1,17.5,17.5,16.8%
4,Davante Adams(GB),4,6,104,26.0,66,2,1,0,0,0,0,1,16.4,16.4,100.0%
5,DeSean Jackson(LV),3,4,102,34.0,80,2,1,0,0,0,0,1,16.2,16.2,4.4%
6,Jordy Nelson(FA),6,7,41,6.8,11,0,2,0,0,0,0,1,16.1,16.1,0.1%
7,Emmanuel Sanders(BUF),11,14,100,9.1,17,0,1,0,0,0,0,1,16.0,16.0,46.6%
8,Kenny Stills(NO),6,7,97,16.2,29,2,1,0,0,0,0,1,15.7,15.7,0.1%
9,Odell Beckham Jr.(LAR),4,9,94,23.5,61,1,1,0,0,0,0,1,15.4,15.4,90.8%
10,Ty Montgomery(NO),3,4,45,15.0,24,1,0,9,41,1,0,1,14.6,14.6,0.6%
11,Taylor Gabriel(FA),3,6,82,27.3,64,1,1,1,0,0,0,1,14.2,14.2,0.1%
12,Terrance Williams(FA),5,6,76,15.2,31,1,1,0,0,0,0,1,13.6,13.6,0.0%
13,Cameron Meredith(FA),6,8,72,12.0,31,1,1,0,0,0,0,1,13.2,13.2,0.0%
14,Dontrelle Inman(FA),6,7,71,11.8,20,1,1,0,0,0,0,1,13.1,13.1,0.0%
15,Demaryius Thomas(FA),10,16,126,12.6,34,1,0,0,0,0,0,1,12.6,12.6,0.1%
16,Pierre Garcon(FA),5,6,59,11.8,16,0,1,0,0,0,0,1,11.9,11.9,0.0%
17,Sammy Watkins(BAL),4,6,54,13.5,18,0,1,0,0,0,0,1,11.4,11.4,7.0%
18,Marqise Lee(FA),5,8,113,22.6,39,3,0,0,0,0,0,1,11.3,11.3,0.0%
19,Robby Anderson(CAR),6,11,99,16.5,40,2,0,2,12,0,0,1,11.1,11.1,42.2%
20,Anquan Boldin(FA),3,6,49,16.3,23,1,1,0,0,0,0,1,10.9,10.9,0.1%
21,Tyreek Hill(KC),6,6,66,11.0,36,1,1,1,2,0,1,1,10.8,10.8,100.0%
22,Adam Thielen(MIN),4,5,101,25.3,41,3,0,0,0,0,0,1,10.1,10.1,82.7%
23,Malcolm Mitchell(FA),4,5,41,10.3,34,1,1,0,0,0,0,1,10.1,10.1,0.0%
24,Devin Funchess(FA),2,5,33,16.5,27,1,1,0,0,0,0,1,9.3,9.3,0.0%
25,Bryan Walters(FA),4,4,31,7.8,14,0,1,0,0,0,0,1,9.1,9.1,0.0%
26,Tyler Boyd(CIN),6,6,49,8.2,11,0,0,2,40,0,0,1,8.9,8.9,71.3%
27,Tavon Austin(JAC),7,11,62,8.9,17,0,0,2,27,0,0,1,8.9,8.9,0.1%
28,Willie Snead IV(FA),6,8,85,14.2,29,2,0,0,0,0,0,1,8.5,8.5,0.1%
29,Jarvis Landry(CLE),4,6,103,25.8,71,1,0,0,0,0,1,1,8.3,8.3,72.5%
30,Kenny Britt(FA),7,12,82,11.7,28,1,0,0,0,0,0,1,8.2,8.2,0.0%
31,Jeff Janis(FA),0,0,0,0,0,0,0,1,19,1,0,1,7.9,7.9,0.0%
32,Jordan Matthews(SF),8,10,79,9.9,16,0,0,0,0,0,0,1,7.9,7.9,0.0%
33,Antonio Brown(FA),5,11,78,15.6,40,2,0,0,0,0,0,1,7.8,7.8,84.1%
34,Julian Edelman(FA),7,15,73,10.4,28,1,0,0,0,0,0,1,7.3,7.3,13.1%
35,Chris Conley(HOU),2,3,70,35.0,39,2,0,0,0,0,0,1,7.0,7.0,0.4%
36,Brittan Golden(FA),1,1,9,9.0,9,0,1,0,0,0,0,1,6.9,6.9,0.0%
37,Justin Hardy(FA),2,2,9,4.5,6,0,1,0,0,0,0,1,6.9,6.9,0.0%
38,Tyrell Williams(FA),2,5,68,34.0,46,2,0,0,0,0,0,1,6.8,6.8,4.8%
39,Marvin Jones Jr.(JAC),4,5,67,16.8,48,1,0,0,0,0,0,1,6.7,6.7,55.4%
40,Brandin Cooks(HOU),5,10,61,12.2,38,1,0,0,0,0,0,1,6.1,6.1,92.7%
41,Golden Tate(FA),6,11,58,9.7,14,0,0,1,-1,0,0,1,5.7,5.7,0.1%
42,Steve Smith(FA),4,6,57,14.3,25,1,0,0,0,0,0,1,5.7,5.7,0.0%
43,Tyler Lockett(SEA),4,6,41,10.3,15,0,0,2,15,0,0,1,5.6,5.6,97.5%
44,Stefon Diggs(BUF),3,5,55,18.3,45,1,0,0,0,0,0,1,5.5,5.5,100.0%
45,Mike Wallace(FA),5,8,52,10.4,20,1,0,0,0,0,0,1,5.2,5.2,0.0%
46,Breshad Perriman(TB),3,4,52,17.3,47,1,0,0,0,0,0,1,5.2,5.2,2.5%
47,Jeremy Kerley(FA),5,8,50,10.0,27,1,0,0,0,0,0,1,5.0,5.0,0.0%
48,Nick Williams(FA),4,5,49,12.3,19,0,0,0,0,0,0,1,4.9,4.9,0.0%
49,Brandon Coleman(FA),5,8,47,9.4,16,0,0,0,0,0,0,1,4.7,4.7,0.0%
50,Doug Baldwin(FA),6,11,46,7.7,10,0,0,0,0,0,0,1,4.6,4.6,0.0%
51,Josh Bellamy(FA),3,7,45,15.0,23,1,0,0,0,0,0,1,4.5,4.5,0.0%
52,Mike Evans(TB),4,8,42,10.5,13,0,0,0,0,0,0,1,4.2,4.2,97.8%
53,Aldrick Robinson(FA),3,6,42,14.0,25,1,0,0,0,0,0,1,4.2,4.2,0.0%
54,Cole Beasley(BUF),4,7,41,10.3,18,0,0,0,0,0,0,1,4.1,4.1,63.2%
55,Sterling Shepard(NYG),3,4,39,13.0,17,0,0,0,0,0,0,1,3.9,3.9,23.7%
56,Jamison Crowder(NYJ),2,5,37,18.5,33,1,0,0,0,0,0,1,3.7,3.7,23.6%
57,DeAndre Hopkins(ARI),2,4,33,16.5,22,1,0,0,0,0,0,1,3.3,3.3,69.3%
58,Randall Cobb(GB),3,3,33,11.0,25,1,0,0,0,0,0,1,3.3,3.3,7.6%
59,Brandon Marshall(FA),3,5,33,11.0,20,1,0,0,0,0,0,1,3.3,3.3,2.6%
60,Quinton Patton(FA),4,6,31,7.8,19,0,0,0,0,0,0,1,3.1,3.1,0.2%
61,Amari Cooper(DAL),5,10,29,5.8,10,0,0,0,0,0,0,1,2.9,2.9,97.7%
62,Quincy Enunwa(FA),3,7,29,9.7,16,0,0,0,0,0,0,1,2.9,2.9,0.0%
63,Robert Woods(LAR),1,3,29,29.0,29,1,0,0,0,0,0,1,2.9,2.9,29.9%
64,Deonte Thompson(FA),2,4,28,14.0,24,1,0,0,0,0,0,1,2.8,2.8,0.0%
65,Corey Coleman(FA),3,11,26,8.7,15,0,0,1,1,0,0,1,2.7,2.7,0.0%
66,Rishard Matthews(FA),1,3,26,26.0,26,1,0,0,0,0,0,1,2.6,2.6,0.0%
67,Ted Ginn Jr.(FA),2,4,21,10.5,11,0,0,2,5,0,0,1,2.6,2.6,0.0%
68,Brandon LaFell(FA),3,6,22,7.3,11,0,0,0,0,0,0,1,2.2,2.2,0.0%
69,Nelson Agholor(NE),2,4,22,11.0,13,0,0,0,0,0,0,1,2.2,2.2,13.6%
70,William Fuller V(MIA),2,4,22,11.0,16,0,0,0,0,0,0,1,2.2,2.2,22.8%
71,Pharoh Cooper(FA),3,3,22,7.3,19,0,0,0,0,0,0,1,2.2,2.2,0.1%
72,Josh Huff(FA),1,2,17,17.0,17,0,0,1,5,0,0,1,2.2,2.2,0.0%
73,Chester Rogers(TEN),1,2,21,21.0,21,1,0,0,0,0,0,1,2.1,2.1,0.6%
74,Michael Crabtree(FA),4,7,21,5.3,12,0,0,0,0,0,0,1,2.1,2.1,0.0%
75,Eli Rogers(FA),3,3,20,6.7,9,0,0,0,0,0,0,1,2.0,2.0,0.0%
