,Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
0,1,Brandon McManus(DEN),6,6,100.0,54,0,2,0,2,2,0,0,1,24.0,24.0,44.3%
1,2,Younghoe Koo(ATL),4,4,100.0,50,0,1,0,2,1,4,4,1,20.0,20.0,40.9%
2,3,Justin Tucker(BAL),3,3,100.0,55,0,0,0,2,1,3,3,1,16.0,16.0,98.0%
3,4,Cairo Santos(CHI),3,3,100.0,55,0,0,2,0,1,2,2,1,13.0,13.0,2.1%
4,5,Randy Bullock(TEN),2,3,66.7,55,0,0,0,1,1,3,3,1,12.0,12.0,10.8%
5,6,Joey Slye(WAS),3,4,75.0,48,0,2,0,1,0,1,1,1,11.0,11.0,1.6%
6,7,Matt Prater(ARI),2,3,66.7,41,0,0,1,1,0,4,4,1,11.0,11.0,52.8%
7,8,Ryan Succop(TB),1,1,100.0,50,0,0,0,0,1,5,5,1,10.0,10.0,57.4%
8,9,Rodrigo Blankenship(IND),1,1,100.0,40,0,0,0,1,0,4,4,1,8.0,8.0,4.1%
9,10,Harrison Butker(KC),2,2,100.0,37,0,0,2,0,0,2,3,1,8.0,8.0,76.6%
10,11,Zane Gonzalez(CAR),1,1,100.0,26,0,1,0,0,0,5,5,1,8.0,8.0,2.6%
11,12,Graham Gano(NYG),2,2,100.0,33,0,1,1,0,0,2,2,1,8.0,8.0,31.4%
12,13,Chris Boswell(PIT),1,1,100.0,35,0,0,1,0,0,5,5,1,8.0,8.0,51.0%
13,14,Dustin Hopkins(LAC),2,3,66.7,35,0,1,1,0,0,1,1,1,7.0,7.0,14.5%
14,15,Robbie Gould(SF),1,1,100.0,49,0,0,0,1,0,3,3,1,7.0,7.0,22.5%
15,16,Nick Folk(NE),2,2,100.0,41,0,0,1,1,0,0,0,1,7.0,7.0,81.8%
16,17,Jason Sanders(MIA),1,1,100.0,24,0,1,0,0,0,3,3,1,6.0,6.0,22.6%
17,18,Tyler Bass(BUF),1,2,50.0,48,0,0,0,1,0,2,2,1,6.0,6.0,84.8%
18,19,Ka'imi Fairbairn(HOU),1,1,100.0,38,0,0,1,0,0,3,4,1,6.0,6.0,0.8%
19,20,Sam Sloman(PIT),1,1,100.0,42,0,0,0,1,0,1,2,1,5.0,5.0,0.0%
20,21,Greg Zuerlein(DAL),1,2,50.0,34,0,0,1,0,0,1,1,1,4.0,4.0,74.2%
21,22,Stephen Gostkowski(FA),0,2,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,0.1%
22,23,Mason Crosby(GB),1,1,100.0,39,0,0,1,0,0,1,1,1,4.0,4.0,40.7%
