,Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
0,1,Rodrigo Blankenship(IND),4,5,80.0,43,0,0,3,1,0,2,2,1,15.0,15.0,4.1%
1,2,Younghoe Koo(ATL),3,3,100.0,52,0,1,0,0,2,0,0,1,13.0,13.0,40.9%
2,3,Stephen Gostkowski(FA),3,3,100.0,40,0,1,0,2,0,1,1,1,12.0,12.0,0.1%
3,4,Michael Badgley(IND),2,2,100.0,44,0,1,0,1,0,4,4,1,11.0,11.0,19.9%
4,5,Chris Boswell(PIT),2,3,66.7,47,0,0,0,2,0,3,3,1,11.0,11.0,51.0%
5,6,Dustin Hopkins(LAC),2,3,66.7,50,0,0,1,0,1,2,2,1,10.0,10.0,14.5%
6,7,Matt Gay(LAR),2,3,66.7,40,0,0,1,1,0,3,3,1,10.0,10.0,89.8%
7,8,Jason Sanders(MIA),2,2,100.0,53,0,0,0,1,1,1,1,1,10.0,10.0,22.6%
8,9,Justin Tucker(BAL),3,3,100.0,30,0,2,1,0,0,1,1,1,10.0,10.0,98.0%
9,10,Ka'imi Fairbairn(HOU),2,2,100.0,46,0,0,1,1,0,3,3,1,10.0,10.0,0.8%
10,11,Joey Slye(WAS),2,2,100.0,56,0,0,1,0,1,2,2,1,10.0,10.0,1.6%
11,12,Nick Folk(NE),2,2,100.0,45,0,0,1,1,0,2,2,1,9.0,9.0,81.8%
12,13,Cody Parkey(FA),2,3,66.7,46,0,1,0,1,0,2,2,1,9.0,9.0,0.4%
13,14,Jason Myers(SEA),2,2,100.0,41,0,1,0,1,0,2,3,1,9.0,9.0,22.1%
14,15,Brandon McManus(DEN),2,2,100.0,47,0,1,0,1,0,2,2,1,9.0,9.0,44.3%
15,16,Mason Crosby(GB),1,1,100.0,26,0,1,0,0,0,4,4,1,7.0,7.0,40.7%
16,17,Daniel Carlson(LV),1,1,100.0,35,0,0,1,0,0,4,4,1,7.0,7.0,74.3%
17,18,Wil Lutz(NO),1,2,50.0,22,0,1,0,0,0,3,3,1,6.0,6.0,3.3%
18,19,Ryan Succop(TB),1,1,100.0,38,0,0,1,0,0,3,3,1,6.0,6.0,57.4%
19,20,Jake Elliott(PHI),1,1,100.0,43,0,0,0,1,0,2,2,1,6.0,6.0,22.5%
20,21,Harrison Butker(KC),0,0,0,0,0,0,0,0,0,5,5,1,5.0,5.0,76.6%
21,22,Randy Bullock(TEN),1,3,33.3,53,0,0,0,0,1,0,1,1,5.0,5.0,10.8%
22,23,Greg Zuerlein(DAL),1,1,100.0,19,1,0,0,0,0,2,3,1,5.0,5.0,74.2%
23,24,Dan Bailey(FA),0,0,0,0,0,0,0,0,0,4,4,1,4.0,4.0,0.0%
24,25,Chase McLaughlin(CLE),1,1,100.0,41,0,0,0,1,0,0,0,1,4.0,4.0,7.1%
25,26,Zane Gonzalez(CAR),0,0,0,0,0,0,0,0,0,3,3,1,3.0,3.0,2.6%
26,27,Sam Ficken(TEN),0,0,0,0,0,0,0,0,0,2,4,1,2.0,2.0,0.1%
27,28,Chris Blewitt(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
28,29,Austin Seibert(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
29,30,Matthew Wright(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
30,31,Ryan Santoso(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
31,32,Eddy Pineiro(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
32,33,Greg Joseph(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.1%
33,34,Cameron Nizialek(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
34,35,Evan McPherson(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.2%
35,36,Riley Patterson(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
36,37,Alex Kessman(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
37,38,Jose Borregales(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
38,39,Quinn Nordin(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
39,40,Chris Naggar(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
40,41,Brian Johnson(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6%
41,42,Jake Verity(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
42,43,Tyler Bass(BUF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.8%
43,44,JJ Molson(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
44,45,Sam Sloman(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
45,46,Matt Ammendola(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
46,47,Lirim Hajrullahu(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
47,48,Austin MacGinnis(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
48,49,Michael Palardy(MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3%
49,50,Parker Douglass(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
50,51,Piotr Czech(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
51,52,Robbie Gould(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5%
52,53,Steven Weatherford(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
53,54,Zac Derr(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
54,55,Ricky Schmit(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
55,56,Matt Prater(ARI),0,1,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,52.8%
56,57,Jason Reda(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
57,58,Andrew Wellock(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
58,59,Carlos Martinez(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
59,60,Garrett Rivas(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
60,61,Graham Gano(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.4%
61,62,MacKenzie Hoambrecker(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
62,63,Mark Hickok(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
63,64,Brett Maher(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9%
64,65,Giorgio Tavecchio(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0%
65,66,Andrew Jacas(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
66,67,Cairo Santos(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1%
67,68,Sergio Castillo(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
68,69,Saverio Rocca(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
69,70,Kai Forbath(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0%
70,71,Clint Stitser(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
71,72,Connor Hughes(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
72,73,Garrett Lindholm(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
73,74,Ty Long(LAC),0,0,0,0,0,0,0,0,0,0,0,1,-2.8,-2.8,0.7%
