,Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
0,1,Mason Crosby(GB),2,2,100.0,43,0,0,1,1,0,5,5,1,12.0,12.0,40.7%
1,2,Josh Lambo(FA),2,2,100.0,50,0,0,0,1,1,3,3,1,12.0,12.0,3.2%
2,3,Matt Prater(ARI),3,4,75.0,44,0,1,1,1,0,2,2,1,12.0,12.0,52.8%
3,4,Joey Slye(WAS),3,3,100.0,47,0,0,1,2,0,1,2,1,12.0,12.0,1.6%
4,5,Daniel Carlson(LV),2,2,100.0,54,0,1,0,0,1,4,4,1,12.0,12.0,74.3%
5,6,Michael Badgley(IND),3,4,75.0,43,0,2,0,1,0,1,1,1,11.0,11.0,19.9%
6,7,Harrison Butker(KC),2,2,100.0,29,1,1,0,0,0,4,4,1,10.0,10.0,76.6%
7,8,Robbie Gould(SF),2,2,100.0,52,0,1,0,0,1,2,2,1,10.0,10.0,22.5%
8,9,Dustin Hopkins(LAC),2,3,66.7,40,0,0,1,1,0,3,3,1,10.0,10.0,14.5%
9,10,Wil Lutz(NO),2,2,100.0,29,0,2,0,0,0,4,4,1,10.0,10.0,3.3%
10,11,Randy Bullock(TEN),2,3,66.7,50,0,0,0,1,1,1,1,1,10.0,10.0,10.8%
11,12,Tyler Bass(BUF),2,4,50.0,22,1,1,0,0,0,3,3,1,9.0,9.0,84.8%
12,13,Younghoe Koo(ATL),2,2,100.0,49,0,0,0,2,0,1,2,1,9.0,9.0,40.9%
13,14,Chris Boswell(PIT),2,2,100.0,41,0,0,1,1,0,2,3,1,9.0,9.0,51.0%
14,15,Jason Myers(SEA),1,1,100.0,42,0,0,0,1,0,5,5,1,9.0,9.0,22.1%
15,16,Justin Tucker(BAL),1,1,100.0,41,0,0,0,1,0,5,5,1,9.0,9.0,98.0%
16,17,Cairo Santos(CHI),2,2,100.0,35,0,1,1,0,0,3,3,1,9.0,9.0,2.1%
17,18,Zane Gonzalez(CAR),1,3,33.3,56,0,0,0,0,1,3,3,1,8.0,8.0,2.6%
18,19,Sam Sloman(PIT),2,3,66.7,35,0,0,2,0,0,2,2,1,8.0,8.0,0.0%
19,20,Rodrigo Blankenship(IND),2,3,66.7,38,0,1,1,0,0,2,2,1,8.0,8.0,4.1%
20,21,Greg Zuerlein(DAL),1,2,50.0,33,0,0,1,0,0,2,2,1,5.0,5.0,74.2%
21,22,Ryan Succop(TB),1,2,50.0,38,0,0,1,0,0,2,2,1,5.0,5.0,57.4%
22,23,Jake Elliott(PHI),1,2,50.0,38,0,0,1,0,0,2,2,1,5.0,5.0,22.5%
23,24,Sam Ficken(TEN),1,1,100.0,31,0,0,1,0,0,2,2,1,5.0,5.0,0.1%
24,25,Graham Gano(NYG),1,1,100.0,21,0,1,0,0,0,1,1,1,4.0,4.0,31.4%
25,26,Jason Sanders(MIA),1,1,100.0,46,0,0,0,1,0,0,0,1,4.0,4.0,22.6%
26,27,Dan Bailey(FA),1,1,100.0,35,0,0,1,0,0,1,1,1,4.0,4.0,0.0%
27,28,Stephen Gostkowski(FA),1,4,25.0,25,0,1,0,0,0,1,2,1,4.0,4.0,0.1%
28,29,Nick Folk(NE),0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,81.8%
29,30,Ka'imi Fairbairn(HOU),0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.8%
30,31,Brandon McManus(DEN),0,0,0,0,0,0,0,0,0,2,2,1,2.0,2.0,44.3%
31,32,Ryan Santoso(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
32,33,Matthew Wright(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
33,34,Austin Seibert(DET),0,1,0.0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.1%
34,35,Chris Blewitt(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
35,36,Matt Gay(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.8%
36,37,Greg Joseph(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.1%
37,38,Ty Long(LAC),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.7%
38,39,Eddy Pineiro(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
39,40,Chase McLaughlin(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1%
40,41,Evan McPherson(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.2%
41,42,Riley Patterson(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
42,43,Alex Kessman(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
43,44,Jose Borregales(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
44,45,Quinn Nordin(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
