Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Julio Jones(TEN),11,17,259,23.5,79,4,1,0,0,0,0,1,31.9,31.9,60.7%
2,A.J. Green(ARI),11,15,224,20.4,81,3,1,0,0,0,0,1,28.4,28.4,51.8%
3,T.Y. Hilton(IND),10,19,150,15.0,42,2,2,0,0,0,1,1,25.0,25.0,16.8%
4,Julian Edelman(FA),8,12,141,17.6,69,1,1,1,4,0,0,1,20.5,20.5,13.1%
5,Odell Beckham Jr.(LAR),11,15,130,11.8,50,1,1,1,9,0,0,1,19.9,19.9,90.8%
6,Mike Evans(TB),4,11,45,11.3,26,1,2,0,0,0,0,1,16.5,16.5,97.8%
7,Cole Beasley(BUF),3,3,42,14.0,24,1,2,0,0,0,0,1,16.2,16.2,63.2%
8,Alshon Jeffery(FA),6,9,95,15.8,27,2,1,0,0,0,0,1,15.5,15.5,0.1%
9,Antonio Brown(FA),9,14,117,13.0,32,1,0,0,0,0,0,1,11.7,11.7,84.1%
10,Chris Hogan(FA),7,9,54,7.7,14,0,1,0,0,0,0,1,11.4,11.4,0.0%
11,Sammy Watkins(BAL),7,12,127,18.1,35,2,0,0,0,0,1,1,10.7,10.7,7.0%
12,Allen Hurns(MIA),5,10,36,7.2,16,0,1,0,0,0,0,1,9.6,9.6,0.0%
13,Dez Bryant(FA),6,8,82,13.7,43,1,0,0,0,0,0,1,8.2,8.2,2.6%
14,Emmanuel Sanders(BUF),4,6,56,14.0,37,1,0,1,13,0,0,1,6.9,6.9,46.6%
15,Randall Cobb(GB),4,5,58,14.5,23,1,0,1,-1,0,0,1,5.7,5.7,7.6%
16,Jarvis Landry(CLE),6,6,55,9.2,20,1,0,0,0,0,0,1,5.5,5.5,72.5%
17,Albert Wilson(MIA),4,8,53,13.3,22,1,0,0,0,0,0,1,5.3,5.3,0.8%
18,Golden Tate(FA),4,5,50,12.5,19,0,0,0,0,0,0,1,5.0,5.0,0.1%
19,DeAndre Hopkins(ARI),4,6,49,12.3,28,1,0,0,0,0,0,1,4.9,4.9,69.3%
20,Robert Woods(LAR),3,4,36,12.0,17,0,0,0,0,0,0,1,3.6,3.6,29.9%
21,Larry Fitzgerald(FA),4,9,34,8.5,13,0,0,0,0,0,0,1,3.4,3.4,0.3%
22,Donte Moncrief(FA),3,4,33,11.0,27,1,0,0,0,0,0,1,3.3,3.3,0.0%
23,Travis Benjamin(SF),1,5,27,27.0,27,1,0,0,0,0,0,1,2.7,2.7,0.0%
24,Jordan Matthews(SF),2,5,23,11.5,17,0,0,0,0,0,0,1,2.3,2.3,0.0%
25,Kenny Stills(NO),3,4,23,7.7,14,0,0,0,0,0,0,1,2.3,2.3,0.1%
26,Mohamed Sanu Sr.(SF),2,3,16,8.0,11,0,0,1,0,0,0,1,1.6,1.6,0.1%
27,Josh Gordon(KC),2,7,15,7.5,9,0,0,0,0,0,0,1,1.5,1.5,1.8%
28,Marquise Goodwin(CHI),0,2,0,0,0,0,0,1,12,0,0,1,1.2,1.2,0.3%
29,Andre Roberts(LAC),2,2,11,5.5,6,0,0,0,0,0,0,1,1.1,1.1,0.1%
30,Ted Ginn Jr.(FA),1,1,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,0.0%
31,Danny Amendola(HOU),3,3,7,2.3,5,0,0,0,0,0,0,1,0.7,0.7,0.1%
32,Davante Adams(GB),1,4,6,6.0,6,0,0,0,0,0,0,1,0.6,0.6,100.0%
33,KJ Hamler(DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
34,Jerry Jeudy(DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.4%
35,John Hightower(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
36,Aaron Fuller(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
37,CeeDee Lamb(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.7%
38,Donovan Peoples-Jones(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3%
39,Devin Duvernay(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4%
40,Brandon Aiyuk(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.8%
41,DeVonta Smith(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.6%
42,Michael Pittman Jr.(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.6%
43,Justin Jefferson(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.9%
44,Jalen Reagor(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3%
45,Tee Higgins(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.2%
46,Laviska Shenault Jr.(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.3%
47,Antonio Gandy-Golden(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
48,Tyrie Cleveland(DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
49,Trishton Jackson(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
50,Stephen Sullivan(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
51,Binjimen Victor(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
52,Jauan Jennings(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6%
53,Lynn Bowden Jr.(MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
54,Juwan Johnson(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9%
55,Quartney Davis(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
56,Tarik Black(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
57,Tyler Vaughns(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
58,Denzel Mims(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7%
59,Marquez Callaway(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.6%
60,Easop Winston Jr.(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
61,Van Jefferson(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.1%
62,Joe Reed(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
63,Kalija Lipscomb(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
64,Gabriel Davis(BUF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.3%
65,Isaiah Hodgins(BUF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
66,James Proche II(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
67,Quintez Cephus(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
68,Nsimba Webster(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
69,Alex Bachman(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
70,Malik Henry(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
71,Deonte Harty(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7%
72,Olamide Zaccheaus(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
73,Malik Taylor(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
