Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Dez Bryant(FA),6,8,158,26.3,68,2,2,0,0,0,0,1,27.8,27.8,2.6%
2,Jordan Matthews(SF),7,9,138,19.7,33,3,2,0,0,0,0,1,25.8,25.8,0.0%
3,Emmanuel Sanders(BUF),5,8,67,13.4,32,1,2,1,5,0,0,1,19.2,19.2,46.6%
4,Mike Evans(TB),7,9,125,17.9,34,3,1,0,0,0,0,1,18.5,18.5,97.8%
5,Brandin Cooks(HOU),5,8,90,18.0,40,2,1,0,0,0,0,1,15.0,15.0,92.7%
6,John Brown(FA),5,9,73,14.6,48,1,1,0,0,0,0,1,13.3,13.3,1.3%
7,Julio Jones(TEN),8,11,119,14.9,39,3,0,0,0,0,0,1,11.9,11.9,60.7%
8,Odell Beckham Jr.(LAR),7,9,108,15.4,44,2,0,1,11,0,0,1,11.9,11.9,90.8%
9,Randall Cobb(GB),4,6,72,18.0,29,2,1,0,0,0,1,1,11.2,11.2,7.6%
10,Larry Fitzgerald(FA),9,10,112,12.4,18,0,0,0,0,0,0,1,11.2,11.2,0.3%
11,Golden Tate(FA),11,13,109,9.9,28,1,0,0,0,0,0,1,10.9,10.9,0.1%
12,Chris Hogan(FA),5,7,57,11.4,25,1,1,0,0,0,1,1,9.7,9.7,0.0%
13,Allen Robinson II(CHI),5,10,60,12.0,31,1,0,0,0,0,0,1,8.0,8.0,53.7%
14,Alshon Jeffery(FA),6,12,63,10.5,22,1,0,1,8,0,0,1,7.1,7.1,0.1%
15,Robert Woods(LAR),6,8,52,8.7,20,1,0,0,0,0,0,1,5.2,5.2,29.9%
16,Travis Benjamin(SF),3,5,46,15.3,22,1,0,0,0,0,0,1,4.6,4.6,0.0%
17,Jarvis Landry(CLE),7,10,53,7.6,12,0,0,1,-8,0,0,1,4.5,4.5,72.5%
18,Antonio Brown(FA),8,9,74,9.3,15,0,0,0,0,0,2,1,3.4,3.4,84.1%
19,Sammy Watkins(BAL),4,10,27,6.8,8,0,0,0,0,0,0,1,2.7,2.7,7.0%
20,Kenny Stills(NO),3,6,26,8.7,16,0,0,0,0,0,0,1,2.6,2.6,0.1%
21,A.J. Green(ARI),3,10,23,7.7,11,0,0,0,0,0,0,1,2.3,2.3,51.8%
22,Mohamed Sanu Sr.(SF),2,7,20,10.0,18,0,0,0,0,0,0,1,2.0,2.0,0.1%
23,Ted Ginn Jr.(FA),1,2,15,15.0,15,0,0,0,0,0,0,1,1.5,1.5,0.0%
24,Davante Adams(GB),1,2,10,10.0,10,0,0,0,0,0,0,1,1.0,1.0,100.0%
25,Cody Latimer(FA),1,1,9,9.0,9,0,0,0,0,0,0,1,0.9,0.9,0.0%
26,Allen Hurns(MIA),1,2,9,9.0,9,0,0,0,0,0,0,1,0.9,0.9,0.0%
27,Brandon Aiyuk(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.8%
28,KJ Hamler(DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
29,Devin Duvernay(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4%
30,Laviska Shenault Jr.(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.3%
31,Justin Jefferson(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.9%
32,DeVonta Smith(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.6%
33,Jalen Reagor(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3%
34,Tee Higgins(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.2%
35,CeeDee Lamb(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.7%
36,Jerry Jeudy(DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.4%
37,Michael Pittman Jr.(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.6%
38,Antonio Gandy-Golden(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
39,Donovan Peoples-Jones(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3%
40,Marquez Callaway(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.6%
41,Trishton Jackson(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
42,Stephen Sullivan(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
43,Binjimen Victor(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
44,Jauan Jennings(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6%
45,Lynn Bowden Jr.(MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
46,Juwan Johnson(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9%
47,Quartney Davis(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
48,Tarik Black(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
49,Tyler Vaughns(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
50,Easop Winston Jr.(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
51,Aaron Fuller(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
52,Quintez Cephus(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
53,John Hightower(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
54,Denzel Mims(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7%
55,James Proche II(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
56,Isaiah Hodgins(BUF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
57,Gabriel Davis(BUF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.3%
58,Van Jefferson(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.1%
59,Kalija Lipscomb(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
60,Joe Reed(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
61,Gunner Olszewski(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
62,Olamide Zaccheaus(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
63,Malik Taylor(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
64,Kabion Ento(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
65,Jody Fortson(KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
66,Malik Henry(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
67,Trinity Benson(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
68,Tyron Johnson(LV),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
69,Jeff Smith(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
70,Penny Hart(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
71,Trenton Irwin(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
