,Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Antonio Brown(FA),8,10,155,19.4,51,3,1,0,0,0,0,1,21.5,21.5,84.1%
1,2,Larry Fitzgerald(FA),10,11,138,13.8,29,3,1,0,0,0,1,1,17.8,17.8,0.3%
2,3,Golden Tate(FA),7,7,96,13.7,45,1,1,0,0,0,0,1,15.6,15.6,0.1%
3,4,Marvin Jones Jr.(JAC),6,14,96,16.0,38,2,1,0,0,0,0,1,15.6,15.6,55.4%
4,5,Mike Evans(TB),3,8,95,31.7,41,2,1,0,0,0,0,1,15.5,15.5,97.8%
5,6,Ted Ginn Jr.(FA),4,4,66,16.5,24,2,1,1,3,0,0,1,12.9,12.9,0.0%
6,7,Aldrick Robinson(FA),2,5,66,33.0,45,2,1,0,0,0,0,1,12.6,12.6,0.0%
7,8,John Brown(FA),3,4,63,21.0,31,1,1,0,0,0,0,1,12.3,12.3,1.3%
8,9,Jarvis Landry(CLE),8,14,62,7.8,11,0,1,0,0,0,0,1,12.2,12.2,72.5%
9,10,Will Fuller V(MIA),2,5,62,31.0,39,2,1,0,0,0,0,1,12.2,12.2,22.8%
10,11,De'Anthony Thomas(FA),3,4,61,20.3,57,1,1,0,0,0,0,1,12.1,12.1,0.0%
11,12,Taywan Taylor(FA),2,4,61,30.5,53,1,1,0,0,0,0,1,12.1,12.1,0.0%
12,13,Jeremy Kerley(FA),2,3,61,30.5,31,2,1,0,0,0,0,1,12.1,12.1,0.0%
13,14,Cordarrelle Patterson(ATL),1,1,5,5.0,4,0,0,3,55,1,0,1,12.0,12.0,95.1%
14,15,Nelson Agholor(NE),4,7,55,13.8,24,2,1,0,0,0,0,1,11.5,11.5,13.6%
15,16,Davante Adams(GB),5,10,54,10.8,19,0,1,0,0,0,0,1,11.4,11.4,100.0%
16,17,Demaryius Thomas(FA),10,14,133,13.3,40,3,0,0,0,0,1,1,11.3,11.3,0.1%
17,18,Michael Crabtree(FA),6,10,52,8.7,23,1,1,0,0,0,0,1,11.2,11.2,0.0%
18,19,Kenny Stills(NO),4,4,49,12.3,18,0,1,0,0,0,0,1,10.9,10.9,0.1%
19,20,Marvin Hall(FA),1,2,40,40.0,40,1,1,0,0,0,0,1,10.0,10.0,0.0%
20,21,Marqise Lee(FA),5,10,83,16.6,21,2,0,1,17,0,0,1,10.0,10.0,0.0%
21,22,Kelvin Benjamin(FA),9,13,99,11.0,19,0,0,0,0,0,0,1,9.9,9.9,0.1%
22,23,DeSean Jackson(LV),3,6,38,12.7,27,1,1,0,0,0,0,1,9.8,9.8,4.4%
23,24,Adam Thielen(MIN),9,13,96,10.7,23,2,0,0,0,0,0,1,9.7,9.7,82.7%
24,25,Brandin Cooks(HOU),6,9,93,15.5,42,1,0,0,0,0,0,1,9.3,9.3,92.7%
25,26,Eric Decker(FA),7,9,88,12.6,27,2,0,0,0,0,0,1,8.8,8.8,0.6%
26,27,DeAndre Hopkins(ARI),2,4,19,9.5,16,0,1,0,0,0,0,1,7.9,7.9,69.3%
27,28,Jermaine Kearse(FA),4,4,79,19.8,44,1,0,0,0,0,0,1,7.9,7.9,0.0%
28,29,Robby Anderson(CAR),4,12,76,19.0,32,2,0,0,0,0,0,1,7.6,7.6,42.2%
