,Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Keenan Allen(LAC),9,12,133,14.8,28,3,1,0,0,0,0,1,25.3,25.3,99.3%
1,2,Doug Baldwin(FA),4,5,90,22.5,29,3,2,0,0,0,0,1,21.0,21.0,0.0%
2,3,JuJu Smith-Schuster(PIT),9,10,143,15.9,46,3,1,0,0,0,0,1,20.3,20.3,18.5%
3,4,Rashard Higgins(CLE),3,4,68,22.7,56,1,2,0,0,0,0,1,18.8,18.8,0.7%
4,5,Golden Tate(FA),7,7,104,14.9,71,1,1,0,0,0,0,1,18.4,18.4,0.1%
5,6,Amari Cooper(DAL),3,6,115,38.3,87,1,1,0,0,0,0,1,17.5,17.5,97.7%
6,7,Chris Godwin(TB),7,12,111,15.9,39,1,1,0,0,0,0,1,17.1,17.1,67.1%
7,8,Travis Benjamin(SF),4,5,96,24.0,62,2,1,2,4,0,0,1,16.0,16.0,0.0%
8,9,Jarvis Landry(CLE),9,10,92,10.2,26,2,1,0,0,0,0,1,15.2,15.2,72.5%
9,10,Tyler Boyd(CIN),5,7,91,18.2,49,1,1,0,0,0,0,1,15.1,15.1,71.3%
10,11,Albert Wilson(MIA),10,11,147,14.7,24,1,0,0,0,0,0,1,14.7,14.7,0.8%
11,12,Brandin Cooks(HOU),5,11,79,15.8,37,2,1,3,8,0,0,1,14.7,14.7,92.7%
12,13,Marvin Jones Jr.(JAC),4,5,81,20.3,56,1,1,0,0,0,0,1,14.1,14.1,55.4%
13,14,Kenny Golladay(NYG),2,3,80,40.0,54,2,1,0,0,0,0,1,14.0,14.0,51.8%
14,15,Randall Cobb(GB),4,6,45,11.3,17,0,1,1,4,0,0,1,13.3,13.3,7.6%
15,16,Tyrell Williams(FA),3,4,67,22.3,56,1,1,0,0,0,0,1,12.7,12.7,4.8%
16,17,Stefon Diggs(BUF),6,6,65,10.8,26,1,1,1,-8,0,0,1,11.7,11.7,100.0%
17,18,Demaryius Thomas(FA),6,8,57,9.5,19,0,1,0,0,0,0,1,11.7,11.7,0.1%
18,19,Josh Gordon(KC),4,7,115,28.8,54,2,0,0,0,0,0,1,11.5,11.5,1.8%
19,20,Brice Butler(FA),2,2,50,25.0,30,2,1,0,0,0,0,1,11.0,11.0,0.0%
20,21,Devin Funchess(FA),2,6,48,24.0,44,1,1,0,0,0,0,1,10.8,10.8,0.0%
