,Player,REC,YDS,TDS,ATT,YDS,TDS,FL,FPTS
0,Deebo SamuelSF,6.2,90.7,0.6,1.8,13.1,0.1,0.1,14.4
1,Tyreek HillKC,6.9,90.8,0.7,0.7,4.8,0.0,0.1,13.9
2,Davante AdamsGB,7.5,96.2,0.7,0.0,0.0,0.0,0.1,13.7
3,A.J. BrownTEN,5.9,88.1,0.7,0.5,2.8,0.0,0.1,13.3
4,CeeDee LambDAL,6.3,85.3,0.6,0.5,2.9,0.0,0.1,12.7
5,Stefon DiggsBUF,6.7,88.5,0.6,0.0,0.2,0.0,0.1,12.6
6,Ja'Marr ChaseCIN,5.5,80.6,0.6,0.6,2.9,0.0,0.1,12.1
7,Justin JeffersonMIN,6.1,85.3,0.5,0.4,1.7,0.0,0.1,11.8
8,Mike EvansTB,5.1,73.9,0.7,0.0,0.0,0.0,0.1,11.6
9,D.K. MetcalfSEA,5.0,71.6,0.6,0.0,0.3,0.0,0.1,10.9
10,Keenan AllenLAC,6.9,78.5,0.5,0.0,0.1,0.0,0.1,10.8
11,Diontae JohnsonPIT,6.3,72.6,0.5,0.4,2.8,0.0,0.1,10.5
12,DJ MooreCAR,5.3,73.2,0.5,0.6,3.4,0.0,0.1,10.5
13,Brandin CooksHOU,6.1,77.7,0.4,0.0,0.3,0.0,0.1,10.3
14,Tyler LockettSEA,5.2,67.1,0.6,0.2,0.6,0.0,0.1,10.0
15,Terry McLaurinWAS,5.4,68.8,0.5,0.1,0.6,0.0,0.1,9.8
16,DeVonta SmithPHI,4.7,66.2,0.5,0.0,0.0,0.0,0.0,9.6
17,Jaylen WaddleMIA,5.9,64.0,0.5,0.1,0.3,0.0,0.1,9.3
18,Hunter RenfrowLV,5.6,62.7,0.5,0.0,0.0,0.0,0.1,9.2
19,Michael Pittman Jr.IND,5.3,63.8,0.4,0.1,0.6,0.0,0.1,9.0
20,Darnell MooneyCHI,4.6,59.2,0.4,0.3,1.7,0.0,0.0,8.9
21,Jarvis LandryCLE,4.5,57.4,0.4,0.5,3.3,0.0,0.0,8.9
22,Kenny GolladayNYG,4.3,61.0,0.4,0.0,0.0,0.0,0.0,8.4
23,Mike WilliamsLAC,4.3,63.3,0.3,0.0,0.0,0.0,0.0,8.3
24,Christian KirkARI,4.9,60.1,0.3,0.2,1.2,0.0,0.1,7.6
25,Chase ClaypoolPIT,4.0,54.5,0.2,0.9,5.8,0.0,0.0,7.5
26,A.J. GreenARI,3.9,52.6,0.4,0.0,0.0,0.0,0.0,7.5
27,Tre'Quan SmithNO,3.3,44.5,0.4,0.0,0.1,0.0,0.0,7.1
28,Jakobi MeyersNE,5.3,57.6,0.2,0.0,0.1,0.0,0.0,7.1
29,Rashod BatemanBAL,4.5,59.1,0.2,0.0,0.2,0.0,0.0,7.1
30,Brandon AiyukSF,4.1,50.4,0.3,0.7,3.6,0.0,0.0,7.1
31,Cole BeasleyBUF,4.8,52.2,0.3,0.0,0.0,0.0,0.0,6.8
32,Marvin Jones Jr.JAC,4.0,50.0,0.3,0.0,0.0,0.0,0.0,6.7
33,Deonte HartyNO,3.8,49.5,0.2,0.6,4.2,0.0,0.0,6.7
34,Tyler BoydCIN,4.1,45.3,0.3,0.0,0.4,0.0,0.0,6.2
35,Marquez CallawayNO,3.6,47.1,0.2,0.0,0.0,0.0,0.0,6.1
36,Bryan EdwardsLV,3.0,47.7,0.2,0.0,0.0,0.0,0.0,6.1
37,Nelson AgholorNE,3.4,44.0,0.2,0.2,0.7,0.0,0.0,5.9
38,Kendrick BourneNE,3.1,41.3,0.2,0.6,4.0,0.0,0.0,5.9
39,Robby AndersonCAR,3.4,41.3,0.3,0.0,0.2,0.0,0.0,5.7
40,Jamison CrowderNYJ,4.1,44.4,0.2,0.0,0.2,0.0,0.0,5.6
41,Russell GageATL,4.2,45.2,0.2,0.0,0.2,0.0,0.0,5.5
42,Rashard HigginsCLE,2.6,40.8,0.2,0.1,0.4,0.0,0.0,5.5
43,Kalif RaymondDET,3.4,44.8,0.2,0.1,0.6,0.0,0.0,5.5
44,Sammy WatkinsBAL,3.4,45.3,0.2,0.0,0.2,0.0,0.0,5.4
45,Darius SlaytonNYG,3.0,40.0,0.2,0.0,0.0,0.0,0.0,5.4
46,Mecole HardmanKC,3.3,41.0,0.2,0.4,2.6,0.0,0.1,5.4
47,Laviska Shenault Jr.JAC,3.8,38.7,0.2,0.9,4.4,0.0,0.0,5.3
48,Amon-Ra St. BrownDET,3.9,45.6,0.1,0.0,0.1,0.0,0.0,5.3
49,T.Y. HiltonIND,3.2,40.3,0.2,0.0,0.0,0.0,0.0,5.2
50,Randall CobbGB,3.1,37.6,0.2,0.1,0.2,0.0,0.0,5.2
51,Marquez Valdes-ScantlingGB,2.4,39.5,0.2,0.0,0.3,0.0,0.0,5.1
52,Marcus JohnsonTEN,2.8,40.6,0.2,0.2,0.5,0.0,0.0,5.1
53,Quez WatkinsPHI,3.0,41.6,0.2,0.0,0.0,0.0,0.0,5.1
54,Olamide ZaccheausATL,2.7,35.3,0.2,0.0,0.0,0.0,0.0,4.9
55,Elijah MooreNYJ,2.9,34.6,0.2,0.2,1.6,0.0,0.0,4.9
56,Zach PascalIND,3.2,36.9,0.2,0.0,0.1,0.0,0.0,4.8
57,Cedrick Wilson Jr.DAL,2.6,32.8,0.2,0.1,0.4,0.0,0.0,4.8
58,Tajae SharpeATL,3.0,35.8,0.1,0.0,0.0,0.0,0.0,4.4
59,DeAndre CarterWAS,2.6,33.0,0.1,0.6,3.0,0.0,0.0,4.4
60,Marquise GoodwinCHI,2.3,34.7,0.1,0.1,0.3,0.0,0.0,4.3
61,K.J. OsbornMIN,2.7,32.1,0.2,0.1,0.5,0.0,0.0,4.2
62,Nico CollinsHOU,2.7,33.9,0.1,0.0,0.1,0.0,0.0,4.0
63,Tyler JohnsonTB,2.4,29.4,0.2,0.0,0.1,0.0,0.0,3.9
64,Preston WilliamsMIA,2.0,27.6,0.2,0.1,0.4,0.0,0.0,3.8
65,Keelan Cole Sr.NYJ,2.1,29.0,0.1,0.0,0.0,0.0,0.0,3.7
66,Jalen ReagorPHI,2.3,25.8,0.1,0.4,2.1,0.0,0.0,3.6
67,Danny AmendolaHOU,2.8,29.0,0.1,0.0,0.1,0.0,0.0,3.6
68,Devin DuvernayBAL,2.3,23.8,0.1,0.4,2.9,0.0,0.0,3.5
69,DeSean JacksonLV,1.6,26.4,0.1,0.0,0.1,0.0,0.0,3.4
70,Gabriel DavisBUF,1.4,22.2,0.2,0.0,0.0,0.0,0.0,3.3
71,Adam HumphriesWAS,2.4,26.0,0.1,0.0,0.1,0.0,0.0,3.2
72,Josh ReynoldsDET,2.0,26.2,0.1,0.0,0.2,0.0,0.0,3.2
73,Albert WilsonMIA,2.1,23.1,0.1,0.4,2.5,0.0,0.0,3.2
74,Byron PringleKC,1.9,23.7,0.1,0.0,0.0,0.0,0.0,3.2
75,Denzel MimsNYJ,1.5,25.6,0.1,0.0,0.0,0.0,0.0,3.2
76,Nick Westbrook-IkhineTEN,1.8,21.5,0.2,0.0,0.0,0.0,0.0,3.1
77,Zay JonesLV,1.8,22.5,0.1,0.0,0.1,0.0,0.0,3.0
78,Chester RogersTEN,1.7,20.0,0.1,0.1,0.9,0.0,0.0,2.8
79,Ja'Marcus BradleyCLE,1.5,21.0,0.1,0.0,0.1,0.0,0.0,2.8
80,Antoine WesleyARI,1.7,21.0,0.1,0.0,0.1,0.0,0.0,2.7
81,Kenny StillsNO,1.4,18.5,0.1,0.1,0.1,0.0,0.0,2.6
82,Chris ConleyHOU,1.5,21.0,0.1,0.0,0.0,0.0,0.0,2.6
83,Jalen GuytonLAC,1.2,18.0,0.1,0.3,1.5,0.0,0.0,2.5
84,Mack HollinsMIA,1.5,18.3,0.1,0.0,0.0,0.0,0.0,2.4
85,Demarcus RobinsonKC,1.4,17.7,0.1,0.0,0.0,0.0,0.0,2.4
86,Freddie SwainSEA,1.5,17.3,0.1,0.2,1.3,0.0,0.0,2.4
87,Noah BrownDAL,1.3,16.1,0.1,0.0,0.0,0.0,0.0,2.2
88,Ray-Ray McCloudPIT,1.6,15.9,0.1,0.0,0.5,0.0,0.0,2.1
89,Damiere ByrdCHI,1.3,16.5,0.1,0.0,0.0,0.0,0.0,2.1
90,Dyami BrownWAS,1.3,15.3,0.1,0.1,0.1,0.0,0.0,2.0
91,Brandon ZylstraCAR,1.1,15.0,0.1,0.0,0.0,0.0,0.0,2.0
92,Juwann WinfreeGB,1.4,14.7,0.1,0.0,0.0,0.0,0.0,2.0
93,Joshua PalmerLAC,1.1,13.9,0.1,0.0,0.0,0.0,0.0,2.0
94,Isaiah FordMIA,1.3,15.3,0.1,0.0,0.1,0.0,0.0,2.0
95,Mohamed Sanu Sr.SF,1.5,15.3,0.1,0.0,0.0,0.0,0.0,2.0
96,Dez FitzpatrickTEN,1.1,13.0,0.1,0.0,0.1,0.0,0.0,1.8
97,Isaiah McKenzieBUF,0.8,8.7,0.1,0.7,3.6,0.0,0.0,1.8
98,Malik TurnerDAL,1.0,12.2,0.1,0.0,0.0,0.0,0.0,1.8
99,Collin JohnsonNYG,1.2,13.5,0.1,0.0,0.0,0.0,0.0,1.8
100,Jauan JenningsSF,1.0,12.3,0.1,0.0,0.0,0.0,0.0,1.8
101,N'Keal HarryNE,1.0,11.3,0.1,0.0,0.0,0.0,0.0,1.7
102,KhaDarel HodgeDET,1.0,14.0,0.0,0.0,0.0,0.0,0.0,1.7
103,Chris MooreHOU,1.1,12.3,0.1,0.0,0.0,0.0,0.0,1.7
104,D'Wayne EskridgeSEA,0.8,9.9,0.0,0.7,3.1,0.0,0.0,1.6
105,Josh GordonKC,0.8,11.7,0.1,0.0,0.0,0.0,0.0,1.6
106,Lil'Jordan HumphreyNO,0.9,11.3,0.1,0.0,0.0,0.0,0.0,1.6
107,Frank DarbyATL,1.0,11.8,0.1,0.0,0.1,0.0,0.0,1.5
108,Jakeem Grant Sr.CHI,0.9,11.8,0.0,0.0,0.2,0.0,0.0,1.5
109,Cam SimsWAS,0.9,10.8,0.1,0.0,0.2,0.0,0.0,1.4
110,Jaelon DardenTB,0.8,9.5,0.1,0.1,0.7,0.0,0.0,1.4
111,Trent SherfieldSF,0.7,8.6,0.1,0.0,0.0,0.0,0.0,1.3
112,James Proche IIBAL,0.8,10.5,0.0,0.0,0.0,0.0,0.0,1.3
113,Tavon AustinJAC,0.9,8.9,0.1,0.0,0.0,0.0,0.0,1.3
114,Equanimeous St. BrownGB,0.7,9.3,0.1,0.0,0.4,0.0,0.0,1.3
115,Dax MilneWAS,0.8,9.7,0.0,0.0,0.0,0.0,0.0,1.2
116,Amari RodgersGB,0.6,7.4,0.0,0.1,0.5,0.0,0.0,1.0
