,Player,REC,YDS,TDS,ATT,YDS,TDS,FL,FPTS
29,Marquise BrownBAL,5.2,63.7,0.3,0.0,0.2,0.0,0.0,8.0
30,Chase ClaypoolPIT,4.1,59.1,0.2,1.0,5.3,0.0,0.0,7.9
31,Cole BeasleyBUF,4.8,51.0,0.5,0.0,0.0,0.0,0.0,7.8
32,Jamison CrowderNYJ,4.3,48.8,0.4,0.0,0.2,0.0,0.0,7.2
33,Van JeffersonLAR,3.8,52.6,0.3,0.0,0.6,0.0,0.0,7.1
34,DeVonta SmithPHI,4.0,54.5,0.3,0.0,0.0,0.0,0.0,7.1
35,Donovan Peoples-JonesCLE,3.6,56.6,0.2,0.0,0.0,0.0,0.0,7.0
36,Russell GageATL,4.9,55.7,0.2,0.0,0.2,0.0,0.0,6.7
37,Marquez Valdes-ScantlingGB,3.0,51.7,0.2,0.0,0.2,0.0,0.0,6.6
38,Kenny GolladayNYG,3.7,55.2,0.2,0.0,0.0,0.0,0.0,6.5
39,Nelson AgholorNE,3.2,41.0,0.4,0.2,1.0,0.0,0.0,6.5
40,Marvin Jones Jr.JAC,3.7,49.4,0.3,0.0,0.0,0.0,0.0,6.5
41,Amon-Ra St. BrownDET,5.2,53.2,0.2,0.0,0.3,0.0,0.0,6.4
42,Gabriel DavisBUF,3.2,45.0,0.3,0.0,0.0,0.0,0.0,6.4
43,Jakobi MeyersNE,4.3,50.1,0.2,0.0,0.1,0.0,0.0,6.1
44,Josh ReynoldsDET,4.0,50.6,0.2,0.0,0.1,0.0,0.0,6.1
45,Rashod BatemanBAL,4.0,51.1,0.1,0.0,0.2,0.0,0.0,6.0
46,Laviska Shenault Jr.JAC,3.8,42.0,0.2,1.0,5.4,0.1,0.0,5.9
47,Kendrick BourneNE,3.2,42.6,0.2,0.3,2.7,0.0,0.0,5.8
48,Allen LazardGB,3.1,41.4,0.3,0.0,0.4,0.0,0.0,5.7
49,Tyler BoydCIN,3.9,44.9,0.1,0.3,2.1,0.0,0.0,5.6
50,Tre'Quan SmithNO,3.2,42.6,0.2,0.0,0.1,0.0,0.0,5.4
51,Albert WilsonMIA,3.6,36.5,0.2,0.2,2.3,0.0,0.0,5.3
52,Robby AndersonCAR,3.7,41.3,0.2,0.0,0.2,0.0,0.0,5.2
53,Courtland SuttonDEN,2.9,41.1,0.2,0.0,0.1,0.0,0.0,5.1
54,Laquon TreadwellJAC,3.2,42.6,0.1,0.0,0.0,0.0,0.0,5.0
55,Tim PatrickDEN,2.8,38.6,0.2,0.0,0.0,0.0,0.0,5.0
56,Bryan EdwardsLV,2.4,38.2,0.2,0.0,0.3,0.0,0.0,4.8
57,T.Y. HiltonIND,3.0,37.6,0.2,0.0,0.0,0.0,0.0,4.7
58,Nick Westbrook-IkhineTEN,2.8,34.7,0.2,0.0,0.1,0.0,0.0,4.7
59,Marquez CallawayNO,2.7,35.4,0.2,0.0,0.0,0.0,0.0,4.7
60,Nico CollinsHOU,3.0,38.8,0.1,0.0,0.1,0.0,0.0,4.6
61,Rashard HigginsCLE,2.8,38.0,0.1,0.0,0.0,0.0,0.0,4.6
62,Keelan Cole Sr.NYJ,2.5,36.4,0.2,0.0,0.0,0.0,0.0,4.5
63,Jalen GuytonLAC,2.3,34.4,0.2,0.3,1.2,0.0,0.0,4.5
64,DeAndre CarterWAS,3.1,35.3,0.1,0.3,1.9,0.0,0.0,4.4
65,Freddie SwainSEA,2.8,33.7,0.2,0.1,0.9,0.0,0.0,4.4
66,Quez WatkinsPHI,2.3,32.1,0.2,0.1,0.1,0.0,0.0,4.3
67,Darius SlaytonNYG,2.5,34.3,0.2,0.0,-0.1,0.0,0.0,4.3
68,Jakeem Grant Sr.CHI,2.3,28.4,0.1,0.6,3.6,0.0,0.0,4.2
69,DeSean JacksonLV,1.8,33.0,0.1,0.1,0.6,0.0,0.0,4.1
70,Mecole HardmanKC,2.4,28.4,0.1,0.4,3.2,0.0,0.0,4.0
71,Damiere ByrdCHI,2.4,32.5,0.1,0.0,0.1,0.0,0.0,4.0
72,Byron PringleKC,2.3,31.0,0.2,0.0,0.1,0.0,0.0,3.9
73,Zay JonesLV,2.5,30.8,0.1,0.1,0.4,0.0,0.0,3.9
74,Kalif RaymondDET,2.6,32.1,0.1,0.1,0.3,0.0,0.0,3.9
75,Adam HumphriesWAS,3.0,33.5,0.1,0.0,0.1,0.0,0.0,3.9
76,Zach PascalIND,2.4,29.0,0.1,0.1,1.0,0.0,0.0,3.9
77,Allen Robinson IICHI,2.4,29.7,0.2,0.0,0.0,0.0,0.0,3.9
78,Jalen ReagorPHI,2.2,27.9,0.1,0.3,2.4,0.0,0.0,3.8
79,Ja'Marcus BradleyCLE,2.0,27.8,0.2,0.0,0.1,0.0,0.0,3.7
80,Tajae SharpeATL,2.4,30.0,0.1,0.0,0.0,0.0,0.0,3.7
81,Jarvis LandryCLE,2.4,24.4,0.1,0.4,2.2,0.1,0.1,3.7
82,Tyler JohnsonTB,2.3,28.4,0.1,0.0,0.0,0.0,0.0,3.6
83,D'Wayne EskridgeSEA,2.2,26.3,0.1,0.4,2.1,0.0,0.0,3.6
84,Mack HollinsMIA,1.9,24.2,0.2,0.0,0.0,0.0,0.0,3.5
85,Ray-Ray McCloudPIT,2.5,24.8,0.1,0.1,1.2,0.0,0.0,3.3
86,Devin DuvernayBAL,2.1,22.8,0.1,0.5,3.0,0.0,0.0,3.3
87,Olamide ZaccheausATL,1.8,23.9,0.1,0.0,0.1,0.0,0.0,3.2
88,Marquise GoodwinCHI,1.2,21.1,0.2,0.0,0.7,0.0,0.0,3.2
89,Jauan JenningsSF,1.9,23.0,0.1,0.0,0.1,0.0,0.0,3.0
90,Brandon ZylstraCAR,2.1,25.6,0.1,0.0,0.0,0.0,0.0,3.0
91,Tyler LockettSEA,1.9,24.1,0.1,0.0,-0.1,0.0,0.0,3.0
92,Cedrick Wilson Jr.DAL,1.7,21.1,0.1,0.1,0.2,0.0,0.0,3.0
93,Chris ConleyHOU,1.8,25.0,0.1,0.0,0.0,0.0,0.0,2.9
94,Denzel MimsNYJ,1.8,23.7,0.1,0.0,0.0,0.0,0.0,2.9
95,Sammy WatkinsBAL,1.3,20.1,0.1,0.0,0.7,0.0,0.0,2.9
96,Ben SkowronekLAR,1.7,22.6,0.1,0.0,0.1,0.0,0.0,2.9
97,Isaiah FordMIA,1.7,20.1,0.1,0.0,0.1,0.0,0.0,2.8
98,Cody HollisterTEN,1.6,21.3,0.1,0.1,0.2,0.0,0.0,2.8
99,Tavon AustinJAC,1.7,20.5,0.1,0.0,0.1,0.0,0.0,2.7
100,Preston WilliamsMIA,1.4,19.4,0.1,0.0,0.1,0.0,0.0,2.7
101,Lil'Jordan HumphreyNO,1.5,19.8,0.1,0.0,0.1,0.0,0.0,2.6
102,Juwan JohnsonNO,1.3,14.2,0.2,0.0,0.0,0.0,0.0,2.6
103,Rodney AdamsNYJ,1.5,19.1,0.1,0.0,0.0,0.0,0.0,2.6
104,Demarcus RobinsonKC,1.6,18.6,0.1,0.0,0.0,0.0,0.0,2.6
105,Penny HartSEA,1.6,19.4,0.1,0.0,0.0,0.0,0.0,2.6
106,Joshua PalmerLAC,1.4,18.3,0.1,0.0,0.3,0.0,0.0,2.5
107,Cam SimsWAS,1.7,20.4,0.1,0.0,0.0,0.0,0.0,2.5
108,Antoine WesleyARI,1.5,19.1,0.1,0.0,0.0,0.0,0.0,2.5
109,KhaDarel HodgeDET,1.5,18.2,0.1,0.0,0.0,0.0,0.0,2.4
110,Chester RogersTEN,1.6,19.0,0.1,0.0,0.5,0.0,0.0,2.3
111,Ihmir Smith-MarsetteMIN,1.2,14.8,0.1,0.0,0.1,0.0,0.0,2.2
112,Isaiah McKenzieBUF,1.3,12.7,0.1,0.4,2.1,0.0,0.0,2.2
113,Kenny StillsNO,1.0,15.9,0.1,0.0,0.0,0.0,0.0,2.2
114,Lawrence CagerNYJ,1.2,16.2,0.1,0.0,0.0,0.0,0.0,2.1
115,Dede WestbrookMIN,1.3,13.8,0.1,0.0,0.0,0.0,0.0,2.1
116,Breshad PerrimanTB,1.0,13.8,0.1,0.0,0.7,0.0,0.0,2.0
117,Ty MontgomeryNO,1.3,12.9,0.1,0.7,3.1,0.0,0.0,2.0
118,Ryan SwitzerCLE,1.5,14.5,0.1,0.0,0.0,0.0,0.0,1.9
119,D.J. MontgomeryNYJ,1.2,15.2,0.1,0.0,0.0,0.0,0.0,1.9
120,Jaydon MickensJAC,1.1,13.6,0.1,0.0,0.1,0.0,0.0,1.8
121,Dyami BrownWAS,1.1,13.6,0.1,0.0,0.1,0.0,0.0,1.7
122,Racey McMathTEN,1.0,12.1,0.1,0.0,0.1,0.0,0.0,1.6
123,N'Keal HarryNE,0.9,11.4,0.1,0.0,0.0,0.0,0.0,1.6
124,Amari RodgersGB,0.7,11.8,0.1,0.1,0.7,0.0,0.1,1.5
125,Ashton DulinIND,0.8,10.6,0.1,0.0,0.1,0.0,0.0,1.5
126,Malik TaylorGB,0.9,10.5,0.1,0.0,0.0,0.0,0.0,1.5
127,Kendall HintonDEN,0.8,11.1,0.1,0.1,0.1,0.0,0.0,1.5
128,Tom KennedyDET,0.9,10.7,0.1,0.0,0.0,0.0,0.0,1.4
129,Vyncint SmithTB,0.9,10.7,0.1,0.0,0.0,0.0,0.0,1.3
130,Dez FitzpatrickTEN,0.8,9.5,0.1,0.0,0.0,0.0,0.0,1.3
131,Malik TurnerDAL,0.8,9.4,0.1,0.0,0.0,0.0,0.0,1.3
132,Easop Winston Jr.NO,0.8,10.3,0.0,0.0,0.0,0.0,0.0,1.3
133,J.J. Arcega-WhitesidePHI,0.5,8.3,0.1,0.0,0.0,0.0,0.0,1.1
134,Dax MilneWAS,0.6,8.9,0.0,0.0,0.0,0.0,0.0,1.1
135,Scotty MillerTB,0.6,8.0,0.1,0.0,0.2,0.0,0.0,1.1
136,Jaylen WaddleMIA,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0
137,Miles BoykinBAL,0.7,8.2,0.0,0.0,0.0,0.0,0.0,1.0
138,Greg WardPHI,0.5,6.8,0.1,0.0,0.0,0.0,0.0,1.0
139,Marcus KempKC,0.5,6.4,0.0,0.0,0.0,0.0,0.0,0.9
140,Marquez StevensonBUF,0.5,6.3,0.0,0.0,0.3,0.0,0.0,0.9
141,Equanimeous St. BrownGB,0.5,5.5,0.0,0.0,1.0,0.0,0.0,0.9
142,Shi SmithCAR,0.5,6.1,0.0,0.0,1.0,0.0,0.0,0.9
143,Collin JohnsonNYG,0.5,6.7,0.0,0.0,0.0,0.0,0.0,0.9
144,Andre RobertsLAC,0.3,5.2,0.0,0.0,1.3,0.0,0.0,0.9
145,Jaelon DardenTB,0.4,5.8,0.0,0.0,0.6,0.0,0.0,0.9
146,Trent SherfieldSF,0.5,6.2,0.0,0.0,0.0,0.0,0.0,0.8
147,Mike ThomasCIN,0.4,5.5,0.0,0.0,0.0,0.0,0.0,0.8
148,Jake KumerowBUF,0.3,5.3,0.0,0.0,0.1,0.0,0.0,0.7
149,Chris MooreHOU,0.5,5.4,0.0,0.0,0.0,0.0,0.0,0.7
150,Frank DarbyATL,0.4,4.9,0.0,0.0,0.2,0.0,0.0,0.7
151,Andy IsabellaARI,0.3,5.0,0.0,0.0,0.1,0.0,0.0,0.7
152,Mohamed Sanu Sr.SF,0.4,4.3,0.0,0.0,0.0,0.0,0.0,0.6
153,Gunner OlszewskiNE,0.2,4.2,0.0,0.0,0.5,0.0,0.0,0.6
154,Dezmon PatmonIND,0.2,4.1,0.0,0.0,0.1,0.0,0.0,0.6
155,Travis BenjaminSF,0.4,4.9,0.0,0.0,0.2,0.0,0.0,0.6
156,Tylan WallaceBAL,0.3,4.2,0.0,0.0,0.1,0.0,0.0,0.6
157,Simi FehokoDAL,0.3,3.9,0.0,0.0,0.2,0.0,0.0,0.5
158,Matthew SlaterNE,0.2,3.9,0.0,0.0,0.1,0.0,0.0,0.5
159,Christian BlakeATL,0.3,3.4,0.0,0.0,0.1,0.0,0.0,0.5
160,Stanley Morgan Jr.CIN,0.2,3.3,0.0,0.0,0.0,0.0,0.0,0.5
161,Daurice FountainKC,0.2,2.9,0.0,0.0,0.1,0.0,0.0,0.4
162,James Proche IIBAL,0.1,2.8,0.0,0.0,0.2,0.0,0.0,0.4
163,Alex EricksonCAR,0.1,1.6,0.0,0.0,0.4,0.0,0.0,0.3
