,Player,REC,YDS,TDS,ATT,YDS,TDS,FL,FPTS
0,Cooper KuppLAR,8.7,111.8,0.8,0.0,0.1,0.0,0.0,15.8
1,Davante AdamsGB,7.7,106.2,0.8,0.0,0.0,0.0,0.0,15.3
2,Justin JeffersonMIN,6.9,101.5,0.8,0.4,2.0,0.0,0.0,15.1
3,Deebo SamuelSF,3.8,55.5,0.3,6.4,36.1,0.5,0.1,13.5
4,Tyreek HillKC,6.2,77.5,0.7,0.8,4.9,0.0,0.0,12.3
5,Diontae JohnsonPIT,6.9,83.0,0.6,0.4,2.4,0.0,0.1,12.0
6,Hunter RenfrowLV,7.3,79.8,0.5,0.1,0.8,0.0,0.1,11.2
7,Mike EvansTB,5.0,71.6,0.7,0.0,0.2,0.0,0.0,11.1
8,Stefon DiggsBUF,5.9,74.5,0.6,0.0,0.2,0.0,0.0,11.1
9,CeeDee LambDAL,5.5,72.0,0.5,0.7,4.3,0.0,0.0,11.0
10,Ja'Marr ChaseCIN,4.9,71.4,0.6,0.6,3.0,0.0,0.0,10.8
11,Cordarrelle PattersonATL,2.9,31.9,0.2,10.4,43.2,0.4,0.2,10.4
12,D.K. MetcalfSEA,5.1,70.0,0.6,0.0,0.2,0.0,0.0,10.4
13,Mike WilliamsLAC,4.8,67.4,0.5,0.0,0.0,0.0,0.0,9.9
14,Odell Beckham Jr.LAR,4.3,62.1,0.6,0.2,1.5,0.0,0.1,9.8
15,Brandon AiyukSF,4.6,60.0,0.6,0.5,3.0,0.0,0.0,9.7
16,DeVante ParkerMIA,5.1,66.5,0.5,0.0,0.0,0.0,0.0,9.7
17,Keenan AllenLAC,6.6,74.6,0.3,0.0,0.1,0.0,0.1,9.4
18,Brandin CooksHOU,5.4,65.8,0.4,0.3,2.0,0.0,0.0,9.4
19,Amari CooperDAL,4.7,61.9,0.5,0.0,0.2,0.0,0.0,9.3
20,Christian KirkARI,4.3,61.4,0.5,0.1,0.5,0.0,0.0,9.2
21,DJ MooreCAR,4.8,63.8,0.4,0.5,2.6,0.0,0.0,9.1
22,Michael Pittman Jr.IND,4.7,60.6,0.5,0.4,2.5,0.0,0.0,9.1
23,Darnell MooneyCHI,4.4,61.1,0.4,0.1,1.1,0.0,0.0,9.1
24,Terry McLaurinWAS,4.6,60.1,0.5,0.0,0.3,0.0,0.0,8.7
25,Julio JonesTEN,4.1,59.7,0.4,0.0,0.0,0.0,0.0,8.4
26,A.J. GreenARI,3.8,55.7,0.5,0.0,0.1,0.0,0.0,8.4
27,K.J. OsbornMIN,4.0,53.1,0.5,0.0,0.3,0.0,0.0,8.2
28,Jerry JeudyDEN,4.2,56.1,0.4,0.2,0.6,0.0,0.0,8.0
