,Player,REC,YDS,TDS,ATT,YDS,TDS,FL,FPTS
114,Racey McMathTEN,1.0,12.7,0.1,0.0,0.3,0.0,0.0,1.8
115,Keke CouteeIND,1.1,13.7,0.1,0.0,0.0,0.0,0.0,1.8
116,Ihmir Smith-MarsetteMIN,1.0,12.0,0.1,0.0,0.1,0.0,0.0,1.7
117,Greg WardPHI,1.2,12.2,0.1,0.1,0.1,0.0,0.0,1.7
118,Tylan WallaceBAL,1.0,11.5,0.1,0.0,0.2,0.0,0.0,1.7
119,Alex EricksonCAR,0.8,9.5,0.1,0.0,1.6,0.0,0.0,1.5
120,Anthony SchwartzCLE,0.8,10.0,0.1,0.0,0.1,0.0,0.0,1.4
121,Jamal AgnewJAC,0.7,8.4,0.1,0.4,2.1,0.0,0.0,1.4
122,Isaiah McKenzieBUF,0.7,7.7,0.1,0.4,2.1,0.0,0.0,1.4
123,Marquise GoodwinCHI,0.7,10.5,0.0,0.0,0.0,0.0,0.0,1.3
124,Demetric FeltonCLE,0.6,4.3,0.0,0.0,5.2,0.0,0.0,1.3
125,Richie James Jr.SF,0.7,10.0,0.1,0.0,0.0,0.0,0.0,1.3
126,Jauan JenningsSF,0.7,8.2,0.1,0.0,0.2,0.0,0.0,1.3
127,K.J. OsbornMIN,0.7,10.4,0.1,0.0,0.2,0.0,0.0,1.3
128,Amari RodgersGB,0.8,8.9,0.1,0.1,0.5,0.0,0.0,1.3
129,Tutu AtwellLAR,0.7,8.5,0.1,0.0,0.1,0.0,0.0,1.2
130,Dede WestbrookMIN,0.9,9.1,0.1,0.0,0.2,0.0,0.0,1.2
131,Dax MilneWAS,0.7,8.8,0.0,0.0,0.2,0.0,0.0,1.1
132,Collin JohnsonNYG,0.8,8.6,0.0,0.0,0.0,0.0,0.0,1.1
133,Andy IsabellaARI,0.6,7.7,0.0,0.0,0.0,0.0,0.0,1.1
134,Javon WimsLV,0.8,8.1,0.0,0.0,0.0,0.0,0.0,1.1
135,Cedrick Wilson Jr.DAL,0.7,7.9,0.0,0.0,0.1,0.0,0.0,1.0
136,Chris MooreHOU,0.6,7.3,0.0,0.0,0.0,0.0,0.0,1.0
137,Trinity BensonDET,0.6,7.5,0.0,0.0,0.1,0.0,0.0,1.0
138,Phillip Dorsett IIHOU,0.6,6.8,0.0,0.0,0.0,0.0,0.0,1.0
139,Trent SherfieldSF,0.6,7.6,0.0,0.0,0.0,0.0,0.0,0.9
140,Christian BlakeATL,0.5,6.9,0.0,0.0,0.0,0.0,0.0,0.9
141,Tavon AustinJAC,0.7,5.7,0.1,0.0,0.0,0.0,0.0,0.9
142,Jeff SmithNYJ,0.5,6.6,0.0,0.0,0.0,0.0,0.0,0.8
143,Zay JonesLV,0.5,5.6,0.0,0.0,0.0,0.0,0.0,0.8
144,Simi FehokoDAL,0.5,6.0,0.0,0.0,0.1,0.0,0.0,0.8
145,Gunner OlszewskiNE,0.4,5.0,0.0,0.2,0.9,0.0,0.0,0.8
146,Chester RogersTEN,0.5,5.5,0.0,0.0,0.1,0.0,0.0,0.7
147,Dezmon PatmonIND,0.7,7.0,0.0,0.0,0.0,0.0,0.0,0.7
148,Stanley Morgan Jr.CIN,0.4,4.8,0.0,0.0,0.0,0.0,0.0,0.7
149,Mike StrachanIND,0.4,5.6,0.0,0.0,0.1,0.0,0.0,0.7
150,Diontae SpencerDEN,0.4,4.4,0.0,0.2,1.4,0.0,0.0,0.7
151,Nick Westbrook-IkhineTEN,0.4,4.9,0.0,0.0,0.0,0.0,0.0,0.7
152,Isaiah FordMIA,0.5,4.7,0.0,0.0,0.0,0.0,0.0,0.7
153,Ray-Ray McCloudPIT,0.5,4.3,0.0,0.1,0.6,0.0,0.0,0.6
154,Steven Sims Jr.PIT,0.3,4.3,0.0,0.0,0.0,0.0,0.0,0.6
155,Tyler JohnsonTB,0.3,4.4,0.0,0.0,0.0,0.0,0.0,0.5
156,Marcus JohnsonTEN,0.4,4.7,0.0,0.0,0.0,0.0,0.0,0.5
157,DeAndre CarterWAS,0.3,4.0,0.0,0.0,0.3,0.0,0.0,0.5
158,Tajae SharpeATL,0.3,4.0,0.0,0.0,0.0,0.0,0.0,0.5
159,James Proche IIBAL,0.4,4.3,0.0,0.0,0.1,0.0,0.0,0.5
160,J.J. Arcega-WhitesidePHI,0.3,4.4,0.0,0.0,0.0,0.0,0.0,0.5
161,Jaydon MickensJAC,0.3,3.8,0.0,0.0,0.1,0.0,0.0,0.5
162,Mack HollinsMIA,0.3,3.9,0.0,0.0,0.0,0.0,0.0,0.5
163,KhaDarel HodgeDET,0.4,4.5,0.0,0.0,0.0,0.0,0.0,0.5
164,Antonio Gandy-GoldenWAS,0.2,3.3,0.0,0.0,0.0,0.0,0.0,0.4
165,KeeSean JohnsonSF,0.3,3.3,0.0,0.0,0.0,0.0,0.0,0.4
166,Marquez StevensonBUF,0.4,4.0,0.0,0.0,0.0,0.0,0.0,0.4
167,Greg DortchARI,0.2,2.8,0.0,0.0,0.0,0.0,0.0,0.4
168,Daurice FountainKC,0.4,4.0,0.0,0.0,0.0,0.0,0.0,0.4
169,Jake KumerowBUF,0.2,3.2,0.0,0.0,0.1,0.0,0.0,0.4
170,Ashton DulinIND,0.2,3.0,0.0,0.1,0.3,0.0,0.0,0.4
171,Trent TaylorCIN,0.2,2.5,0.0,0.0,0.0,0.0,0.0,0.4
172,Cameron BatsonTEN,0.3,2.7,0.0,0.0,0.0,0.0,0.0,0.4
173,Allen HurnsMIA,0.2,2.4,0.0,0.0,0.0,0.0,0.0,0.4
174,Penny HartSEA,0.2,2.4,0.0,0.0,0.3,0.0,0.0,0.4
175,Mike ThomasCIN,0.1,2.5,0.0,0.0,0.0,0.0,0.0,0.4
176,Malik TaylorGB,0.2,2.9,0.0,0.1,0.3,0.0,0.0,0.3
177,C.J. BoardNYG,0.1,2.5,0.0,0.0,0.0,0.0,0.0,0.3
178,Brandon ZylstraCAR,0.2,2.3,0.0,0.0,0.1,0.0,0.0,0.3
179,Tom KennedyDET,0.3,3.0,0.0,0.0,0.0,0.0,0.0,0.3
180,Andre RobertsLAC,0.2,2.2,0.0,0.1,0.5,0.0,0.0,0.3
181,Matthew SlaterNE,0.0,2.2,0.0,0.0,0.2,0.0,0.0,0.3
182,Terry GodwinJAC,0.1,1.3,0.0,0.0,0.0,0.0,0.0,0.2
183,Brandon PowellLAR,0.1,1.2,0.0,0.0,0.0,0.0,0.0,0.2
184,Travis BenjaminSF,0.1,1.1,0.0,0.0,0.0,0.0,0.0,0.2
185,Nsimba WebsterCHI,0.1,1.4,0.0,0.0,0.0,0.0,0.0,0.2
186,Equanimeous St. BrownGB,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.1
187,Marcus KempKC,0.1,1.2,0.0,0.0,0.0,0.0,0.0,0.1
188,Dan ChisenaMIN,0.1,1.3,0.0,0.0,0.0,0.0,0.0,0.1
189,Kendall HintonDEN,0.1,0.7,0.0,0.1,0.4,0.0,0.0,0.1
190,Frank DarbyATL,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.1
191,Joe ReedLAC,0.1,0.5,0.0,0.1,0.3,0.0,0.0,0.1
192,Matt ColeSEA,0.1,0.5,0.0,0.1,0.2,0.0,0.0,0.1
193,DeMichael HarrisIND,0.0,0.5,0.0,0.1,0.3,0.0,0.0,0.1
194,Malik TurnerDAL,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.1
195,Kelvin HarmonWAS,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.1
196,John HightowerPHI,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.1
197,Isaac WhitneyARI,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.1
198,Gehrig DieterKC,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.1
199,Trenton IrwinCIN,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.1
200,Vyncint SmithTB,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.1
201,Isaiah CoulterCHI,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.1
202,Jake LampmanNO,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.1
203,Robert FosterDAL,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.1
204,John UrsuaSEA,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1
205,Cyril Grayson Jr.TB,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.1
206,Jason Moore Jr.LAC,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1
207,Lawrence CagerNYJ,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.1
208,Chad HansenATL,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.1
209,Kevin WhiteNO,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1
210,Tanner GentryBUF,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1
211,Dante PettisNYG,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
212,Jordan MatthewsSF,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
213,Laquon TreadwellJAC,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0
214,Ja'Marcus BradleyCLE,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
215,Austin MackSF,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
216,Tyrie ClevelandDEN,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
217,Cody HollisterTEN,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
218,Ryan SwitzerCLE,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
219,John RossNYG,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
220,Ben SkowronekLAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,Seth WilliamsDEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
