,Player,REC,YDS,TDS,ATT,YDS,TDS,FL,FPTS
106,Ray-Ray McCloudPIT,1.1,12.3,0.1,0.1,0.5,0.0,0.0,1.6
107,Amari RodgersGB,0.8,10.3,0.1,0.0,0.1,0.0,0.0,1.6
108,Tyler JohnsonTB,1.0,12.3,0.0,0.0,0.1,0.0,0.0,1.5
109,Greg WardPHI,0.9,9.7,0.1,0.0,0.0,0.0,0.0,1.4
110,Andre RobertsLAC,1.0,11.5,0.0,0.0,0.1,0.0,0.0,1.4
111,Isaiah McKenzieBUF,0.6,6.1,0.1,0.5,3.0,0.0,0.0,1.4
112,Brandon ZylstraCAR,0.8,10.9,0.0,0.0,0.1,0.0,0.0,1.3
113,Noah BrownDAL,0.8,9.6,0.1,0.0,0.1,0.0,0.0,1.3
114,Tyron JohnsonLV,0.6,8.8,0.0,0.0,0.3,0.0,0.0,1.1
115,Cam SimsWAS,0.6,7.9,0.0,0.0,0.2,0.0,0.0,1.0
116,Ashton DulinIND,0.5,6.2,0.0,0.3,1.4,0.0,0.0,0.9
117,Alex EricksonCAR,0.6,6.6,0.0,0.0,0.7,0.0,0.0,0.9
118,Malik TurnerDAL,0.4,6.5,0.0,0.0,0.1,0.0,0.0,0.9
119,James Proche IIBAL,0.5,6.8,0.0,0.0,0.0,0.0,0.0,0.8
120,Jakeem Grant Sr.CHI,0.3,4.0,0.0,1.0,3.2,0.0,0.0,0.8
121,Jake KumerowBUF,0.4,6.0,0.0,0.0,0.1,0.0,0.0,0.8
122,Mike StrachanIND,0.5,5.6,0.0,0.0,0.1,0.0,0.0,0.8
123,Penny HartSEA,0.4,5.0,0.0,0.0,0.1,0.0,0.0,0.7
124,Equanimeous St. BrownGB,0.4,5.1,0.0,0.0,0.2,0.0,0.0,0.7
125,DeAndre CarterWAS,0.3,4.7,0.0,0.0,0.9,0.0,0.0,0.7
126,Joshua PalmerLAC,0.5,5.1,0.0,0.1,0.3,0.0,0.0,0.7
127,Mack HollinsMIA,0.3,5.5,0.0,0.0,0.0,0.0,0.0,0.6
128,Zay JonesLV,0.4,4.6,0.0,0.0,0.0,0.0,0.0,0.6
129,Malik TaylorGB,0.4,4.5,0.0,0.0,0.1,0.0,0.0,0.6
130,Cody ThompsonSEA,0.4,4.3,0.0,0.0,0.2,0.0,0.0,0.6
131,Tylan WallaceBAL,0.3,4.5,0.0,0.0,0.1,0.0,0.0,0.5
132,Stanley Morgan Jr.CIN,0.4,4.8,0.0,0.0,0.1,0.0,0.0,0.5
133,Kendall HintonDEN,0.4,4.3,0.0,0.0,0.4,0.0,0.0,0.5
134,Dede WestbrookMIN,0.4,4.4,0.0,0.0,0.1,0.0,0.0,0.5
135,Jaydon MickensJAC,0.3,3.5,0.0,0.0,0.4,0.0,0.0,0.5
136,Jauan JenningsSF,0.3,4.1,0.0,0.0,0.1,0.0,0.0,0.5
137,J.J. Arcega-WhitesidePHI,0.2,3.4,0.0,0.0,0.0,0.0,0.0,0.4
138,Nsimba WebsterCHI,0.2,3.4,0.0,0.0,0.1,0.0,0.0,0.4
139,Matthew SlaterNE,0.1,3.0,0.0,0.0,0.2,0.0,0.0,0.4
140,Gunner OlszewskiNE,0.1,2.3,0.0,0.1,0.5,0.0,0.0,0.3
141,Christian BlakeATL,0.1,1.8,0.0,0.0,0.0,0.0,0.0,0.2
142,Marcus KempKC,0.1,2.0,0.0,0.0,0.0,0.0,0.0,0.2
143,A.J. BrownTEN,0.0,0.0,0.0,0.3,2.0,0.0,0.0,0.2
144,Chris MooreHOU,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.2
145,Simi FehokoDAL,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.2
146,Dax MilneWAS,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.2
147,DeMichael HarrisIND,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.2
148,Antoine WesleyARI,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.2
149,Ben SkowronekLAR,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.2
150,Jaelon DardenTB,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.2
151,Scotty MillerTB,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.1
152,Shi SmithCAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,Miles BoykinBAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,Breshad PerrimanTB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,Russell GageATL,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
156,Jarvis LandryCLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,Andy IsabellaARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,Nico CollinsHOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,Ihmir Smith-MarsetteMIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,Rashod BatemanBAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,Marquez Valdes-ScantlingGB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,T.Y. HiltonIND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,Preston WilliamsMIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,Jerry JeudyDEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,Danny AmendolaHOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,D'Wayne EskridgeSEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
