,Player,REC,YDS,TDS,ATT,YDS,TDS,FL,FPTS
0,Cordarrelle PattersonATL,5.2,60.6,0.8,8.8,34.1,0.3,0.1,15.6
1,Cooper KuppLAR,8.0,104.5,0.8,0.2,0.8,0.0,0.1,15.3
2,Davante AdamsGB,7.5,95.8,0.8,0.0,0.0,0.0,0.1,14.0
3,Mike EvansTB,5.7,84.7,0.8,0.0,0.0,0.0,0.0,13.1
4,Tyreek HillKC,6.6,83.1,0.7,0.8,4.8,0.0,0.1,12.9
5,A.J. BrownTEN,6.0,88.2,0.6,0.2,0.9,0.0,0.1,12.6
6,Deebo SamuelSF,6.0,85.8,0.5,0.7,4.1,0.0,0.1,12.3
7,Stefon DiggsBUF,6.3,80.9,0.6,0.0,0.2,0.0,0.1,11.8
8,D.K. MetcalfSEA,5.4,79.0,0.6,0.0,0.3,0.0,0.1,11.7
9,Justin JeffersonMIN,5.9,82.9,0.6,0.1,0.5,0.0,0.1,11.6
10,Diontae JohnsonPIT,6.3,75.8,0.6,0.5,2.9,0.0,0.1,11.2
11,CeeDee LambDAL,5.4,73.9,0.6,0.4,2.2,0.0,0.1,11.1
12,Marquise BrownBAL,5.1,71.1,0.6,0.0,0.3,0.0,0.0,11.0
13,Keenan AllenLAC,6.8,75.8,0.5,0.0,0.1,0.0,0.1,10.7
14,Tyler LockettSEA,5.7,73.1,0.6,0.0,0.0,0.0,0.1,10.7
15,Amari CooperDAL,5.1,68.5,0.6,0.0,0.2,0.0,0.1,10.6
16,Michael Pittman Jr.IND,5.3,70.3,0.6,0.2,0.9,0.0,0.0,10.5
17,Terry McLaurinWAS,5.7,71.3,0.5,0.2,1.1,0.0,0.1,10.2
18,DJ MooreCAR,5.4,73.2,0.4,0.7,3.7,0.0,0.1,10.0
19,Hunter RenfrowLV,5.6,63.6,0.5,0.0,0.0,0.0,0.1,9.2
20,Jaylen WaddleMIA,6.0,64.9,0.5,0.1,0.4,0.0,0.1,9.1
21,Courtland SuttonDEN,4.6,63.2,0.4,0.0,0.1,0.0,0.0,9.0
22,Mike WilliamsLAC,4.3,64.9,0.4,0.0,0.1,0.0,0.0,8.8
23,Cole BeasleyBUF,5.1,57.5,0.4,0.0,0.0,0.0,0.0,7.8
24,DeVonta SmithPHI,4.6,61.8,0.3,0.0,0.1,0.0,0.0,7.7
25,Van JeffersonLAR,4.3,58.3,0.3,0.0,0.0,0.0,0.0,7.7
26,Marvin Jones Jr.JAC,4.5,57.6,0.3,0.0,0.0,0.0,0.1,7.6
27,Jarvis LandryCLE,4.7,56.1,0.2,0.7,3.9,0.1,0.1,7.4
28,Jerry JeudyDEN,4.4,57.7,0.2,0.2,0.7,0.0,0.0,7.2
29,Julio JonesTEN,3.8,54.6,0.3,0.0,0.1,0.0,0.0,7.2
30,Christian KirkARI,4.1,52.4,0.3,0.1,0.5,0.0,0.0,7.0
31,Jakobi MeyersNE,5.2,56.3,0.2,0.0,0.1,0.0,0.0,6.8
32,Brandon AiyukSF,4.0,47.8,0.3,0.6,2.8,0.0,0.0,6.6
33,A.J. GreenARI,3.7,50.1,0.2,0.0,0.0,0.0,0.0,6.4
34,Marquez CallawayNO,4.0,49.8,0.2,0.0,0.0,0.0,0.0,6.4
35,T.Y. HiltonIND,3.6,46.5,0.3,0.0,0.0,0.0,0.0,6.2
36,Russell GageATL,4.5,50.0,0.2,0.0,0.3,0.0,0.0,6.2
37,Tim PatrickDEN,3.3,45.2,0.2,0.0,0.0,0.0,0.0,6.0
38,Nelson AgholorNE,3.4,44.7,0.2,0.2,0.9,0.0,0.0,6.0
39,Laviska Shenault Jr.JAC,4.1,44.0,0.2,0.7,3.3,0.0,0.0,5.7
40,Mecole HardmanKC,3.5,42.3,0.2,0.4,2.6,0.0,0.1,5.7
41,Donovan Peoples-JonesCLE,2.7,43.8,0.2,0.0,0.1,0.0,0.1,5.7
42,Zach PascalIND,3.2,41.2,0.3,0.0,0.1,0.0,0.0,5.7
