,Player,REC,YDS,TDS,ATT,YDS,TDS,FL,FPTS
92,Tyron JohnsonLV,1.1,15.6,0.1,0.0,0.1,0.0,0.0,2.2
93,Ty MontgomeryNO,1.1,11.8,0.1,0.7,2.8,0.0,0.0,2.1
94,Lil'Jordan HumphreyNO,1.1,13.8,0.1,0.1,0.8,0.0,0.0,2.1
95,Jakeem Grant Sr.CHI,1.4,13.5,0.1,0.6,2.2,0.0,0.0,2.0
96,Marquise GoodwinCHI,1.0,14.2,0.1,0.1,0.5,0.0,0.0,1.8
97,Olamide ZaccheausATL,1.2,14.9,0.1,0.0,0.1,0.0,0.0,1.8
98,Byron PringleKC,1.2,15.0,0.0,0.0,0.0,0.0,0.0,1.8
99,Cam SimsWAS,1.0,14.2,0.1,0.0,0.1,0.0,0.0,1.7
100,Laquon TreadwellJAC,0.9,12.9,0.1,0.0,0.1,0.0,0.0,1.7
101,Tavon AustinJAC,1.1,11.2,0.1,0.1,0.4,0.0,0.0,1.6
102,Rashard HigginsCLE,0.8,13.1,0.0,0.0,0.0,0.0,0.0,1.6
103,Isaiah McKenzieBUF,0.7,8.0,0.1,0.5,2.4,0.0,0.0,1.5
104,Scotty MillerTB,0.7,9.6,0.0,0.1,0.6,0.0,0.0,1.2
105,Noah BrownDAL,0.7,8.8,0.1,0.0,0.2,0.0,0.0,1.2
106,Ashton DulinIND,0.7,8.7,0.0,0.0,0.2,0.0,0.0,1.1
107,Alex EricksonCAR,0.6,6.9,0.0,0.0,1.3,0.0,0.0,1.1
108,Greg WardPHI,0.7,7.9,0.0,0.0,0.0,0.0,0.0,1.1
109,Joshua PalmerLAC,0.7,8.9,0.0,0.1,0.3,0.0,0.0,1.0
110,Amari RodgersGB,0.5,5.7,0.1,0.1,0.8,0.0,0.0,1.0
111,Nick Westbrook-IkhineTEN,0.6,6.5,0.1,0.0,0.0,0.0,0.0,1.0
112,Tylan WallaceBAL,0.5,6.8,0.0,0.0,0.3,0.0,0.0,0.9
113,Jeff SmithNYJ,0.6,7.0,0.0,0.0,0.0,0.0,0.0,0.8
114,Mike ThomasCIN,0.5,6.4,0.0,0.0,0.0,0.0,0.0,0.8
115,Zay JonesLV,0.5,6.4,0.0,0.0,0.0,0.0,0.0,0.8
116,DeMichael HarrisIND,0.3,4.2,0.0,0.0,1.5,0.0,0.0,0.7
117,Auden TateCIN,0.4,5.8,0.0,0.0,0.0,0.0,0.0,0.7
118,Jauan JenningsSF,0.4,5.5,0.0,0.0,0.2,0.0,0.0,0.7
119,Tom KennedyDET,0.4,5.8,0.0,0.0,0.1,0.0,0.0,0.7
120,Simi FehokoDAL,0.3,4.2,0.0,0.0,0.1,0.0,0.0,0.6
121,Kendall HintonDEN,0.3,3.4,0.0,0.0,0.9,0.0,0.0,0.6
122,Tajae SharpeATL,0.4,4.6,0.0,0.0,0.0,0.0,0.0,0.6
123,Malik TaylorGB,0.3,4.4,0.0,0.1,0.5,0.0,0.0,0.6
124,Malik TurnerDAL,0.3,4.2,0.0,0.0,0.0,0.0,0.0,0.5
125,C.J. BoardNYG,0.4,4.3,0.0,0.0,0.0,0.0,0.0,0.5
126,Dede WestbrookMIN,0.4,4.1,0.0,0.0,0.1,0.0,0.0,0.5
127,Tyler JohnsonTB,0.2,3.6,0.0,0.0,0.0,0.0,0.0,0.5
128,KhaDarel HodgeDET,0.4,4.8,0.0,0.0,0.0,0.0,0.0,0.5
129,J.J. Arcega-WhitesidePHI,0.3,3.8,0.0,0.0,0.0,0.0,0.0,0.5
130,James Proche IIBAL,0.3,3.5,0.0,0.0,0.1,0.0,0.0,0.5
131,Penny HartSEA,0.3,3.2,0.0,0.1,0.2,0.0,0.0,0.4
132,DeAndre CarterWAS,0.3,3.2,0.0,0.0,0.2,0.0,0.0,0.4
133,Dax MilneWAS,0.3,3.4,0.0,0.0,0.1,0.0,0.0,0.4
134,Andy IsabellaARI,0.2,3.2,0.0,0.0,0.0,0.0,0.0,0.4
135,Christian BlakeATL,0.2,3.1,0.0,0.0,0.0,0.0,0.0,0.4
136,Ihmir Smith-MarsetteMIN,0.2,2.9,0.0,0.0,0.1,0.0,0.0,0.4
137,Gunner OlszewskiNE,0.2,2.6,0.0,0.1,0.4,0.0,0.0,0.4
138,Racey McMathTEN,0.2,2.9,0.0,0.0,0.2,0.0,0.0,0.3
139,Nsimba WebsterCHI,0.1,2.8,0.0,0.0,0.1,0.0,0.0,0.3
140,Ray-Ray McCloudPIT,0.2,2.1,0.0,0.0,0.4,0.0,0.0,0.3
141,Mack HollinsMIA,0.1,2.5,0.0,0.0,0.0,0.0,0.0,0.3
142,Andre RobertsLAC,0.1,2.1,0.0,0.0,0.2,0.0,0.0,0.2
143,Matthew SlaterNE,0.1,2.3,0.0,0.0,0.1,0.0,0.0,0.2
144,Jake KumerowBUF,0.1,1.9,0.0,0.0,0.0,0.0,0.0,0.2
145,Jaydon MickensJAC,0.1,2.0,0.0,0.0,0.0,0.0,0.0,0.2
146,Marcus KempKC,0.1,1.3,0.0,0.0,0.0,0.0,0.0,0.2
147,Stanley Morgan Jr.CIN,0.1,1.2,0.0,0.0,0.0,0.0,0.0,0.1
148,Brandon ZylstraCAR,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.1
149,Gehrig DieterKC,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.1
150,Terry GodwinJAC,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.1
151,Tanner GentryBUF,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.1
152,Travis FulghamDEN,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1
153,Brandon PowellLAR,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.1
154,Marcus JohnsonTEN,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1
155,Steven Sims Jr.PIT,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.1
156,Tyrie ClevelandDEN,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
157,Ryan SwitzerCLE,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
158,N'Keal HarryNE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,Breshad PerrimanTB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,T.Y. HiltonIND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,Frank DarbyATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,Anthony MillerPIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,D'Wayne EskridgeSEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,Odell Beckham Jr.LAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,Miles BoykinBAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,Rashod BatemanBAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,Shi SmithCAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,Denzel MimsNYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,Jerry JeudyDEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
