,Player,REC,YDS,TDS,ATT,YDS,TDS,FL,FPTS
0,Tyreek HillKC,6.9,96.8,0.8,0.8,4.9,0.0,0.1,15.0
1,Davante AdamsGB,7.3,97.2,0.9,0.0,0.0,0.0,0.1,14.9
2,Stefon DiggsBUF,7.0,93.7,0.7,0.1,0.4,0.0,0.1,13.3
3,A.J. BrownTEN,6.0,88.0,0.7,0.1,0.7,0.0,0.0,13.3
4,D.K. MetcalfSEA,5.8,87.3,0.8,0.0,0.2,0.0,0.1,13.2
5,Calvin RidleyATL,6.6,91.9,0.6,0.3,0.9,0.0,0.1,13.1
6,Justin JeffersonMIN,6.1,87.0,0.6,0.1,0.2,0.0,0.1,12.1
7,Keenan AllenLAC,7.0,82.3,0.6,0.1,0.8,0.0,0.1,12.1
8,Amari CooperDAL,6.4,85.3,0.6,0.2,0.9,0.0,0.1,12.0
9,Tyler LockettSEA,6.0,75.3,0.7,0.1,0.3,0.0,0.1,11.6
10,CeeDee LambDAL,5.7,75.3,0.6,0.5,3.2,0.0,0.1,11.4
11,Deebo SamuelSF,5.4,73.4,0.5,1.0,7.7,0.0,0.1,11.1
12,Cooper KuppLAR,5.9,74.4,0.6,0.2,0.8,0.0,0.1,11.0
13,Mike EvansTB,4.6,68.4,0.7,0.0,0.0,0.0,0.0,10.8
14,Jarvis LandryCLE,5.4,68.4,0.6,0.6,2.7,0.1,0.1,10.7
15,Diontae JohnsonPIT,6.3,70.2,0.6,0.3,1.5,0.0,0.1,10.7
16,Allen Robinson IICHI,5.9,72.7,0.6,0.0,0.0,0.0,0.1,10.5
17,Terry McLaurinWAS,5.5,74.3,0.5,0.1,0.6,0.0,0.0,10.3
18,Julio JonesTEN,5.1,71.4,0.5,0.0,0.0,0.0,0.0,10.0
19,Chase ClaypoolPIT,4.3,59.3,0.6,0.6,3.0,0.0,0.0,9.8
20,Brandin CooksHOU,5.0,70.8,0.4,0.1,0.3,0.0,0.0,9.6
21,Mike WilliamsLAC,4.5,63.3,0.5,0.0,0.1,0.0,0.0,9.5
22,DJ MooreCAR,4.8,68.2,0.4,0.3,1.6,0.0,0.0,9.5
23,Marquise BrownBAL,4.5,59.4,0.6,0.1,0.7,0.0,0.0,9.5
24,Ja'Marr ChaseCIN,4.7,64.0,0.5,0.2,0.8,0.0,0.0,9.4
25,Marvin Jones Jr.JAC,4.7,62.3,0.5,0.0,0.0,0.0,0.0,9.3
26,Jakobi MeyersNE,5.3,64.7,0.4,0.1,0.5,0.0,0.0,8.9
27,DeVonta SmithPHI,4.4,58.5,0.5,0.1,0.7,0.0,0.0,8.9
28,Laviska Shenault Jr.JAC,5.0,54.3,0.4,1.2,6.3,0.0,0.0,8.8
29,DeVante ParkerMIA,4.8,61.7,0.4,0.0,0.0,0.0,0.0,8.8
30,Robby AndersonCAR,4.6,58.5,0.4,0.2,1.0,0.0,0.0,8.5
31,Cole BeasleyBUF,4.8,58.4,0.4,0.0,0.0,0.0,0.1,8.4
32,JuJu Smith-SchusterPIT,5.5,60.9,0.4,0.0,0.0,0.0,0.1,8.4
33,Courtland SuttonDEN,4.1,59.8,0.3,0.1,0.7,0.0,0.0,8.1
34,Kenny GolladayNYG,4.5,64.4,0.3,0.0,0.0,0.0,0.0,8.1
35,Marquez CallawayNO,4.1,52.9,0.4,0.1,0.7,0.0,0.0,7.9
36,Jaylen WaddleMIA,4.4,57.9,0.3,0.2,1.3,0.0,0.0,7.7
37,Tyler BoydCIN,5.1,58.8,0.3,0.2,1.2,0.0,0.1,7.7
38,Nelson AgholorNE,3.9,51.9,0.3,0.0,0.4,0.0,0.0,7.1
39,Christian KirkARI,3.7,44.1,0.3,0.3,1.7,0.0,0.0,6.6
40,Mecole HardmanKC,3.5,46.8,0.3,0.3,2.4,0.0,0.0,6.6
41,Michael Pittman Jr.IND,4.2,50.5,0.2,0.2,1.2,0.0,0.0,6.6
42,Tim PatrickDEN,3.7,48.6,0.3,0.0,0.0,0.0,0.0,6.5
43,Darnell MooneyCHI,4.2,47.3,0.3,0.2,1.1,0.0,0.0,6.5
44,Zach PascalIND,3.4,44.1,0.3,0.0,0.1,0.0,0.0,6.3
45,Marquez Valdes-ScantlingGB,2.6,45.8,0.2,0.1,0.9,0.0,0.0,6.0
46,Sammy WatkinsBAL,3.7,46.8,0.2,0.1,0.4,0.0,0.0,5.9
47,Jalen ReagorPHI,3.4,43.1,0.2,0.2,1.2,0.0,0.0,5.9
48,Van JeffersonLAR,3.1,41.8,0.3,0.1,0.2,0.0,0.0,5.8
49,Russell GageATL,4.3,46.0,0.2,0.1,0.3,0.0,0.0,5.7
50,Deonte HartyNO,3.2,40.5,0.2,0.3,2.3,0.0,0.0,5.6
51,Hunter RenfrowLV,3.8,44.2,0.2,0.0,0.0,0.0,0.0,5.5
52,Elijah MooreNYJ,3.4,42.1,0.2,0.0,0.6,0.0,0.0,5.4
53,Allen LazardGB,2.8,38.4,0.2,0.1,0.8,0.0,0.0,5.3
54,Darius SlaytonNYG,3.2,42.5,0.2,0.1,0.2,0.0,0.0,5.3
55,Jamison CrowderNYJ,3.0,37.5,0.3,0.1,0.0,0.0,0.0,5.3
56,A.J. GreenARI,3.0,40.5,0.2,0.0,0.0,0.0,0.0,5.2
57,Donovan Peoples-JonesCLE,2.4,35.6,0.3,0.0,0.0,0.0,0.0,5.1
58,Brandon AiyukSF,2.4,32.7,0.2,0.7,4.1,0.0,0.0,5.1
59,Bryan EdwardsLV,2.8,40.3,0.2,0.0,0.1,0.0,0.0,5.0
60,Amon-Ra St. BrownDET,3.2,39.7,0.2,0.0,0.2,0.0,0.0,4.9
61,Cedrick Wilson Jr.DAL,3.0,38.0,0.2,0.0,0.1,0.0,0.0,4.9
62,Adam HumphriesWAS,3.5,35.3,0.2,0.0,0.2,0.0,0.0,4.6
63,Anthony SchwartzCLE,2.3,33.4,0.2,0.3,2.5,0.0,0.0,4.6
64,Juwan JohnsonNO,2.8,21.3,0.4,0.0,0.0,0.0,0.0,4.5
65,Kalif RaymondDET,2.5,35.8,0.1,0.2,0.8,0.0,0.0,4.4
66,Gabriel DavisBUF,1.9,30.5,0.2,0.0,0.1,0.0,0.0,4.4
67,Danny AmendolaHOU,3.0,34.8,0.1,0.0,0.1,0.0,0.0,4.3
68,Cordarrelle PattersonATL,1.5,13.4,0.1,5.5,22.7,0.1,0.1,4.3
69,Dyami BrownWAS,2.6,32.4,0.2,0.0,0.2,0.0,0.0,4.2
70,Nico CollinsHOU,2.5,31.5,0.2,0.0,0.2,0.0,0.0,4.1
71,Keelan Cole Sr.NYJ,2.4,31.0,0.2,0.0,0.2,0.0,0.0,4.0
72,DeSean JacksonLV,1.9,30.3,0.2,0.1,0.6,0.0,0.0,4.0
73,Randall CobbGB,2.4,29.5,0.2,0.2,0.7,0.0,0.0,4.0
74,K.J. OsbornMIN,2.6,32.1,0.1,0.0,0.3,0.0,0.0,3.9
75,Trent SherfieldSF,2.2,26.9,0.2,0.0,0.1,0.0,0.0,3.8
76,Jalen GuytonLAC,2.1,30.5,0.1,0.1,0.3,0.0,0.0,3.8
77,Demarcus RobinsonKC,2.4,27.9,0.2,0.0,0.0,0.0,0.0,3.8
78,Kendrick BourneNE,2.2,26.9,0.2,0.0,0.0,0.0,0.0,3.7
79,Quez WatkinsPHI,2.1,26.6,0.1,0.0,0.1,0.0,0.0,3.4
80,Damiere ByrdCHI,2.3,26.9,0.1,0.0,0.2,0.0,0.0,3.3
81,Freddie SwainSEA,1.7,20.2,0.2,0.3,1.2,0.0,0.0,3.2
82,Chris ConleyHOU,1.8,24.6,0.1,0.0,0.2,0.0,0.0,3.1
83,Trinity BensonDET,1.9,22.6,0.1,0.0,0.1,0.0,0.0,2.9
84,Josh ReynoldsDET,1.6,19.7,0.1,0.0,0.3,0.0,0.0,2.8
85,Devin DuvernayBAL,1.7,19.9,0.1,0.1,0.8,0.0,0.0,2.8
86,Albert WilsonMIA,1.9,20.8,0.1,0.2,1.4,0.0,0.0,2.8
87,Parris CampbellIND,1.0,14.0,0.2,0.1,1.0,0.0,0.0,2.7
88,Mike StrachanIND,1.5,18.0,0.1,0.1,0.3,0.0,0.0,2.5
89,Chester RogersTEN,1.6,18.2,0.1,0.0,0.3,0.0,0.0,2.4
90,Mohamed Sanu Sr.SF,1.6,18.3,0.1,0.0,0.1,0.0,0.0,2.3
91,Preston WilliamsMIA,1.2,15.9,0.1,0.0,0.0,0.0,0.0,2.3
