Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Antonio Brown(FA),129,181,"1,698",13.2,63,19,13,4,13,0,2,16,251.9,15.7,84.1%
2,Dez Bryant(FA),88,137,"1,320",15.0,68,22,16,0,0,0,0,16,228.0,14.3,2.6%
3,Odell Beckham Jr.(LAR),91,130,"1,305",14.3,80,16,12,7,35,0,1,12,204.0,17.0,90.8%
4,Randall Cobb(GB),91,127,"1,287",14.1,70,24,12,11,37,0,2,16,202.4,12.7,7.6%
5,Emmanuel Sanders(BUF),101,141,"1,404",13.9,48,24,9,8,44,0,0,16,200.8,12.6,46.6%
6,Julio Jones(TEN),104,163,"1,593",15.3,79,31,6,1,1,0,1,15,193.4,12.9,60.7%
7,Mike Evans(TB),68,123,"1,051",15.5,56,20,12,0,0,0,0,15,177.1,11.8,97.8%
8,Alshon Jeffery(FA),85,145,"1,133",13.3,74,17,10,6,33,0,0,16,176.6,11.0,0.1%
9,T.Y. Hilton(IND),82,131,"1,345",16.4,73,21,7,2,20,0,1,15,176.5,11.8,16.8%
10,Golden Tate(FA),99,144,"1,331",13.4,73,17,4,5,30,0,0,16,160.1,10.0,0.1%
11,DeAndre Hopkins(ARI),76,127,"1,210",15.9,76,20,6,0,0,0,1,16,155.0,9.7,69.3%
12,DeSean Jackson(LV),56,95,"1,169",20.9,81,16,6,4,7,0,0,15,153.6,10.2,4.4%
13,A.J. Green(ARI),69,116,"1,041",15.1,81,13,6,2,2,0,2,13,136.3,10.5,51.8%
14,Jordan Matthews(SF),67,103,872,13.0,44,16,8,0,0,0,0,16,135.2,8.5,0.0%
15,Sammy Watkins(BAL),65,128,982,15.1,84,14,6,2,8,0,1,16,133.0,8.3,7.0%
16,Julian Edelman(FA),92,134,972,10.6,69,7,4,10,94,0,0,14,130.6,9.3,13.1%
17,Mohamed Sanu Sr.(SF),56,98,790,14.1,76,9,5,7,51,0,0,16,123.2,7.7,0.1%
18,Kenny Stills(NO),63,84,931,14.8,69,10,3,1,-2,0,0,15,110.9,7.4,0.1%
19,Allen Hurns(MIA),51,97,677,13.3,63,11,6,0,0,0,0,16,103.7,6.5,0.0%
20,Robert Woods(LAR),65,104,699,10.8,37,11,5,0,0,0,1,16,99.9,6.2,29.9%
21,John Brown(FA),48,103,696,14.5,75,11,5,3,-6,0,0,16,99.0,6.2,1.3%
22,Jarvis Landry(CLE),84,112,758,9.0,25,6,5,2,-4,0,4,16,97.4,6.1,72.5%
23,Larry Fitzgerald(FA),63,104,784,12.4,80,11,2,0,0,0,1,14,88.4,6.3,0.3%
24,Brandin Cooks(HOU),53,69,550,10.4,50,4,3,7,73,1,0,10,86.3,8.6,92.7%
25,Allen Robinson II(CHI),48,81,548,11.4,54,5,2,0,0,0,0,10,68.8,6.9,53.7%
26,Donte Moncrief(FA),32,49,444,13.9,79,7,3,4,17,0,0,16,64.1,4.0,0.0%
27,Chris Hogan(FA),41,61,426,10.4,31,5,4,0,0,0,2,16,62.6,3.9,0.0%
28,Davante Adams(GB),38,66,446,11.7,45,5,3,0,0,0,0,16,62.6,3.9,100.0%
29,Cole Beasley(BUF),37,49,420,11.4,45,4,4,0,0,0,2,16,62.0,3.9,63.2%
30,Andre Roberts(LAC),36,73,453,12.6,61,7,2,2,21,0,2,16,55.4,3.5,0.1%
31,Travis Benjamin(SF),18,46,314,17.4,43,8,3,3,11,0,0,16,50.5,3.2,0.0%
32,Josh Gordon(KC),24,47,303,12.6,32,3,0,0,0,0,0,5,30.3,6.1,1.8%
33,Albert Wilson(MIA),16,28,260,16.3,48,4,0,0,0,0,0,12,26.0,2.2,0.8%
34,Danny Amendola(HOU),27,42,200,7.4,21,1,1,0,0,0,0,16,26.0,1.6,0.1%
35,Ted Ginn Jr.(FA),14,26,190,13.6,27,3,0,3,6,0,0,16,20.0,1.3,0.0%
36,Adam Thielen(MIN),8,13,137,17.1,44,2,1,0,0,0,0,16,19.7,1.2,82.7%
37,Dwayne Harris(FA),7,12,116,16.6,56,1,0,4,7,0,2,16,8.3,0.5,0.0%
38,Marquise Goodwin(CHI),1,9,42,42.0,42,1,0,3,8,0,0,10,5.0,0.5,0.3%
39,Cody Latimer(FA),2,4,23,11.5,14,0,0,0,0,0,0,8,2.3,0.3,0.0%
40,Tyrie Cleveland(DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
41,Lynn Bowden Jr.(MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
42,Jauan Jennings(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6%
43,Binjimen Victor(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
44,Stephen Sullivan(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
45,Trishton Jackson(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
46,Devin Duvernay(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4%
47,Quartney Davis(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
48,KJ Hamler(DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
49,Brandon Aiyuk(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.8%
50,Justin Jefferson(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.9%
51,DeVonta Smith(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.6%
52,Laviska Shenault Jr.(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.3%
53,Austin Mack(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
54,Jalen Reagor(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3%
55,Lawrence Cager(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
56,Juwan Johnson(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9%
57,Tarik Black(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
58,Joe Reed(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
59,Marquez Callaway(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.6%
60,Kalija Lipscomb(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
61,Van Jefferson(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.1%
62,Easop Winston Jr.(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
63,Gabriel Davis(BUF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.3%
64,Quintez Cephus(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
65,Isaiah Hodgins(BUF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
66,Michael Pittman Jr.(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.6%
67,James Proche II(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
68,Tyler Vaughns(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
69,Denzel Mims(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7%
70,Antonio Gandy-Golden(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
71,John Hightower(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
72,Aaron Fuller(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
73,Donovan Peoples-Jones(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3%
74,Tee Higgins(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.2%
75,CeeDee Lamb(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.7%
76,Olamide Zaccheaus(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
77,Jason Moore Jr.(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
78,Nsimba Webster(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
79,Alex Bachman(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
80,Malik Henry(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
81,Deonte Harty(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7%
82,Malik Taylor(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
83,Kabion Ento(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
84,Jody Fortson(KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
85,Trinity Benson(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
86,Tyron Johnson(LV),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
87,Jalen Guyton(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1%
