Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Rob Gronkowski(TB),82,131,"1,124",13.7,46,19,12,0,0,0,0,15,184.4,12.3,97.7%
2,Jimmy Graham(CHI),85,124,889,10.5,29,8,10,0,0,0,2,16,144.9,9.1,0.8%
3,Greg Olsen(FA),84,123,"1,008",12.0,38,9,6,0,0,0,0,16,136.8,8.6,7.0%
4,Travis Kelce(KC),67,87,862,12.9,34,15,5,0,0,0,3,16,110.2,6.9,100.0%
5,Jason Witten(FA),64,90,703,11.0,34,7,5,0,0,0,0,16,100.3,6.3,0.1%
6,Zach Ertz(ARI),58,89,702,12.1,35,9,3,0,0,0,1,16,86.2,5.4,85.8%
7,Luke Willson(FA),22,40,362,16.5,80,7,3,0,0,0,0,15,54.2,3.6,0.0%
8,Josh Hill(FA),14,20,176,12.6,37,2,5,0,0,0,0,16,47.6,3.0,0.0%
9,Jordan Reed(FA),50,65,465,9.3,30,4,0,0,0,0,1,11,44.5,4.0,19.0%
10,Kyle Rudolph(FA),24,34,231,9.6,23,2,2,0,0,0,0,9,35.1,3.9,0.3%
11,Richard Rodgers(PHI),20,30,225,11.3,43,3,2,0,0,0,0,16,34.5,2.2,0.0%
12,Levine Toilolo(NYG),31,53,238,7.7,20,1,2,0,0,0,1,16,33.8,2.1,0.0%
13,Marcedes Lewis(GB),18,31,206,11.4,63,3,2,0,0,0,0,8,32.6,4.1,0.2%
14,Eric Ebron(FA),25,47,248,9.9,22,1,1,0,0,0,0,13,30.8,2.4,3.0%
15,Bruce Miller(FA),18,25,189,10.5,22,2,2,6,9,0,1,16,29.8,1.9,0.0%
16,Garrett Graham(FA),18,28,197,10.9,26,2,1,0,0,0,0,11,25.7,2.3,0.0%
17,Jack Doyle(FA),18,22,118,6.6,20,1,2,0,0,0,0,16,23.8,1.5,2.2%
18,Ryan Griffin(NYJ),10,16,91,9.1,25,1,1,0,0,0,0,16,15.1,0.9,0.6%
19,Virgil Green(FA),6,6,74,12.3,38,1,1,2,3,0,0,13,13.7,1.1,0.0%
20,Derek Carrier(LV),9,14,105,11.7,23,2,0,1,2,0,0,11,10.7,1.0,0.0%
21,Lee Smith(FA),7,8,42,6.0,18,0,1,0,0,0,0,14,10.2,0.7,0.0%
