Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
1,Le'Veon Bell(FA),290,"1,361",4.7,81,8,8,83,105,854,10.3,3,0,16,287.5,18.0,5.4%
2,Lamar Miller(FA),216,"1,099",5.1,97,9,8,38,52,275,7.2,1,3,16,185.4,11.6,0.0%
3,LeSean McCoy(FA),312,"1,319",4.2,53,9,5,28,37,155,5.5,0,3,16,171.4,10.7,2.0%
4,Alfred Morris(NYG),265,"1,074",4.1,30,9,8,17,26,155,9.1,0,0,16,170.9,10.7,0.0%
5,Mark Ingram II(NO),226,964,4.3,31,5,9,29,36,145,5.0,0,1,13,162.9,12.5,39.1%
6,Frank Gore(FA),255,"1,106",4.3,52,5,4,11,19,111,10.1,1,2,16,147.7,9.2,12.2%
7,Giovani Bernard(TB),168,680,4.0,89,2,5,43,59,349,8.1,2,0,13,144.9,11.1,5.4%
8,Jerick McKinnon(KC),113,538,4.8,55,4,0,27,41,135,5.0,0,0,11,67.3,6.1,0.8%
9,Carlos Hyde(JAC),83,333,4.0,28,1,4,12,16,68,5.7,0,1,14,62.1,4.4,6.9%
10,Theo Riddick(FA),20,51,2.6,9,0,0,34,50,316,9.3,4,0,14,60.7,4.3,0.0%
11,Cordarrelle Patterson(ATL),10,117,11.7,67,2,1,33,67,384,11.6,1,1,16,60.1,3.8,95.1%
12,Devonta Freeman(BAL),65,248,3.8,31,2,1,30,37,225,7.5,1,1,16,57.3,3.6,74.2%
13,Damien Williams(CHI),36,122,3.4,19,0,0,21,27,187,8.9,1,0,16,36.9,2.3,4.4%
14,Kyle Juszczyk(SF),0,0,0,0,0,0,19,27,182,9.6,1,2,16,20.2,1.3,1.0%
15,Brandon Bolden(NE),28,89,3.2,17,0,1,2,6,8,4.0,0,0,16,15.7,1.0,10.7%
16,Anthony Sherman(FA),2,8,4.0,4,0,0,10,14,71,7.1,1,0,16,13.9,0.9,0.0%
17,Rex Burkhead(HOU),9,27,3.0,10,0,1,7,10,49,7.0,0,0,9,13.6,1.5,31.5%
18,Patrick DiMarco(FA),0,0,0,0,0,0,9,14,62,6.9,1,0,16,12.2,0.8,0.0%
19,Chris Thompson(FA),3,12,4.0,7,0,0,6,7,27,4.5,1,0,2,9.9,5.0,0.0%
20,Adrian Peterson(SEA),21,75,3.6,17,0,0,2,3,18,9.0,0,0,1,9.3,9.3,4.9%
21,James White(NE),9,38,4.2,11,0,0,5,5,23,4.6,0,0,3,6.1,2.0,7.9%
22,Jake Bargas(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
23,Gabe Nabers(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
24,Nathan Cottrell(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
25,Jonathan Ward(ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
26,Josh Hokit(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
27,Deon Jackson(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
28,Demetric Felton(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7%
29,Jermar Jefferson(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7%
30,Mekhi Sargent(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5%
31,Pooka Williams Jr.(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
32,Patrick Taylor Jr.(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3%
33,Scottie Phillips(HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
34,Larry Rountree III(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7%
35,Antonio Gibson(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.9%
36,DeeJay Dallas(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3%
37,Adrian Killins Jr.(DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
38,Darius Bradwell(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
39,Tony Jones Jr.(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9%
