rank,player,fg,fg_att,fg_pct,long,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,fantasy_points_per_game,rost,team,position,year
37.0,Younghoe Koo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.9,ATL,K,2014
38.0,Cameron Nizialek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,K,2014
39.0,Chase McLaughlin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,CLE,K,2014
40.0,Evan McPherson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.2,CIN,K,2014
41.0,Riley Patterson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,DET,K,2014
42.0,Jose Borregales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,K,2014
43.0,Quinn Nordin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,NE,K,2014
44.0,Chris Naggar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,DAL,K,2014
45.0,Brian Johnson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,WAS,K,2014
46.0,Dominik Eberle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,K,2014
47.0,Rodrigo Blankenship,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,IND,K,2014
48.0,Jake Verity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,K,2014
49.0,Tyler Bass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.8,BUF,K,2014
50.0,JJ Molson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,K,2014
51.0,Sam Sloman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,K,2014
52.0,Matt Ammendola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,NYJ,K,2014
53.0,Lirim Hajrullahu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,CAR,K,2014
54.0,Austin MacGinnis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,K,2014
55.0,Jason Myers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,SEA,K,2014
56.0,Shayne Graham,19.0,22.0,86.4,50.0,0.0,6.0,9.0,3.0,1.0,46.0,46.0,16.0,0.0,0.0,0.0,FA,K,2014
57.0,Parker Douglass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,K,2014
58.0,Phil Dawson,25.0,31.0,80.6,55.0,0.0,6.0,8.0,5.0,6.0,33.0,33.0,16.0,0.0,0.0,0.1,FA,K,2014
59.0,Piotr Czech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,K,2014
60.0,Sebastian Janikowski,19.0,22.0,86.4,57.0,0.0,2.0,5.0,9.0,3.0,28.0,28.0,16.0,0.0,0.0,20.0,FA,K,2014
61.0,Shaun Suisham,29.0,32.0,90.6,53.0,0.0,12.0,6.0,10.0,1.0,45.0,45.0,16.0,0.0,0.0,0.0,FA,K,2014
62.0,Steven Weatherford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,K,2014
63.0,Zac Derr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,K,2014
64.0,Ricky Schmit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,K,2014
65.0,Jay Feely,3.0,4.0,75.0,48.0,0.0,1.0,1.0,1.0,0.0,5.0,5.0,4.0,0.0,0.0,0.0,FA,K,2014
66.0,Andrew Wellock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,K,2014
67.0,Billy Cundiff,22.0,29.0,75.9,52.0,0.0,6.0,10.0,5.0,1.0,28.0,28.0,13.0,0.0,0.0,0.0,FA,K,2014
68.0,Carlos Martinez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,K,2014
69.0,Connor Barth,15.0,16.0,93.8,50.0,2.0,4.0,5.0,3.0,1.0,15.0,15.0,5.0,0.0,0.0,0.0,FA,K,2014
70.0,Dan Carpenter,34.0,38.0,89.5,58.0,0.0,9.0,12.0,7.0,6.0,31.0,32.0,16.0,0.0,0.0,0.2,FA,K,2014
71.0,Garrett Hartley,3.0,3.0,100.0,43.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,FA,K,2014
72.0,Garrett Rivas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,K,2014
73.0,Jason Reda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,K,2014
74.0,Matt Bryant,29.0,32.0,90.6,54.0,0.0,10.0,4.0,8.0,7.0,40.0,40.0,16.0,0.0,0.0,1.1,FA,K,2014
75.0,Josh Brown,24.0,26.0,92.3,53.0,1.0,6.0,9.0,4.0,4.0,44.0,44.0,16.0,0.0,0.0,0.0,FA,K,2014
76.0,Josh Scobee,20.0,26.0,76.9,53.0,0.0,3.0,7.0,7.0,3.0,23.0,23.0,16.0,0.0,0.0,0.0,FA,K,2014
77.0,MacKenzie Hoambrecker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,K,2014
78.0,Mark Hickok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,K,2014
79.0,Jordan Gay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,FA,K,2014
80.0,Caleb Sturgis,29.0,37.0,78.4,53.0,1.0,12.0,7.0,6.0,3.0,41.0,41.0,16.0,0.0,0.0,0.0,FA,K,2014
81.0,Dustin Hopkins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,LAC,K,2014
82.0,Nate Freese,3.0,7.0,42.9,30.0,0.0,2.0,1.0,0.0,0.0,6.0,6.0,3.0,0.0,0.0,0.0,FA,K,2014
83.0,Chris Boswell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,PIT,K,2014
84.0,Patrick Murray,20.0,24.0,83.3,55.0,0.0,2.0,7.0,6.0,5.0,31.0,31.0,16.0,0.0,0.0,1.0,FA,K,2014
85.0,Chandler Catanzaro,29.0,33.0,87.9,51.0,0.0,5.0,12.0,10.0,2.0,27.0,27.0,16.0,0.0,0.0,0.0,FA,K,2014
86.0,Andrew Jacas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,K,2014
87.0,Sergio Castillo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,K,2014
88.0,Michael Palardy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,MIA,K,2014
89.0,Nick Novak,22.0,26.0,84.6,52.0,1.0,6.0,8.0,4.0,3.0,40.0,40.0,16.0,0.0,0.0,0.1,FA,K,2014
90.0,Blair Walsh,26.0,35.0,74.3,55.0,2.0,4.0,8.0,7.0,5.0,29.0,29.0,16.0,0.0,0.0,0.1,FA,K,2014
91.0,Garrett Lindholm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,K,2014
92.0,Connor Hughes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,K,2014
93.0,Clint Stitser,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,K,2014
94.0,Alex Henery,1.0,5.0,20.0,51.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,2.0,0.0,0.0,0.0,FA,K,2014
95.0,Saverio Rocca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,K,2014
96.0,Giorgio Tavecchio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,TEN,K,2014
