,Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
0,1,C.J. Uzomah(CIN),5,6,95,19.0,31,0,2,0,0,0,0,1,21.5,21.5,20.8%
1,2,Mo Alie-Cox(IND),3,5,42,14.0,28,0,2,0,0,0,0,1,16.2,16.2,2.2%
2,3,Dawson Knox(BUF),5,8,37,7.4,25,0,2,0,0,0,0,1,15.7,15.7,87.2%
3,4,Jared Cook(LAC),6,7,70,11.7,22,0,1,0,0,0,0,1,13.0,13.0,50.2%
4,5,Maxx Williams(ARI),5,5,66,13.2,25,0,1,0,0,0,0,1,12.6,12.6,0.4%
5,6,Dalton Schultz(DAL),6,8,58,9.7,18,0,1,0,0,0,0,1,11.8,11.8,89.9%
6,7,Mike Gesicki(MIA),5,6,57,11.4,22,0,1,0,0,0,0,1,11.7,11.7,87.6%
7,8,Dallas Goedert(PHI),5,5,56,11.2,21,0,1,0,0,0,0,1,11.6,11.6,89.8%
8,9,Darren Waller(LV),4,7,50,12.5,21,0,1,0,0,0,0,1,11.0,11.0,92.6%
9,10,Noah Fant(DEN),6,10,46,7.7,14,0,1,0,0,0,0,1,10.6,10.6,80.3%
10,11,Hunter Henry(NE),4,5,32,8.0,11,0,1,0,0,0,0,1,9.2,9.2,65.9%
11,12,Ross Dwelley(SF),1,1,21,21.0,21,0,1,0,0,0,0,1,8.1,8.1,0.1%
12,13,Juwan Johnson(NO),2,3,20,10.0,15,0,1,0,0,0,0,1,8.0,8.0,1.9%
13,14,Blake Jarwin(DAL),1,3,18,18.0,18,0,1,0,0,0,0,1,7.8,7.8,2.7%
14,15,Donald Parham Jr.(LAC),2,3,17,8.5,13,0,1,0,0,0,0,1,7.7,7.7,0.7%
15,16,Jonnu Smith(NE),3,5,14,4.7,12,0,1,0,0,0,0,1,7.4,7.4,22.7%
16,17,Mark Andrews(BAL),5,8,67,13.4,24,0,0,0,0,0,0,1,6.7,6.7,99.9%
17,18,Zach Ertz(ARI),6,8,60,10.0,19,0,0,0,0,0,0,1,6.0,6.0,85.8%
18,19,Kyle Pitts(ATL),4,9,50,12.5,15,0,0,0,0,0,0,1,5.0,5.0,97.4%
19,20,T.J. Hockenson(DET),4,8,42,10.5,22,0,0,0,0,0,0,1,4.2,4.2,57.4%
20,21,George Kittle(SF),4,10,40,10.0,18,0,0,0,0,0,0,1,4.0,4.0,99.7%
21,22,Tyler Higbee(LAR),4,6,36,9.0,18,0,0,0,0,0,0,1,3.6,3.6,77.4%
22,23,Stephen Anderson(LAC),1,1,34,34.0,34,0,0,0,0,0,0,1,3.4,3.4,0.2%
23,24,MyCole Pruitt(TEN),1,1,14,14.0,14,0,0,0,0,0,0,1,3.4,3.4,0.0%
24,25,Hayden Hurst(ATL),4,4,29,7.3,12,0,0,0,0,0,0,1,2.9,2.9,0.9%
25,26,Dan Arnold(JAC),2,2,29,14.5,17,0,0,0,0,0,0,1,2.9,2.9,6.7%
26,27,Cameron Brate(TB),2,6,29,14.5,18,0,0,0,0,0,0,1,2.9,2.9,2.8%
27,28,Kyle Rudolph(NYG),2,3,24,12.0,20,0,0,0,0,0,0,1,2.4,2.4,0.3%
28,29,Jack Doyle(IND),1,1,24,24.0,24,0,0,0,0,0,0,1,2.4,2.4,2.2%
29,30,Evan Engram(NYG),5,6,27,5.4,8,0,0,1,-3,0,0,1,2.4,2.4,28.5%
30,31,Anthony Firkser(TEN),3,5,23,7.7,10,0,0,0,0,0,0,1,2.3,2.3,3.7%
31,32,Travis Kelce(KC),4,6,23,5.8,10,0,0,0,0,0,0,1,2.3,2.3,100.0%
32,33,Ricky Seals-Jones(WAS),2,4,19,9.5,16,0,0,0,0,0,0,1,1.9,1.9,10.8%
