,Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Travis Kelce(KC),10,13,191,19.1,69,0,2,0,0,0,0,1,31.1,31.1,100.0%
1,2,Mark Andrews(BAL),10,13,136,13.6,43,0,2,0,0,0,0,1,25.6,25.6,99.9%
2,3,Hunter Henry(NE),6,8,77,12.8,25,0,2,0,0,0,0,1,19.7,19.7,65.9%
3,4,Dallas Goedert(PHI),7,9,135,19.3,45,0,0,0,0,0,0,1,13.5,13.5,89.8%
4,5,Dalton Schultz(DAL),8,8,67,8.4,15,0,1,0,0,0,0,1,12.7,12.7,89.9%
5,6,George Kittle(SF),6,6,93,15.5,28,0,0,0,0,0,0,1,9.3,9.3,99.7%
6,7,Jesper Horsted(CHI),1,1,19,19.0,19,0,1,0,0,0,0,1,7.9,7.9,0.0%
7,8,Kyle Pitts(ATL),4,7,77,19.3,49,0,0,0,0,0,0,1,7.7,7.7,97.4%
8,9,Zach Ertz(ARI),6,11,74,12.3,20,0,0,0,0,0,0,1,7.4,7.4,85.8%
9,10,Cole Kmet(CHI),6,9,71,11.8,23,0,0,0,0,0,0,1,7.1,7.1,33.3%
10,11,Harrison Bryant(CLE),2,2,11,5.5,6,0,1,0,0,0,0,1,7.1,7.1,0.2%
11,12,Foster Moreau(LV),7,9,65,9.3,14,0,0,0,0,0,0,1,6.5,6.5,23.7%
12,13,James O'Shaughnessy(JAC),4,4,60,15.0,30,0,0,0,0,0,0,1,6.0,6.0,1.7%
13,14,Gerald Everett(SEA),4,4,60,15.0,34,0,0,0,0,0,0,1,6.0,6.0,35.7%
14,15,Albert Okwuegbunam(DEN),3,4,58,19.3,24,0,0,0,0,0,0,1,5.8,5.8,1.0%
15,16,Noah Fant(DEN),5,6,57,11.4,28,0,0,0,0,0,0,1,5.7,5.7,80.3%
16,17,Mike Gesicki(MIA),5,8,43,8.6,20,0,0,0,0,0,0,1,4.3,4.3,87.6%
17,18,Marcedes Lewis(GB),3,3,40,13.3,23,0,0,0,0,0,0,1,4.0,4.0,0.2%
18,19,Ryan Griffin(NYJ),2,2,39,19.5,23,0,0,0,0,0,0,1,3.9,3.9,0.6%
19,20,Dawson Knox(BUF),4,5,38,9.5,15,0,0,0,0,0,0,1,3.8,3.8,87.2%
