,Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
0,1,George Kittle(SF),13,15,151,11.6,21,0,1,0,0,0,0,1,21.1,21.1,99.7%
1,2,Mark Andrews(BAL),11,11,115,10.5,32,0,1,0,0,0,0,1,17.5,17.5,99.9%
2,3,Dawson Knox(BUF),7,9,60,8.6,24,0,1,0,0,0,0,1,12.0,12.0,87.2%
3,4,Albert Okwuegbunam(DEN),5,5,41,8.2,16,0,1,0,0,0,0,1,10.1,10.1,1.0%
4,5,Pat Freiermuth(PIT),2,3,32,16.0,17,0,1,0,0,0,0,1,9.2,9.2,56.7%
5,6,Austin Hooper(CLE),5,6,30,6.0,9,0,1,0,0,0,0,1,9.0,9.0,28.8%
6,7,Gerald Everett(SEA),2,2,15,7.5,14,0,1,1,13,0,0,1,8.8,8.8,35.7%
7,8,Brevin Jordan(HOU),4,7,26,6.5,11,0,1,0,0,0,0,1,8.6,8.6,1.4%
8,9,Jared Cook(LAC),2,5,8,4.0,7,0,1,0,0,0,0,1,6.8,6.8,50.2%
9,10,Kyle Rudolph(NYG),2,2,66,33.0,60,0,0,0,0,0,0,1,6.6,6.6,0.3%
10,11,Hayden Hurst(ATL),1,1,3,3.0,3,0,1,0,0,0,0,1,6.3,6.3,0.9%
11,12,Rob Gronkowski(TB),5,9,62,12.4,18,0,0,0,0,0,0,1,6.2,6.2,97.7%
12,13,Kyle Pitts(ATL),5,6,61,12.2,23,0,0,0,0,0,0,1,6.1,6.1,97.4%
13,14,C.J. Uzomah(CIN),4,6,56,14.0,23,0,0,0,0,0,0,1,5.6,5.6,20.8%
14,15,Noah Fant(DEN),4,4,51,12.8,32,0,0,0,0,0,0,1,5.1,5.1,80.3%
15,16,Marcedes Lewis(GB),4,4,51,12.8,20,0,0,0,0,0,0,1,5.1,5.1,0.2%
16,17,Geoff Swaim(TEN),3,4,45,15.0,24,0,0,0,0,0,0,1,4.5,4.5,0.3%
17,18,Josiah Deguara(GB),3,3,44,14.7,25,0,0,0,0,0,0,1,4.4,4.4,0.4%
18,19,Nick Vannett(NO),3,6,44,14.7,19,0,0,0,0,0,0,1,4.4,4.4,0.1%
19,20,Zach Ertz(ARI),5,7,42,8.4,14,0,0,0,0,0,0,1,4.2,4.2,85.8%
20,21,Will Dissly(SEA),2,3,38,19.0,25,0,0,0,0,0,0,1,3.8,3.8,0.2%
21,22,Anthony Firkser(TEN),4,5,34,8.5,11,0,0,0,0,0,0,1,3.4,3.4,3.7%
22,23,Kendall Blanton(LAR),2,3,29,14.5,23,0,0,0,0,0,0,1,2.9,2.9,2.2%
23,24,Ryan Griffin(NYJ),2,3,28,14.0,22,0,0,0,0,0,0,1,2.8,2.8,0.6%
24,25,Travis Kelce(KC),3,4,27,9.0,19,0,0,0,0,0,0,1,2.7,2.7,100.0%
25,26,Tommy Tremble(CAR),2,2,23,11.5,14,0,0,0,0,0,0,1,2.3,2.3,0.3%
26,27,James O'Shaughnessy(JAC),4,6,21,5.3,7,0,0,0,0,0,0,1,2.1,2.1,1.7%
27,28,Brock Wright(DET),3,5,20,6.7,11,0,0,0,0,0,0,1,2.0,2.0,0.1%
28,29,Tyler Conklin(MIN),2,2,20,10.0,19,0,0,0,0,0,0,1,2.0,2.0,40.5%
29,30,John Bates(WAS),1,2,19,19.0,19,0,0,0,0,0,0,1,1.9,1.9,0.6%
30,31,Shane Zylstra(DET),2,6,18,9.0,14,0,0,0,0,0,0,1,1.8,1.8,0.0%
31,32,Chris Herndon IV(MIN),1,1,17,17.0,17,0,0,0,0,0,0,1,1.7,1.7,0.2%
32,33,Cole Kmet(CHI),3,5,17,5.7,6,0,0,0,0,0,0,1,1.7,1.7,33.3%
33,34,Juwan Johnson(NO),1,1,15,15.0,15,0,0,0,0,0,0,1,1.5,1.5,1.9%
34,35,Drew Sample(CIN),1,1,14,14.0,14,0,0,0,0,0,0,1,1.4,1.4,0.1%
35,36,Donald Parham Jr.(LAC),2,2,13,6.5,15,0,0,0,0,0,0,1,1.3,1.3,0.7%
36,37,Foster Moreau(LV),3,6,13,4.3,7,0,0,0,0,0,0,1,1.3,1.3,23.7%
37,38,Lee Smith(FA),1,1,12,12.0,12,0,0,0,0,0,0,1,1.2,1.2,0.0%
38,39,Stephen Anderson(LAC),1,1,11,11.0,11,0,0,0,0,0,0,1,1.1,1.1,0.2%
39,40,Cameron Brate(TB),2,4,11,5.5,6,0,0,0,0,0,0,1,1.1,1.1,2.8%
40,41,Jimmy Graham(CHI),2,3,9,4.5,6,0,0,0,0,0,0,1,0.9,0.9,0.8%
41,42,Evan Engram(NYG),1,4,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,28.5%
42,43,Ricky Seals-Jones(WAS),1,4,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,10.8%
43,44,Josh Oliver(BAL),1,1,6,6.0,6,0,0,0,0,0,0,1,0.6,0.6,0.0%
44,45,Antony Auclair(HOU),1,1,6,6.0,6,0,0,0,0,0,0,1,0.6,0.6,0.0%
45,46,Jordan Akins(HOU),1,1,6,6.0,6,0,0,0,0,0,0,1,0.6,0.6,0.3%
46,47,MyCole Pruitt(TEN),1,3,5,5.0,5,0,0,0,0,0,0,1,0.5,0.5,0.0%
47,48,Dalton Schultz(DAL),1,3,4,4.0,4,0,0,0,0,0,0,1,0.4,0.4,89.9%
48,49,Jody Fortson(KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
49,50,Brycen Hopkins(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
50,51,Hunter Bryant(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
51,52,Jared Pinkney(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
52,53,Colby Parkinson(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
53,54,Harrison Bryant(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
54,55,Adam Trautman(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7%
55,56,Devin Asiasi(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
56,57,Matthew Orzech(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
57,58,Matt Sokol(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
58,59,Mitchell Fraboni(HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
59,60,Chris Myarick(CIN),0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
60,61,Ian Bunting(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
61,62,Parker Hesse(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
62,63,Farrod Green(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
63,64,Nick Bowers(LV),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
64,65,Jake Bargas(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
65,66,Rysen John(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
66,67,Nakia Griffin-Stewart(KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
67,68,Tommy Hudson(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
68,69,Charlie Woerner(SF),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
69,70,Luke Farrell(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
70,71,Mitchell Wilcox(CIN),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
71,72,Noah Gray(KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3%
72,73,Dalton Keene(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
73,74,Austin Fort(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
74,75,Kyle Markway(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
75,76,Stephen Sullivan(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
76,77,Charlie Taumoepeau(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
77,78,Noah Togiai(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
78,79,Ben Ellefson(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
79,80,Tyler Mabry(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
80,81,Sean McKeon(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
81,82,Giovanni Ricci(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
82,83,Tyler Davis(GB),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
83,84,Reggie Gilliam(BUF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
84,85,Rashod Berry(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
85,86,Scotty Washington(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
86,87,Eli Wolf(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
87,88,Isaac Nauta(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
88,89,Ian Thomas(CAR),0,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%
89,90,Dallas Goedert(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.8%
90,91,Mike Gesicki(MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.6%
91,92,Troy Fumagalli(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
92,93,Jordan Thomas(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
93,94,David Wells(ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
94,95,Ethan Wolf(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
95,96,Durham Smythe(MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
96,97,Ryan Izzo(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
97,98,Dylan Cantrell(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
98,99,Colin Thompson(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
99,100,Pharaoh Brown(HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
100,101,Jason Croom(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
101,102,Dan Arnold(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7%
102,103,Jordan Franks(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
103,104,Alize Mack(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
104,105,Hakeem Butler(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
105,106,T.J. Hockenson(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.4%
106,107,Kaden Smith(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
107,108,Tommy Sweeney(BUF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5%
108,109,Daniel Helm(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
109,110,Brandon Dillon(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
110,111,Jesper Horsted(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
111,112,Trevon Wesco(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
112,113,Tyree Jackson(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
113,114,Jaeden Graham(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
114,115,Irv Smith Jr.(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3%
115,116,Jace Sternberger(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
116,117,Dax Raymond(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
117,118,Kahale Warring(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
118,119,Zach Gentry(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
119,120,Andrew Beck(DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
120,121,Stephen Carlson(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
121,122,Carson Meier(MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
122,123,Kevin Rader(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
123,124,Tanner Hudson(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
124,125,Deon Yelder(ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
125,126,Ross Dwelley(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
126,127,Codey McElroy(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
127,128,Jack Stoll(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
128,129,Paul Quessenberry(HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
129,130,Dominique Dafney(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
130,131,Hunter Thedford(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
131,132,Hunter Long(MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
132,133,Tre' McKitty(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
133,134,Kenny Yeboah(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
134,135,Quintin Morris(BUF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
135,136,Pro Wells(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
136,137,Miller Forristall(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
137,138,Tony Poljan(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
138,139,Kylen Granson(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
139,140,Matt Bushman(KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
140,141,Sammis Reyes(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
141,142,Brayden Lenius(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
142,143,Nikola Kalinic(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
143,144,Shaun Beyer(DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
144,145,Jacob Harris(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
145,146,Josh Pederson(KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
146,147,Briley Moore-McKinney(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
147,148,Dylan Soehner(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
148,149,Nick Ralston(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
149,150,Hunter Kampmoyer(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
150,151,Zach Davidson(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
151,152,John Raine(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
152,153,Bernhard Seikovits(ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
153,154,Nick Guggemos(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
154,155,Jake Hausmann(NYG),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
155,156,Noah Grey(KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
156,157,Kalif Jackson(MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
157,158,Sal Cannella(MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
158,159,Michael Jacobson(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
159,160,Mark Vital Jr.(KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
160,161,Cethan Carter(MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
161,162,Johnny Mundt(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
162,163,Dominique Curry(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
163,164,Luke Stocker(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
164,165,Marquez Branson(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
165,166,John Nalbone(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
166,167,James Dearth(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
167,168,Levine Toilolo(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
168,169,Demetrius Harris(ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
169,170,Jack Doyle(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2%
170,171,Deangelo Peterson(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
171,172,Drake Dunsmore(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
172,173,Derek Carrier(LV),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
173,174,Darnell Dinkins(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
174,175,Derek Fine(HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
175,176,J.P. Foschi(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
176,177,Jake Nordin(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
177,178,Brad Cottam(KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
178,179,Clark Harris(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
179,180,Joey Haynos(MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
180,181,Justin Snow(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
181,182,Keith Zinger(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
182,183,James Winchester(KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
183,184,Tyler Ott(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
184,185,Patrick Scales(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
185,186,Andrew DePaola(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
