rank,player,fg,fg_att,fg_pct,long,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1.0,Brandon McManus,4.0,4.0,100.0,57.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,18.0,18.0,44.3,DEN,K,1,2015
2.0,Josh Brown,4.0,4.0,100.0,50.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,17.0,17.0,0.0,FA,K,1,2015
3.0,Matt Bryant,4.0,4.0,100.0,47.0,0.0,0.0,1.0,3.0,0.0,2.0,2.0,1.0,17.0,17.0,1.1,FA,K,1,2015
4.0,Robbie Gould,3.0,3.0,100.0,50.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,14.0,14.0,22.5,SF,K,1,2015
5.0,Zach Hocker,4.0,4.0,100.0,45.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,14.0,14.0,0.0,FA,K,1,2015
6.0,Stephen Hauschka,3.0,3.0,100.0,35.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,11.0,11.0,0.0,FA,K,1,2015
7.0,Dan Carpenter,2.0,2.0,100.0,45.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,1.0,11.0,11.0,0.2,FA,K,1,2015
8.0,Graham Gano,2.0,4.0,50.0,47.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,10.0,10.0,31.4,NYG,K,1,2015
9.0,Justin Tucker,2.0,2.0,100.0,52.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,98.0,BAL,K,1,2015
10.0,Greg Zuerlein,2.0,2.0,100.0,37.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,1.0,10.0,10.0,74.2,DAL,K,1,2015
11.0,Cairo Santos,2.0,3.0,66.7,48.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,1.0,10.0,10.0,2.1,CHI,K,1,2015
12.0,Dan Bailey,2.0,2.0,100.0,32.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,9.0,9.0,0.0,FA,K,1,2015
13.0,Josh Lambo,2.0,2.0,100.0,32.0,0.0,1.0,1.0,0.0,0.0,3.0,4.0,1.0,9.0,9.0,3.2,FA,K,1,2015
14.0,Mike Nugent,2.0,2.0,100.0,35.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,1.0,9.0,9.0,1.0,FA,K,1,2015
15.0,Phil Dawson,2.0,3.0,66.7,30.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,8.0,8.0,0.1,FA,K,1,2015
16.0,Chandler Catanzaro,1.0,1.0,100.0,43.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,1.0,8.0,8.0,0.0,FA,K,1,2015
