rank,player,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_long,receiving_20p,receiving_td,rushing_att,rushing_yds,rushing_td,lst,games,fantasy_points,fantasy_points_per_game,rost,position,week,year,team
1.0,Rob Gronkowski,5.0,8.0,94.0,18.8,52.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,27.4,27.4,97.7,TE,1,2015,NE
2.0,Austin Seferian-Jenkins,5.0,7.0,110.0,22.0,41.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,23.0,23.0,0.0,TE,1,2015,TB
3.0,Travis Kelce,6.0,6.0,106.0,17.7,42.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,22.6,22.6,100.0,TE,1,2015,KC
4.0,Tyler Eifert,9.0,12.0,104.0,11.6,31.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,22.4,22.4,0.0,TE,1,2015,CIN
5.0,Jason Witten,8.0,9.0,60.0,7.5,15.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,18.0,18.0,0.1,TE,1,2015,DAL
6.0,Darren Fells,4.0,5.0,82.0,20.5,48.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,14.2,14.2,0.0,TE,1,2015,ARI
7.0,Ladarius Green,5.0,6.0,74.0,14.8,22.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,13.4,13.4,0.0,TE,1,2015,LAC
8.0,Jordan Reed,7.0,11.0,63.0,9.0,25.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,12.3,12.3,19.0,TE,1,2015,WAS
9.0,Martellus Bennett,5.0,7.0,55.0,11.0,24.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,11.5,11.5,23.0,TE,1,2015,CHI
10.0,Eric Ebron,4.0,5.0,53.0,13.3,18.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11.3,11.3,3.0,TE,1,2015,DET
11.0,Jimmy Graham,6.0,8.0,51.0,8.5,19.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11.1,11.1,0.8,TE,1,2015,SEA
12.0,Delanie Walker,3.0,3.0,43.0,14.3,22.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,10.3,10.3,0.1,TE,1,2015,TEN
13.0,Lance Kendricks,2.0,2.0,42.0,21.0,37.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,10.2,10.2,0.0,TE,1,2015,LAR
14.0,Jared Cook,5.0,6.0,85.0,17.0,30.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,8.5,8.5,50.2,TE,1,2015,LAR
15.0,Heath Miller,8.0,11.0,84.0,10.5,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.4,8.4,0.0,TE,1,2015,PIT
16.0,Dwayne Allen,3.0,6.0,17.0,5.7,8.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.7,7.7,0.0,TE,1,2015,IND
17.0,Jordan Cameron,4.0,7.0,73.0,18.3,27.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,7.3,7.3,0.1,TE,1,2015,MIA
18.0,Gavin Escobar,2.0,2.0,8.0,4.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.8,6.8,0.0,TE,1,2015,DAL
19.0,Scott Chandler,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.1,6.1,0.0,TE,1,2015,NE
20.0,Kyle Rudolph,5.0,7.0,53.0,10.6,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.3,5.3,0.3,TE,1,2015,MIN
21.0,Vernon Davis,3.0,6.0,47.0,15.7,20.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.7,4.7,1.6,TE,1,2015,SF
22.0,Zach Ertz,3.0,8.0,46.0,15.3,21.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.6,4.6,85.8,TE,1,2015,PHI
23.0,Charles Clay,4.0,4.0,43.0,10.8,27.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.3,4.3,0.0,TE,1,2015,BUF
24.0,Garrett Celek,3.0,4.0,40.0,13.3,20.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,TE,1,2015,SF
25.0,Richard Rodgers,3.0,3.0,27.0,9.0,20.0,1.0,0.0,1.0,11.0,0.0,0.0,1.0,3.8,3.8,0.0,TE,1,2015,GB
26.0,Gary Barnidge,3.0,5.0,38.0,12.7,22.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.8,3.8,0.1,TE,1,2015,CLE
27.0,Daniel Fells,3.0,4.0,33.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.3,3.3,0.0,TE,1,2015,NYG
28.0,Coby Fleener,1.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,2.5,0.0,TE,1,2015,IND
29.0,Crockett Gillmore,2.0,4.0,23.0,11.5,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.3,2.3,0.0,TE,1,2015,BAL
30.0,Larry Donnell,3.0,4.0,21.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.1,2.1,0.0,TE,1,2015,NYG
31.0,Jacob Tamme,3.0,3.0,19.0,6.3,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.9,1.9,0.0,TE,1,2015,ATL
33.0,Anthony Fasano,1.0,1.0,18.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.8,1.8,0.1,TE,1,2015,TEN
34.0,Ryan Griffin,1.0,4.0,18.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.8,1.8,0.6,TE,1,2015,HOU
35.0,C.J. Fiedorowicz,1.0,1.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.5,0.0,TE,1,2015,HOU
36.0,Maxx Williams,1.0,2.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.5,0.4,TE,1,2015,BAL
37.0,Jim Dray,1.0,3.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3,1.3,0.0,TE,1,2015,CLE
38.0,Greg Olsen,1.0,3.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1,1.1,7.0,TE,1,2015,CAR
39.0,Ed Dickson,1.0,2.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,0.9,0.0,TE,1,2015,CAR
40.0,Derek Carrier,2.0,2.0,8.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.8,0.0,TE,1,2015,WAS
41.0,Brent Celek,1.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.6,0.0,TE,1,2015,PHI
42.0,Owen Daniels,2.0,2.0,5.0,2.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,TE,1,2015,DEN
43.0,Vance McDonald,1.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,TE,1,2015,SF
44.0,Levine Toilolo,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.4,0.0,TE,1,2015,ATL
45.0,Jermaine Gresham,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.4,0.0,TE,1,2015,ARI
46.0,Mychal Rivera,1.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.4,0.2,TE,1,2015,LV
47.0,Rhett Ellison,1.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.3,0.0,TE,1,2015,MIN
48.0,Clive Walford,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.1,0.0,TE,1,2015,LV
1.0,Crockett Gillmore,5.0,6.0,88.0,17.6,38.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,20.8,20.8,0.0,TE,2,2015,BAL
2.0,Rob Gronkowski,7.0,13.0,113.0,16.1,36.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,17.3,17.3,97.7,TE,2,2015,NE
3.0,Anthony Fasano,5.0,7.0,84.0,16.8,33.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,14.4,14.4,0.1,TE,2,2015,TEN
4.0,Tyler Eifert,4.0,5.0,49.0,12.3,15.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.9,10.9,0.0,TE,2,2015,CIN
5.0,Eric Ebron,5.0,10.0,43.0,8.6,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.3,10.3,3.0,TE,2,2015,DET
6.0,Richard Rodgers,3.0,4.0,23.0,7.7,9.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.3,10.3,0.0,TE,2,2015,GB
7.0,Heath Miller,2.0,2.0,15.0,7.5,13.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.5,9.5,0.0,TE,2,2015,PIT
8.0,Kyle Rudolph,5.0,7.0,30.0,6.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,0.3,TE,2,2015,MIN
9.0,Larry Donnell,4.0,6.0,28.0,7.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.8,8.8,0.0,TE,2,2015,NYG
10.0,Jordan Reed,6.0,6.0,82.0,13.7,29.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,8.2,8.2,19.0,TE,2,2015,WAS
11.0,Charles Clay,3.0,5.0,19.0,6.3,9.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.9,7.9,0.0,TE,2,2015,BUF
12.0,Jake Stoneburner,2.0,2.0,18.0,9.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.8,7.8,0.0,TE,2,2015,MIA
13.0,Jacob Tamme,4.0,6.0,77.0,19.3,41.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.7,7.7,0.0,TE,2,2015,ATL
15.0,Greg Olsen,6.0,14.0,70.0,11.7,27.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,7.0,TE,2,2015,CAR
