player,field_goal,field_goal_att,pct,lg,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,rost,team,week,position,opponent,home,year
Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,NYJ,3,K,MIA,True,2017
Matt Ammendola,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NYJ,3,K,MIA,True,2017
Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,3,K,MIA,True,2017
Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,3,K,MIA,True,2017
Sergio Castillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,3,K,MIA,True,2017
Joey Slye,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.6,WAS,3,K,LV,True,2017
Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,6.6,WAS,3,K,LV,True,2017
Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,3,K,LV,True,2017
Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,3,K,LV,True,2017
Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,34.2,CIN,3,K,GB,False,2017
Tyler Bass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,84.8,BUF,3,K,DEN,True,2017
Greg Zuerlein,7,7,100.0,49,0,1,2,4,0,2,2,1,27.0,74.2,DAL,4,K,LAR,True,2017
Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DAL,4,K,LAR,True,2017
Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,4,K,LAR,True,2017
Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,4,K,LAR,True,2017
Jake Elliott,4,4,100.0,53,0,0,0,3,1,2,2,1,19.0,22.5,PHI,4,K,LAC,False,2017
Ka'imi Fairbairn,3,3,100.0,50,0,0,1,1,1,6,7,1,18.0,0.8,HOU,4,K,TEN,True,2017
Robbie Gould,5,5,100.0,49,0,1,1,3,0,0,0,1,18.0,22.5,SF,4,K,ARI,False,2017
Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,4,K,ARI,False,2017
MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,4,K,ARI,False,2017
Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,4,K,ARI,False,2017
Stephen Hauschka,3,3,100.0,56,0,1,0,0,2,2,2,1,15.0,0.0,FA,4,K,,,2017
Stephen Gostkowski,3,3,100.0,58,0,0,1,1,1,3,3,1,15.0,0.1,FA,4,K,,,2017
Phil Dawson,4,4,100.0,50,0,1,1,1,1,0,0,1,15.0,0.1,FA,4,K,,,2017
Chandler Catanzaro,3,4,75.0,45,0,1,0,2,0,2,2,1,13.0,0.0,FA,4,K,,,2017
Blair Walsh,1,2,50.0,44,0,0,0,1,0,5,5,1,9.0,0.1,FA,4,K,,,2017
Dan Bailey,1,1,100.0,34,0,0,1,0,0,3,3,1,6.0,0.0,FA,4,K,,,2017
Matt Bryant,1,1,100.0,28,0,1,0,0,0,2,2,1,5.0,1.1,FA,4,K,,,2017
Aldrick Rosas,1,2,50.0,30,0,0,1,0,0,2,2,1,5.0,1.8,FA,4,K,,,2017
Adam Vinatieri,1,1,100.0,40,0,0,0,1,0,1,1,1,5.0,0.2,FA,4,K,,,2017
Connor Barth,0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,0.0,FA,4,K,,,2017
Cody Parkey,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.4,FA,4,K,,,2017
Harrison Butker,3,4,75.0,43,0,1,1,1,0,2,2,1,12.0,76.6,KC,4,K,WAS,True,2017
Brandon McManus,3,4,75.0,46,0,1,1,1,0,1,1,1,11.0,44.3,DEN,4,K,LV,True,2017
Graham Gano,2,2,100.0,48,0,0,1,1,0,3,4,1,10.0,31.4,NYG,4,K,TB,False,2017
Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYG,4,K,TB,False,2017
Wil Lutz,2,3,66.7,45,0,0,0,2,0,2,2,1,10.0,3.3,NO,4,K,MIA,False,2017
Brett Maher,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.9,NO,4,K,MIA,False,2017
Chris Boswell,2,3,66.7,49,0,0,1,1,0,2,2,1,9.0,51.0,PIT,4,K,BAL,False,2017
Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,4,K,BAL,False,2017
Sam Sloman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,4,K,BAL,False,2017
Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,4,K,BAL,False,2017
Dustin Hopkins,2,2,100.0,40,1,0,0,1,0,2,2,1,9.0,14.5,LAC,4,K,PHI,True,2017
Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.7,LAC,4,K,PHI,True,2017
Randy Bullock,1,1,100.0,41,0,0,0,1,0,4,4,1,8.0,10.8,TEN,4,K,HOU,False,2017
Giorgio Tavecchio,1,1,100.0,38,0,0,1,0,0,1,1,1,4.0,1.0,TEN,4,K,HOU,False,2017
Sam Ficken,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,TEN,4,K,HOU,False,2017
Jason Myers,2,3,66.7,30,0,1,1,0,0,2,2,1,8.0,22.1,SEA,4,K,IND,True,2017
Nick Folk,2,4,50.0,34,0,1,1,0,0,1,2,1,7.0,81.8,NE,4,K,CAR,True,2017
Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NE,4,K,CAR,True,2017
Younghoe Koo,1,1,100.0,28,0,1,0,0,0,3,3,1,6.0,40.9,ATL,4,K,BUF,True,2017
Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,4,K,BUF,True,2017
Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,4,K,BUF,True,2017
Matt Prater,2,3,66.7,37,0,1,1,0,0,0,0,1,6.0,52.8,ARI,4,K,SF,True,2017
Mason Crosby,0,0,0.0,0,0,0,0,0,0,5,5,1,5.0,40.7,GB,4,K,CHI,True,2017
JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,GB,4,K,CHI,True,2017
Justin Tucker,1,2,50.0,42,0,0,0,1,0,0,0,1,4.0,98.0,BAL,4,K,PIT,True,2017
Ryan Succop,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,57.4,TB,4,K,NYG,True,2017
Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,4,K,NYG,True,2017
Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,4,K,NYG,True,2017
Kai Forbath,0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,3.0,LAR,4,K,DAL,False,2017
Ryan Santoso,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,LAR,4,K,DAL,False,2017
Matt Gay,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,89.8,LAR,4,K,DAL,False,2017
Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,LAR,4,K,DAL,False,2017
Zane Gonzalez,0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,2.6,CAR,4,K,NE,False,2017
Alex Kessman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,4,K,NE,False,2017
Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,CAR,4,K,NE,False,2017
Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,4,K,NE,False,2017
Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,CLE,4,K,CIN,True,2017
Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,7.1,CLE,4,K,CIN,True,2017
Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CLE,4,K,CIN,True,2017
Austin Seibert,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DET,4,K,MIN,False,2017
Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,DET,4,K,MIN,False,2017
Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,JAC,4,K,NYJ,False,2017
Greg Joseph,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,69.1,MIN,4,K,DET,True,2017
Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,19.9,IND,4,K,SEA,False,2017
Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,IND,4,K,SEA,False,2017
Rodrigo Blankenship,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,4.1,IND,4,K,SEA,False,2017
Daniel Carlson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,74.3,LV,4,K,DEN,False,2017
Jason Sanders,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,22.6,MIA,4,K,NO,True,2017
Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,33.3,MIA,4,K,NO,True,2017
Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,NYJ,4,K,JAC,True,2017
Matt Ammendola,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NYJ,4,K,JAC,True,2017
Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,4,K,JAC,True,2017
Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,4,K,JAC,True,2017
Sergio Castillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,4,K,JAC,True,2017
Joey Slye,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.6,WAS,4,K,KC,False,2017
Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,6.6,WAS,4,K,KC,False,2017
Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,4,K,KC,False,2017
Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,4,K,KC,False,2017
Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,34.2,CIN,4,K,CLE,False,2017
Tyler Bass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,84.8,BUF,4,K,ATL,False,2017
Cairo Santos,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2.1,CHI,4,K,GB,False,2017
Harrison Butker,5,5,100.0,49,0,0,2,3,0,3,3,1,21.0,76.6,KC,5,K,HOU,False,2017
Adam Vinatieri,4,4,100.0,52,0,1,1,0,2,2,2,1,18.0,0.2,FA,5,K,,,2017
Stephen Gostkowski,4,4,100.0,48,0,2,0,2,0,1,1,1,15.0,0.1,FA,5,K,,,2017
Blair Walsh,3,3,100.0,49,0,0,1,2,0,1,1,1,12.0,0.1,FA,5,K,,,2017
Stephen Hauschka,3,3,100.0,38,0,1,2,0,0,1,1,1,10.0,0.0,FA,5,K,,,2017
Nick Novak,2,2,100.0,31,0,1,1,0,0,3,3,1,9.0,0.1,FA,5,K,,,2017
Dan Bailey,1,1,100.0,43,0,0,0,1,0,4,4,1,8.0,0.0,FA,5,K,,,2017
Chandler Catanzaro,1,1,100.0,57,0,0,0,0,1,2,2,1,7.0,0.0,FA,5,K,,,2017
Cody Parkey,1,1,100.0,41,0,0,0,1,0,1,2,1,5.0,0.4,FA,5,K,,,2017
Aldrick Rosas,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,1.8,FA,5,K,,,2017
Phil Dawson,0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,0.1,FA,5,K,,,2017
Connor Barth,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,0.0,FA,5,K,,,2017
Justin Tucker,3,3,100.0,44,0,2,0,1,0,3,3,1,13.0,98.0,BAL,5,K,LV,False,2017
Robbie Gould,3,3,100.0,43,0,1,0,2,0,2,2,1,13.0,22.5,SF,5,K,IND,False,2017
Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,5,K,IND,False,2017
MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,5,K,IND,False,2017
Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,5,K,IND,False,2017
Jake Elliott,2,2,100.0,36,0,1,1,0,0,4,4,1,10.0,22.5,PHI,5,K,ARI,True,2017
Graham Gano,2,3,66.7,44,0,1,0,1,0,3,3,1,10.0,31.4,NYG,5,K,LAC,True,2017
Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYG,5,K,LAC,True,2017
Chris Boswell,3,3,100.0,34,0,2,1,0,0,0,0,1,9.0,51.0,PIT,5,K,JAC,True,2017
Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,5,K,JAC,True,2017
Sam Sloman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,5,K,JAC,True,2017
Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,5,K,JAC,True,2017
Kai Forbath,2,2,100.0,26,0,2,0,0,0,2,2,1,8.0,3.0,LAR,5,K,SEA,True,2017
Matt Gay,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,89.8,LAR,5,K,SEA,True,2017
Ryan Santoso,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,LAR,5,K,SEA,True,2017
Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,LAR,5,K,SEA,True,2017
Randy Bullock,2,2,100.0,30,0,1,1,0,0,2,2,1,8.0,10.8,TEN,5,K,MIA,False,2017
Giorgio Tavecchio,1,1,100.0,32,0,0,1,0,0,2,2,1,5.0,1.0,TEN,5,K,MIA,False,2017
Sam Ficken,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,TEN,5,K,MIA,False,2017
Jason Myers,1,1,100.0,47,0,0,0,1,0,3,4,1,7.0,22.1,SEA,5,K,LAR,False,2017
Matt Prater,1,1,100.0,30,0,0,1,0,0,3,3,1,6.0,52.8,ARI,5,K,PHI,False,2017
Ryan Succop,1,1,100.0,45,0,0,0,1,0,1,1,1,5.0,57.4,TB,5,K,NE,True,2017
Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,5,K,NE,True,2017
Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,5,K,NE,True,2017
Mason Crosby,1,1,100.0,22,0,1,0,0,0,2,4,1,5.0,40.7,GB,5,K,DAL,False,2017
JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,GB,5,K,DAL,False,2017
Greg Zuerlein,1,2,50.0,35,0,0,1,0,0,1,1,1,4.0,74.2,DAL,5,K,GB,True,2017
Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DAL,5,K,GB,True,2017
Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,5,K,GB,True,2017
Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,5,K,GB,True,2017
Zane Gonzalez,0,2,0.0,0,0,0,0,0,0,2,2,1,2.0,2.6,CAR,5,K,DET,False,2017
Alex Kessman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,5,K,DET,False,2017
Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,CAR,5,K,DET,False,2017
Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,5,K,DET,False,2017
Ka'imi Fairbairn,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,0.8,HOU,5,K,KC,True,2017
Nick Folk,0,3,0.0,0,0,0,0,0,0,2,2,1,2.0,81.8,NE,5,K,TB,False,2017
Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NE,5,K,TB,False,2017
Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,CLE,5,K,NYJ,True,2017
Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,7.1,CLE,5,K,NYJ,True,2017
Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CLE,5,K,NYJ,True,2017
Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,19.9,IND,5,K,SF,True,2017
Rodrigo Blankenship,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,4.1,IND,5,K,SF,True,2017
Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,IND,5,K,SF,True,2017
Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,JAC,5,K,PIT,False,2017
Austin Seibert,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DET,5,K,CAR,True,2017
Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,DET,5,K,CAR,True,2017
Daniel Carlson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,74.3,LV,5,K,BAL,True,2017
Greg Joseph,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,69.1,MIN,5,K,CHI,False,2017
Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.7,LAC,5,K,NYG,False,2017
Dustin Hopkins,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,14.5,LAC,5,K,NYG,False,2017
Wil Lutz,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,3.3,NO,5,K,BYE,,2017
Brett Maher,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.9,NO,5,K,BYE,,2017
Younghoe Koo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,40.9,ATL,5,K,BYE,,2017
Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,5,K,BYE,,2017
Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,5,K,BYE,,2017
Jason Sanders,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,22.6,MIA,5,K,TEN,True,2017
Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,33.3,MIA,5,K,TEN,True,2017
Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,NYJ,5,K,CLE,False,2017
Matt Ammendola,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NYJ,5,K,CLE,False,2017
Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,5,K,CLE,False,2017
Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,5,K,CLE,False,2017
Sergio Castillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,5,K,CLE,False,2017
Joey Slye,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.6,WAS,5,K,BYE,,2017
Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,6.6,WAS,5,K,BYE,,2017
Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,5,K,BYE,,2017
Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,5,K,BYE,,2017
Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,34.2,CIN,5,K,BUF,True,2017
Tyler Bass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,84.8,BUF,5,K,CIN,False,2017
Brandon McManus,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,44.3,DEN,5,K,BYE,,2017
Cairo Santos,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2.1,CHI,5,K,MIN,True,2017
Ryan Succop,5,5,100.0,48,0,1,1,3,0,3,3,1,21.0,57.4,TB,6,K,ARI,False,2017
Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,6,K,ARI,False,2017
Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,6,K,ARI,False,2017
Aldrick Rosas,3,4,75.0,51,0,1,0,1,1,2,2,1,14.0,1.8,FA,6,K,,,2017
Adam Vinatieri,3,3,100.0,52,0,1,1,0,1,1,2,1,12.0,0.2,FA,6,K,,,2017
Connor Barth,2,2,100.0,40,0,1,0,1,0,3,3,1,10.0,0.0,FA,6,K,,,2017
Cody Parkey,2,2,100.0,49,0,0,1,1,0,2,2,1,9.0,0.4,FA,6,K,,,2017
Phil Dawson,1,1,100.0,28,0,1,0,0,0,5,5,1,8.0,0.1,FA,6,K,,,2017
Matt Bryant,1,2,50.0,50,0,0,0,0,1,2,2,1,7.0,1.1,FA,6,K,,,2017
Stephen Gostkowski,1,2,50.0,28,0,1,0,0,0,3,3,1,6.0,0.1,FA,6,K,,,2017
Nick Novak,1,2,50.0,32,0,0,1,0,0,2,2,1,5.0,0.1,FA,6,K,,,2017
Chandler Catanzaro,1,1,100.0,28,0,1,0,0,0,2,2,1,5.0,0.0,FA,6,K,,,2017
Patrick Murray,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,FA,6,K,,,2017
Kai Forbath,3,3,100.0,53,0,0,2,0,1,2,2,1,13.0,3.0,LAR,6,K,JAC,False,2017
Ryan Santoso,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,LAR,6,K,JAC,False,2017
Matt Gay,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,89.8,LAR,6,K,JAC,False,2017
Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,LAR,6,K,JAC,False,2017
Justin Tucker,3,3,100.0,50,0,1,1,0,1,1,1,1,12.0,98.0,BAL,6,K,CHI,True,2017
Graham Gano,3,3,100.0,46,0,1,1,1,0,2,2,1,12.0,31.4,NYG,6,K,DEN,False,2017
Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYG,6,K,DEN,False,2017
Wil Lutz,1,1,100.0,41,0,0,0,1,0,7,7,1,11.0,3.3,NO,6,K,DET,True,2017
Brett Maher,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.9,NO,6,K,DET,True,2017
Jake Elliott,2,2,100.0,50,0,0,0,1,1,2,2,1,11.0,22.5,PHI,6,K,CAR,False,2017
Greg Zuerlein,2,2,100.0,56,0,1,0,0,1,3,3,1,11.0,74.2,DAL,6,K,BYE,,2017
Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DAL,6,K,BYE,,2017
Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,6,K,BYE,,2017
Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,6,K,BYE,,2017
Matt Prater,1,2,50.0,41,0,0,0,1,0,5,5,1,9.0,52.8,ARI,6,K,TB,True,2017
Dustin Hopkins,2,2,100.0,48,0,1,0,1,0,2,3,1,9.0,14.5,LAC,6,K,LV,False,2017
Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.7,LAC,6,K,LV,False,2017
Robbie Gould,1,2,50.0,52,0,0,0,0,1,3,3,1,8.0,22.5,SF,6,K,WAS,False,2017
Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,6,K,WAS,False,2017
MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,6,K,WAS,False,2017
Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,6,K,WAS,False,2017
Harrison Butker,2,2,100.0,46,0,0,1,1,0,1,1,1,8.0,76.6,KC,6,K,PIT,True,2017
Zane Gonzalez,1,1,100.0,41,0,0,0,1,0,2,2,1,6.0,2.6,CAR,6,K,PHI,True,2017
Alex Kessman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,6,K,PHI,True,2017
Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,CAR,6,K,PHI,True,2017
Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,6,K,PHI,True,2017
Ka'imi Fairbairn,1,1,100.0,40,0,0,0,1,0,2,3,1,6.0,0.8,HOU,6,K,CLE,True,2017
Jason Myers,1,3,33.3,41,0,0,0,1,0,2,2,1,6.0,22.1,SEA,6,K,BYE,,2017
Chris Boswell,1,1,100.0,24,0,1,0,0,0,2,2,1,5.0,51.0,PIT,6,K,KC,False,2017
Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,6,K,KC,False,2017
Sam Sloman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,6,K,KC,False,2017
Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,6,K,KC,False,2017
Giorgio Tavecchio,1,1,100.0,44,0,0,0,1,0,1,2,1,5.0,1.0,TEN,6,K,IND,True,2017
Sam Ficken,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,TEN,6,K,IND,True,2017
Randy Bullock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,10.8,TEN,6,K,IND,True,2017
Brandon McManus,1,3,33.3,28,0,1,0,0,0,1,1,1,4.0,44.3,DEN,6,K,NYG,True,2017
Mason Crosby,1,1,100.0,26,0,1,0,0,0,1,1,1,4.0,40.7,GB,6,K,MIN,False,2017
JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,GB,6,K,MIN,False,2017
Daniel Carlson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,74.3,LV,6,K,LAC,True,2017
Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,6.6,WAS,6,K,SF,True,2017
Joey Slye,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.6,WAS,6,K,SF,True,2017
Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,6,K,SF,True,2017
Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,6,K,SF,True,2017
Jason Sanders,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,22.6,MIA,6,K,ATL,False,2017
Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,33.3,MIA,6,K,ATL,False,2017
Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,NYJ,6,K,NE,True,2017
Matt Ammendola,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NYJ,6,K,NE,True,2017
Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,6,K,NE,True,2017
Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,6,K,NE,True,2017
Sergio Castillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,6,K,NE,True,2017
