player,field_goal,field_goal_att,pct,lg,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,rost,team,week,position,opponent,home
Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,13,K,WAS,True
Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NE,13,K,HOU,False
Nick Folk,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,81.8,NE,13,K,HOU,False
Greg Joseph,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,69.1,MIN,13,K,SEA,False
Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,34.2,CIN,13,K,NYJ,True
Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,CLE,13,K,PIT,False
Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,7.1,CLE,13,K,PIT,False
Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CLE,13,K,PIT,False
Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,JAC,13,K,TB,True
Tyler Bass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,84.8,BUF,13,K,DAL,False
Graham Gano,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,31.4,NYG,13,K,GB,True
Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYG,13,K,GB,True
Cairo Santos,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2.1,CHI,13,K,DET,False
Jason Sanders,7,8,87.5,53,0,3,2,1,1,0,0,1,24.0,22.6,MIA,14,K,NYJ,False
Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,33.3,MIA,14,K,NYJ,False
Younghoe Koo,4,4,100.0,50,0,1,2,0,1,4,4,1,18.0,40.9,ATL,14,K,CAR,True
Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,14,K,CAR,True
Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,14,K,CAR,True
Randy Bullock,4,4,100.0,46,0,1,1,2,0,1,1,1,15.0,10.8,TEN,14,K,LV,False
Sam Ficken,3,3,100.0,44,0,0,1,2,0,1,2,1,12.0,0.1,TEN,14,K,LV,False
Giorgio Tavecchio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.0,TEN,14,K,LV,False
Robbie Gould,2,2,100.0,41,0,0,1,1,0,6,6,1,13.0,22.5,SF,14,K,NO,False
Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,14,K,NO,False
MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,14,K,NO,False
Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,14,K,NO,False
Wil Lutz,2,2,100.0,55,0,0,0,1,1,4,4,1,13.0,3.3,NO,14,K,SF,True
Brett Maher,1,2,50.0,31,0,0,1,0,0,3,3,1,6.0,1.9,NO,14,K,SF,True
Harrison Butker,3,3,100.0,48,0,0,1,2,0,2,2,1,13.0,76.6,KC,14,K,NE,False
Chase McLaughlin,2,3,66.7,50,1,0,0,0,1,3,3,1,11.0,7.1,CLE,14,K,CIN,True
Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,CLE,14,K,CIN,True
Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CLE,14,K,CIN,True
Austin Seibert,2,2,100.0,53,0,0,1,0,1,3,3,1,11.0,0.1,DET,14,K,MIN,False
Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,DET,14,K,MIN,False
Stephen Hauschka,3,3,100.0,48,0,0,1,2,0,0,0,1,11.0,0.0,FA,14,K,,
Dan Bailey,2,2,100.0,50,0,1,0,0,1,2,2,1,10.0,0.0,FA,14,K,,
Aldrick Rosas,1,1,100.0,34,0,0,1,0,0,2,2,1,5.0,1.8,FA,14,K,,
Josh Lambo,1,1,100.0,26,0,1,0,0,0,1,1,1,4.0,3.2,FA,14,K,,
Chris Boswell,3,3,100.0,37,0,1,2,0,0,2,2,1,11.0,51.0,PIT,14,K,ARI,False
Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,14,K,ARI,False
Sam Sloman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,14,K,ARI,False
Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,14,K,ARI,False
Joey Slye,2,2,100.0,46,0,0,0,2,0,2,2,1,10.0,1.6,WAS,14,K,GB,False
Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,6.6,WAS,14,K,GB,False
Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,14,K,GB,False
Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,14,K,GB,False
Michael Badgley,1,1,100.0,40,0,0,0,1,0,6,6,1,10.0,19.9,IND,14,K,TB,False
Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,IND,14,K,TB,False
Rodrigo Blankenship,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,4.1,IND,14,K,TB,False
Matt Gay,1,1,100.0,44,0,0,0,1,0,5,5,1,9.0,89.8,LAR,14,K,SEA,True
Ryan Santoso,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.1,LAR,14,K,SEA,True
Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,LAR,14,K,SEA,True
Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,3.0,LAR,14,K,SEA,True
Mason Crosby,2,2,100.0,33,0,0,2,0,0,2,2,1,8.0,40.7,GB,14,K,WAS,True
JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,GB,14,K,WAS,True
Brandon McManus,1,1,100.0,36,0,0,1,0,0,5,5,1,8.0,44.3,DEN,14,K,HOU,False
Ka'imi Fairbairn,1,1,100.0,54,0,0,0,0,1,3,3,1,8.0,0.8,HOU,14,K,DEN,True
Eddy Pineiro,1,1,100.0,36,0,0,1,0,0,4,4,1,7.0,0.2,NYJ,14,K,MIA,True
Matt Ammendola,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NYJ,14,K,MIA,True
Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,14,K,MIA,True
Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,14,K,MIA,True
Sergio Castillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,14,K,MIA,True
Justin Tucker,1,1,100.0,36,0,0,1,0,0,3,3,1,6.0,98.0,BAL,14,K,BUF,False
Ryan Succop,0,1,0.0,0,0,0,0,0,0,6,6,1,6.0,57.4,TB,14,K,IND,True
Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,14,K,IND,True
Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,14,K,IND,True
Jason Myers,2,2,100.0,39,0,0,2,0,0,0,1,1,6.0,22.1,SEA,14,K,LAR,False
Zane Gonzalez,1,1,100.0,30,0,0,1,0,0,2,2,1,5.0,2.6,CAR,14,K,ATL,False
Alex Kessman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,14,K,ATL,False
Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,CAR,14,K,ATL,False
Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,14,K,ATL,False
Dustin Hopkins,1,1,100.0,52,0,0,0,0,1,0,1,1,5.0,14.5,LAC,14,K,JAC,False
Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.7,LAC,14,K,JAC,False
Jake Elliott,1,2,50.0,34,0,0,1,0,0,2,2,1,5.0,22.5,PHI,14,K,NYG,True
Greg Zuerlein,0,1,0.0,0,0,0,0,0,0,4,4,1,4.0,74.2,DAL,14,K,CHI,False
Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DAL,14,K,CHI,False
Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,14,K,CHI,False
Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,14,K,CHI,False
Nick Folk,1,2,50.0,29,0,1,0,0,0,1,1,1,4.0,81.8,NE,14,K,KC,True
Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NE,14,K,KC,True
Daniel Carlson,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,74.3,LV,14,K,TEN,True
Matt Prater,0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,52.8,ARI,14,K,PIT,True
Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,JAC,14,K,LAC,True
Greg Joseph,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,69.1,MIN,14,K,DET,True
Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,34.2,CIN,14,K,CLE,False
Tyler Bass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,84.8,BUF,14,K,BAL,True
Graham Gano,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,31.4,NYG,14,K,PHI,False
Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYG,14,K,PHI,False
Cairo Santos,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2.1,CHI,14,K,DAL,True
Kai Forbath,3,3,100.0,50,0,0,0,2,1,5,5,1,18.0,3.0,LAR,15,K,DAL,False
Matt Gay,1,2,50.0,46,0,0,0,1,0,5,5,1,9.0,89.8,LAR,15,K,DAL,False
Ryan Santoso,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.1,LAR,15,K,DAL,False
Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,LAR,15,K,DAL,False
Dan Bailey,4,4,100.0,44,0,2,1,1,0,3,4,1,16.0,0.0,FA,15,K,,
Josh Lambo,2,2,100.0,43,0,1,0,1,0,2,2,1,9.0,3.2,FA,15,K,,
Stephen Hauschka,1,1,100.0,36,0,0,1,0,0,2,2,1,5.0,0.0,FA,15,K,,
Aldrick Rosas,0,0,0.0,0,0,0,0,0,0,4,5,1,4.0,1.8,FA,15,K,,
Robbie Gould,3,3,100.0,46,0,1,0,2,0,1,2,1,12.0,22.5,SF,15,K,ATL,True
Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,15,K,ATL,True
MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,15,K,ATL,True
Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,15,K,ATL,True
Nick Folk,2,2,100.0,46,0,0,0,2,0,4,4,1,12.0,81.8,NE,15,K,CIN,False
Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NE,15,K,CIN,False
Dustin Hopkins,2,2,100.0,53,0,0,0,1,1,3,3,1,12.0,14.5,LAC,15,K,MIN,True
Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.7,LAC,15,K,MIN,True
Harrison Butker,3,3,100.0,44,0,2,0,1,0,0,0,1,10.0,76.6,KC,15,K,DEN,True
Wil Lutz,2,2,100.0,33,0,1,1,0,0,4,4,1,10.0,3.3,NO,15,K,IND,True
Brett Maher,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.9,NO,15,K,IND,True
Daniel Carlson,3,4,75.0,34,0,1,2,0,0,1,1,1,10.0,74.3,LV,15,K,JAC,True
Jason Sanders,2,3,66.7,47,0,1,0,1,0,2,2,1,9.0,22.6,MIA,15,K,NYG,False
Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,33.3,MIA,15,K,NYG,False
Randy Bullock,2,2,100.0,48,0,0,1,1,0,1,1,1,8.0,10.8,TEN,15,K,HOU,True
Sam Ficken,0,1,0.0,0,0,0,0,0,0,1,2,1,1.0,0.1,TEN,15,K,HOU,True
Giorgio Tavecchio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.0,TEN,15,K,HOU,True
Zane Gonzalez,1,1,100.0,21,0,1,0,0,0,5,5,1,8.0,2.6,CAR,15,K,SEA,True
Alex Kessman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,15,K,SEA,True
Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,CAR,15,K,SEA,True
Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,15,K,SEA,True
Joey Slye,1,1,100.0,52,0,0,0,0,1,3,3,1,8.0,1.6,WAS,15,K,PHI,True
Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,6.6,WAS,15,K,PHI,True
Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,15,K,PHI,True
Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,15,K,PHI,True
Eddy Pineiro,2,2,100.0,30,0,1,1,0,0,1,1,1,7.0,0.2,NYJ,15,K,BAL,False
Matt Ammendola,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NYJ,15,K,BAL,False
Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,15,K,BAL,False
Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,15,K,BAL,False
Sergio Castillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,15,K,BAL,False
Austin Seibert,1,2,50.0,44,0,0,0,1,0,3,3,1,7.0,0.1,DET,15,K,TB,True
Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,DET,15,K,TB,True
Jake Elliott,1,1,100.0,25,0,1,0,0,0,4,4,1,7.0,22.5,PHI,15,K,WAS,False
Jason Myers,1,1,100.0,30,0,0,1,0,0,3,4,1,6.0,22.1,SEA,15,K,CAR,False
Ka'imi Fairbairn,1,1,100.0,29,0,1,0,0,0,3,3,1,6.0,0.8,HOU,15,K,TEN,False
Younghoe Koo,1,1,100.0,43,0,0,0,1,0,2,2,1,6.0,40.9,ATL,15,K,SF,False
Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,15,K,SF,False
Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,15,K,SF,False
Matt Prater,1,1,100.0,44,0,0,0,1,0,2,2,1,6.0,52.8,ARI,15,K,CLE,True
Michael Badgley,1,1,100.0,41,0,0,0,1,0,1,1,1,5.0,19.9,IND,15,K,NO,False
Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,IND,15,K,NO,False
Rodrigo Blankenship,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,4.1,IND,15,K,NO,False
Chris Boswell,1,1,100.0,49,0,0,0,1,0,1,1,1,5.0,51.0,PIT,15,K,BUF,True
Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,15,K,BUF,True
Sam Sloman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,15,K,BUF,True
Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,15,K,BUF,True
Justin Tucker,0,0,0.0,0,0,0,0,0,0,4,5,1,4.0,98.0,BAL,15,K,NYJ,True
Ryan Succop,0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,57.4,TB,15,K,DET,False
Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,15,K,DET,False
Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,15,K,DET,False
Mason Crosby,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,40.7,GB,15,K,CHI,True
JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,GB,15,K,CHI,True
Brandon McManus,1,1,100.0,32,0,0,1,0,0,0,0,1,3.0,44.3,DEN,15,K,KC,False
Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,7.1,CLE,15,K,ARI,False
Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,CLE,15,K,ARI,False
Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CLE,15,K,ARI,False
Greg Zuerlein,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,74.2,DAL,15,K,LAR,True
Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DAL,15,K,LAR,True
Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,15,K,LAR,True
Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,15,K,LAR,True
Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,JAC,15,K,LV,False
Greg Joseph,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,69.1,MIN,15,K,LAC,False
Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,34.2,CIN,15,K,NE,True
Tyler Bass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,84.8,BUF,15,K,PIT,False
Graham Gano,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,31.4,NYG,15,K,MIA,True
Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYG,15,K,MIA,True
Cairo Santos,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2.1,CHI,15,K,GB,False
Sam Ficken,3,3,100.0,54,0,0,1,1,1,1,1,1,13.0,0.1,TEN,16,K,NO,True
Randy Bullock,2,2,100.0,57,0,1,0,0,1,1,1,1,9.0,10.8,TEN,16,K,NO,True
Giorgio Tavecchio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.0,TEN,16,K,NO,True
Nick Folk,3,3,100.0,51,0,1,1,0,1,1,1,1,12.0,81.8,NE,16,K,BUF,True
Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NE,16,K,BUF,True
Ka'imi Fairbairn,3,3,100.0,37,0,1,2,0,0,2,2,1,11.0,0.8,HOU,16,K,TB,False
Matt Gay,2,3,66.7,50,0,0,0,1,1,2,2,1,11.0,89.8,LAR,16,K,SF,False
Kai Forbath,3,3,100.0,49,0,0,1,2,0,0,0,1,11.0,3.0,LAR,16,K,SF,False
Ryan Santoso,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,LAR,16,K,SF,False
Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,LAR,16,K,SF,False
Zane Gonzalez,2,3,66.7,46,0,1,0,1,0,3,3,1,10.0,2.6,CAR,16,K,IND,False
Alex Kessman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,16,K,IND,False
Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,CAR,16,K,IND,False
Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,16,K,IND,False
Robbie Gould,2,2,100.0,33,0,1,1,0,0,4,4,1,10.0,22.5,SF,16,K,LAR,True
Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,16,K,LAR,True
MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,16,K,LAR,True
Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,16,K,LAR,True
Harrison Butker,2,2,100.0,56,0,0,1,0,1,2,3,1,10.0,76.6,KC,16,K,CHI,False
Mason Crosby,3,3,100.0,42,1,0,1,1,0,0,1,1,10.0,40.7,GB,16,K,MIN,False
JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,GB,16,K,MIN,False
Greg Zuerlein,1,2,50.0,52,0,0,0,0,1,4,4,1,9.0,74.2,DAL,16,K,PHI,False
Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DAL,16,K,PHI,False
Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,16,K,PHI,False
Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,16,K,PHI,False
Wil Lutz,1,1,100.0,47,0,0,0,1,0,5,5,1,9.0,3.3,NO,16,K,TEN,False
Brett Maher,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.9,NO,16,K,TEN,False
Jason Myers,2,2,100.0,51,0,0,1,0,1,1,1,1,9.0,22.1,SEA,16,K,ARI,True
Brandon McManus,2,2,100.0,34,0,1,1,0,0,3,3,1,9.0,44.3,DEN,16,K,DET,True
Joey Slye,2,2,100.0,50,0,1,0,0,1,0,0,1,8.0,1.6,WAS,16,K,NYG,True
Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,6.6,WAS,16,K,NYG,True
Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,16,K,NYG,True
Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,16,K,NYG,True
Jason Sanders,1,2,50.0,37,0,0,1,0,0,5,5,1,8.0,22.6,MIA,16,K,CIN,True
Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,33.3,MIA,16,K,CIN,True
Chase McLaughlin,1,1,100.0,35,0,0,1,0,0,5,5,1,8.0,7.1,CLE,16,K,BAL,True
Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,CLE,16,K,BAL,True
Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CLE,16,K,BAL,True
Josh Lambo,2,2,100.0,40,0,1,0,1,0,0,0,1,7.0,3.2,FA,16,K,,
Stephen Hauschka,1,1,100.0,35,0,0,1,0,0,2,2,1,5.0,0.0,FA,16,K,,
Aldrick Rosas,0,1,0.0,0,0,0,0,0,0,5,5,1,5.0,1.8,FA,16,K,,
Dan Bailey,1,1,100.0,23,0,1,0,0,0,1,1,1,4.0,0.0,FA,16,K,,
Justin Tucker,1,1,100.0,31,0,0,1,0,0,4,4,1,7.0,98.0,BAL,16,K,CLE,False
Daniel Carlson,1,1,100.0,48,0,0,0,1,0,3,3,1,7.0,74.3,LV,16,K,LAC,False
Younghoe Koo,1,2,50.0,23,0,1,0,0,0,3,3,1,6.0,40.9,ATL,16,K,JAC,True
Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,16,K,JAC,True
Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,16,K,JAC,True
Michael Badgley,1,1,100.0,27,0,1,0,0,0,2,2,1,5.0,19.9,IND,16,K,CAR,True
Rodrigo Blankenship,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,4.1,IND,16,K,CAR,True
Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,IND,16,K,CAR,True
Dustin Hopkins,0,0,0.0,0,0,0,0,0,0,5,5,1,5.0,14.5,LAC,16,K,LV,True
Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.7,LAC,16,K,LV,True
Matt Prater,1,1,100.0,26,0,1,0,0,0,2,2,1,5.0,52.8,ARI,16,K,SEA,False
Chris Boswell,1,1,100.0,49,0,0,0,1,0,1,1,1,5.0,51.0,PIT,16,K,NYJ,False
Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,16,K,NYJ,False
Sam Sloman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,16,K,NYJ,False
Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,16,K,NYJ,False
Jake Elliott,1,3,33.3,36,0,0,1,0,0,2,2,1,5.0,22.5,PHI,16,K,DAL,True
Austin Seibert,1,1,100.0,47,0,0,0,1,0,0,1,1,4.0,0.1,DET,16,K,DEN,False
Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,DET,16,K,DEN,False
Eddy Pineiro,1,1,100.0,46,0,0,0,1,0,0,0,1,4.0,0.2,NYJ,16,K,PIT,True
Matt Ammendola,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NYJ,16,K,PIT,True
Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,16,K,PIT,True
Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,16,K,PIT,True
Sergio Castillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,16,K,PIT,True
Greg Joseph,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,69.1,MIN,16,K,GB,True
Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,JAC,16,K,ATL,False
Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,34.2,CIN,16,K,MIA,False
Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,16,K,HOU,True
Ryan Succop,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,57.4,TB,16,K,HOU,True
Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,16,K,HOU,True
Tyler Bass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,84.8,BUF,16,K,NE,False
Graham Gano,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,31.4,NYG,16,K,WAS,False
Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYG,16,K,WAS,False
Cairo Santos,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2.1,CHI,16,K,KC,True
Kai Forbath,4,4,100.0,48,0,1,0,3,0,5,5,1,20.0,3.0,LAR,17,K,ARI,True
Matt Gay,0,3,0.0,0,0,0,0,0,0,2,2,1,2.0,89.8,LAR,17,K,ARI,True
Ryan Santoso,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,LAR,17,K,ARI,True
Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,LAR,17,K,ARI,True
Younghoe Koo,5,5,100.0,45,0,1,2,2,0,1,1,1,18.0,40.9,ATL,17,K,TB,False
Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,17,K,TB,False
Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,17,K,TB,False
Justin Tucker,4,4,100.0,47,0,1,0,3,0,2,2,1,17.0,98.0,BAL,17,K,PIT,True
Josh Lambo,3,3,100.0,56,0,1,0,0,2,3,3,1,16.0,3.2,FA,17,K,,
Dan Bailey,4,4,100.0,39,0,0,4,0,0,1,1,1,13.0,0.0,FA,17,K,,
Stephen Hauschka,2,2,100.0,29,0,2,0,0,0,0,0,1,6.0,0.0,FA,17,K,,
